"","entity","deepseek","gemma2","llama","llama70b","mistral","models_present","n_entity_types"
"691","body size","Measurement","Property",NA,NA,"Property",3,2
"692","spicule shape and size","Measurement",NA,NA,"Measurement",NA,2,1
"693","vulva to anus length","Measurement","Property",NA,"Measurement","Property",4,2
"694","vaginal sphincter musculature","Measurement","Property",NA,"Measurement","Property",4,2
"695","Brugia beaveri","Pathogen","Pathogen","Nematode","Pathogen","Pathogen",5,2
"696","filaria","Pathogen",NA,NA,NA,"Pathogen",2,1
"697","domestic cat","Host","Host","Host","Host","Host",5,1
"698","jirds","Host","Host","Host","Host","Host",5,1
"699","Meriones unguiculatus","Host","Host","Host","Host","Species",5,2
"700","mosquitoes","Host","Host","Vector","Vector","Vector",5,2
"701","lymphatics","Tissue","Anatomical Structure","Tissue","Tissue","Tissue",5,2
"702","subcutaneous tissues","Tissue","Anatomical Location","Tissue","Tissue","Tissue",5,2
"703","heart","Tissue",NA,NA,"Tissue",NA,2,1
"704","testes","Tissue","Anatomical Structure","Tissue","Tissue","Tissue",5,2
"705","peripheral blood","Tissue","Biological Sample",NA,NA,NA,2,2
"706","prepatent period","Duration",NA,"Incubation period","Duration","Time interval",4,3
"707","70-107 days","Duration","Incubation period",NA,"Duration","Duration",4,2
"708","hypodermis","Tissue","Anatomical Structure","Tissue","Anatomical structure","Tissue",5,3
"709","cuticle","Anatomical structure","Anatomical Structure","Structure","Anatomical structure","Tissue",5,4
"710","lateral fields","Undefined","Anatomical Feature","Anatomical structure","Anatomical feature","Tissue",5,5
"711","body wall","Anatomical structure",NA,"Structure","Anatomical structure","Tissue",4,3
"712","muscle cells","Undefined","Cell type","Cell type","Cell type","Tissue",5,3
"713","internal organs","Anatomical structure","Anatomical Structure","Anatomical structure","Anatomical structure","Tissue",5,3
"714","Taenia parva","Pathogen","Pathogen","Helminth","Parasite","Pathogen",5,3
"715","Taenia parva Baer, 1926","Pathogen",NA,NA,NA,NA,1,1
"716","Cestoda","Pathogen","Parasite","Parasite","Parasite","Phylum",5,3
"717","Cyclophyllidea","Pathogen","Parasite","Phylum","Parasite","Parasite",5,3
"718","Taeniidae","Pathogen","Parasite Family","Family (of tapeworms)","Family of tapeworms","Parasite",5,5
"719","common genet","Common name","Animal",NA,"Common name","Common name",4,2
"720","Genetta genetta","Host","Host","Host","Host","Species",5,2
"721","spermiogenesis","Biological process","Biological Process","Biological process","Biological Process","Process",5,3
"722","spermatozoa","Cell type","Cell",NA,NA,NA,2,2
"723","axoneme","Cellular structure","Organelle","Structure","Cell structure","Cellular structure",5,4
"724","cytoplasmic extension","Cell structure","Organelle","Structure","Cell structure","Cellular structure",5,4
"725","free flagellum","Anatomical structure",NA,NA,NA,"Cellular structure",2,2
"726","centrioles","Organelle","Organelle","Structure","Cell structure","Cellular structure",5,4
"727","intercentriolar body","Cellular structure","Organelle","Structure","Cell structure","Cellular structure",5,4
"728","flagellar rotation","Biological process",NA,"Mechanism of motility",NA,"Process",3,3
"729","mitochondria","Organelle","Organelle",NA,"Cell structure",NA,3,2
"730","periaxonemal sheath","Anatomical structure","Organelle","Structure","Cell structure","Cellular structure",5,5
"731","transverse intracytoplasmic walls","Biological structure","Organelle","Structure","Cell structure","Cellular structure",5,5
"732","Bâ and Marchand","Undefined","Authors","Authors",NA,"Author",4,3
"733","type III spermiogenesis","Biological process","Biological Process",NA,"Biological Process","Process",4,3
"734","cyclophyllideans","Parasite order",NA,NA,NA,"Parasite",2,2
"735","family Taeniidae","Family",NA,NA,NA,NA,1,1
"736","45 degrees","Temperature",NA,NA,NA,NA,1,1
"737","tapeworm","Pathogen","Parasite","Helminth","Pathogen","Pathogen",5,3
"738","Bertiella studeri","Pathogen","Parasite","Helminth","Parasite","Parasite",5,3
"739","leaf-swallowing","Behavior","Behavioral Trait","Behavior","Behavior","Behavior",5,2
"740","Kibale National Park","Geographical location","Location","Protected area","Ecosystem","Location",5,4
"741","Uganda","Location","Location","Country","Location","Country",5,2
"742","6.5 years","Duration",NA,NA,"Duration",NA,2,1
"743","seven-month period","Duration","Duration",NA,"Duration","Duration",4,1
"744","dung","Undefined",NA,NA,NA,NA,1,1
"745","rate","Undefined",NA,NA,NA,"Mortality rate",2,2
"746","1995","Year","Year","Year",NA,"Year",4,1
"747","gastropod","Biological classification",NA,NA,"Host","Host",3,2
"748","bighorn sheep","Common name","Host","Host","Host","Host",5,2
"749","Ovis canadensis","Host","Host","Host","Host","Host",5,1
"750","lungworm","Pathogen","Parasite",NA,"Parasite","Parasite",4,2
"751","Protostrongylus spp.","Pathogen","Pathogen","Nematode","Pathogen","Pathogen",5,2
"752","Utah, USA","Location",NA,NA,NA,NA,1,1
"753","Antelope Island","Location","Location","Geographic Location","Location","Location",5,2
"754","Newfoundland Mountains","Geographical location","Geographic Location","Geographical feature","Geographic location","Geographical feature",5,4
"755","May-August 2001-02","Duration","Time period",NA,NA,NA,2,2
"756","weekly","Duration",NA,NA,NA,NA,1,1
"757","1,595 gastropods","Measurement",NA,NA,NA,NA,1,1
"758","Vallonia","Unknown","Host","Species","Genus","Host",5,4
"759","85%","Measurement","Proportion","Proportion of individuals that died","Proportion","Proportion of individuals that died",5,3
"760","980 gastropods","Measurement",NA,NA,NA,NA,1,1
"761","1%","Measurement","Proportion",NA,NA,NA,2,2
"762","90%","Measurement",NA,NA,NA,NA,1,1
"763","421 fecal pellet groups","Measurement",NA,NA,NA,NA,1,1
"764","113 bighorn sheep groups","Measurement",NA,NA,NA,NA,1,1
"765","riparian","Habitat","Ecological Feature",NA,"Habitat","Ecological habitat",4,3
"766","rock","Location","Non-biological",NA,"Environmental feature","Environmental factor",4,4
"767","desert shrub","Organism","Ecosystem component",NA,"Habitat","Plant",4,4
"768","grass","Host","Environmental factor",NA,"Environmental component","Plant",4,4
"769","lambs","Host subgroup","Host",NA,"Age group",NA,3,3
"770","nursery groups","Host subgroup","Host",NA,"Age group","Group",4,4
"771","ram groups","Host subgroup","Host",NA,NA,"Group",3,3
"772","dry years","Duration","Environmental Factor",NA,"Environmental factor","Environmental condition",4,4
"773","perennial water sources","Environmental factor","Environmental Factor",NA,"Environmental factor","Environmental factor",4,2
"774","Longistrongylus curvispiculum","Pathogen","Pathogen","Nematode","Pathogen","Parasite",5,3
"775","Nematoda: Trichostrongyloidea","Taxonomic group","Parasite",NA,NA,NA,2,2
"776","free-ranging exotic antelope","Host",NA,"Host","Host","Host",4,1
"777","sable","Host","Animal","Mammal","Common name","Common name",5,4
"778","Hippotragus niger","Host","Host","Host","Host","Host",5,1
"779","addax","Host","Host","Species","Host","Common name",5,3
"780","Addax nasomaculatus","Host","Host","Host","Host","Host",5,1
"781","biesa oryx","Host","Host","Species","Host","Host",5,2
"782","Oryx beisa","Host","Host","Host","Host","Host",5,1
"783","ranches","Animal source",NA,NA,NA,"Animal source",2,1
"784","central Texas","Location","Geographic Location","Geographic Region","Geographic location","Geographical location",5,5
"785","Haemonchus contortus","Pathogen","Pathogen","Nematode","Parasite","Pathogen",5,3
"786","abomasal worm burden","Burden","Parasite load",NA,"Symptom","Symptom",4,3
"787","spicules","Tissue","Biological Structure","Structure","Anatomical structure","Structure",5,4
"788","females","Tissue","Demographic",NA,"Demographic group","Gender",4,4
"789","ostertaginae","Subfamily",NA,NA,"Subfamily","Pathogen",3,2
"790","Mesocestoides","Pathogen","Parasite","Helminth","Parasite","Pathogen",5,3
"791","tapeworms","Pathogen","Parasite",NA,NA,NA,2,2
"792","clade A","Pathogen lineage","Lineage",NA,NA,"Genetic group",3,3
"793","clade B","Pathogen lineage","Viral Subtype",NA,NA,"Genetic Group",3,3
"794","San Miguel Island (SMI)","Location",NA,NA,NA,NA,1,1
"795","Hopland Research and Extension Center (HREC)","Animal source",NA,NA,NA,NA,1,1
"796","wild carnivores","Host","Host","Host",NA,"Animal group",4,2
"797","reptiles","Host","Host","Animal group","Animal group","Taxonomic group",5,3
"798","rodents","Host","Host","Animal","Animal group","Host",5,3
"799","deer mice","Host","Host",NA,"Host","Host",4,1
"800","Peromyscus maniculatus","Host","Host","Host","Host","Host",5,1
"801","tapeworm infections","Disease",NA,NA,NA,NA,1,1
"802","proglottids","Life stage","Parasite part",NA,"Life stage","Life stage",4,2
"803","tetrathyridia","Life stage","Parasite",NA,"Life stage","Life stage",4,2
"804","acephalic metacestodes","Life stage","Parasite stage",NA,"Life stage","Life stage",4,2
"805","western fence lizards","Host","Host",NA,"Host","Host",4,1
"806","laboratory mice","Host",NA,NA,"Host","Animal model",3,2
"807","hamsters","Host","Host",NA,"Host","Host",4,1
"808","lizards","Host","Host",NA,NA,"Host",3,1
"809","dogs","Host","Host","Host",NA,"Host",4,1
"810","peritoneal tetrathyridial infections","Disease","Disease",NA,"Disease",NA,3,1
"811","adult tapeworm infection","Disease","Disease",NA,NA,NA,2,1
"812","metacestode infections","Disease",NA,NA,NA,NA,1,1
"813","Schistosomiasis","Disease","Disease","Disease","Disease","Disease",5,1
"814","Omo National Park","Protected Area","Location","Protected area","Protected Area","Location",5,3
"815","southwest Ethiopia","Location","Geographic Location","Region",NA,NA,3,3
"816","tourists","Host","Host","Host",NA,"Host",4,1
"817","Mui River","Location","Geographic Feature","Watercourse","Geographic location","Geographical location",5,5
"818","Park residents","Host","Host","Host","Host","Host",5,1
"819","Suri people","Host","Host","Host","Host","Host",5,1
"820","eggs","Pathogen","Potential vector/reservoir",NA,NA,"Food source",3,3
"821","stools","Specimen",NA,"Tissue",NA,"Sample type",3,3
"822","adult worms","Pathogen","Parasite","Tissue",NA,NA,3,3
"823","Biomphalaria pfeifferi","Host","Host","Host","Host","Host",5,1
"824","trematode larvae","Undefined","Parasite",NA,NA,NA,2,2
"825","howler monkeys","Host","Host",NA,"Host","Host",4,1
"826","A. pigra","Host","Host",NA,"Species","Host",4,2
"827","Macuspana","Location","Location","Location","Location","Unknown",5,2
"828","DTP","Vaccine",NA,"Vaccine","Vaccine","Vaccine",4,1
"829","group size","Undefined",NA,NA,"Measurement","Number of individuals infected",3,3
"830","home range use","Ecological factor","Ecological Behavior",NA,"Ecological concept","Behavior",4,4
"831","parasite infections","Disease",NA,NA,NA,NA,1,1
"832","body contact","Transmission route","Transmission route",NA,"Transmission route","Transmission route",4,1
"833","contaminated items","Fomite","Potential source of infection",NA,"Fomite","Environmental factor",4,3
"834","range use","Habitat use","Ecological Factor",NA,"Habitat","Ecological term",4,4
"835","exposure","Exposure","Risk Factor",NA,"Risk factor",NA,3,3
"836","forest fragment","Habitat","Habitat",NA,"Habitat","Ecosystem",4,2
"837","range area size","Measurement","Measurement",NA,"Measurement","Geographical range",4,2
"838","intensity of home range use","Measurement","Measurement",NA,"Measurement","Behavioral trait",4,2
"839","DTP prevalence","Measurement","Measurement",NA,"Measurement","Disease prevalence",4,2
"840","DTP load","Measurement","Measurement",NA,"Measurement","Measurement",4,1
"841","home range","Undefined",NA,NA,NA,NA,1,1
"842","microclimate","Environmental factor","Ecological Factor",NA,"Environmental factor","Environmental factor",4,2
"843","contact rate","Epidemiological measure","Transmission parameter",NA,"Transmission parameter","Epidemiological parameter",4,3
"844","immune function","Physiological Function","Biological process",NA,"Physiological process","Biological process",4,3
"845","Elaeophora schneideri","Pathogen","Pathogen","Pathogen","Pathogen","Parasite",5,2
"846","New Mexico","Location","Location","State","Location","Location",5,2
"847","Fra Cristobal Mountains","Geographical location","Geographic Location","Geographical feature","Geographic location","Geographical location",5,4
"848","Watson Mountain","Location","Location","Geographical feature","Geographic location","Unknown",5,4
"849","Gila Wilderness area","Geographical location","Geographic Location","Ecosystem","Ecosystem","Location",5,4
"850","mule deer","Common name","Host","Host","Host","Host",5,2
"851","Odocoileus hemionus hemionus","Host","Host","Host","Host","Host",5,1
"852","tabanid vectors","Vector","Vector","Vector","Insect vectors","Vector",5,2
"853","carotid arteries","Tissue","Tissue",NA,"Tissue",NA,3,1
"854","iliac arteries","Tissue","Tissue",NA,"Tissue",NA,3,1
"855","skin","Tissue","Tissue","Tissue","Tissue","Tissue",5,1
"856","nasal mucosa","Tissue","Tissue","Tissue","Tissue","Tissue",5,1
"857","brain","Tissue",NA,"Tissue",NA,NA,2,1
"858","crusty, scabby lesions","Symptom",NA,NA,NA,"Symptom",2,1
"859","1997","Year","Year","Year","Year","Year",5,1
"860","adult ram","Host","Host","Host","Host",NA,4,1
"861","yearling ewe","Host","Host","Host","Host","Host",5,1
"862","Setaria Viborg, 1795","Species","Parasite",NA,NA,"Pathogen",3,3
"863","Setaria thwaitei Mönnig, 1933","Pathogen","Parasite",NA,NA,"Pathogen",3,2
"864","Setaria hornbyi","Pathogen","Parasite","Pathogen","Parasite","Pathogen",5,2
"865","sable antelope","Host","Host","Host","Host","Host",5,1
"866","roan antelope","Host","Host","Host","Host","Host",5,1
"867","Hippotragus equinus","Host","Host","Host","Host","Host",5,1
"868","waterbuck","Host","Host","Host","Host","Host",5,1
"869","Kobus ellipsiprymnus","Host","Host","Host","Host","Host",5,1
"870","gemsbuck","Host","Host","Mammal","Host","Common name",5,3
"871","Oryx gazella","Host","Host","Host","Host","Host",5,1
"872","north","Geographical region",NA,"Direction","Direction","Geographical direction",4,3
"873","south","Geographical region","Geographic Location","Direction","Geographic location","Geographical location",5,5
"874","Mönnig","Person","Unknown","Author","Disease",NA,4,4
"875","1933","Year","Year","Year","Year",NA,4,1
"876","Yeh","Insufficient context","Unknown","Last name","Author",NA,4,4
"877","1959","Duration","Year","Year","Year",NA,4,2
"878","material","Material",NA,NA,NA,NA,1,1
"879","measurements","Measurement",NA,NA,NA,NA,1,1
"880","original description","Study",NA,NA,NA,"Undefined",2,2
"881","scanning electron microscopy","Technique","Technique",NA,NA,NA,2,1
"882","anterior regions","Anatomical region",NA,NA,NA,"Anatomical feature",2,2
"883","posterior regions","Anatomical location",NA,NA,NA,"Body part",2,2
"884","female worms","Parasite",NA,"Tissue","Host","Organism",4,4
"885","Andean hog-nosed skunk","Common name","Host","Host","Host","Host",5,2
"886","Conepatus chinga","Host","Host","Species","Host",NA,4,2
"887","Spirometra erinacei","Pathogen","Pathogen","Helminth","Parasite",NA,4,3
"888","Diphyllobothridae","Pathogen","Family of parasites","Trematode family","Parasite","Family",5,5
"889","small intestine","Anatomical structure","Anatomical Structure",NA,"Anatomical structure",NA,3,2
"890","Abra La Raya","Host","Location","Location","Geographic location","Geographical location",5,4
"891","Cusco","Location","Location","City","Location","Location",5,2
"892","Peru","Geographical location","Location","Country","Location","Country",5,3
"893","Four","Number of individuals that died",NA,NA,"Number",NA,2,2
"894","First report","Undefined",NA,"Medical report",NA,NA,2,2
"895","Eimeria species","Parasite","Pathogen",NA,NA,"Pathogen",3,2
"896","Japanese serows","Host","Host",NA,NA,NA,2,1
"897","Capricornis crispus","Host","Host","Host","Host","Host",5,1
"898","Formosan serows","Host","Host",NA,NA,NA,2,1
"899","Capricornis swinhoei","Host","Host","Host","Host","Host",5,1
"900","Eimeria kamoshika","Pathogen","Parasite","Pathogen",NA,"Parasite",4,2
"901","Inoue, 1989","Reference","Scientific name",NA,NA,NA,2,2
"902","October 1998 to March 1999","Duration",NA,NA,NA,NA,1,1
"903","Fresh fecal samples","Specimen",NA,NA,NA,NA,1,1
"904","Eimeriid coccidians","Pathogen","Parasite","Parasite","Pathogen","Pathogen",5,2
"905","Sporulated oocysts","Biological structure",NA,NA,NA,NA,1,1
"906","Polar granules (PGs)","Biological structure",NA,NA,NA,NA,1,1
"907","Stieda body (SB)","Biological structure",NA,NA,NA,NA,1,1
"908","Sporocyst residuum (SR)","Biological structure",NA,NA,NA,NA,1,1
"909","Micropyle (M)","Biological structure",NA,NA,NA,NA,1,1
"910","Oocyst residuum (OR)","Biological structure",NA,NA,NA,NA,1,1
"911","Sporocysts","Biological structure",NA,NA,NA,"Structure",2,2
"912","Oocysts","Biological structure",NA,NA,NA,NA,1,1
"913","Micrometers (microm)","Unit of measurement",NA,NA,NA,NA,1,1
"914","Length (L)","Measurement",NA,NA,NA,NA,1,1
"915","Width (W)","Measurement",NA,NA,NA,NA,1,1
"916","Length:Width (L/W) ratio","Measurement",NA,NA,NA,NA,1,1
"917","Hepatozoon species","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"918","Japanese Martens","Host","Host","Species","Host",NA,4,2
"919","Martes melampus melampus","Host","Host","Host","Host",NA,4,1
"920","myocardium","Undefined","Anatomical Structure","Organ","Tissue","Tissue",5,4
"921","granulomatous nodules","Symptom",NA,"Lesion","Symptom","Symptom",4,2
"922","merozoites/gametocytes","Life cycle stage","Parasite stage","Plasmodium stages",NA,NA,3,3
"923","partial 18S rRNA gene","Genetic marker",NA,NA,NA,NA,1,1
"924","histological methods","Diagnostic method",NA,"Laboratory technique",NA,NA,2,2
"925","molecular methods","Technique",NA,"Diagnostic technique",NA,NA,2,2
"926","pine marten","Host","Host","Mammal","Host","Host",5,2
"927","Martes martes","Host","Host","Host","Host","Species",5,2
"928","Scotland","Location","Geographic Location","Country","Location","Geographical location",5,4
"929","Tana River red colobus","Host","Host",NA,"Host","Host",4,1
"930","Procolobus rufomitratus","Host","Host","Species","Host","Species",5,2
"931","mangabey","Common name","Host","Host",NA,"Host",4,2
"932","Cercocebus galeritus galeritus","Host","Host","Species","Host","Subspecies",5,3
"933","habitat loss","Environmental factor","Environmental Factor","Environmental Factor","Ecological Factor","Environmental factor",5,3
"934","fragmentation","Habitat fragmentation","Ecological Process","Ecological process",NA,NA,3,3
"935","human activities","Undefined","Activity","Anthropogenic activity",NA,"Exposure source",4,4
"936","forest fragmentation","Environmental factor","Ecological Factor",NA,NA,"Environmental factor",3,2
"937","richness","Measurement",NA,"Measurement",NA,NA,2,1
"938","host density","Population density",NA,NA,NA,NA,1,1
"939","forest area","Measurement","Measurement","Measurement",NA,"Ecosystem",4,2
"940","disturbance","Measurement",NA,"Measurement",NA,"Ecological factor",3,2
"941","human population","Undefined","Host","Host",NA,"Host",4,2
"942","forest resources","Environmental factor","Environmental factor","Ecosystem component",NA,"Ecosystem",4,3
"943","cultivation","Laboratory method","Activity","Agricultural practice",NA,"Process",4,4
"944","arboreal folivores","Animal type","Animal Group","Property",NA,"Animal group",4,4
"945","terrestrial habitat generalists","Habitat preference","Organism","Property",NA,"Ecological niche",4,4
"946","Entopolypoides macaci","Pathogen","Pathogen","Pathogen","Parasite","Pathogen",5,2
"947","Entopolypoides macaci Mayer, 1934","Pathogen",NA,NA,NA,NA,1,1
"948","African baboon","Host","Host","Host","Host","Host",5,1
"949","Papio cynocephalus L. 1766","Host",NA,NA,"Host",NA,2,1
"950","Hepatocystis kochi","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"951","Parasitemia","Measurement",NA,"Infection",NA,"Condition",3,3
"952","Splenectomy","Surgical procedure",NA,"Medical procedure",NA,NA,2,2
"953","Hemoglobin","Measurement",NA,"Protein",NA,NA,2,2
"954","RBC counts","Measurement","Clinical parameter",NA,"Laboratory test result",NA,3,3
"955","Other primates","Host",NA,NA,NA,NA,1,1
"956","Study","Research study",NA,NA,NA,NA,1,1
"957","habitat","Environment",NA,"Ecological","Ecological Environment",NA,3,3
"958","African lions","Host","Host","Host","Host","Host",5,1
"959","Panthera leo","hosts","Host","Species","Host","Host",5,3
"960","southwestern Kalahari, Namibia","Geographical region",NA,NA,NA,NA,1,1
"961","Intu Afrika Kalahari Game Reserve","Game Reserve","Ecological Reserve","Conservation area","Protected Area","Location",5,5
"962","winter 2003","Time period","Time period",NA,NA,NA,2,1
"963","summer 2004","Time period",NA,NA,NA,NA,1,1
"964","faecal helminth egg and oocyst counts","Measurement",NA,NA,NA,NA,1,1
"965","small population","Population size",NA,"Host population",NA,NA,2,2
"966","endoparasite survey","Study",NA,NA,NA,"Study",2,1
"967","pride","Common name",NA,NA,NA,NA,1,1
"968","lion scats","Animal source",NA,NA,"Sample",NA,2,2
"969","flotation technique","Laboratory method","Technique",NA,"Laboratory method","Diagnostic method",4,3
"970","Ancylostoma braziliense","Pathogen","Pathogen","Nematode","Pathogen","Parasite",5,3
"971","Gnathostoma spinigerum","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"972","Uncinaria stenocephala","Pathogen","Pathogen","Helminth","Parasite","Parasite",5,3
"973","coccidians","Pathogen","Parasite",NA,NA,NA,2,2
"974","Isospora felis","Pathogen","Pathogen","Pathogen","Pathogen","Parasite",5,2
"975","McMaster method","Diagnostic method","Diagnostic technique","Epidemiological investigation method","Diagnostic technique","Diagnostic technique",5,3
"976","14866 oocysts per gram of faeces","Measurement",NA,NA,NA,NA,1,1
"977","endoparasite taxa","Parasite",NA,NA,NA,NA,1,1
"978","levels of association","Pathogen",NA,NA,NA,"Indicator",2,2
"979","infection rates","Measurement",NA,NA,NA,NA,1,1
"980","semi-captive conditions","Undefined","Animal Husbandry System","Environmental condition","Environmental context","Animal source",5,5
"981","deworming","Intervention","Intervention","Public Health Intervention","Intervention","Preventive measure",5,3
"982","western lowland gorillas","Host",NA,NA,"Host","Host",3,1
"983","Bai Hokou","Undefined","Unknown","Host","Disease","Location",5,5
"984","Central African Republic","Country","Geographic Location","Country","Location","Geographical location",5,4
"985","Dzangha-Ndoki National Park","Location","Protected Area","Protected area","Protected Area","Location",5,3
"986","2 degrees 51'34''N, 16 degrees 28'03''E","Undefined",NA,NA,NA,NA,1,1
"987","October 1999 to November 2000","Duration",NA,NA,NA,NA,1,1
"988","75 fecal samples","Number of samples",NA,NA,NA,NA,1,1
"989","endoparasites","Pathogen","Parasite",NA,"Pathogen","Parasite",4,2
"990","amoebae","Pathogen",NA,"Microorganism","Microorganism","Pathogen",4,2
"991","entodiniomorph ciliates","Pathogen",NA,"Parasite","Microorganism","Microorganism",4,3
"992","Prototapirella gorillae","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"993","Troglodytella spp.","Pathogen","Pathogen","Nematode","Pathogen","Pathogen",5,2
"994","Gorillophilus thoracatus","Pathogen","Pathogen","Pathogen","Parasite","Species",5,3
"995","Balantidium-like organism","Pathogen","Potential Pathogen","Protozoan","Pathogen","Pathogen",5,3
"996","strongyle/trichostrongyle eggs","Pathogen","Parasite",NA,"Parasite","Parasite",4,2
"997","Mammomonogamus sp.","Pathogen","Parasite","Helminth","Pathogen","Pathogen",5,3
"998","Probstmayria sp.","Pathogen","Pathogen","Species","Pathogen","Pathogen",5,2
"999","spirurid","Pathogen","Parasite","Nematode","Parasite","Nematode",5,3
"1000","trichuroid","Pathogen","Parasite","Nematode","Parasite","Pathogen",5,3
"1001","trematodes","Pathogen","Parasite",NA,"Parasite","Pathogen",4,2
"1002","flagellates","Protozoa",NA,NA,NA,"Pathogen",2,2
"1003","cestodes","Pathogen","Parasite","Parasite",NA,"Pathogen",4,2
"1004","ecotourism","Undefined","Human activity","Human activity","Human activity","Activity",5,3
"1005","health-monitoring program","Undefined",NA,"Public Health Surveillance","Surveillance System","Program",4,4
"1006","Colobus vellerosus","Undefined","Host","hosts","hosts","Common name",5,4
"1007","ursine colobus monkeys","Common name","Host",NA,NA,"Host",3,2
"1008","Boabeng-Fiema","Location","Location","Location",NA,NA,3,1
"1009","Ghana","Location","Country","Country","Location","Country",5,2
"1010","Boabeng-Fiema Monkey Sanctuary","Sanctuary",NA,NA,"Protected area","Location",3,3
"1011","27","Undefined",NA,NA,NA,NA,1,1
"1012","July 2004 to August 2005","Duration",NA,NA,NA,NA,1,1
"1013","protozoans","Pathogen","Pathogen",NA,"Pathogen","Pathogen",4,1
"1014","Isospora sp.","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"1015","G. duodenalis Assemblage B","Assemblage","Pathogen","Pathogen","Pathogen","Pathogen",5,2
"1016","Blastocystis sp.","Pathogen","Pathogen","Eukaryote","Pathogen","Pathogen",5,2
"1017","subtype 2","Subtype","Subtype",NA,NA,"Subtype",3,1
"1018","Ascaris sp.","Pathogen","Pathogen","Nematode","Pathogen","Pathogen",5,2
"1019","Enterobius sp.","Pathogen","Pathogen","Nematode","Pathogen","Pathogen",5,2
"1020","strongyle sp.","Pathogen",NA,NA,NA,"Pathogen",2,1
"1021","digenean trematode","Pathogen",NA,NA,NA,"Pathogen",2,1
"1022","fecal floatation","Diagnostic method","Diagnostic technique",NA,NA,"Method",3,3
"1023","fluorescein labeled antibodies","Reagent","Technique",NA,NA,"Method",3,3
"1024","PCR techniques","Diagnostic method","Technique",NA,"Laboratory technique","Method",4,4
"1025","long wet season","Environmental factor","Environmental Factor",NA,NA,"Environmental condition",3,3
"1026","long dry","Duration","Environmental Condition",NA,NA,NA,2,2
"1027","Papio spp.","Host","Host","Host",NA,NA,3,1
"1028","nematoes","Parasite",NA,NA,NA,NA,1,1
"1029","Gombe","Location","Location","National Park","Location","Location",5,2
"1030","Mt. Assirik","Location","Location","Location","Geographic location","Location",5,2
"1031","Senegal","Country","Country","Country","Location","Country",5,2
"1032","P. anubis","Host","Host","Host","Host","Host",5,1
"1033","P. papio","Host","Host","Host","Host","Host",5,1
"1034","chimpanzees","Host",NA,NA,"Host","Host",3,1
"1035","baboons","Host","Host",NA,"Host","Host",4,1
"1036","fecal specimens","Sample","Biological Sample",NA,"Sample","Sample type",4,3
"1037","parasite loads","Measurement",NA,NA,NA,NA,1,1
"1038","crested mangabey","Host","Host",NA,"Host","Host",4,1
"1039","Cercocebus galeritus","Host","Host","Species","Host","Species",5,2
"1040","fecal egg counts","Symptom","Diagnostic marker",NA,"Measurement","Diagnostic test",4,4
"1041","forest","Habitat","Ecosystem","Ecosystem",NA,"Ecosystem",4,2
"1042","behavioral ecology","Characteristic",NA,NA,"Field of study","Property",3,3
"1043","terrestrial omnivores","Characteristic",NA,NA,"Host","Property",3,3
"1044","social groups","Characteristic",NA,NA,"Population","Property",3,3
"1045","intermediate hosts","Host",NA,NA,NA,NA,1,1
"1046","prevalence of parasites","Undefined",NA,NA,NA,NA,1,1
"1047","statistical significance","Statistical measure",NA,NA,NA,NA,1,1
"1048","parasite species","Pathogen",NA,NA,NA,NA,1,1
"1049","Phagicola angrense","Pathogen","Pathogen","causes","Pathogen","Pathogen",5,2
"1050","Digenea","Pathogen",NA,NA,"Phylum","Taxonomic group",3,3
"1051","Heterophyidae","Family",NA,NA,"Family of parasitic flatworms","Family",3,2
"1052","raccoon","Host","Host","Mammal","Host","Host",5,2
"1053","enteritis","Disease","Disease","Gastrointestinal disease","Disease","Disease",5,2
"1054","Parramore Island","Location","Location","Geographic Location","Geographic location","Location",5,3
"1055","weak","Symptom","Symptom","Symptom","Symptom","Symptom",5,1
"1056","ataxic","Symptom","Symptom","Clinical sign","Symptom","Symptom",5,2
"1057","melenic soft feces","Symptom","Clinical Sign","Clinical sign",NA,"Symptom",4,3
"1058","emaciated","Symptom","Symptom","Symptom","Symptom","Symptom",5,1
"1059","pale","Symptom","Symptom","Color","Symptom","Symptom",5,2
"1060","ascites","Symptom","Symptom","Clinical sign","Symptom","Symptom",5,2
"1061","mesenteric vessels","Anatomical structure",NA,NA,"Anatomical structure","Body part",3,2
"1062","intestines","Anatomical location","Tissue","Tissue","Organ","Body part",5,4
"1063","small intestinal mucosa","Tissue","Tissue","Tissue","Anatomical structure","Body part",5,3
"1064","necrosis","Symptom","Symptom","Symptom","Symptom","Symptom",5,1
"1065","lamina propria","Anatomical structure","Tissue","Tissue","Anatomical structure","Body part",5,3
"1066","plasma cells","Cell type","Immune cell","Cell type","Cell type","Cell type",5,2
"1067","eosinophils","Cell type","Immune cell","Cell type","Cell type","Cell type",5,2
"1068","crypts","Anatomical structure","Tissue",NA,NA,"Body part",3,3
"1069","epithelium","Tissue","Tissue",NA,NA,"Tissue",3,1
"1070","acute hemorrhage","Symptom","Symptom","Symptom","Symptom",NA,4,1
"1071","Trypanosomes","Pathogen",NA,NA,NA,NA,1,1
