source_text,target_text,relation_type,doc_id
First report,Spirometra erinacei,documents,60201
Eimeria species,Japanese serows,found in,60431
Fresh fecal samples,Japanese serows,collected from,60431
Sporulated oocysts,Fresh fecal samples,found in,60431
Polar granules (PGs),Oocysts,part of,60431
Stieda body (SB),Oocysts,part of,60431
Sporocyst residuum (SR),Oocysts,part of,60431
Micropyle (M),Oocysts,part of,60431
Oocyst residuum (OR),Oocysts,part of,60431
Length (L),Micrometers (microm),measured in,60431
Width (W),Micrometers (microm),measured in,60431
Length:Width (L/W) ratio,Micrometers (microm),measured in,60431
Hepatozoon species,Japanese Martens,infects,60486
Japanese Martens,Hepatozoon species,hosts,60486
Hepatozoon species,Martes melampus melampus,infects,60486
Martes melampus melampus,Hepatozoon species,hosts,60486
myocardium,granulomatous nodules,has,60486
granulomatous nodules,merozoites/gametocytes,contain,60486
granulomatous nodules,schizonts,contain,60486
merozoites/gametocytes,phagocytes,found in,60486
partial 18S rRNA gene,molecular methods,analyzed by,60486
Hepatozoon species,molecular methods,detected by,60486
Hepatozoon species,histological methods,detected by,60486
Hepatozoon species,pine marten,infects,60486
pine marten,Hepatozoon species,hosts,60486
Hepatozoon species,Martes martes,infects,60486
Martes martes,Hepatozoon species,hosts,60486
Hepatozoon species,Scotland,found in,60486
Tana River red colobus,parasites,has,60177
mangabey,parasites,has,60177
habitat loss,human activities,caused by,60177
fragmentation,human activities,caused by,60177
forest area,prevalence,affects,60177
forest area,richness,affects,60177
forest fragmentation,host density,affects,60177
"Entopolypoides macaci Mayer, 1934",Entopolypoides macaci,scientific name of,60522
Entopolypoides macaci,"Entopolypoides macaci Mayer, 1934",common name of,60522
African baboon,Papio cynocephalus L. 1766,common name of,60522
Papio cynocephalus L. 1766,African baboon,scientific name of,60522
Entopolypoides macaci,African baboon,infects,60522
African baboon,Entopolypoides macaci,hosts,60522
Entopolypoides macaci,Kenya,found in,60522
Entopolypoides macaci,Papio cynocephalus L. 1766,found in,60522
Entopolypoides macaci,Hepatocystis kochi,not found with,60522
Parasitemia,Splenectomy,affected by,60522
Splenectomy,Parasitemia,causes,60522
Splenectomy,Hemoglobin,affects,60522
Splenectomy,RBC counts,affects,60522
Entopolypoides macaci,Other primates,transferred to,60522
Study,Entopolypoides macaci,describes,60522
Study,Hepatocystis kochi,differentiates,60522
habitat,habitat,no_relationship,60306
western lowland gorillas,western lowland gorillas,no_relationship,60223
Boabeng-Fiema Monkey Sanctuary,Ghana,located in,60200
109,fecal samples,number of,60200
fecal floatation,protozoans,used to detect,60200
fluorescein labeled antibodies,protozoans,used to detect,60200
PCR techniques,protozoans,used to detect,60200
Entamoeba sp.,fecal samples,detected in,60200
Isospora sp.,fecal samples,detected in,60200
Giardia sp.,fecal samples,detected in,60200
G. duodenalis Assemblage B,fecal samples,detected in,60200
Blastocystis sp.,fecal samples,detected in,60200
subtype 2,fecal samples,detected in,60200
Ascaris sp.,fecal samples,detected in,60200
Enterobius sp.,fecal samples,detected in,60200
Trichuris sp.,fecal samples,detected in,60200
strongyle sp.,fecal samples,detected in,60200
digenean trematode,fecal samples,detected in,60200
protozoans,long wet season,higher prevalence in,60200
protozoans,long dry,lower prevalence in,60200
Boabeng-Fiema Monkey Sanctuary,human settlements,near,60200
Gombe,Tanzania,located in,60303
Mt. Assirik,Senegal,located in,60303
P. anubis,Gombe,found in,60303
P. papio,Mt. Assirik,found in,60303
Pan troglodytes,intestinal parasites,hosts,60303
Papio spp.,intestinal parasites,hosts,60303
intestinal parasites,Pan troglodytes,infects,60303
intestinal parasites,Papio spp.,infects,60303
nematoes,intestinal parasites,infects,60303
fecal specimens,intestinal parasites,detects,60303
Gombe,infection,location of,60303
Mt. Assirik,infection,location of,60303
chimpanzees,infection,have higher incidence of,60303
baboons,infection,have lower incidence of,60303
Pan troglodytes,Gombe,studied in,60303
Papio spp.,Mt. Assirik,studied in,60303
parasite loads,Pan troglodytes,measured in,60303
parasite loads,Papio spp.,measured in,60303
Tana River red colobus,gastrointestinal parasites,hosts,60178
Procolobus rufomitratus,gastrointestinal parasites,hosts,60178
crested mangabey,gastrointestinal parasites,hosts,60178
Cercocebus galeritus,gastrointestinal parasites,hosts,60178
gastrointestinal parasites,Tana River red colobus,infects,60178
gastrointestinal parasites,Procolobus rufomitratus,infects,60178
gastrointestinal parasites,crested mangabey,infects,60178
gastrointestinal parasites,Cercocebus galeritus,infects,60178
Tana River red colobus,Tana River,found in,60178
Procolobus rufomitratus,Tana River,found in,60178
crested mangabey,Tana River,found in,60178
Cercocebus galeritus,Tana River,found in,60178
Tana River red colobus,Kenya,found in,60178
Procolobus rufomitratus,Kenya,found in,60178
crested mangabey,Kenya,found in,60178
Cercocebus galeritus,Kenya,found in,60178
Tana River red colobus,forest,found in,60178
Procolobus rufomitratus,forest,found in,60178
crested mangabey,forest,found in,60178
Cercocebus galeritus,forest,found in,60178
fecal egg counts,prevalence of parasites,measures,60178
prevalence of parasites,fecal egg counts,quantified by,60178
crested mangabey,prevalence of parasites,has higher,60178
Tana River red colobus,prevalence of parasites,has lower,60178
Phagicola angrense,Procyon lotor,infects,60350
Procyon lotor,Phagicola angrense,hosts,60350
Procyon lotor,Parramore Island,lives in,60350
Procyon lotor,Virginia,lives in,60350
Procyon lotor,USA,lives in,60350
Procyon lotor,weak,has,60350
Procyon lotor,ataxic,has,60350
Procyon lotor,melenic soft feces,has,60350
Procyon lotor,emaciated,has,60350
Procyon lotor,pale,has,60350
Procyon lotor,ascites,has,60350
Phagicola angrense,stomach,found in,60350
Phagicola angrense,intestines,found in,60350
Phagicola angrense,small intestinal mucosa,found in,60350
Phagicola angrense,mesenteric vessels,found in,60350
small intestinal mucosa,necrosis,has,60350
lamina propria,acute hemorrhage,has,60350
lamina propria,plasma cells,has,60350
lamina propria,eosinophils,has,60350
epithelium,crypts,has,60350
T. b. gambiense group 1,Cercocebus torquatus,infects,60415
Cercocebus torquatus,T. b. gambiense group 1,hosts,60415
T. b. gambiense group 1,Cercopithecus nictitans,infects,60415
Cercopithecus nictitans,T. b. gambiense group 1,hosts,60415
T. b. gambiense group 1,Ungulates,infects,60415
Ungulates,T. b. gambiense group 1,hosts,60415
Simian malaria,Plasmodium brasilianum,is caused by,60412
Plasmodium brasilianum,non-human primates,infects,60412
Plasmodium brasilianum,Brazilian Amazon,is found in,60412
Plasmodium brasilianum,Balbina,is identified in,60412
Alouatta seniculus straminea,15.8%,has prevalence,60412
Chiropotes satanas chiropotes,9.9%,has prevalence,60412
Ateles paniscus paniscus,32.3%,has prevalence,60412
Saimiri ustus,50%,has prevalence,60412
Ateles paniscus chamek,21%,has prevalence,60412
Plasmodium brasilianum,zoonotic potential,has,60412
non-human primates,zoonotic potential,have,60412
Hepatozoon americanum,coyotes,infects,60423
coyotes,Hepatozoon americanum,hosts,60423
Hepatozoon americanum,Canis latrans,infects,60423
Canis latrans,Hepatozoon americanum,hosts,60423
Hepatozoon americanum,skeletal muscle,found in,60423
Hepatozoon americanum,cardiac muscle,found in,60423
Oklahoma,USA,located in,60423
Gulf Coast ticks,coyotes,infests,60423
coyotes,Gulf Coast ticks,hosts,60423
Gulf Coast ticks,Canis latrans,infests,60423
Canis latrans,Gulf Coast ticks,hosts,60423
prevalence,coyotes,measured in,60423
prevalence,Canis latrans,measured in,60423
epizootiology,hepatozoonosis,of,60423
hepatozoonosis,North America,studied in,60423
Leishmania (Viannia) shawi sp. n.,Cebus apella,was isolated from,60444
morphology,Leishmania (Viannia) shawi sp. n.,was used to characterize,60444
isoenzyme profiles,Leishmania (Viannia) shawi sp. n.,was used to characterize,60444
kDNA buoyant densities,Leishmania (Viannia) shawi sp. n.,was used to characterize,60444
monoclonal antibodies,Leishmania (Viannia) shawi sp. n.,was used to characterize,60444
Hepatozoon sp.,Martes melampus,infects,60487
Hepatozoon sp.,wild martens,infects,60487
Martes melampus,Hepatozoon sp.,hosts,60487
wild martens,Hepatozoon sp.,hosts,60487
Hepatozoon sp.,Hepatozoonosis,causes,60487
nodular lesions,heart,found in,60487
nodular lesions,perirenal adipose tissue,found in,60487
nodular lesions,diaphragm,found in,60487
nodular lesions,mesentery,found in,60487
nodular lesions,tongue,found in,60487
nodular lesions,omentum,found in,60487
nodular lesions,perisplenic adipose tissue,found in,60487
schizonts,Hepatozoon sp.,part of,60487
merozoite-gametocytes,Hepatozoon sp.,part of,60487
mature schizonts,membrane-bound merozoites,contains,60487
membrane-bound merozoites,single nucleus,have,60487
membrane-bound merozoites,small scattered electron-dense cytoplasmic granules,have,60487
merozoites,phagocytes,engulfed by,60487
gamonts,phagocytes,engulfed by,60487
phagocytes,phagosome-like vacuole,contain,60487
67,wild martens,number of,60487
96%,Hepatozoon sp.,prevalence of,60487
red foxes,southeastern United States,is in,60566
red foxes,1967 to 1995,is studied from,60566
red foxes,51,have,60566
Sarcoptic mange,Sarcoptes scabiei,is caused by,60566
Otodectic mange,Otodectes cynotis,is caused by,60566
Suspected canine distemper,Canine distemper virus,is caused by,60566
Intradermal tick infestation,Ticks,is caused by,60566
Toxicosis,Toxins,is caused by,60566
Sarcocystis,bear,found in,60553
sarcocysts,skeletal muscles,found in,60553
sarcocysts,45 x 37.5 microm,have size,60553
sarcocysts,67.5 x 50 microm,have size,60553
sarcocysts,thin (<2 microm) sarcocyst wall,have,60553
villar protrusions,up to 2 microm long,have size,60553
villar protrusions,up to 0.7 microm wide,have size,60553
bradyzoites,sarcocysts,found in,60553
bear,North Carolina,from,60553
Toxoplasma gondii,white-tailed deer,infects,60511
white-tailed deer,Toxoplasma gondii,hosts,60511
white-tailed deer,Odocoileus virginianus,common name of,60511
Odocoileus virginianus,white-tailed deer,latin name of,60511
19 white-tailed deer,white-tailed deer,number of,60511
20-gram samples,heart tissue,sampled from,60511
heart tissue,20-gram samples,sampled as,60511
mice,bioassayed,used for,60511
bioassayed,Toxoplasma gondii,method of,60511
direct agglutination test,antibody titers,used for,60511
sections of heart muscle,Toxoplasma gondii,examined histologically,60511
histologically,sections of heart muscle,method of,60511
4,Toxoplasma gondii,number of,60511
21%,Toxoplasma gondii,prevalence of,60511
antibody titers,white-tailed deer,measured in,60511
1:50,antibody titers,threshold for,60511
7,antibody titers,number of,60511
16,white-tailed deer,number of,60511
44%,antibody titers,proportion of,60511
negative,histologically,result of,60511
Alabama,white-tailed deer,location of,60511
Sarcocystis,Japanese raccoon dogs,found in,60488
Sarcocystis,Japanese red fox,found in,60488
Sarcocystis,Japanese martens,found in,60488
Sarcocystis,Japanese badgers,found in,60488
Japanese raccoon dogs,65,had,60488
Japanese red fox,12,had,60488
Japanese martens,3,had,60488
Japanese badgers,1,had,60488
red fox,Fairmount Park,found in,60565
red fox,Philadelphia,found in,60565
red fox,Pennsylvania,found in,60565
red fox,USA,found in,60565
Toxoplasma gondii,liver,infects,60565
Toxoplasma gondii,lungs,infects,60565
Toxoplasma gondii,adrenal glands,infects,60565
liver,pale foci up to 4 mm in diameter,has,60565
pale foci up to 4 mm in diameter,Toxoplasma gondii,associated with,60565
Toxoplasma gondii,immunohistochemical staining,detected by,60565
rabies antigen,red fox,not detected in,60565
distemper virus,red fox,not detected in,60565
acute disseminated toxoplasmosis,red fox,diagnosed in,60565
red fox,acute disseminated toxoplasmosis,suffered from,60565
Toxoplasma gondii,Rocky Mountain bighorn sheep,infects,60516
Rocky Mountain bighorn sheep,Toxoplasma gondii,hosts,60516
Toxoplasma gondii,Toxoplasmic encephalitis,causes,60516
Rocky Mountain bighorn sheep,Toxoplasmic encephalitis,suffered from,60516
Rocky Mountain bighorn sheep,Pneumonic pasteurellosis,suffered from,60516
Pasteurella,Pneumonic pasteurellosis,causes,60516
Rocky Mountain bighorn sheep,Hells Canyon,located in,60516
Hells Canyon,"Washington, USA",located in,60516
Brain,Toxoplasmic encephalitis,affected by,60516
Toxoplasma gondii,Immunohistochemistry,detected by,60516
Rocky Mountain bighorn sheep,4-mo-old,age,60516
Pasteurella,Hells Canyon,associated with,60516
Toxoplasma gondii,Rocky Mountain bighorn sheep,first report,60516
legacy of low-impact logging,legacy of low-impact logging,no_relationship,60460
Megatrypanum trypanosomes,European Cervidae,isolated from,60430
Trypanosoma (Megatrypanum) theileri,cattle,isolated from,60430
Megatrypanum trypanosomes,red deer,infects,60430
Megatrypanum trypanosomes,fallow deer,infects,60430
Megatrypanum trypanosomes,roe deer,infects,60430
cattle,Trypanosoma (Megatrypanum) theileri,hosts,60430
European Cervidae,Megatrypanum trypanosomes,hosts,60430
cluster analysis,species differentiation,used for,60430
chromosomes,molecular karyotyping,part of,60430
300 kb,chromosomes,size of,60430
2200 kb,chromosomes,size of,60430
Evolution,Malaria resistance gene,evolved in,60523
Malaria resistance gene,Wild primates,evolved in,60523
Yellow baboons,Papio cynocephalus,common name of,60523
Papio cynocephalus,Yellow baboons,latin name of,60523
Nonhuman primates,Malaria resistance gene,hosts,60523
Malaria resistance gene,Nonhuman primates,part of,60523
Yellow baboons,Malaria resistance gene,studied in,60523
Malaria resistance gene,Yellow baboons,linked to,60523
Evolution,Yellow baboons,studied in,60523
Yellow baboons,Evolution,subject of,60523
retrospective serosurvey,pathogen exposure,detected by,59954
canine distemper virus (CDV),African wild dogs,infects,59954
African wild dogs,canine distemper virus (CDV),hosts,59954
African wild dogs,disease outbreak,experienced,59954
disease outbreak,African wild dogs,associated with,59954
disease outbreak boundaries,disease outbreak,related to,59954
management of pathogens,retrospective serosurvey,complicated by,59954
conservation efforts,African wild dogs,focused on,59954
conservation efforts,pathogen exposure,directed to,59954
white-footed mouse,hantavirus pulmonary syndrome,infects,59037
Peromyscus leucopus,New York virus,hosts,59037
M genome,New York virus,part of,59037
tissues,patient,found in,59037
serum,epitope,fails to recognize,59037
G1 glycoprotein,Four Corners virus,part of,59037
M genome,tissues,amplified from,59037
M genome,Four Corners virus,differs from,59037
hantavirus pulmonary syndrome,Peromyscus leucopus,caused by,59037
northeastern United States,hantavirus pulmonary syndrome,location of,59037
1349 nucleotide fragment,capsid protein gene,is part of,57824
1349 nucleotide fragment,T2 region,compared with,57824
1349 nucleotide fragment,T4 region,compared with,57824
Borna disease virus,Japanese macaques,infects,59194
Japanese macaques,Borna disease virus,hosts,59194
Japanese macaques,Chiba prefecture,located in,59194
ELISA,Borna disease virus,detects,59194
Western blot,Borna disease virus,detects,59194
Immunofluorescence assays,Borna disease virus,detects,59194
Serum samples,ELISA,examined by,59194
Serum samples,Western blot,examined by,59194
Serum samples,Immunofluorescence assays,examined by,59194
49,Serum samples,number of individuals,59194
6,Serum samples,number of positive reactions,59194
RT-PCR,Brain tissue,detected in,59194
Borna disease virus,RT-PCR,detected by,59194
Borna disease virus,Genetic conservation,shows,59194
Borna disease virus,Phylogenetic analysis,undergoes,59194
Mamastrovirus,cheetahs,infects,58337
cheetahs,Mamastrovirus,hosts,58337
Mamastrovirus,Acinonyx jubatus,infects,58337
Acinonyx jubatus,Mamastrovirus,hosts,58337
astroviral diarrhea,Mamastrovirus,causes,58337
Mamastrovirus,astroviral diarrhea,causes,58337
astroviral diarrhea,lethargy,manifests as,58337
astroviral diarrhea,anorexia,manifests as,58337
astroviral diarrhea,watery diarrhea,manifests as,58337
astroviral diarrhea,regurgitation,manifests as,58337
fecal samples,electron microscopy,used for,58337
electron microscopy,astrovirus,detected,58337
consensus astroviral PCR,astrovirus,confirmed,58337
consensus astroviral PCR,367 base pair partial RNA-dependent-RNA polymerase (RdRp) product,produced,58337
consensus astroviral PCR,628 base pair partial capsid product,produced,58337
Bayesian phylogenetic analysis,367 base pair partial RNA-dependent-RNA polymerase (RdRp) product,performed on,58337
maximum likelihood phylogenetic analysis,367 base pair partial RNA-dependent-RNA polymerase (RdRp) product,performed on,58337
Bayesian phylogenetic analysis,628 base pair partial capsid product,performed on,58337
maximum likelihood phylogenetic analysis,628 base pair partial capsid product,performed on,58337
bismuth subsalicylate tablets,astroviral diarrhea,treated,58337
524mg PO BID for 5 days,bismuth subsalicylate tablets,dosage of,58337
serum samples,Kuril harbor seals,collected from,60063
Kuril harbor seals,Phoca vitulina stejnegeri,known as,60063
serum samples,"Hokkaido, Japan",collected in,60063
serum samples,Nosappu,collected in,60063
serum samples,Akkeshi,collected in,60063
serum samples,Erimo,collected in,60063
ELISA,antibodies to influenza A virus,used to detect,60063
hemagglutination inhibition (HI) tests,antibodies to influenza A virus,used to detect,60063
antibodies to influenza A virus,serum samples,detected in,60063
antibodies to influenza A virus,H3,of subtype,60063
antibodies to influenza A virus,H6,of subtype,60063
H3,11%,detected at,60063
H6,3%,detected at,60063
serum samples,late 1990s until recent years,collected from,60063
H3,1998,detected in year,60063
H3,2003,detected in year,60063
H3,2004,detected in year,60063
H3,2005,detected in year,60063
H6,1998,detected in year,60063
H6,2003,detected in year,60063
H6,2004,detected in year,60063
H6,2005,detected in year,60063
first investigation to find antibodies to the H6 subtype in seals,"Hokkaido, Japan",conducted in,60063
white-tailed deer,Jamestown Canyon virus,infects,60043
Jamestown Canyon virus,white-tailed deer,infects,60043
white-tailed deer,Jamestown Canyon virus,hosts,60043
Jamestown Canyon virus,white-tailed deer,hosts,60043
white-tailed deer,Bunyamwera group virus,infects,60043
Bunyamwera group virus,white-tailed deer,infects,60043
white-tailed deer,Bunyamwera group virus,hosts,60043
Bunyamwera group virus,white-tailed deer,hosts,60043
white-tailed deer,La Crosse virus,infects,60043
La Crosse virus,white-tailed deer,infects,60043
white-tailed deer,La Crosse virus,hosts,60043
La Crosse virus,white-tailed deer,hosts,60043
central Wisconsin,white-tailed deer,location of,60043
white-tailed deer,central Wisconsin,located in,60043
1979-1980,white-tailed deer,time of,60043
white-tailed deer,1979-1980,surveyed during,60043
41,white-tailed deer,number of,60043
white-tailed deer,41,number,60043
56%,Jamestown Canyon virus,prevalence of,60043
Jamestown Canyon virus,56%,prevalence,60043
80%,Bunyamwera group virus,prevalence of,60043
Bunyamwera group virus,80%,prevalence,60043
5%,La Crosse virus,prevalence of,60043
La Crosse virus,5%,prevalence,60043
Yellow fever,Yellow fever,no_relationship,58382
rabies viruses,bat-eared foxes,infects,59406
bat-eared foxes,rabies viruses,hosts,59406
Otocyon megalotis,rabies viruses,hosts,59406
rabies viruses,South Africa,found in,59406
124 rabies viruses,rabies viruses,is a,59406
PCR amplicons,G-L intergenic region,specific to,59406
PCR amplicons,nucleoprotein gene,specific to,59406
molecular epidemiology,hypothesis,supports,59406
hypothesis,geographical loci,involves,59406
antigenic data,surveillance data,complements,59406
hypothesis,rabies,maintains,59406
hepatitis B virus,gibbon,infects,60004
hepatitis B virus,chimpanzee,infects,60004
gibbon,hepatitis B virus,hosts,60004
chimpanzee,hepatitis B virus,hosts,60004
gibbon HBV PreS gene,nucleotide substitution of A for C,has nucleotide substitution of,60004
nucleotide substitution of A for C,glutamine,causes,60004
glutamine,lysine,replaced by,60004
valine,threonine,replaced by,60004
alanine,glutamic acid,replaced by,60004
glutamic acid,aspartic acid,replaced by,60004
leucine,alanine,replaced by,60004
preS2 mAb 116-34,gibbon,lacks reactivity with,60004
anti-preS1 mAb,hepatocyte receptor region,binds to,60004
anti-preS1 mAb,gibbon,lacks reactivity with,60004
hepatocyte receptor region,amino acids 27-35,located at,60004
gibbon HBV PreS gene,DNA sequence,has dna sequence,60004
European bat lyssavirus type 1,stone marten,infects,59229
stone marten,European bat lyssavirus type 1,hosts,59229
European bat lyssavirus type 1,insectivorous bat,infects,59229
insectivorous bat,European bat lyssavirus type 1,hosts,59229
spill-over,Germany,located in,59229
spill-over,Burg,located in,59229
spill-over,Saxony-Anhalt,located in,59229
spill-over,2001,located in,59229
fluorescent antibody test,European bat lyssavirus type 1,detected by,59229
mouse inoculation test,European bat lyssavirus type 1,detected by,59229
rabies tissue culture inoculation test,European bat lyssavirus type 1,detected by,59229
nested RT-PCR,European bat lyssavirus type 1,detected by,59229
heminested RT-PCR,European bat lyssavirus type 1,detected by,59229
nucleoprotein gene,European bat lyssavirus type 1,detected by,59229
nucleoprotein phosphoprotein junction,European bat lyssavirus type 1,detected by,59229
Survey for bat lyssaviruses,Thailand,conducted in,58774
Survey for bat lyssaviruses,bat populations,involved,58774
Survey for bat lyssaviruses,bat serum samples,collected,58774
virus neutralization assays,Survey for bat lyssaviruses,used in,58774
virus neutralization assays,rabies virus,tested against,58774
virus neutralization assays,Aravan virus,tested against,58774
virus neutralization assays,Khujand virus,tested against,58774
virus neutralization assays,Irkut virus,tested against,58774
virus neutralization assays,Australian bat lyssavirus,tested against,58774
Florida,USA,location of study,60098
serum samples,feral swine,collected from,60098
serum neutralization test,antibodies,used to detect,60098
latex agglutination test,antibodies,used to detect,60098
enzyme-linked immunosorbent assay,antibodies,used to detect,60098
antibodies,pseudorabies virus (PRV),against,60098
seropositive swine,34.8%,percentage of,60098
seropositive swine,579,number of,60098
serum samples,"1,662",total number of,60098
seropositive swine,5.9%,percentage in previous studies,60098
age,sex,considered as factor,60098
P = 0.62,age,statistical significance for,60098
P = 0.62,sex,statistical significance for,60098
P < 0.05,seropositive swine,statistical significance for,60098
pseudorabies virus (PRV),European wild boar,infects,60097
European wild boar,pseudorabies virus (PRV),hosts,60097
"3,143 sera",European wild boar,collected from,60097
seroprevalences,older animals,found in,60097
seroprevalences,eastern part,found in,60097
IPNV,Gulf of Cadiz,detected in,57815
VHSV,Gulf of Cadiz,detected in,57815
VNNV,Gulf of Cadiz,detected in,57815
IPNV,Cell culture,detected using,57815
IPNV,Molecular diagnosis,detected using,57815
VHSV,Cell culture,detected using,57815
VHSV,Molecular diagnosis,detected using,57815
VNNV,Cell culture,detected using,57815
VNNV,Molecular diagnosis,detected using,57815
RGV-9506,Ranavirus,is a type of,57899
RGV-9807,Ranavirus,is a type of,57899
RGV-9808,Ranavirus,is a type of,57899
RGV-9506,Iridoviridae,belongs to,57899
RGV-9807,Iridoviridae,belongs to,57899
RGV-9808,Iridoviridae,belongs to,57899
Rana grylio,RGV-9506,is the host of,57899
Rana grylio,RGV-9807,is the host of,57899
Rana grylio,RGV-9808,is the host of,57899
PCR amplification,RGV-9506,was used to analyze,57899
PCR amplification,RGV-9807,was used to analyze,57899
PCR amplification,RGV-9808,was used to analyze,57899
nucleic acid sequence analysis,RGV-9506,was used to analyze,57899
nucleic acid sequence analysis,RGV-9807,was used to analyze,57899
nucleic acid sequence analysis,RGV-9808,was used to analyze,57899
major capsid protein (MCP) gene,RGV-9506,was analyzed in,57899
major capsid protein (MCP) gene,RGV-9807,was analyzed in,57899
major capsid protein (MCP) gene,RGV-9808,was analyzed in,57899
Cottontail rabbit papillomavirus,Sylvilagus audubonii,infects,59668
Sylvilagus audubonii,Cottontail rabbit papillomavirus,hosts,59668
desert cottontail,Sylvilagus audubonii,common name of,59668
Sylvilagus audubonii,desert cottontail,latin name of,59668
Sylvilagus audubonii,"Colorado, USA",found in,59668
Cottontail rabbit papillomavirus,cutaneous lesions,causes,59668
Cottontail rabbit papillomavirus,cylindrical masses,causes,59668
DNA analysis,Cottontail rabbit papillomavirus,detected,59668
Dengue virus,Mexican bats,12.86% seroprevalence,58651
Myotis nigricans,Dengue virus,four positives/12 examined,58651
Pteronotus parnellii,Dengue virus,3/19,58651
Natalus stramineus,Dengue virus,1/35,58651
Artibeus jamaicensis,Dengue virus,1/2,58651
Carollia brevicauda,Dengue virus,1/11,58651
Dengue virus,Mexican bats,first evidence,58651
porcupines,Dermacentor andersoni,hosts,58837
Dermacentor andersoni,porcupines,hosts,58837
Colorado tick fever virus,Dermacentor andersoni,infects,58837
Dermacentor andersoni,Colorado tick fever virus,infected by,58837
porcupines,rocky knolls,found in,58837
porcupines,south-facing slopes,found in,58837
porcupines,montane coniferous forest,found in,58837
Rocky Mountain National Park,1975-1977,location of,58837
porcupines,neutralizing antibody,have,58837
neutralizing antibody,Colorado tick fever virus,against,58837
porcupines,24.6,average number of ticks,58837
porcupines,17.5-31.4,annual range of ticks,58837
Dermacentor andersoni,129-257,minimum infection rate,58837
Dermacentor andersoni,205,minimum infection rate,58837
West Nile virus,white-tailed deer,infects,59380
white-tailed deer,West Nile virus,hosts,59380
white-tailed deer,Odocoileus virginianus,common name of,59380
Odocoileus virginianus,white-tailed deer,latin name of,59380
white-tailed deer,ataxia,suffered from,59380
white-tailed deer,tremors,suffered from,59380
Tifton Veterinary Diagnostic and Investigational Laboratory,The University of Georgia,located at,59380
Tifton Veterinary Diagnostic and Investigational Laboratory,"Tifton, Georgia, USA",located in,59380
white-tailed deer,Tifton Veterinary Diagnostic and Investigational Laboratory,submitted to,59380
brain,lymphoplasmacytic perivascular inflammation,showed,59380
brain,gliosis,showed,59380
brain,satellitosis,showed,59380
reverse transcription-polymerase chain reaction,West Nile virus,detected,59380
reverse transcription-polymerase chain reaction,brain,performed on,59380
marble spleen disease (MSD),ring-necked pheasants,infects,58254
ring-necked pheasants,marble spleen disease (MSD),hosts,58254
Phasianus colchicus,type II avian adenovirus,hosts,58254
type II avian adenovirus,Phasianus colchicus,infects,58254
type II avian adenovirus,marble spleen disease (MSD),causes,58254
hemorrhagic enteritis virus,type II avian adenovirus,closely related to,58254
spleen,marble spleen disease (MSD),affected by,58254
pulmonary edema,marble spleen disease (MSD),associated with,58254
reticuloendothelial (RE) cells,marble spleen disease (MSD),affected by,58254
lymphoid tissue,marble spleen disease (MSD),affected by,58254
agar gel precipitin test,marble spleen disease (MSD),detects,58254
vaccination,marble spleen disease (MSD),prevents,58254
supportive care,mortality,reduces,58254
sanitation,mortality,reduces,58254
management practices,mortality,reduces,58254
marble spleen disease (MSD),morbidity,causes,58254
marble spleen disease (MSD),mortality,causes,58254
Avian bornavirus (ABV),Himalayan monal,infects,58190
Himalayan monal,Avian bornavirus (ABV),hosts,58190
Avian bornavirus (ABV),Neurological disease,causes,58190
Avian bornavirus (ABV),Chronic wasting,causes,58190
Avian bornavirus (ABV),Weakness,causes,58190
Avian bornavirus (ABV),Ataxia,causes,58190
Avian bornavirus (ABV),Mild non-suppurative encephalitis,causes,58190
Avian bornavirus (ABV),Degenerative encephalopathy,causes,58190
Avian bornavirus (ABV),Lymphoplasmacytic myenteric ganglioneuritis,causes,58190
Avian bornavirus (ABV),Wallerian degeneration of the sciatic nerves,causes,58190
Immunohistochemistry,Avian bornavirus (ABV),detected,58190
Reverse-transcriptase polymerase chain reaction (RT-PCR),Avian bornavirus (ABV),detected,58190
Avian bornavirus (ABV),Brain,found in,58190
ABV genotype 4,Avian bornavirus (ABV),genotype of,58190
ABV genotype 4,White-bellied caique,infects,58190
ABV genotype 4,Aviary,found in,58190
Avian bornavirus (ABV),Galliformes,infects,58190
measles virus,Japanese macaques,outbreak in,59196
outbreak,12,affected,59196
outbreak,4 months,lasted,59196
Japanese macaques,anorexia,showed,59196
Japanese macaques,diarrhea,showed,59196
Japanese macaques,dermatitis,showed,59196
Japanese macaques,indoor caging,housed in,59196
Japanese macaques,new outdoor exhibits,housed in,59196
histopathology,lung,used on,59196
immunohistochemistry (IHC),lung,used on,59196
in situ hybridization (ISH),lung,used on,59196
electron microscopy,lung,used on,59196
1971,epizootic,was the year of,59228
epizootic,mid-Atlantic states,occurred in,59228
epizootic,raccoons,affected,59228
epizootic,woodchuck,affected,59228
epizootic,Marmota monax,affected,59228
Centers for Disease Control,80%,reported,59228
epizootic,postexposure prophylaxis,led to increased,59228
epizootic,epidemiology,studied in,59228
Columbid herpesvirus-1,great horned owls,infects,58036
great horned owls,Columbid herpesvirus-1,hosts,58036
great horned owls,Bubo virginianus,common name of,58036
Bubo virginianus,great horned owls,latin name of,58036
Columbid herpesvirus-1,"Calgary, Alberta",found in,58036
"Calgary, Alberta",great horned owls,location of,58036
Columbid herpesvirus-1,hepatic necrosis,causes,58036
Columbid herpesvirus-1,splenic necrosis,causes,58036
Columbid herpesvirus-1,pharyngeal ulceration,causes,58036
