source,target,relation_type,doc_id
Myodes rufocanus,Muju virus,is distinct from,76
Microtus fortis,Vladivostok virus,is natural host for,76
Microtus oeconomus,Vladivostok virus,is alternative host for,76
Leptospira fainei serovar Hurstbridge,Human,infects,77
Leptospira fainei serovar Hurstbridge,Animal sources,cultured from,77
Human,Denmark,resides in,77
Leptospira fainei serovar Hurstbridge,Weil's disease,causes,77
Leptospira fainei serovar Hurstbridge,Weil's syndrome,causes,77
Leptospira fainei serovar Hurstbridge,Autoimmune hepatitis,causes,77
Circovirus,beak and feather disease,causes,78
beak and feather disease,psittacine birds,affects,78
psittacine birds,Circovirus,hosts,78
African Grey Parrots,Circovirus,hosts,78
Cockatoos,Circovirus,hosts,78
Amazon Parrots,Circovirus,hosts,78
Macaws,Circovirus,hosts,78
Taqman probe,Circovirus,detects,78
real-time PCR assay,Circovirus,detects,78
UAE,psittacine birds,location of,78
pigeon,pigeon paramyxovirus serotype 1,hosts,79
pigeon paramyxovirus serotype 1,pigeon,is isolated from,79
Newcastle disease virus,pigeon,is isolated from,79
pigeon paramyxovirus serotype 1,PPMV-1,is identified as,79
pigeon paramyxovirus serotype 1,hemagglutinin inhibition,is detected by,79
pigeon paramyxovirus serotype 1,virulent,is classified as,79
pigeon paramyxovirus serotype 1,(112)RRKKRF(117),has fusion cleavage site motif,79
pigeon paramyxovirus serotype 1,0.98 to 1.35,has intracerebral pathogenicity indices,79
pigeon paramyxovirus serotype 1,real-time PCR test,escapes detection by,79
pigeon paramyxovirus serotype 1,fusion gene-based assay,is detected by,79
Toxoplasma gondii,Deer,infects,80
Deer,Toxoplasma gondii,hosts,80
Blastocerus dichotomus,Toxoplasma gondii,hosts,80
Ozotocerus bezoarticus,Toxoplasma gondii,hosts,80
Brazil,Deer,location of,80
São Paulo,Deer,location of,80
Goiás,Deer,location of,80
Contracaecum ogmorhini,Otariid seals,has relationship with,81
Contracaecum ogmorhini,C. osculatum,hosts,81
Contracaecum ogmorhini,C. miroungae,hosts,81
Contracaecum ogmorhini,Mirounga leonina,hosts,81
C. margolisi,Otariid seals,has relationship with,81
canine distemper virus,wild carnivores,infects,82
canine distemper virus,red foxes,infects,82
canine distemper virus,Eurasian badgers,infects,82
canine distemper virus,stone martens,infects,82
canine distemper virus,pine martens,infects,82
canine distemper virus,Eurasian lynx,infects,82
canine distemper virus,domestic dog,infects,82
canine distemper virus,novel molecular signature,has molecular signature,82
novel molecular signature,increase in virus pathogenicity,contributes to,82
novel molecular signature,high morbidity and mortality,contributes to,82
novel molecular signature,rapid spread,contributes to,82
novel molecular signature,large host spectrum,contributes to,82
Swiss CDV isolates,Hungarian CDV strain,share,82
hemagglutinin protein,reference strain A75/17,has functional and structural differences,82
hemagglutinin protein,SLAM,has increased surface expression and binding efficiency,82
Hepatitis B virus,Human immunodeficiency virus-infected patients,infects,83
Human immunodeficiency virus,HIV-infected patients,infects,83
Hepatitis B virus,HIV-infected patients,coinfects,83
HBV,immunologic and clinical progression of HIV infection,accelerates,83
HIV,"risk of hepatitis events, cirrhosis, and end-stage liver disease related to chronic HBV infection",increases,83
HBV vaccination,HBV infection,prevents,83
cART,HBV replication,suppresses,83
cART,HIV replication,suppresses,83
Tenofovir disoproxil fumarate,HBV infection,treats,83
Emtricitabine,HBV infection,treats,83
Lamivudine,HBV infection,treats,83
HIV-related immunosuppression,HBV vaccine immunogenicity,impedes,83
Rhodococcus equi,indigenous animals,is isolated from,84
Rhodococcus equi,soil,is isolated from,84
indigenous animals,Rhodococcus equi,is infected by,84
soil,Rhodococcus equi,is contaminated with,84
Rhodococcus equi,VapA,has antigen,84
Rhodococcus equi,VapB,has antigen,84
Rhodococcus equi,cryptic plasmids,has plasmid,84
Japanese encephalitis virus,Southeast Asia,originates from,85
Japanese encephalitis virus,Asia,spreads across,85
Japanese encephalitis virus,IV,has genotype,85
Japanese encephalitis virus,E327 Leu-->Thr/Ser,has signature amino acids,85
Indonesia-Malaysia region,Indonesia-Malaysia region,has all genotypes of jev circulating,85
Southeast Asia,Dengue virus,is an important zone for emerging pathogens,85
Southeast Asia,Nipah virus,is an important zone for emerging pathogens,85
Trichosurus vulpecula,W1,hosts,86
Trichosurus vulpecula,W6,hosts,86
W1,Bovine enterovirus serotype 2,is related to,86
W6,Bovine enterovirus serotype 2,is related to,86
W1,PS87/Belfast,is distinct from,86
W6,PS87/Belfast,is distinct from,86
W1,possum kidney cells,grows in,86
W6,possum kidney cells,grows in,86
W1,Madin-Darby bovine kidney cells,does not grow in,86
W6,Madin-Darby bovine kidney cells,does not grow in,86
Canis lupus,Leptospira interrogans,is infected by,87
Leptospira interrogans,Canis lupus,infects,87
gray wolf,Leishmania infantum,is infected by,88
Leishmania infantum,visceral leishmaniosis,causes,88
gray wolf,Croatia,is found in,88
gray wolf,Dalmatia,is found in,88
Blarina brevicauda,Brevinema andersonii,is infected by,89
Peromyscus leucopus,Brevinema andersonii,is infected by,89
Brevinema andersonii,Escherichia coli,is similar to,89
Brevinema andersonii,Spirochaetales,is distinct from,89
Brevinema andersonii,Brevinema,is classified as,89
Peromyscus leucopus,Borrelia burgdorferi,is infected by,90
Tamias striatus,Borrelia burgdorferi,is infected by,90
Dermacentor variabilis,Peromyscus leucopus,acquires spirochetes from,90
Ixodes dammini,Peromyscus leucopus,acquires spirochetes from,90
Arvicola scherman,Puumala virus,is naturally associated with,91
Arvicola scherman,Lymphocytic choriomeningitis virus,is naturally associated with,91
Arvicola scherman,Cowpox virus,is naturally associated with,91
Arvicola scherman,Puumala virus,has antibodies to,91
Arvicola scherman,Lymphocytic choriomeningitis virus,has antibodies to,91
Arvicola scherman,Cowpox virus,has antibodies to,91
dogs,canine coronaviruses,can be infected by,92
foxes,canine coronaviruses,can be infected by,92
raccoon dogs,canine coronaviruses,can be infected by,92
minks,canine coronaviruses,cannot be infected by,92
canine coronaviruses,dogs,can infect,92
canine coronaviruses,foxes,can infect,92
canine coronaviruses,raccoon dogs,can infect,92
RT-nPCR assay,canine coronaviruses,can detect,92
fecal samples,RT-nPCR assay,can be tested by,92
type II CCV,dogs,can infect,92
type II CCV,foxes,can infect,92
type II CCV,raccoon dogs,can infect,92
type I CCV,foxes,can infect,92
type I CCV,raccoon dogs,can infect,92
M gene,canine coronaviruses,is part of,92
reference strain CCV 1-71,canine coronaviruses,is a strain of,92
FCV-like CCV strain,canine coronaviruses,is a strain of,92
novel strain,canine coronaviruses,is a strain of,92
poultry,Egg drop syndrome '76,is affected by,93
chickens,Egg drop syndrome '76,is infected by,93
guinea fowls,Egg drop syndrome '76,is infected by,93
ducks,Egg drop syndrome '76,is infected by,93
pigeons,Egg drop syndrome '76,is infected by,93
Egg drop syndrome '76,haemagglutination-inhibition test,is detected by,93
poultry,Egg drop syndrome '76,is vaccinated against,93
mule deer,bovine viral diarrhea virus,is infected with,94
bovine viral diarrhea virus,mule deer,is isolated from,94
Arcanobacterium pyogenes,lung abscesses,is cultured from,94
bovine viral diarrhea virus,type 1a,has genotype,94
bovine viral diarrhea virus,5'UTR and E2 genes,has rna sequences,94
mule deer,type 1a BVDV,has serum neutralizing antibody titers,94
Palm cockatoo,parrot bornavirus 5,is infected by,95
parrot bornavirus 5,aquatic bird bornaviruses,shares nucleotide sequence identities with,95
parrot bornavirus 5,passerine bornaviruses,shares nucleotide sequence identities with,95
parrot bornavirus 5,Psittaciform 2 bornavirus,is a member of,95
yaks,bovine herpesvirus 1,infected by,96
yaks,Moraxella bovis,infected by,96
yaks,Neisseria spp.,infected by,96
Cape parrots,Beak and feather disease viruses,hosts,97
Cape parrots,budgerigars,exposed to,97
budgerigars,Beak and feather disease viruses,carries,97
KwaZulu-Natal Province,breeding facility,location of,97
turkey,turkey meningoencephalitis virus,infected by,98
turkey meningoencephalitis virus,arthopod,transmitted by,98
RT-PCR,turkey meningoencephalitis virus RNA,detects,98
virus isolation,turkey meningoencephalitis virus,detects,98
embryonated eggs,turkey meningoencephalitis virus,hosts,98
suckling mice,turkey meningoencephalitis virus,hosts,98
HCMV,tumor cells,infects,99
HCMV,malignancy,increases,99
HCMV,oncomodulatory effects,may exert,99
HCMV,glioblastoma cells,is detected in,99
glioblastoma cells,HCMV,are infected with,99
HCMV,tumor stage,is correlated with,99
