source,target,relation_type,doc_id
Protostrongylus stilesi,Pneumonia,cause,54
Arcanobacterium pyogenes,Pneumonia,cause,54
Pasteurella sp.,Pneumonia,cause,54
Mannheimia sp.,Pneumonia,cause,54
Ovis dalli,Protostrongylid parasites,is infected by,54
Ovis dalli dalli,Protostrongylid parasites,is infected by,54
Ovis d. stonei,Parelaphostrongylus odocoilei,is infected by,54
Trypanosoma cruzi,Golden lion tamarins,infects,55
Golden lion tamarins,Trypanosoma cruzi,hosts,55
Trypanosoma cruzi,Cardiac abnormalities,causes,55
Cardiac abnormalities,Golden lion tamarins,affects,55
Trypanosoma cruzi,T wave low voltage,causes,55
Trypanosoma cruzi,R wave low voltage,causes,55
Trypanosoma cruzi,V3S wave high voltage,causes,55
Trypanosoma cruzi,High proportion of seric cardiac creatine kinase,causes,55
Trypanosoma cruzi,Significantly higher seric mean total protein,causes,55
marine mammals,Brucella,infected by,56
Brucella,minke whales,found in,56
minke whales,Brucella,infected by,56
hooded seals,Brucella,infected by,56
harp seals,Brucella,infected by,56
ringed seals,Brucella,infected by,56
fin whales,Brucella,infected by,56
sei whales,Brucella,infected by,56
bearded seal,Brucella,not infected by,56
SA12,SV40-polyoma subgroup,is a member of,57
SA12,papovavirus,is a type of,57
SA12,South African vervet monkey kidney culture,was isolated from,57
SA12,primary rhesus kidney cells,produces a cytopathic effect in,57
SA12,papovavirus,has morphology similar to,57
SA12,SV40 DNA,has dna similar to,57
SA12,other papovaviruses,is unrelated to,57
SA12,chacma baboons,infects,57
SA12,kidney cells from 10-day-old hamsters,transforms,57
SA12,3- to 4-week-old hamsters,produces tumors in,57
SA12,SV40,has t antigens that are strongly and reciprocally cross-reactive with,57
chacma baboons,SA12 virus,have neutralizing antibodies to,57
vervet monkeys,SA12 virus,have a lower proportion of neutralizing antibodies to,57
Trypanosoma cruzi,Leontopithecus rosalia,infects,58
Trypanosoma cruzi,L. chrysomelas,infects,58
Prosthenorchis sp.,Leontopithecus rosalia,infects,58
Prosthenorchis sp.,L. chrysomelas,infects,58
Spiruridae,Leontopithecus rosalia,infects,58
Spiruridae,L. chrysomelas,infects,58
Trichostrongylidae,Leontopithecus rosalia,infects,58
Trichostrongylidae,L. chrysomelas,infects,58
Trypanosoma cruzi,Prosthenorchis sp.,has association with,58
Trypanosoma cruzi,Spiruridae,has association with,58
Trypanosoma cruzi,Trichostrongylidae,has association with,58
Female tamarins,Trypanosoma cruzi-positive blood cultures,have higher frequency of,58
Female tamarins,Trichostrongylidae infection,have higher frequency of,58
Free-living deer,Bovine virus diarrhea virus,hosts,59
Cattle,Bovine virus diarrhea virus,hosts,59
Roe deer,Bovine virus diarrhea virus,hosts,59
Fallow deer,Bovine virus diarrhea virus,hosts,59
Red deer,Bovine virus diarrhea virus,hosts,59
Sika deer,Bovine virus diarrhea virus,hosts,59
Bovine virus diarrhea virus,Cattle,infects,59
Bovine virus diarrhea virus,Free-living deer,infects,59
Cattle,Bovine virus diarrhea virus,transmits,59
Free-living deer,Bovine virus diarrhea virus,transmits,59
bobcats,feline lentivirus,can be infected by,60
pumas,feline lentivirus,can be infected by,60
bobcats,pumas,can infect,60
human immunodeficiency virus,simian immunodeficiency viruses,emerged from,60
Lentiviridae,feline lentivirus,includes,60
Felidae,feline lentivirus,hosts,60
Lynx rufus,bobcats,is a species of,60
Puma concolor,pumas,is a species of,60
Southern California,feline lentivirus transmission occurred,is a location where,60
striped skunk,Sarcocystis neurona,is infected by,61
Sarcocystis neurona,striped skunk,infects,61
protozoa,lung,are found in,61
protozoa,brain,are found in,61
protozoa,liver,are found in,61
protozoa,nasal epithelium,are found in,61
Sarcocystis neurona,nuclear small subunit ribosomal RNA gene,is identified by,61
Sarcocystis neurona,DNA fragment,is identified by,61
striped skunks,intermediate and aberrant hosts for,act as,61
Sarcocystis neurona,canine distemper virus,infects,61
canine distemper virus,striped skunk,infects,61
Leptospirosis,Raccoons,infects,62
Leptospirosis,Skunks,infects,62
Leptospirosis,Opossums,infects,62
Leptospirosis,Gray squirrels,infects,62
Leptospira,Dogs,infects,62
Leptospira,Humans,infects,62
Raccoons,Leptospirosis,hosts,62
Skunks,Leptospirosis,hosts,62
Opossums,Leptospirosis,hosts,62
Gray squirrels,Leptospirosis,hosts,62
Dogs,Leptospirosis,hosts,62
Humans,Leptospirosis,hosts,62
Leptospirosis,Raccoons,exposes,62
Leptospirosis,Skunks,exposes,62
Leptospirosis,Opossums,exposes,62
Leptospirosis,Gray squirrels,exposes,62
Leptospirosis,Dogs,exposes,62
Leptospirosis,Humans,exposes,62
northern elephant seal,nephroliths,hosts,63
California sea lion,nephroliths,hosts,63
nephroliths,uric acid,comprises,63
nephroliths,ammonium urate,comprises,63
renal pelvic dilation,nephroliths,associated with,63
pyelonephritis,nephroliths,associated with,63
hydronephrosis,nephroliths,associated with,63
Neovison vison,Canine distemper virus,infected by,64
Canine distemper virus,Neovison vison,infects,64
hunter,white-tailed deer,harvests,65
white-tailed deer,Mycobacterium bovis,hosts,65
Mycobacterium bovis,bovine tuberculosis,causes,65
hunter-harvested deer,lymph nodes,has,65
hunter-harvested deer,lungs,has,65
hunter-harvested deer,tissues,has,65
lymph nodes,M. bovis,contains,65
lungs,M. bovis,contains,65
tissues,M. bovis,contains,65
M. bovis,lymph nodes and/or lungs,is isolated from,65
M. bovis,lymph nodes and/or lungs,is cultured from,65
hunter,bovine tuberculosis,is affected by,65
hunter-harvested deer,bovine tuberculosis,is affected by,65
environmental factors,epizootic,contribute to,65
management-related factors,epizootic,contribute to,65
baboons,parasites,are infected by,66
baboons,helminth taxa,are parasitized by,66
baboons,protozoan taxa,are parasitized by,66
Strongyloides sp.,baboons,infects,66
Trichuris,baboons,infects,66
age,prevalence and intensity of Strongyloides sp.,affects,66
sex,prevalence of infection,does not affect,66
female reproductive status,Trichuris egg output,is related to,66
social rank,parasite infection,is not correlated with,66
troop membership,heterogeneity of prevalence of infection,contributes to,66
spatial location,levels of parasite infection,may be important in determining,66
genetics,levels of parasite infection,may be important in determining,66
lions,FIV,are infected by,67
lions,FCV,are infected by,67
lions,FHV1,are infected by,67
lions,FPV/CPV,are infected by,67
lions,CDV,are infected by,67
CDV,lions,is present in,67
lions,FeLV,are exposed to,67
lions,FIPV,are exposed to,67
Queen Elizabeth National Park,Uganda,is located in,67
bighorn sheep,Elaeophora schneideri,infected with,68
Elaeophora schneideri,bighorn sheep,found in,68
bighorn sheep,mule deer,coexist with,68
mule deer,bighorn sheep,coexist with,68
Elaeophora schneideri,tabanid vectors,transmitted by,68
Midwestern white-tailed deer,Neospora caninum,hosts,69
Neospora caninum,Midwestern white-tailed deer,maintains life cycle in,69
olive baboons,Cryptosporidium,infected by,70
olive baboons,Giardia,infected by,70
olive baboons,Eimeria,infected by,70
olive baboons,Ascaris spp.,infected by,70
olive baboons,Strongyloides spp.,infected by,70
olive baboons,Trichuris spp.,infected by,70
olive baboons,Hymenolepis spp.,infected by,70
olive baboons,Ternidens diminuta,infected by,70
mountain gorillas,Cryptosporidium,infected by,70
mountain gorillas,Giardia,infected by,70
mountain gorillas,Strongyloides spp.,infected by,70
mountain gorillas,Trichuris spp.,infected by,70
Bwindi baboons,mountain gorillas,share habitat with,70
Rocky Mountain bighorn sheep,Protostrongylus spp.,hosts,71
Protostrongylid lungworms,Rocky Mountain bighorn sheep,infects,71
fenbendazole,Protostrongylid lungworms,treats,71
Rocky Mountain bighorn sheep,fenbendazole-medicated salt,uses,71
Stillwater bighorn winter range,southcentral Montana,located in,71
Montana,USA,located in,71
Neospora caninum,Black-tailed deer,infects,72
Neospora caninum,Mule deer,infects,72
Toxoplasma gondii,Black-tailed deer,infects,72
Black-tailed deer,Neospora caninum,hosts,72
Mule deer,Neospora caninum,hosts,72
Black-tailed deer,Toxoplasma gondii,hosts,72
Hawaiian monk seals,Brucella spp.,hosts,73
Brucella spp.,Hawaiian monk seals,infects,73
BPAT,antibodies to Brucella spp.,detects,73
I-ELISA,antibodies to Brucella spp.,detects,73
C-ELISA,antibodies to Brucella spp.,detects,73
FPA,antibodies to Brucella spp.,detects,73
cattle,thresholds,has relationship with,73
thresholds,C-ELISA,applies to,73
thresholds,FPA,applies to,73
Dall's sheep,Parelaphostrongylus odocoilei,harbors,74
Dall's sheep,Protostrongylus stilesi,harbors,74
Parelaphostrongylus odocoilei,Dall's sheep,infects,74
Protostrongylus stilesi,Dall's sheep,infects,74
Parelaphostrongylus odocoilei,Deroceras laeve,infects,74
Parelaphostrongylus odocoilei,Deroceras reticulatum,infects,74
Parelaphostrongylus odocoilei,Lungs,develops in,74
Parelaphostrongylus odocoilei,Skeletal muscles,develops in,74
Protostrongylus stilesi,Lungs,develops in,74
Bighorn sheep,Protostrongylus stilesi,harbors,74
Rio Negro virus,Argentina,circulates in,75
Rio Negro virus,Córdoba,is detected in,75
Mosquitoes,Rio Negro virus,are infected with,75
Rodents,Rio Negro virus,are infected with,75
Humans,Rio Negro virus,are infected with,75
Rio Negro virus,acute febrile illness,is associated with,75
Rio Negro virus,one human serum sample,has antibodies in,75
Myodes,Hantavirus,carries,76
Microtus,Hantavirus,carries,76
Myodes rufocanus,Hantavirus,carries,76
Microtus fortis,Hantavirus,carries,76
Microtus oeconomus,Hantavirus,carries,76
Myodes rufocanus,Hokkaido virus,has relationship with,76
Microtus fortis,Vladivostok virus,has relationship with,76
Myodes rufocanus,Puumala virus,is similar to,76
Myodes rufocanus,Muju virus,is distinct from,76
Microtus fortis,Vladivostok virus,is natural host for,76
Microtus oeconomus,Vladivostok virus,is alternative host for,76
Buryatian HOKV strains,M. rufocanus- originated strains,clustered with,76
Buryatian Microtus- originated strains,M. fortis- originated VLAV strain,shared common recent ancestor with,76
Leptospira fainei serovar Hurstbridge,Human patients,infects,77
Leptospira fainei serovar Hurstbridge,Animal sources,cultured from,77
Leptospira fainei serovar Hurstbridge,Weil's syndrome,causes,77
Leptospira fainei serovar Hurstbridge,Denmark,found in,77
Leptospira fainei serovar Hurstbridge,L. fainei,has relationship with,77
Human patients,Denmark,reside in,77
Human patients,Autoimmune hepatitis,develop,77
Leptospira fainei serovar Hurstbridge,Antibiotics,treated with,77
Leptospira fainei serovar Hurstbridge,Immunosuppression,treated with,77
Circovirus,Beak and feather disease,causes,78
Beak and feather disease,Psittacine birds,affects,78
Beak and feather disease,African Grey Parrots,affects,78
Beak and feather disease,Cockatoos,affects,78
Beak and feather disease,Amazon parrots,affects,78
Beak and feather disease,Macaws,affects,78
Circovirus,Psittacine birds,infects,78
Psittacine birds,Circovirus,host,78
Taqman probe,Real-time PCR assay,used for,78
Real-time PCR assay,Detection of Beak and feather disease virus,used for,78
UAE,Psittacine birds,location of,78
pigeon,paramyxovirus,hosts,79
North American pigeons,paramyxovirus,hosts,79
doves,paramyxovirus,hosts,79
paramyxovirus,pigeon,circulates in,79
West Nile virus,surveillance programs,is part of,79
USDA,real-time reverse transcription-PCR assay,validates,79
Newcastle disease virus,birds of the order Columbiformes,is isolated from,79
paramyxovirus,pigeon paramyxovirus serotype 1,is identified as,79
paramyxovirus,virulent,has property,79
paramyxovirus,fusion cleavage site motif,has motif,79
paramyxovirus,intracerebral pathogenicity indices,has indices,79
real-time PCR test,virulence,detects,79
probe site,fusion gene-based assay,is modified in,79
fusion gene-based assay,virulence,detects,79
Toxoplasma gondii,Deer,infects,80
Toxoplasma gondii,Blastocerus dichotomus,infects,80
Toxoplasma gondii,Ozotocerus bezoarticus,infects,80
Deer,Toxoplasma gondii,has,80
Blastocerus dichotomus,Toxoplasma gondii,has,80
Ozotocerus bezoarticus,Toxoplasma gondii,has,80
Brazil,São Paulo,is located in,80
Brazil,Goiás,is located in,80
São Paulo,State of São Paulo,is a location of,80
Goiás,State of Goiás,is a location of,80
Toxoplasma gondii,Indirect hemagglutination,is detected by,80
Toxoplasma gondii,Indirect immunofluorescence,is detected by,80
Toxoplasma gondii,Enzyme linked immunosorbent assay,is detected by,80
Toxoplasma gondii,Dot-ELISA,is detected by,80
Newborn fawn,Toxoplasma gondii,is a host of,80
Young adults,Toxoplasma gondii,are hosts of,80
Adults,Toxoplasma gondii,are hosts of,80
Fawns,Toxoplasma gondii,are hosts of,80
Contracaecum ogmorhini,Zalophus californianus,has relationship with,81
Contracaecum ogmorhini,Arctocephalus pusillus pusillus,has relationship with,81
Contracaecum ogmorhini,Arctocephalus pusillus doriferus,has relationship with,81
Contracaecum ogmorhini,Arctocephalus australis,has relationship with,81
Contracaecum margolisi,Mirounga leonina,has relationship with,81
Contracaecum ogmorhini,C. osculatum,has relationship with,81
Contracaecum ogmorhini,C. miroungae,has relationship with,81
Contracaecum ogmorhini,C. osculatum,is a synonym of,81
Contracaecum margolisi,Contracaecum ogmorhini,is a distinct sibling species of,81
canine distemper virus,wild carnivores,infects,82
canine distemper virus,red foxes,infects,82
canine distemper virus,Eurasian badgers,infects,82
canine distemper virus,stone martens,infects,82
canine distemper virus,pine martens,infects,82
canine distemper virus,Eurasian lynx,infects,82
canine distemper virus,domestic dog,infects,82
Swiss CDV strains,hemagglutinin protein,has relationship with,82
Swiss CDV strains,signaling lymphocyte activation molecule,has relationship with,82
Swiss CDV strains,SLAM,has relationship with,82
Swiss CDV strains,Hungarian CDV strain,is similar to,82
Swiss CDV strains,A75/17,is similar to,82
Hepatitis B virus,Human immunodeficiency virus-infected patients,infects,83
Human immunodeficiency virus,HIV-infected patients,infects,83
Hepatitis B virus,Human immunodeficiency virus,coexists with,83
HBV,Hepatitis B,causes,83
HIV,HIV,causes,83
HBV coinfection,immunologic and clinical progression of HIV infection,accelerates,83
HBV coinfection,risk of hepatotoxicity when combination antiretroviral therapy is initiated,increases,83
HIV infection,"risk of hepatitis events, cirrhosis, and end-stage liver disease related to chronic HBV infection",increases,83
HBV vaccination program,HBV seroprevalence,declines,83
HBV coinfection,use of combination antiretroviral therapy containing tenofovir disoproxil fumarate plus emtricitabine or lamivudine,requires,83
HBV vaccine,increased doses and novel approaches to improve immunogenicity among HIV-infected patients,needs,83
Rhodococcus equi,Fecal samples,is isolated from,84
Rhodococcus equi,Soil samples,is isolated from,84
Rhodococcus equi,Foals,is a pathogen of,84
Rhodococcus equi,Indigenous animals,is present in,84
Rhodococcus equi,Soil,is present in,84
Fecal samples,Rhodococcus equi,contain,84
Soil samples,Rhodococcus equi,contain,84
Rhodococcus equi,VapA,has,84
Rhodococcus equi,VapB,has,84
Rhodococcus equi,Cryptic plasmids,has,84
Japanese encephalitis virus,Southeast Asia,is present in,85
Japanese encephalitis virus,IV,has genotype,85
JKT6468,Japanese encephalitis virus,is an isolate of,85
JKT6468,nucleotide and amino acid,has sequence,85
JKT6468,Japanese encephalitis virus,is the oldest lineage of,85
Japanese encephalitis virus,unusual series of amino acids,has core protein,85
Japanese encephalitis virus,signature amino acids,has envelope protein,85
Japanese encephalitis virus,exposed lateral surface,has receptor binding domain,85
Japanese encephalitis virus,Asia,is present in,85
Japanese encephalitis virus,its ancestral virus,originated from,85
Japanese encephalitis virus,Indonesia-Malaysia region,evolved in,85
Japanese encephalitis virus,Host (human),has bidirectional relationship with,85
Australian brushtail possums,Enteroviruses,hosts,86
Enteroviruses,Australian brushtail possums,isolated from,86
W1,Enteroviruses,is a type of,86
W6,Enteroviruses,is a type of,86
Bovine enterovirus serotype 2,W1,is related to,86
Bovine enterovirus serotype 2,W6,is related to,86
W1,Possum kidney cells,is more adapted to,86
W6,Possum kidney cells,is more adapted to,86
Leptospira interrogans,Canis lupus,infects,87
Canis lupus,Leptospira interrogans,has antibodies against,87
Leptospira interrogans,Australis,has serovars,87
Leptospira interrogans,Autumnalis,has serovars,87
Leptospira interrogans,Ballum,has serovars,87
Leptospira interrogans,Bataviae,has serovars,87
Leptospira interrogans,Bratislava,has serovars,87
Leptospira interrogans,Canicola,has serovars,87
Leptospira interrogans,Copenhageni,has serovars,87
Leptospira interrogans,Grippotyphosa,has serovars,87
Leptospira interrogans,Hardjo,has serovars,87
Leptospira interrogans,Pomona,has serovars,87
Leptospira interrogans,Pyrogenes,has serovars,87
Leptospira interrogans,Tarassovi,has serovars,87
Canis lupus,Minnesota,has serum samples,87
Minnesota,Canis lupus,is location of,87
Leptospira interrogans,Microtiter agglutination test,is tested using,87
Seroepidemiology,Leptospirosis,studies,87
gray wolf,Leishmania infantum,infected by,88
Leishmania infantum,visceral leishmaniosis,causes,88
gray wolf,Croatia,found in,88
gray wolf,Dalmatia,found in,88
Leishmania infantum,lesions in gray wolf,causes,88
Brevinema andersonii,Blarina brevicauda,infects,89
Brevinema andersonii,Peromyscus leucopus,infects,89
Brevinema andersonii,Blarina brevicauda,is isolated from,89
Brevinema andersonii,Peromyscus leucopus,is isolated from,89
Brevinema andersonii,Escherichia coli,is similar to,89
Brevinema andersonii,Spirochaetales,is distinct from,89
Brevinema andersonii,Brevinema,is classified as,89
Brevinema andersonii,nearly identical,has 16s rrna sequence,89
Brevinema andersonii,very high,has genetic and phenotypic homogeneity,89
Peromyscus leucopus,Borrelia burgdorferi,hosts,90
Tamias striatus,Borrelia burgdorferi,hosts,90
Dermacentor variabilis,Borrelia burgdorferi,hosts,90
Ixodes dammini,Borrelia burgdorferi,hosts,90
Borrelia burgdorferi,Peromyscus leucopus,persisted in,90
Peromyscus leucopus,Ixodes dammini,infected,90
Peromyscus leucopus,Dermacentor variabilis,infected,90
Borrelia burgdorferi,Peromyscus leucopus,isolated from,90
Borrelia burgdorferi,Tamias striatus,isolated from,90
Borrelia burgdorferi,Dermacentor variabilis,isolated from,90
Borrelia burgdorferi,Ixodes dammini,isolated from,90
Arvicola scherman,Puumala virus,naturally associates with,91
Arvicola scherman,Lymphocytic choriomeningitis virus,naturally associates with,91
Arvicola scherman,Cowpox virus,naturally associates with,91
Arvicola scherman,Puumala virus,has antibodies to,91
Arvicola scherman,Lymphocytic choriomeningitis virus,has antibodies to,91
Arvicola scherman,Cowpox virus,has antibodies to,91
A. scherman population density cycle,Antibody status to CPXV,is associated with,91
Percentage of grassland areas,Antibody status to CPXV,is associated with,91
Dogs,Canine coronavirus (CCV),can be infected with,92
Foxes,Canine coronavirus (CCV),can be infected with,92
Raccoon dogs,Canine coronavirus (CCV),can be infected with,92
Minks,Canine coronavirus (CCV),cannot be infected with,92
Dogs,Type II CCV,can be infected with,92
Foxes,Type II CCV,can be infected with,92
Raccoon dogs,Type II CCV,can be infected with,92
Foxes,Type I CCV,can be infected with,92
Raccoon dogs,Type I CCV,can be infected with,92
Type II CCV,CCV 1-71,is similar to,92
Type I CCV,FCV-like CCV strain,is similar to,92
Type II CCV,Dogs,is found in,92
Type II CCV,Foxes,is found in,92
Type II CCV,Raccoon dogs,is found in,92
Type I CCV,Foxes,is found in,92
Type I CCV,Raccoon dogs,is found in,92
Type II CCV,Type I CCV,co-exists with,92
Phylogenetic analysis,Type I CCV and Type II CCV,shows the relationship between,92
Poultry,Egg drop syndrome '76,is affected by,93
Avian species,Egg drop syndrome '76,is affected by,93
Chickens,67.43%,has infection rate of,93
Guinea fowls,79.68%,has infection rate of,93
Ducks,73.91%,has infection rate of,93
Pigeons,86.66%,has infection rate of,93
Chickens,Haemagglutination-inhibition test,is tested with,93
Guinea fowls,Haemagglutination-inhibition test,is tested with,93
Ducks,Haemagglutination-inhibition test,is tested with,93
Pigeons,Haemagglutination-inhibition test,is tested with,93
Nigeria,Egg drop syndrome '76,is location of,93
EDS '76 antibodies,Chickens,is detected in,93
EDS '76 antibodies,Guinea fowls,is detected in,93
EDS '76 antibodies,Ducks,is detected in,93
EDS '76 antibodies,Pigeons,is detected in,93
mule deer,bovine viral diarrhea virus,hosts,94
bovine viral diarrhea virus,mule deer,isolated from,94
Arcanobacterium pyogenes,lung abscesses,cultured from,94
bovine viral diarrhea virus,lung,isolated from,94
BVDV antigen,lung,not detected in,94
BVDV genotype,reverse transcriptase polymerase chain reaction,determined by,94
RNA sequences,sequences of a type 1a BVDV,compared with,94
sequences from the deer BVDV,other bovine type 1a BVDVs,similar to,94
mule deer,type 1a BVDV,had serum neutralizing antibody titers to,94
bovine viral diarrhea virus,mule deer population,circulates in,94
Palm cockatoo,parrot bornavirus 5,is infected by,95
parrot bornavirus 5,bornaviruses,shares nucleotide sequence identities with,95
parrot bornavirus 5,aquatic bird bornaviruses,shares nucleotide sequence identities with,95
parrot bornavirus 5,passerine bornaviruses,shares nucleotide sequence identities with,95
parrot bornavirus 5,Psittaciform 2 bornavirus,is a member of,95
Yaks,Bovine herpesvirus 1,infected by,96
Yaks,Moraxella bovis,infected by,96
Yaks,Neisseria spp.,infected by,96
Bovine herpesvirus 1,Conjunctival swabs,detected in,96
Moraxella bovis,Conjunctival swabs,detected in,96
Neisseria spp.,Conjunctival swabs,detected in,96
Yaks,Keratoconjunctivitis,has disease,96
Bovine herpesvirus 1,Keratoconjunctivitis,associated with,96
Cape parrots,Beak and feather disease viruses,are infected by,97
Cape parrots,Beak and feather disease viruses,are hosts to,97
Beak and feather disease viruses,Cape parrots,are present in,97
Captive and wild psittacines,Beak and feather disease,are vulnerable to,97
Beak and feather disease virus,Beak and feather disease,is the causative agent of,97
Cape parrots,South Africa,are endemic to,97
Blood samples,Cape parrots,were collected from,97
Full-length genomes,Blood samples,were isolated from,97
Sequences,those described in the literature,were similar to,97
BFDV coat protein,bipartite nuclear localisation signal,does not contain,97
Sequences from the wild population,irrespective of year or location,shared a high degree of similarity,97
Captive Cape parrot sequences,those isolated from captive-bred budgerigars,cluster with,97
Exposure to captive-bred Cape parrots,virus infection,is suggested as a possible source for,97
Phylogenetic analysis,in different populations,indicated two separate infection events,97
turkey meningoencephalitis virus,turkey meningoencephalitis,causes,98
arthopod,turkey meningoencephalitis virus,transmits,98
turkey meningoencephalitis virus,RT-PCR,is detected by,98
turkey meningoencephalitis virus,virus isolation,is detected by,98
chicken embryonated eggs,turkey meningoencephalitis virus,hosts,98
suckling mice,turkey meningoencephalitis virus,hosts,98
turkeys,turkey meningoencephalitis virus,hosts,98
TMEV,flavivirus,is a type of,98
TMEV,Ntaya serogroup VI,is a member of,98
HCMV,tumor cells,infects,99
HCMV,malignancy,increases,99
HCMV,oncomodulatory effects,exerts,99
HCMV,in tumor cells,replicates,99
HCMV,tumor stage,correlates,99
HCMV-infected glioblastoma cells,tumor stage,has relationship with,99
