source,target,relation_type,doc_id
diseases without a specified etiology,southern sea otters,are a primary cause of death,49
Simian immunodeficiency virus,Patas monkey,infects,50
African green monkeys,Simian immunodeficiency virus,transmit,50
Patas monkey,Simian immunodeficiency virus,is infected with,50
African green monkeys,Simian immunodeficiency virus,are infected with,50
pamG31,Virus,is a type of,50
pamG31,SIVagm sabaeus,is related to,50
pamG31,SIVagm,is related to,50
SIVagm,Virus,is a type of,50
SIVagm sabaeus,Virus,is a type of,50
Patas monkey,pamG31,is a host of,50
African green monkeys,SIVagm,are a host of,50
Senegal,Patas monkey and African green monkeys coexist,is a location where,50
Hawaiian monk seal,332 animals,has population,51
Hawaiian monk seal,Monachus schauinslandi,has population,51
Hawaiian monk seal,northwestern Hawaiian Islands,is sampled,51
phocine herpesvirus-1,Hawaiian monk seal,is detected,51
Leptospira bratislava,Hawaiian monk seal,is detected,51
L. hardjo,Hawaiian monk seal,is detected,51
L. icterohaemorrhagiae,Hawaiian monk seal,is detected,51
L. pomona,Hawaiian monk seal,is detected,51
Brucella spp.,Hawaiian monk seal,is detected,51
B. canis,Hawaiian monk seal,is not detected,51
Chlamydophila abortus,Hawaiian monk seal,is detected,51
Toxoplasma gondii,Hawaiian monk seal,is rarely detected,51
Dirofilaria immitis,Hawaiian monk seal,is rarely detected,51
morbilliviruses,Hawaiian monk seal,is not detected,51
influenza A virus,Hawaiian monk seal,is not detected,51
canine adenovirus,Hawaiian monk seal,is not detected,51
caliciviruses,Hawaiian monk seal,is not detected,51
OSHA,JDHSL,is involved,51
HSAKOI,JDHSL,is involved,51
Mycobacterium bovis,white-tailed deer,is found in,52
white-tailed deer,tuberculosis,are tested for,52
Michigan,tuberculosis testing,is the location of,52
Odocoileus virginianus,white-tailed deer,is the species of,52
USA,tuberculosis testing,is the location of,52
tuberculosis testing,white-tailed deer,is performed on,52
head,tuberculosis testing,is submitted for,52
extracranial tissues,tuberculosis testing,are submitted for,52
medial retropharyngeal lymph nodes,Mycobacterium bovis,are affected by,52
parotid lymph node,Mycobacterium bovis,is affected by,52
thorax,Mycobacterium bovis,is affected by,52
liver,Mycobacterium bovis,is affected by,52
spleen,Mycobacterium bovis,is affected by,52
rumen,Mycobacterium bovis,is affected by,52
mammary gland,Mycobacterium bovis,is affected by,52
1999,tuberculosis testing,is the year of,52
abomasal helminths,wild red deer,are found in,53
wild red deer,central Spain,are from,53
fawns,subadult,are,53
subadult,adult,are,53
males,higher intensity and prevalence of abomasal parasitism,have,53
gastrointestinal parasites,wild red deer,infect,53
Spiculopteragia asymmetrica/Spiculopteragia quadrispiculata,bimodal pattern for intensity of infection,contribute to,53
Ostertagia leptospicularis/Ostertagia kolchida,wild red deer,occur with lower prevalence and intensity of infection,53
Ostertagia drozdzi/Ostertagia ryjikovi,wild red deer,occur with lower prevalence and intensity of infection,53
major morphotypes,males,are found in,53
minor morphotypes,males,are found in,53
males,stable ratio for major and minor morphotypes,have,53
females,stable relative abundance,have,53
Protostrongylid parasites,Dall's sheep,infect,54
Parelaphostrongylus odocoilei,Dall's sheep,infect,54
Protostrongylus stilesi,Dall's sheep,infect,54
Parelaphostrongylus odocoilei,Stone's sheep,infect,54
Protostrongylid parasites,Pneumonia,cause,54
Parelaphostrongylus odocoilei,Pneumonia,cause,54
Protostrongylus stilesi,Pneumonia,cause,54
Arcanobacterium pyogenes,Pneumonia,cause,54
Pasteurella sp.,Pneumonia,cause,54
Mannheimia sp.,Pneumonia,cause,54
Respiratory viruses,Dall's sheep,not associated with,54
Domestic ruminants,Dall's sheep,not associated with,54
Trypanosoma cruzi,Golden lion tamarins,infects,55
Golden lion tamarins,Trypanosoma cruzi infection,have,55
Wild golden lion tamarins,Biological Reserve of Poço das Antas,are found in,55
Biological Reserve of Poço das Antas,Rio de Janeiro,located in,55
Rio de Janeiro,Brazil,located in,55
T. cruzi infection,Golden lion tamarins,is present in,55
Golden lion tamarins,Cardiac abnormalities,display,55
Cardiac abnormalities,T. cruzi infection,are caused by,55
T. cruzi infection,human natural infection,is similar to,55
T. cruzi infection,experimentally infected primates,is similar to,55
Brucella,marine mammals,infects,56
marine mammals,North Atlantic Ocean,live in,56
seal,marine mammal,is a,56
whale,marine mammal,is a,56
Iceland,Jan Mayen,is located near,56
Norway,Kola Peninsula,is located near,56
Svalbard,Barents Sea,is located near,56
minke whales,Brucella infection,have,56
Brucella,ELISA,is detected by,56
serum agglutination test,brucellosis,is used to detect,56
EDTA-modified serum agglutination test,brucellosis,is used to detect,56
Rose Bengal test,brucellosis,is used to detect,56
complement fixation test,brucellosis,is used to detect,56
anti-complement ELISA,brucellosis,is used to detect,56
hooded seals,Brucella antibodies,have,56
harp seals,Brucella antibodies,have,56
ringed seals,Brucella antibodies,have,56
minke whales,Brucella antibodies,have,56
fin whales,Brucella antibodies,have,56
sei whales,Brucella antibodies,have,56
bearded seal,Brucella antibodies,does not have,56
SA12,Simian virus 40-related papovavirus,is a,57
SA12,South African vervet monkey kidney culture,was isolated from,57
SA12,cytopathic effect with nuclear enlargement in primary rhesus kidney cells,produces,57
SA12,papovavirus morphology,has,57
SA12,diameter of 44 to 45 nm,has,57
SA12,"circular, double-stranded, superhelical DNA",has,57
SA12,mean length 101% that of SV40 DNA and an estimated molecular weight of 3.3 X 10(6),has,57
SA12,other papovaviruses,is unrelated to,57
SA12,kidney cells from 10-day-old hamsters,infects,57
SA12,kidney cells from 10-day-old hamsters,transforms,57
SA12,3- to 4-week-old hamsters,produces tumors in,57
SA12,strongly and reciprocally cross-reactive with SV40,has t antigens that are,57
SA12,a high proportion of sera of chacma baboons,has neutralizing antibodies in,57
SA12,a comparatively lower proportion of sera of vervet monkeys,has neutralizing antibodies in,57
Trypanosoma cruzi,wild golden lion tamarins,infects,58
intestinal helminths,wild golden lion tamarins,infects,58
intestinal helminths,golden-headed lion tamarins,infects,58
Trypanosoma cruzi,golden-headed lion tamarins,infects,58
Prosthenorchis sp.,wild golden lion tamarins,infects,58
Prosthenorchis sp.,golden-headed lion tamarins,infects,58
Spiruridae,wild golden lion tamarins,infects,58
Spiruridae,golden-headed lion tamarins,infects,58
Trichostrongylidae,wild golden lion tamarins,infects,58
Trichostrongylidae,golden-headed lion tamarins,infects,58
T. cruzi infection,higher intestinal helminth prevalence,is associated with,58
T. cruzi infection,lower helminth-linked mortality rates,is associated with,58
T. cruzi infection,lower elimination rates of helminths,is associated with,58
female tamarins,T. cruzi-positive blood cultures,are more likely to have,58
female tamarins,Trichostrongylidae infection,are more likely to have,58
Free-living deer,Cattle,is suggested as a possible source of infection of,59
Free-living deer,BVD virus and antibody,are tested for,59
Roe deer,blood samples,are included in,59
Fallow deer,blood samples,are included in,59
Red deer,blood samples,are included in,59
Sika deer,blood samples,is included in,59
Cattle,in 1997 and 1998,have a bvd persistent infection status,59
Red deer,from cattle to deer transmission,have a bvd infection,59
Free-living deer,Denmark,do not occur in,59
Red deer,from various districts in Jutland,have a bvd infection,59
bobcats,feline lentivirus,are infected with,60
pumas,feline lentivirus,are infected with,60
human immunodeficiency virus,simian immunodeficiency viruses,emerged from,60
Lentiviridae,species-specific viruses,represent,60
pumas,bobcats,are preyed upon by,60
Striped skunk,Protozoa,is infected with,61
Protozoa,Skunk lung,is found in,61
Protozoa,Lung,is found in,61
Protozoa,Brain,is found in,61
Protozoa,Liver,is found in,61
Protozoa,Nasal epithelium,is found in,61
Protozoa,Necrosis,is associated with,61
Protozoa,Inflammation,is associated with,61
Protozoa,Sarcocystis neurona,is labeled as,61
Protozoa,Nuclear small subunit ribosomal RNA gene,has dna sequence,61
Protozoa,Sarcocystis neurona,has dna sequence,61
Striped skunks,Intermediate and aberrant hosts,act as,61
Sarcocystis neurona,Extraneural tissues,is found in,61
Sarcocystis neurona,Canine distemper virus,is found in,61
Canine distemper virus,Skunk,infects,61
Canine distemper virus,Immunosuppression,suggests,61
Connecticut,United States,is located in,62
leptospirosis,domestic dogs,is a re-emerging infection in,62
leptospirosis,dogs and humans,is a zoonotic disease,62
raccoons,serologic evidence of exposure to,were tested for,62
skunks,serologic evidence of exposure to,were tested for,62
opossums,serologic evidence of exposure to,were tested for,62
gray squirrels,serologic evidence of exposure to,were tested for,62
Leptospira serovars,serologic evidence of exposure to,were tested for,62
raccoons,leptospirosis,showed evidence of exposure to,62
skunks,leptospirosis,showed evidence of exposure to,62
opossums,Leptospira serovars,tested negative to,62
gray squirrels,leptospirosis,exhibited high antibody titers to,62
Connecticut,common peridomestic wildlife species as potential sources of leptospirosis,should consider,62
northern elephant seal,nephrolithiasis,has nephrolithiasis,63
California sea lion,nephrolithiasis,has nephrolithiasis,63
northern elephant seal,nephroliths,has nephroliths,63
California sea lion,nephroliths,has nephroliths,63
northern elephant seal,uric acid,has uric acid,63
northern elephant seal,ammonium urate,has ammonium urate,63
California sea lion,ammonium urate,has ammonium urate,63
nephrolithiasis,northern elephant seal,affects,63
nephrolithiasis,California sea lion,affects,63
renal pelvic dilation,nephroliths,associated with,63
pyelonephritis,nephroliths,associated with,63
hydronephrosis,California sea lion,associated with,63
2004,nephrolithiasis diagnosis,year of,63
2005,nephrolithiasis diagnosis,year of,63
Canine distemper epizootic,Everglades mink,affects,64
Canine distemper virus,Four free-ranging mink,infects,64
Four free-ranging mink,Canine distemper virus,were examined for,64
Microscopic lesions and viral inclusions,three mink,were observed in,64
Virus isolation and reverse transcription-polymerase chain reaction,all mink,performed on,64
Anecdotal records of mink observations,a postepizootic decline in the mink population,suggest,64
a postepizootic decline in the mink population,an apparent recovery,followed by,64
We recommend,the status of the Everglades mink,to assess,64
the status of the Everglades mink,the impact of CDV on this and other American mink populations,and,64
Odocoileus virginianus,Mycobacterium bovis,is infected with,65
Odocoileus virginianus,Hunter,was killed by,65
Odocoileus virginianus,Tuberculosis,had lesions suggestive of,65
Odocoileus virginianus,Mycobacterium bovis,was positive on culture for,65
Mycobacterium bovis,Bovine tuberculosis,causes,65
Hunter,Odocoileus virginianus,harvested,65
Odocoileus virginianus,Gross lesions suggestive of tuberculosis,had,65
Odocoileus virginianus,Acid-fast bacilli on histological examination,had,65
Odocoileus virginianus,Mycobacterial isolates from lymph nodes and/or lungs,had,65
Lymph nodes,Microscopically,were examined,65
Lymph nodes,Grossly,were examined,65
Tissues,Microscopically,were examined,65
Tissues,Grossly,were examined,65
Mycobacterium bovis,Lymph nodes,was cultured from,65
Mycobacterium bovis,Lungs,was cultured from,65
Mycobacterium bovis,Tissues,was cultured from,65
Epidemic,Free-ranging cervids,occurred in,65
Epizootic,Free-ranging cervids,occurred in,65
North America,Epidemic occurred,is a location where,65
North America,Epizootic occurred,is a location where,65
Papio cynocephalus anubis,olive baboons,is a species of,66
Gombe Stream National Park,Tanzania,is located in,66
baboons,Gombe Stream National Park,are found in,66
helminth taxa,baboons,are found in,66
protozoan taxa,baboons,are found in,66
Strongyloides sp.,baboons,is found in,66
Trichuris,baboons,is found in,66
baboons,parasites,are parasitized by,66
hosts,parasites,are parasitized by,66
troops,individuals,are composed of,66
individuals,troops,are members of,66
lions,Queen Elizabeth National Park,are found in,67
lions,Uganda,are found in,67
lions,species,are a,67
Queen Elizabeth National Park,location,is a,67
Uganda,location,is a,67
FIV,virus,is a,67
FCV,virus,is a,67
FHV1,virus,is a,67
FPV/CPV,virus,is a,67
FIPV,virus,is a,67
CDV,virus,is a,67
FeLV,virus,is a,67
lions,FIV,had antibodies against,67
lions,CDV,had antibodies against,67
lions,FCV,had antibodies against,67
lions,FHV1,had antibodies against,67
lions,FPV,had antibodies against,67
lions,FeLV,had antibodies against,67
lions,FIPV,had antibodies against,67
CDV,lions,was found in,67
subadults,age group,are a,67
endangered population,population,is a,67
common feline and canine viruses,virus,are a,67
Bighorn sheep,Elaeophora schneideri,infected with,68
Bighorn sheep,Mule deer,coexist with,68
Bighorn sheep,Elaeophora schneideri,susceptible to,68
Midwestern white-tailed deer,Neospora caninum,hosts,69
White-tailed deer,Neospora caninum life cycle,maintain,69
Sera from white-tailed deer,N. caninum antibodies,test,69
N. caninum surface antigens,Seroreactivity,react,69
Western blot,N. caninum antibodies,detect,69
ELISA,N. caninum antibodies,detect,69
Western blot,ELISA,is superior to,69
Field-collected samples,ELISA,degrade,69
Deer carcasses,Blood samples,collect,69
Papio cynocephalus anubis,Gorilla gorilla berengei,shares habitat with,70
Papio cynocephalus anubis,Cryptosporidium,is infected with,70
Papio cynocephalus anubis,Giardia,is infected with,70
Papio cynocephalus anubis,Eimeria,is infected with,70
Papio cynocephalus anubis,Ascaris spp.,is infected with,70
Papio cynocephalus anubis,Strongyloides spp.,is infected with,70
Papio cynocephalus anubis,Trichuris spp.,is infected with,70
Papio cynocephalus anubis,Hymenolepis spp.,is infected with,70
Papio cynocephalus anubis,Ternidens diminuta,is infected with,70
Gorilla gorilla berengei,Cryptosporidium,is infected with,70
Gorilla gorilla berengei,Giardia,is infected with,70
Gorilla gorilla berengei,Strongyloides spp.,is infected with,70
Gorilla gorilla berengei,Trichuris spp.,is infected with,70
Protostrongylus spp.,Rocky Mountain bighorn sheep,affects,71
fenbendazole,Protostrongylid lungworms,used to control,71
Rocky Mountain bighorn sheep,Protostrongylid lungworms,infected with,71
Stillwater bighorn winter range,fenbendazole-medicated salt,location of,71
southcentral Montana,Stillwater bighorn winter range,location of,71
USA,southcentral Montana,location of,71
1987-1989,pretreatment levels,time period of,71
1990-1993,study period,time period of,71
fenbendazole-medicated salt,long-term control of protostrongylid lungworms,used for,71
Neospora caninum,Black-tailed deer,found in,72
Neospora caninum,Mule deer,found in,72
Toxoplasma gondii,Black-tailed deer,found in,72
Toxoplasma gondii,Mule deer,not found in,72
Antibodies,Sera,determined in,72
Antibodies,Direct agglutination test,tested using,72
Antigens,Direct agglutination test,used in,72
Titer,Neospora caninum,considered diagnostic for,72
Titer,Toxoplasma gondii,considered diagnostic for,72
Brucella,BPAT,is detected by,73
Brucella,C-ELISA,is detected by,73
Brucella,I-ELISA,is detected by,73
Brucella,FPA,is detected by,73
Hawaiian monk seals,Brucella,are tested for,73
Northwestern Hawaiian Islands,Hawaiian monk seals,are home to,73
1995,collection,is a year of,73
2002,collection,is a year of,73
Cattle,C-ELISA,have a test threshold,73
Cattle,FPA,have a test threshold,73
Brucellosis,Hawaiian monk seals,is a disease of,73
Parelaphostrongylus odocoilei,Dall's sheep,found in,74
Parelaphostrongylus odocoilei,petechial and ecchymotic hemorrhages and localized myositis,associated with,74
Parelaphostrongylus odocoilei,diffuse granulomatous pneumonia,associated with,74
Parelaphostrongylus odocoilei,Deroceras laeve,infects,74
Parelaphostrongylus odocoilei,Deroceras reticulatum,infects,74
Protostrongylus stilesi,Dall's sheep,found in,74
Protostrongylus stilesi,lung pathology,associated with,74
Protostrongylus stilesi,bighorn sheep,similar to,74
Parelaphostrongylus odocoilei,Protostrongylus stilesi,co-occurs with,74
Rio Negro virus,Argentina,circulates in,75
Rio Negro virus,Venezuelan equine encephalitis subtype VI,has subtype,75
Mosquitoes,Rio Negro virus,carry,75
Rodents,Rio Negro virus,carry,75
Humans,Rio Negro virus,can be infected with,75
Alphavirus,Virus,is a type of,75
RT-nested PCR,Alphavirus,is used to detect,75
Serum sample,antibodies to Rio Negro virus,contains,75
Córdoba,Argentina,is located in,75
Central area,Argentina,is a part of,75
Northern provinces,Argentina,are located in,75
Myodes,Hantavirus,carries,76
Microtus,Hantavirus,carries,76
Myodes,Hokkaido virus,has relationship with,76
Microtus,Vladivostok virus,has relationship with,76
Buryatia,Russian Federation,located in,76
M. rufocanus,Japan,originated from,76
M. rufocanus,China,originated from,76
M. rufocanus,Far-East Russia,originated from,76
M. fortis,Far-East Russia,originated from,76
M. oeconomus,Vladivostok virus,may be an alternative host for,76
M. fortis,Vladivostok virus,is the natural host for,76
M. rufocanus,Puumala virus,carries a hantavirus similar to but distinct from,76
M. regulus,Muju virus,associated with,76
Leptospira fainei serovar Hurstbridge,Leptospira species,is a,77
Leptospira fainei serovar Hurstbridge,animal sources,has been cultured from,77
L. fainei,Leptospira species,is a,77
L. fainei,human patients,is found in,77
L. fainei,Weil's disease,causes,77
L. fainei,Autoimmune hepatitis,causes,77
Two human patients,Denmark,resided in,77
One patient,Autoimmune hepatitis,developed,77
One patient,Antibiotics,was treated with,77
One patient,Immunosuppression,was treated with,77
Beak and feather disease virus,Beak and feather disease,causes,78
Beak and feather disease,young birds,affects,78
Beak and feather disease,older birds,affects,78
Circovirus,Beak and feather disease,causes,78
Taqman probe,real-time PCR assay,used for,78
real-time PCR assay,detecting Beak and feather disease virus,used for,78
real-time PCR assay,UAE,used in,78
real-time PCR assay,detecting Circovirus,used for,78
African Grey Parrots,Circovirus,infected with,78
Cockatoos,Circovirus,infected with,78
Amazon Parrots,Circovirus,infected with,78
Macaws,Circovirus,infected with,78
pigeon paramyxovirus serotype 1,wild North American pigeons,is isolated from,79
pigeon paramyxovirus serotype 1,PPMV-1,is identified as,79
pigeon paramyxovirus serotype 1,hemagglutinin inhibition with monoclonal antibodies,is detected by,79
pigeon paramyxovirus serotype 1,partial genomic sequencing and phylogenetic analysis,is characterized by,79
pigeon paramyxovirus serotype 1,virulent,is classified as,79
pigeon paramyxovirus serotype 1,fusion gene-based real-time PCR test,escapes detection by,79
pigeon paramyxovirus serotype 1,modifications introduced to the probe site of the fusion gene-based assay,is detected by,79
Toxoplasmosis,Deer,is found in,80
Deer,Brazil,are from,80
Toxoplasma gondii,Deer,is found in,80
Marsh deer,São Paulo,are from,80
Pampas deer,Goiás,are from,80
Blastocerus dichotomus,Deer,is a type of,80
Ozotocerus bezoarticus,Deer,is a type of,80
Indirect hemagglutination,Toxoplasma gondii,is used to detect,80
Indirect immunofluorescence,Toxoplasma gondii,is used to detect,80
Enzyme linked immunosorbent assay,Toxoplasma gondii,is used to detect,80
Dot-ELISA,Toxoplasma gondii,is used to detect,80
Young adults,Adults,are a type of,80
Fawns,Deer,are a type of,80
Newborn fawn,Fawn,is a type of,80
Contracaecum ogmorhini,Nematoda,has species,81
Contracaecum ogmorhini,Anisakidae,is part of,81
Zalophus californianus,Contracaecum ogmorhini,hosts,81
Arctocephalus pusillus pusillus,Contracaecum ogmorhini,hosts,81
Arctocephalus pusillus doriferus,Contracaecum ogmorhini,hosts,81
Arctocephalus australis,Contracaecum ogmorhini,hosts,81
Mirounga leonina,Contracaecum ogmorhini,hosts,81
C. ogmorhini (sensu lato),C. ogmorhini (sensu stricto),is part of,81
C. ogmorhini (sensu lato),C. margolisi n. sp.,is part of,81
C. ogmorhini (sensu stricto),C. margolisi n. sp.,is part of,81
C. margolisi n. sp.,C. ogmorhini (sensu lato),is part of,81
C. osculatum (s.l.),C. ogmorhini (sensu lato),is part of,81
C. miroungae,C. ogmorhini (sensu lato),is part of,81
Mdh-2,Contracaecum ogmorhini,is part of,81
NADHdh,Contracaecum ogmorhini,is part of,81
Iddh,Contracaecum ogmorhini,is part of,81
Mdh-1,Contracaecum ogmorhini,is part of,81
6Pgdh,Contracaecum ogmorhini,is part of,81
Mitochondrial cyt b gene,Contracaecum ogmorhini,is part of,81
OSHA,JDHSL,is part of,81
canine distemper virus,Switzerland,emerges,82
canine distemper virus,red foxes,infects,82
canine distemper virus,Eurasian badgers,infects,82
canine distemper virus,stone martens,infects,82
canine distemper virus,pine martens,infects,82
canine distemper virus,Eurasian lynx,infects,82
canine distemper virus,domestic dog,infects,82
canine distemper virus,interstitial to bronchointerstitial pneumonia,causes,82
canine distemper virus,meningopolioencephalitis,causes,82
canine distemper virus,demyelination,causes,82
canine distemper virus,hemagglutinin protein,has,82
canine distemper virus,signaling lymphocyte activation molecule,has,82
Switzerland,canine distemper virus,detects,82
Hungary,canine distemper virus,detects,82
Hepatitis B virus,chronic hepatitis,causes,83
Hepatitis B virus,liver cirrhosis,causes,83
Hepatitis B virus,hepatocellular carcinoma,causes,83
HBV,Virus,is a type of,83
human immunodeficiency virus,Virus,is a type of,83
HBV infection,Condition,is a type of,83
HIV infection,Condition,is a type of,83
HBV coinfection,Condition,is a type of,83
HBV coinfection,immunologic and clinical progression of HIV infection,accelerates,83
HBV coinfection,risk of hepatotoxicity when combination antiretroviral therapy is initiated,increases,83
HIV infection,"risk of hepatitis events, cirrhosis, and end-stage liver disease related to chronic HBV infection",increases,83
HBV vaccination program,HBV seroprevalence,declines,83
HBV vaccine,prevent HBV infection,is used to,83
tenofovir disoproxil fumarate,treat HIV infection,is used to,83
emtricitabine,treat HIV infection,is used to,83
lamivudine,treat HIV infection,is used to,83
HBV vaccination,prevent HBV infection,is used to,83
HIV-related immunosuppression,HBV vaccination,impacts,83
Rhodococcus equi,fetal samples,is isolated from,84
Rhodococcus equi,soil samples,is isolated from,84
Rhodococcus equi,indigenous animals,is present in,84
Rhodococcus equi,soil,is present in,84
Rhodococcus equi,foals,is a pathogen for,84
Rhodococcus equi,animals,is widespread in,84
Rhodococcus equi,soil,is widespread in,84
VapA,R. equi,is tested for,84
VapB,R. equi,is tested for,84
cryptic plasmids,R. equi,are contained in,84
virulent R. equi,animals,is not found,84
avirulent R. equi,animals,is found,84
avirulent R. equi,soil,is found,84
Japanese encephalitis virus,its ancestral virus,originated from,85
Japanese encephalitis virus,Asia,spread across,85
Japanese encephalitis virus,I to III,has genotype,85
Japanese encephalitis virus,IV,has genotype,85
JKT6468,genotype IV Indonesian isolate,is a,85
JKT6468,lineage,is the oldest,85
JKT6468,other fully sequenced genomes,is the least similar,85
JKT6468,17.4 to 19.6%,has nucleotide divergence,85
JKT6468,4.7 to 6.5%,has amino acid divergence,85
JKT6468,at the carboxy terminus of the core protein,has an unusual series of amino acids,85
Genotype IV strains,in the envelope protein,have three signature amino acids,85
Genotype IV strains,more recent genotypes,distinguished from,85
Dengue virus,its ancestral virus,originated from,85
Nipah virus,its ancestral virus,originated from,85
Recent evidence,Tropical southeast Asia may be an important zone for emerging pathogens,implies,85
W1,Australian brushtail possums,is isolated from,86
W6,Australian brushtail possums,is isolated from,86
W1,Bovine enterovirus serotype 2,is related to,86
W6,Bovine enterovirus serotype 2,is related to,86
W1,PS87/Belfast,is distinct from,86
W6,PS87/Belfast,is distinct from,86
W1,Possum kidney cells,grows in,86
W6,Possum kidney cells,grows in,86
W1,Madin-Darby bovine kidney cells,does not grow in,86
W6,Madin-Darby bovine kidney cells,does not grow in,86
Wolves,Minnesota,are found in,87
Wolves,antibodies,were tested for,87
Leptospira interrogans,antibodies,was tested against,87
Leptospirosis,Wolves,may occur in,87
L. interrogans,Wolves,infects,87
Serum samples,Wolves,were collected from,87
Antibodies,Leptospira interrogans,were found against,87
Serovars,Leptospirosis,were included in the study,87
grippotyphosa,Leptospirosis,had the highest seroprevalence,87
bratislava,Leptospirosis,had a high seroprevalence,87
autumnalis,Leptospirosis,had a high seroprevalence,87
canicola,Leptospirosis,had a high seroprevalence,87
pomona,Leptospirosis,had a high seroprevalence,87
ballum,Leptospirosis,had a high seroprevalence,87
pyrogenes,Leptospirosis,had a high seroprevalence,87
hardjo,Leptospirosis,had a high seroprevalence,87
copenhageni,Leptospirosis,had a high seroprevalence,87
No antibodies were found against,Leptospirosis,australis,87
No antibodies were found against,Leptospirosis,bataviae,87
No antibodies were found against,Leptospirosis,tarassovi,87
gray wolf,Croatia,is found in,88
gray wolf,Dalmatia,is found in,88
Leishmania infantum,visceral leishmaniosis,causes,88
male gray wolf,lesions associated with infection by Leishmania infantum,had,88
lesions associated with infection by Leishmania infantum,visceral leishmaniosis,are typical for,88
gray wolf,lesions caused by L. infantum,died due to,88
Brevinema andersonii,Blarina brevicauda,is isolated from,89
Brevinema andersonii,Peromyscus leucopus,is isolated from,89
Brevinema andersonii,other spirochetes,is distinct from,89
Brevinema andersonii,Escherichia coli,has low levels of similarity with,89
Brevinema andersonii,shrew isolates,forms a deeply branching subgroup with,89
Brevinema andersonii,mouse isolate,forms a deeply branching subgroup with,89
Brevinema andersonii,new genus,is classified as,89
Brevinema andersonii,Brevinema,is classified as,89
Brevinema andersonii,other strains,has 16s rrna sequences that are nearly identical with,89
Brevinema andersonii,Spirochaetales,is a member of,89
Brevinema andersonii,Species,is a member of,89
CT11616,Brevinema andersonii,is the type strain of,89
ATCC 43811,Brevinema andersonii,is a strain of,89
Borrelia burgdorferi,Feral rodents,is isolated from,90
Borrelia burgdorferi,Ticks,is isolated from,90
Borrelia burgdorferi,White-footed mice,is isolated from,90
Borrelia burgdorferi,Eastern chipmunks,is isolated from,90
Borrelia burgdorferi,Mouse,persists in,90
Mouse,Ixodes dammini,has infected,90
Mouse,Dermacentor variabilis,has infected,90
Spirochetes,P. leucopus,are isolated from,90
Spirochetes,T. striatus,are isolated from,90
Spirochetes,D. variabilis larvae,are isolated from,90
Spirochetes,Reference B. burgdorferi isolates,are serologically and genetically indistinguishable from,90
Arvicola scherman,Puumala virus,naturally associated with,91
Arvicola scherman,Lymphocytic choriomeningitis virus,naturally associated with,91
Arvicola scherman,Cowpox virus,naturally associated with,91
Arvicola scherman,Eastern France,found in,91
A. terrestris,fossorial form of the water vole,known as,91
PUUV,Arvicola scherman,found in,91
LCMV,Arvicola scherman,found in,91
CPXV,Arvicola scherman,found in,91
Antibody status to CPXV,Phase of the A. scherman population density cycle,statistically associated with,91
Antibody status to CPXV,Percentage of grassland areas surrounding the sampling sites,statistically associated with,91
canine coronaviruses,raised Canidae animals,found in,92
canine coronavirus,dogs,detected in,92
canine coronavirus,foxes,detected in,92
canine coronavirus,raccoon dogs,detected in,92
canine coronavirus,minks,detected in,92
RT-nPCR assay,testing fecal samples,used for,92
canine coronavirus,healthy dog feces,found in,92
canine coronavirus,diarrhea feces,found in,92
canine coronavirus,healthy fox feces,found in,92
canine coronavirus,raccoon dogs samples,found in,92
sequence analysis,high similarity with reference strain CCV 1-71,found,92
sequence analysis,high similarity with FCV-like CCV strain,found,92
phylogenetic analysis,existence of novel strain,suggested,92
study,"type II CCVs infection is very common in domestic dog, fox, and raccoon dog populations in China",confirmed,92
study,co-existence of two CCV genotypes in healthy foxes and raccoon dogs,reported,92
"Egg drop syndrome ""76""",poultry,affects,93
"Egg drop syndrome ""76""",avian species,affects,93
"Egg drop syndrome ""76""",Nigeria,is present in,93
chickens,"EDS ""76 antibodies""",have,93
guinea fowls,"EDS ""76 antibodies""",have,93
ducks,"EDS ""76 antibodies""",have,93
pigeons,"EDS ""76 antibodies""",have,93
haemagglutination-inhibition test,"EDS ""76 antibodies""",is used to detect,93
vaccination,"Egg drop syndrome ""76""",is recommended to prevent,93
bovine viral diarrhea virus,mule deer,isolated from,94
mule deer,bovine viral diarrhea virus,infected with,94
Arcanobacterium pyogenes,lung abscesses,cultured from,94
bovine viral diarrhea virus,lung,isolated from,94
BVDV antigen,lung,not detected in,94
BVDV genotype,reverse transcriptase polymerase chain reaction,determined by,94
RNA sequences,sequences of a type 1a BVDV,compared with,94
sequences from the deer BVDV,other bovine type 1a BVDVs,similar to,94
mule deer,type 1a BVDV,had serum neutralizing antibody titers to,94
bovine viral diarrhea virus,mule deer population,circulates in,94
BVDV isolate,free-ranging deer in North America,reported from,94
BVDV isolate,mule deer,reported from,94
PaBV-5,Palm cockatoo,is isolated from,95
PaBV-5,aquatic bird bornaviruses,shares nucleotide sequence identities with,95
PaBV-5,passerine bornaviruses,shares nucleotide sequence identities with,95
PaBV-5,Psittaciform 2 bornavirus,is assigned to,95
Bos grunniens,Keratoconjunctivitis,is affected by,96
Bos grunniens,Bovine herpesvirus 1,has,96
Bos grunniens,Moraxella bovis,has,96
Bos grunniens,Neisseria spp.,has,96
Bovine herpesvirus 1,Conjunctival swabs,is detected in,96
Bovine herpesvirus 1,Keratoconjunctivitis,is associated with,96
Moraxella bovis,Conjunctival swabs,is detected in,96
Neisseria spp.,Conjunctival swabs,is detected in,96
BoHV-1,Conjunctival swabs,is detected in,96
