source,target,relation_type,doc_id
tissue analysis,assignment of animals as natural reservoir host,required for,33
Toxoplasma gondii,Felis rufus,infects,34
Felis rufus,Toxoplasma gondii,hosts,34
bobcat,Felis rufus,common name of,34
Felis rufus,bobcat,latin name of,34
Toxoplasma gondii,Toxoplasmosis,causes,34
Toxoplasma gondii,protozoal meningoencephalitis,causes,34
Felis rufus,Toxoplasmosis,suffered from,34
Felis rufus,protozoal meningoencephalitis,suffered from,34
Toxoplasma gondii,avidin-biotin immunohistochemical test,detected by,34
Hepatocystis,Primates,infects,35
Primates,Hepatocystis,hosts,35
Hepatocystis,Malaria,causes,35
Plasmodiidae,Hepatocystis,includes,35
Hepatocystis,human malaria agents,evolved from,35
Kibale National Park,Uganda,located in,35
Colobus guereza,Kibale National Park,found in,35
Cercopithecus mitis,Kibale National Park,found in,35
Lophocebus albigena,Kibale National Park,found in,35
Papio anubis,Kibale National Park,found in,35
Procolobus rufomitratus,Kibale National Park,found in,35
Cercopithecus ascanius,Kibale National Park,found in,35
Hepatocystis,PCR,detected by,35
Hepatocystis,Microscopy,detected by,35
Hepatocystis,Sanger sequencing,detected by,35
Hepatocystis,Deep sequencing,detected by,35
Hepatocystis,Primates,co-infects,35
Baboons,Hepatocystis,co-infected with,35
Red colobus,Hepatocystis,co-infected with,35
Equid herpesvirus 9,Burchell's zebra,infects,36
Burchell's zebra,Equid herpesvirus 9,hosts,36
Thomson's gazelle,Encephalitis,affected by,36
Equid herpesvirus 9,Thomson's gazelle,isolated from,36
Burchell's zebra,Thomson's gazelle,suspected to be the source of infection in,36
Equid herpesvirus 9,Serengeti ecosystem,analyzed in,36
43 sera,Burchell's zebra,sampled from,36
21 sera,Thomson's gazelle,sampled from,36
Seven sera,Equid herpesvirus 9,positive for,36
Trigeminal ganglia,Nested polymerase chain reaction,tested by,36
One zebra ganglion,Equid herpesvirus 9,positive for,36
Burchell's zebra,Equid herpesvirus 9,exposed to,36
Burchell's zebra,Equid herpesvirus 9,latently infected with,36
bronchopulmonary nematode larvae,Capra pyrenaica hispanica,infects,37
Capra pyrenaica hispanica,bronchopulmonary nematode larvae,hosts,37
Protostrongylid,Capra pyrenaica hispanica,infects,37
Dictyocaulus spp.,Capra pyrenaica hispanica,infects,37
Castilla-La Mancha,Capra pyrenaica hispanica,location of,37
Spain,Castilla-La Mancha,location of,37
Sep-03,faecal samples,date of,37
160,faecal samples,number of,37
13,populations,number of,37
faecal samples,Capra pyrenaica hispanica,collected from,37
pasture availability,bronchopulmonary nematode larvae,affected by,37
wild and domestic ungulates,bronchopulmonary nematode larvae,affected by,37
abundance indexes,Capra pyrenaica hispanica,measured in,37
health risk,bronchopulmonary nematode larvae,caused by,37
health surveillance scheme,bronchopulmonary outputs,uses,37
endemic wild ungulate,Capra pyrenaica hispanica,is,37
bronchopulmonary outputs,Capra pyrenaica hispanica,measured in,37
Spanish ibex abundance indexes,Capra pyrenaica hispanica,measured in,37
lancet flukes,Japanese sika deer,found in,38
Japanese sika deer,lancet flukes,hosts,38
lancet flukes,liver,lives in,38
lancet flukes,maximal body-width,has property,38
lancet flukes,testes,has property,38
lancet flukes,position of maximal body-width,has property,38
lancet flukes,position of testes,has property,38
lancet flukes,Dicrocoelium chinensis,similar to,38
Cervus nippon centralis,Iwate Prefecture,captured in,38
Iwate Prefecture,Japan,located in,38
lancet flukes,morphometry,measured by,38
lancet flukes,measurement,measured by,38
distance,anterior end and position of maximal body-width,measured between,38
length,body,measured of,38
width,body,measured of,38
STLV-1,Lophocebus albigena,infects,39
STLV-1,Cercopithecus cephus,infects,39
STLV-3,Lophocebus albigena,infects,39
STLV-3,Cercopithecus cephus,infects,39
HTLV,Humans,infects,39
STLV-1,Lophocebus albigena,hosts,39
STLV-1,Cercopithecus cephus,hosts,39
STLV-3,Lophocebus albigena,hosts,39
STLV-3,Cercopithecus cephus,hosts,39
Humans,HTLV,hosts,39
Simian species,STLV-1,hosts,39
Simian species,STLV-3,hosts,39
Cameroon,Nonhuman primates,location of,39
Nonhuman primates,Cameroon,found in,39
Whole blood samples,Primate species,sampled from,39
Primate species,Southern Cameroon,found in,39
HTLV-1,INNOLIA profiles,causes,39
HTLV-2,INNOLIA profiles,causes,39
STLV-1/-2,INNOLIA profiles,causes,39
Tax-rex PCRs,PTLVs,used to detect,39
Phylogenetic analysis,PTLVs,used to analyze,39
LTR sequences,STLV-1,measured in,39
pX-LTR sequences,STLV-3,measured in,39
STLV-5,MarB43,provisionally named,39
Tax/rex phylogeny,PTLVs,used to analyze,39
Helminth fauna,Iberian lynx,found in,40
Iberian lynx,Helminth fauna,hosts,40
Brachylaima sp.,Iberian lynx,infects,40
Taenia pisiformis,Iberian lynx,infects,40
T. polyacantha,Iberian lynx,infects,40
T. taeniaeformis,Iberian lynx,infects,40
Mesocestoides litteratus,Iberian lynx,infects,40
Eucoleus aerophilus,Iberian lynx,infects,40
Ancylostoma tubaeforme,Iberian lynx,infects,40
Toxocara cati,Iberian lynx,infects,40
Toxascaris leonina,Iberian lynx,infects,40
Vegisospirura potekhina potekhina,Iberian lynx,infects,40
Mastophorus muris,Iberian lynx,infects,40
Physaloptera praeputialis,Iberian lynx,infects,40
Iberian lynx,L. canadensis,compared with,40
Iberian lynx,L. rufus,compared with,40
Iberian lynx,L. lynx,compared with,40
Brucella spp.,Connochaetes taurinus Burchell,infects,41
Connochaetes taurinus Burchell,Brucella spp.,hosts,41
Syncerus caffer Sparrman,Brucella spp.,hosts,41
Brucella spp.,Brucellosis,causes,41
Connochaetes taurinus Burchell,Antibodies,suffered from,41
Syncerus caffer Sparrman,Antibodies,suffered from,41
Brucella spp.,Connochaetes taurinus Burchell,found in,41
Brucella spp.,Syncerus caffer Sparrman,found in,41
Connochaetes taurinus Burchell,Cattle,shares grazing and watering areas with,41
Syncerus caffer Sparrman,Cattle,shares grazing and watering areas with,41
Isospora lutrae,Lutra lutra,infects,42
Lutra lutra,Isospora lutrae,hosts,42
Isospora lutrae,European otter,found in,42
European otter,Extremadura,originates from,42
European otter,Spain,originates from,42
Isospora lutrae,Oöcysts,has structure,42
Oöcysts,31.2 (27.5-32) x 29.6 (28-31) microm,has dimension,42
Oöcysts,c. 1 microm thick,has wall,42
Sporocysts,18.2 (17-19) x 14.4 (14-16) microm,has dimension,42
Sporozoites,12.4 x 2.5 microm,has dimension,42
Sporozoites,anterior and posterior refractile bodies,has structure,42
Isospora lutrae,new,is considered to be,42
Parapoxviruses,seals,infects,43
Parapoxviruses,sea lions,infects,43
Parapoxviruses,Phocidae,infects,43
Parapoxviruses,Otariidae,infects,43
Parapoxviruses,pinnipeds,infects,43
Parapoxviruses,Atlantic pinnipeds,infects,43
Parapoxviruses,Pacific pinnipeds,infects,43
Parapoxviruses,poxviral DNA sequences,hosts,43
Parapoxviruses,poxvirus,causes,43
Parapoxviruses,clinical cases,causes,43
Parapoxviruses,earlier poxvirus isolates,detected in,43
Parapoxviruses,39 clinical cases,detected in,43
Parapoxviruses,six genetically distinct poxvirus strains,detected in,43
Parapoxviruses,three previously unrecognized,detected in,43
Parapoxviruses,genus Parapoxvirus,form a monophyletic group within,43
Parapoxviruses,Parapoxviruses from Pacific pinnipeds,are phylogenetically distant from,43
Parapoxviruses,Parapoxviruses from phocids and otariids that inhabit the same geographical region,are phylogenetically distant from,43
Parapoxviruses,multiple species within a phylogenetic family,are capable of infecting,43
one strain,two otariid species,detected in,43
Bovine viral diarrhea virus,Capreolus capreolus,infects,44
Capreolus capreolus,Bovine viral diarrhea virus,hosts,44
Bovine viral diarrhea virus,Cervus elaphus,infects,44
Cervus elaphus,Bovine viral diarrhea virus,hosts,44
Bovine viral diarrhea virus,Dama dama,infects,44
Dama dama,Bovine viral diarrhea virus,hosts,44
Bovine viral diarrhea virus,cervid species,infects,44
cervid species,Bovine viral diarrhea virus,hosts,44
Border disease virus,Capreolus capreolus,infects,44
Capreolus capreolus,Border disease virus,hosts,44
Border disease virus,Cervus elaphus,infects,44
Cervus elaphus,Border disease virus,hosts,44
Border disease virus,Dama dama,infects,44
Dama dama,Border disease virus,hosts,44
Border disease virus,cervid species,infects,44
cervid species,Border disease virus,hosts,44
Bovine virus diarrhea,mucosal disease,causes,44
Bovine viral diarrhea virus,Bovine virus diarrhea,causes,44
Bovine viral diarrhea virus,antibodies,detected by,44
antibodies,microneutralization test titers,measured by,44
antibodies,prevalence,measured by,44
antibodies,n,measured by,44
Germany,wildlife parks,location of,44
Germany,zoos,location of,44
Germany,habitat,location of,44
cattle,Bovine viral diarrhea virus,hosts,44
juvenile animals,Bovine viral diarrhea virus,hosts,44
adults,Bovine viral diarrhea virus,hosts,44
summer,antibody prevalence,season of,44
winter,antibody prevalence,season of,44
Human T-cell leukemia/lymphotropic virus type I,Human,infects,45
Simian T-cell leukemia/lymphotropic virus type I,Simian,infects,45
HTLV-I,Human,infects,45
STLV-I,Simian,infects,45
Human,Human T-cell leukemia/lymphotropic virus type I,hosts,45
Simian,Simian T-cell leukemia/lymphotropic virus type I,hosts,45
Human T-cell leukemia/lymphotropic virus type I,HTLV-I,causes,45
Simian T-cell leukemia/lymphotropic virus type I,STLV-I,causes,45
Human T-cell leukemia/lymphotropic virus type I,Human,found in,45
Simian T-cell leukemia/lymphotropic virus type I,Simian,found in,45
Asia,Simian T-cell leukemia/lymphotropic virus type I,location of,45
Africa,Simian T-cell leukemia/lymphotropic virus type I,location of,45
Phylogenetic associations,Human T-cell leukemia/lymphotropic virus type I,related to,45
Phylogenetic associations,Simian T-cell leukemia/lymphotropic virus type I,related to,45
Interspecies transmission,Phylogenetic associations,causes,45
Phylogenetic context,Phylogenetic associations,used for,45
Phenetic,Phylogenetic associations,used for,45
Parsimony,Phylogenetic associations,used for,45
Likelihood,Phylogenetic associations,used for,45
Clades,Phylogenetic associations,formed by,45
Cosmopolitan,Clades,part of,45
Zaire,Clades,part of,45
Melanesia,Clades,part of,45
Phylogenetic clusters,Phylogenetic associations,formed by,45
Geographic concordance,Phylogenetic associations,related to,45
Host species specificity,Phylogenetic associations,related to,45
Ancestral viruses,Phylogenetic associations,related to,45
Discrete interspecies transmissions,Phylogenetic associations,related to,45
Recognizable phylogenetic clades,Phylogenetic associations,related to,45
Modern species,Phylogenetic associations,related to,45
Simian T-lymphotropic virus type L,Ethiopian baboons,infects,46
Ethiopian baboons,Simian T-lymphotropic virus type L,hosts,46
Simian T-cell leukemia viruses,Ethiopian baboons,infects,46
Human T-cell leukemia viruses,Humans,infects,46
STLV-L,Ethiopian baboons,infects,46
HTLV,Humans,infects,46
Hamadryas baboons,STLV-L,hosts,46
Anubis baboons,STLV-1,hosts,46
Baboons that are hybrids between hamadryas and anubis baboons,STLV-L,hosts,46
Grivet monkeys,STLV-1,hosts,46
Gelada baboons,STLV-1,hosts,46
Simian T-lymphotropic virus type L,Seropositive monkeys,causes,46
Simian T-lymphotropic virus type L,Cross-reactive antibodies,causes,46
Simian T-lymphotropic virus type L,Western blotting assay,detected by,46
Simian T-lymphotropic virus type L,PCR assay,detected by,46
STLV sequences,PCR assay,detected by,46
STLV-1,Seropositive monkeys,causes,46
STLV-2,Seropositive monkeys,causes,46
HTLV-1,Seropositive humans,causes,46
HTLV-2,Seropositive humans,causes,46
Ethiopia,Wild-living nonhuman primates,location of,46
Blood samples,Wild-living nonhuman primates,collected from,46
Sera,Blood samples,obtained from,46
Antibodies,Immune response,produced by,46
Cross-reactive antibodies,Immune response,produced by,46
protein AG,ELISA,used in,47
protein AG,antibodies against parapoxvirus,detects,47
protein AG-ELISA,antibodies against parapoxvirus,detects,47
parapoxvirus,Japanese serow,infects,47
Japanese serow,parapoxvirus,hosts,47
Japanese badger,antibodies against parapoxvirus,tested for,47
Japanese black bear,antibodies against parapoxvirus,tested for,47
Japanese deer,antibodies against parapoxvirus,tested for,47
Japanese monkey,antibodies against parapoxvirus,tested for,47
Japanese raccoon dog,antibodies against parapoxvirus,tested for,47
Japanese wild boar,antibodies against parapoxvirus,tested for,47
masked palm civet,antibodies against parapoxvirus,tested for,47
nutria,antibodies against parapoxvirus,tested for,47
272 serum samples,wild animals,collected from,47
1984-1995,serum samples,period of collection,47
protein AG-ELISA,serological survey for parapoxvirus,effective in,47
Japanese serow,protein AG-ELISA,reacted positively,47
Japanese serow,almost all prefectures,found in,47
Japanese serow,all years tested,found in,47
parapoxvirus,epizootic cycles,exists widely,47
Japanese serow,parapoxvirus,could be reservoirs for,47
Parapox,Halichoerus grypus,infects,48
Halichoerus grypus,Parapox,hosts,48
grey seal,Halichoerus grypus,common name of,48
Halichoerus grypus,grey seal,latin name of,48
Parapox,Parapox infection,causes,48
pups,Parapox infection,suffered from,48
Parapox,electron microscopy,detected by,48
Parapox infection,pups,occurred in,48
Parapox infection,Cornwall,found in,48
Parapox infection,previous outbreaks in North America,compared with,48
Toxoplasma gondii,Enhydra lutris nereis,infects,49
Enhydra lutris nereis,Toxoplasma gondii,hosts,49
Protozoal encephalitis,Death,causes,49
Acanthocephalan-related disease,Death,causes,49
Shark attack,Death,causes,49
Cardiac disease,Death,causes,49
Toxoplasma gondii,T. gondii encephalitis,causes,49
Toxoplasma gondii,Cardiac disease,causes,49
Enhydra lutris nereis,Protozoal encephalitis,suffered from,49
Enhydra lutris nereis,Acanthocephalan-related disease,suffered from,49
Enhydra lutris nereis,Shark attack,suffered from,49
Enhydra lutris nereis,Cardiac disease,suffered from,49
Enhydra lutris nereis,T. gondii encephalitis,suffered from,49
Estero Bay,T. gondii encephalitis,location of,49
Southern Monterey Bay,Acanthocephalan peritonitis,location of,49
Santa Cruz to Point A�o Nuevo,Shark attack,location of,49
1998-2001,Mortality,time period of,49
California,Enhydra lutris nereis,location of,49
USA,Enhydra lutris nereis,location of,49
Marine mammal,Enhydra lutris nereis,class of,49
Threatened species,Enhydra lutris nereis,classification of,49
Demographic,Enhydra lutris nereis,property of,49
Geographic,Enhydra lutris nereis,property of,49
Necropsied,Enhydra lutris nereis,process of,49
Postmortem examination,Enhydra lutris nereis,process of,49
Freshly deceased,Enhydra lutris nereis,state of,49
Beachcast,Enhydra lutris nereis,state of,49
Juvenile,Enhydra lutris nereis,age of,49
Prime-aged adult,Enhydra lutris nereis,age of,49
Otters,Enhydra lutris nereis,common name of,49
Parasites,Enhydra lutris nereis,type of pathogen of,49
Bacteria,Enhydra lutris nereis,type of pathogen of,49
Fungi,Enhydra lutris nereis,type of pathogen of,49
Monachus schauinslandi,morbilliviruses,hosts,50
Monachus schauinslandi,influenza A virus,hosts,50
Monachus schauinslandi,canine adenovirus,hosts,50
Monachus schauinslandi,caliciviruses,hosts,50
phocine herpesvirus-1,Monachus schauinslandi,infects,51
Leptospira bratislava,Monachus schauinslandi,infects,51
L. hardjo,Monachus schauinslandi,infects,51
L. icterohaemorrhagiae,Monachus schauinslandi,infects,51
L. pomona,Monachus schauinslandi,infects,51
Brucella spp.,Monachus schauinslandi,infects,51
B. canis,Monachus schauinslandi,infects,51
Chlamydophila abortus,Monachus schauinslandi,infects,51
Toxoplasma gondii,Monachus schauinslandi,infects,51
Dirofilaria immitis,Monachus schauinslandi,infects,51
morbilliviruses,Monachus schauinslandi,infects,51
influenza A virus,Monachus schauinslandi,infects,51
canine adenovirus,Monachus schauinslandi,infects,51
caliciviruses,Monachus schauinslandi,infects,51
Monachus schauinslandi,phocine herpesvirus-1,hosts,51
Monachus schauinslandi,Leptospira bratislava,hosts,51
Monachus schauinslandi,L. hardjo,hosts,51
Monachus schauinslandi,L. icterohaemorrhagiae,hosts,51
Monachus schauinslandi,L. pomona,hosts,51
Monachus schauinslandi,Brucella spp.,hosts,51
Monachus schauinslandi,B. canis,hosts,51
Monachus schauinslandi,Chlamydophila abortus,hosts,51
Monachus schauinslandi,Toxoplasma gondii,hosts,51
Monachus schauinslandi,Dirofilaria immitis,hosts,51
Monachus schauinslandi,morbilliviruses,hosts,51
Monachus schauinslandi,influenza A virus,hosts,51
Monachus schauinslandi,canine adenovirus,hosts,51
Monachus schauinslandi,caliciviruses,hosts,51
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Mycobacterium bovis,Odocoileus virginianus,infects,52
Odocoileus virginianus,Mycobacterium bovis,hosts,52
Mycobacterium bovis,Tuberculous lesions,causes,52
white-tailed deer,Tuberculous lesions,suffered from,52
Mycobacterium bovis,white-tailed deer,found in,52
Michigan,Mycobacterium bovis,location of,52
USA,Mycobacterium bovis,location of,52
1999,Mycobacterium bovis,year of,52
"19,500",Mycobacterium bovis,number of individuals tested for,52
"19,348",Mycobacterium bovis,number of individuals with head submitted for,52
33,Mycobacterium bovis,number of individuals with extracranial tissues submitted for,52
119,Mycobacterium bovis,number of individuals with both head and extracranial tissues submitted for,52
medial retropharyngeal lymph nodes,cranial gross lesions,location of,52
parotid lymph node,cranial gross lesions,location of,52
thorax,extracranial lesions,location of,52
liver,gross lesions,location of,52
spleen,gross lesions,location of,52
rumen,gross lesions,location of,52
mammary gland,gross lesions,location of,52
public education,Mycobacterium bovis,related to,52
surveillance,Mycobacterium bovis,related to,52
abomasal helminths,wild red deer,infects,53
wild red deer,abomasal helminths,hosts,53
Spiculopteragia asymmetrica,wild red deer,infects,53
Spiculopteragia quadrispiculata,wild red deer,infects,53
Ostertagia leptospicularis,wild red deer,infects,53
Ostertagia kolchida,wild red deer,infects,53
Ostertagia drozdzi,wild red deer,infects,53
Ostertagia ryjikovi,wild red deer,infects,53
wild red deer,Spiculopteragia asymmetrica,hosts,53
wild red deer,Spiculopteragia quadrispiculata,hosts,53
wild red deer,Ostertagia leptospicularis,hosts,53
wild red deer,Ostertagia kolchida,hosts,53
wild red deer,Ostertagia drozdzi,hosts,53
wild red deer,Ostertagia ryjikovi,hosts,53
males,major morphotypes,have,53
females,minor morphotypes,have,53
climate,abomasal helminths,affects,53
forage resources,abomasal helminths,affects,53
winter,abomasal helminths,season of,53
summer,abomasal helminths,season of,53
annual cycle,abomasal helminths,time period of,53
Protostrongylid parasites,Ovis dalli,infects,54
Parelaphostrongylus odocoilei,Ovis dalli,infects,54
Protostrongylus stilesi,Ovis dalli,infects,54
Ovis dalli,Protostrongylid parasites,hosts,54
Ovis dalli dalli,Protostrongylid parasites,hosts,54
O. d. stonei,Parelaphostrongylus odocoilei,hosts,54
Mackenzie Mountains,Ovis dalli,found in,54
Northwest Territories,Ovis dalli,found in,54
1998-2002,study,time period of,54
2000-2002,study,time period of,54
Protostrongylid parasites,Pneumonia,causes,54
Parelaphostrongylus odocoilei,Pneumonia,causes,54
Protostrongylus stilesi,Pneumonia,causes,54
Ovis dalli,Pneumonia,suffered from,54
Ovis dalli dalli,Pneumonia,suffered from,54
O. d. stonei,Pneumonia,suffered from,54
Granulomas,Eggs,associated with,54
Eggs,Protostrongylid parasites,associated with,54
Larvae,Protostrongylid parasites,associated with,54
Cranial lung,Protostrongylid parasites,affected by,54
Feces,Protostrongylid parasites,affected by,54
Arcanobacterium pyogenes,Pneumonia,causes,54
Pasteurella sp.,Pneumonia,causes,54
Mannheimia sp.,Pneumonia,causes,54
Respiratory viruses,Ovis dalli,not found in,54
Bacterial strains,Ovis dalli,not found in,54
Domestic ruminants,Ovis dalli,not associated with,54
Trypanosoma cruzi,Leontopithecus rosalia,infects,55
Leontopithecus rosalia,Trypanosoma cruzi,hosts,55
golden lion tamarins,Leontopithecus rosalia,common name of,55
Leontopithecus rosalia,golden lion tamarins,latin name of,55
Trypanosoma cruzi,T. cruzi infection,causes,55
Trypanosoma cruzi,T wave low voltage,causes,55
Trypanosoma cruzi,R wave low voltage,causes,55
Trypanosoma cruzi,V3S wave high voltage,causes,55
Trypanosoma cruzi,Seric cardiac creatine kinase,causes,55
Trypanosoma cruzi,Seric mean total protein,causes,55
Leontopithecus rosalia,T. cruzi infection,suffered from,55
Trypanosoma cruzi,Biological Reserve of Poço das Antas,found in,55
Trypanosoma cruzi,Rio de Janeiro,found in,55
Trypanosoma cruzi,Brazil,found in,55
Brucella,marine mammals,infects,56
marine mammals,Brucella,hosts,56
Brucella,North Atlantic Ocean,found in,56
seal,Erignathus barbatus,common name of,56
Cystophora cristata,hooded seals,common name of,56
Phoca groenlandica,harp seals,common name of,56
Phoca hispida,ringed seals,common name of,56
Balaenoptera acutorostrata,minke whales,common name of,56
Balaenoptera physalus,fin whales,common name of,56
Balaenoptera borealis,sei whales,common name of,56
Brucella,Brucellosis,causes,56
Brucella,ELISA,detected by,56
Brucella,protein G conjugate,detected by,56
Brucella,serum agglutination test,detected by,56
Brucella,EDTA-modified serum agglutination test,detected by,56
Brucella,Rose Bengal test,detected by,56
Brucella,complement fixation test,detected by,56
Brucella,anti-complement ELISA,detected by,56
Brucella,liver,found in,56
Brucella,spleen,found in,56
Brucella,surface lipopolysaccharide,has property,56
SA12,chacma baboons,infects,57
SA12,South African vervet monkey,hosts,57
SA12,rhesus kidney cells,infects,57
SA12,hamsters,infects,57
SA12,papovavirus,causes,57
SA12,cytopathic effect,causes,57
SA12,nuclear enlargement,causes,57
SA12,papovavirus morphology,has property,57
SA12,diameter,has property,57
SA12,circular,has property,57
SA12,double-stranded,has property,57
SA12,superhelical,has property,57
SA12,DNA,has property,57
SA12,mean length,has property,57
SA12,101%,has property,57
SA12,molecular weight,has property,57
SA12,neutralization,is tested by,57
SA12,immune electron microscopy,is tested by,57
SA12,immunofluorescence,is tested by,57
SA12,antiviral sera,is tested by,57
SA12,capsid antigen,produces,57
SA12,T antigens,produces,57
SA12,tumors,causes,57
SA12,neutralizing antibodies,has property,57
SA12,sera,is found in,57
Trypanosoma cruzi,Leontopithecus rosalia,infects,58
Trypanosoma cruzi,L. chrysomelas,infects,58
intestinal helminths,Leontopithecus rosalia,infects,58
intestinal helminths,L. chrysomelas,infects,58
Leontopithecus rosalia,Trypanosoma cruzi,hosts,58
L. chrysomelas,Trypanosoma cruzi,hosts,58
L. chrysomelas,intestinal helminths,hosts,58
Leontopithecus rosalia,intestinal helminths,hosts,58
Prosthenorchis sp.,Leontopithecus rosalia,infects,58
Prosthenorchis sp.,L. chrysomelas,infects,58
Spiruridae,Leontopithecus rosalia,infects,58
Spiruridae,L. chrysomelas,infects,58
Trichostrongylidae,Leontopithecus rosalia,infects,58
Trichostrongylidae,L. chrysomelas,infects,58
T. cruzi infection,helminth prevalence,causes,58
Tamarin sex,T. cruzi infection,affects,58
Tamarin age,T. cruzi infection,affects,58
Tamarin place of origin,T. cruzi infection,affects,58
parasitic concomitant infections,parasite community,affects,58
interparasite competition/mutualism,parasite community,affects,58
host ecology,parasite community,affects,58
parasite ecology,parasite community,affects,58
structure of parasite community,T. cruzi infection,affected by,58
transmissibility,parasitic concomitant infections,affected by,58
Bovine virus diarrhea virus,Cervus elaphus,infects,59
Cervus elaphus,Bovine virus diarrhea virus,hosts,59
free-living deer,Bovine virus diarrhea virus,hosts,59
Bovine virus diarrhea virus,BVD,causes,59
cattle,Bovine virus diarrhea virus,hosts,59
Bovine virus diarrhea virus,cattle,transmitted from,59
1995-96,Bovine virus diarrhea virus,duration of observation,59
1998-99,Bovine virus diarrhea virus,duration of observation,59
Denmark,Bovine virus diarrhea virus,location of,59
Jutland,Bovine virus diarrhea virus,location of,59
roe deer,Capreolus capreolus,common name of,59
fallow deer,Dama dama,common name of,59
red deer,Cervus elaphus,common name of,59
sika deer,Cervus sika,common name of,59
BVD,antibody,causes,59
BVD,virus,causes,59
476,Bovine virus diarrhea virus,number of individuals tested,59
207,Bovine virus diarrhea virus,number of individuals tested,59
269,Bovine virus diarrhea virus,number of individuals tested,59
149,Bovine virus diarrhea virus,number of individuals tested,59
29,Bovine virus diarrhea virus,number of individuals tested,59
20,Bovine virus diarrhea virus,number of individuals tested,59
1,Bovine virus diarrhea virus,number of individuals tested,59
212,Bovine virus diarrhea virus,number of individuals tested,59
57,Bovine virus diarrhea virus,number of individuals tested,59
158,Bovine virus diarrhea virus,number of individuals tested,59
1,Bovine virus diarrhea virus,number of individuals tested,59
1997,Bovine virus diarrhea virus,year of,59
1998,Bovine virus diarrhea virus,year of,59
immunodeficiency viruses,bobcats,infects,60
immunodeficiency viruses,pumas,infects,60
bobcats,immunodeficiency viruses,hosts,60
pumas,immunodeficiency viruses,hosts,60
human immunodeficiency virus,humans,infects,60
simian immunodeficiency viruses,nonhuman primates,infects,60
Lentiviridae,immunodeficiency viruses,includes,60
Felidae,bobcats,includes,60
Felidae,pumas,includes,60
Feline lentivirus,Feline immunodeficiency virus,causes,60
Southern California,79 bobcats,location of,60
Southern California,31 pumas,location of,60
18,seropositive bobcats,number of,60
12,seropositive pumas,number of,60
Phylogenic relatedness,genotypes,property of,60
Genotypic composition,genotypes,property of,60
Ecological conditions,transmission of lentivirus,influence,60
Behavioral conditions,transmission of lentivirus,influence,60
Molecular conditions,transmission of lentivirus,influence,60
Sarcocystis neurona,Mephitis mephitis,infects,61
Mephitis mephitis,Sarcocystis neurona,hosts,61
Sarcocystis neurona,tissues,found in,61
protozoa,tissues,found in,61
Sarcocystis neurona,Mephitis mephitis,has relationship with,61
Sarcocystis neurona,Systemic sarcocystosis,causes,61
Mephitis mephitis,neurological signs,suffered from,61
Sarcocystis neurona,necrosis,causes,61
Sarcocystis neurona,inflammation,causes,61
Sarcocystis neurona,lung,associated with,61
Sarcocystis neurona,brain,associated with,61
Sarcocystis neurona,liver,associated with,61
Sarcocystis neurona,nasal epithelium,associated with,61
Sarcocystis neurona,immunohistochemistry,labeled by,61
Sarcocystis neurona,Polymerase chain reaction,amplified by,61
Sarcocystis neurona,nuclear small subunit ribosomal RNA gene,has sequence identical to,61
Sarcocystis neurona,DNA fragment,has sequence identical to,61
Mephitis mephitis,intermediate host,acts as,61
Mephitis mephitis,aberrant host,acts as,61
canine distemper virus,Mephitis mephitis,infects,61
canine distemper virus,canine distemper,causes,61
canine distemper virus,histopathology,detected by,61
canine distemper virus,immunohistochemistry,detected by,61
Leptospira,peridomestic wildlife,infects,62
peridomestic wildlife,Leptospira,hosts,62
Leptospirosis,Leptospira,causes,62
Leptospira serovars,Leptospirosis,are serovars of,62
raccoons,Leptospira,hosts,62
skunks,Leptospira,hosts,62
opossums,Leptospira,hosts,62
gray squirrels,Leptospira,hosts,62
Leptospira,dogs,infects,62
Leptospira,humans,infects,62
Connecticut,Leptospirosis,location of,62
northeastern United States,Leptospirosis,location of,62
Feb-27,study,start date of,62
"September 17, 2001",study,end date of,62
Urate nephrolithiasis,Mirounga angustirostris,infects,63
Mirounga angustirostris,Urate nephrolithiasis,hosts,63
Urate nephrolithiasis,Zalophus californianus,infects,63
Zalophus californianus,Urate nephrolithiasis,hosts,63
northern elephant seal,Urate nephrolithiasis,suffers from,63
California sea lion,Urate nephrolithiasis,suffers from,63
nephroliths,uric acid,comprises of,63
nephroliths,ammonium urate,comprises of,63
renal pelvic dilation,Urate nephrolithiasis,associated with,63
pyelonephritis,Urate nephrolithiasis,associated with,63
hydronephrosis,Urate nephrolithiasis,associated with,63
2004,Urate nephrolithiasis,year of observation,63
2005,Urate nephrolithiasis,year of observation,63
one,northern elephant seal,number of nephroliths,63
10,northern elephant seal,number of nephroliths,63
15,California sea lion,number of nephroliths,63
1,northern elephant seal,number of nephroliths,63
northern elephant seal,nephroliths,found with,63
California sea lion,nephroliths,found with,63
necropsy,northern elephant seal,performed on,63
necropsy,California sea lion,performed on,63
histopathology,northern elephant seal,performed on,63
histopathology,California sea lion,performed on,63
morphologic differences,metabolic derangements,may have played a role,63
physiologic differences,metabolic derangements,may have played a role,63
Canine distemper virus,Neovison vison,infects,64
Neovison vison,Canine distemper virus,hosts,64
Canine distemper virus,CDV infection,causes,64
Neovison vison,CDV infection,suffered from,64
Neovison vison,Microscopic lesions,suffered from,64
Neovison vison,Viral inclusions,suffered from,64
