"","entity","deepseek","gemma2","llama","llama70b","mistral","models_present","n_entity_types"
"919","pale carcass","Symptom",NA,NA,NA,NA,1,1
"920","ascites","Symptom","Symptom","Symptom","Symptom","Symptom",5,1
"921","prominent mesenteric vessels","Symptom",NA,NA,NA,NA,1,1
"922","fetid bloody material","Symptom",NA,"Symptom","Pathological finding","Symptom",4,2
"923","acute hemorrhage","Symptom","Symptom","Symptom","Pathological finding",NA,4,2
"924","infiltration with plasma cells","Symptom",NA,NA,NA,NA,1,1
"925","eosinophils","Symptom","Cell type","Cell type","Cell type","Cell type",5,2
"926","Parramore Island","Location","Location","Location","Location","Location",5,1
"927","trypanosomes","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"928","wild animals","Host",NA,"Host","Host","Host",4,1
"929","southern Cameroon","Location","Location","Location","Location","Location",5,1
"930","T. simiae","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"931","T. b. gambiense group 1","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"932","Cercocebus torquatus","Host","Host","Host","Host","Host",5,1
"933","Cercopithecus nictitans","Host","Host","Host","Host","Host",5,1
"934","Cephalophus dorsalis","Host","Host","Host","Host","Host",5,1
"935","C. monticola","Host","Host","Host","Host","Host",5,1
"936","Nandinia binotata","Host","Host","Host","Host","Host",5,1
"937","Genetta servalina","Host","Host","Host","Host","Host",5,1
"938","Cricetomys gambianus","Host","Host","Host","Host","Host",5,1
"939","Atherurus africanus","Host","Host","Host","Host","Host",5,1
"940","Quantitative buffy coat (QBC)","Technique",NA,NA,"Detection method",NA,2,2
"941","Kit for in vitro isolation (KIVI)","Technique",NA,NA,"Culture medium",NA,2,2
"942","sleeping sickness","Disease","Disease",NA,"Disease","Disease",4,1
"943","164 animals","Number of animals",NA,NA,NA,"Number of individuals",2,2
"944","24 different species","Number of species",NA,NA,NA,"Number of species",2,1
"945","ungulates","Host category","Host","Common name","Animal group","Common name",5,4
"946","pangolins","Host category",NA,"Common name","Animal group","Common name",4,3
"947","carnivores","Host category","Host",NA,"Animal group",NA,3,3
"948","Simian malaria","Disease","Disease","Disease","Disease","Disease",5,1
"949","Balbina","Location","Location","Location","Location","Location",5,1
"950","Samuel","Location","Location","Location","Location","Location",5,1
"951","Alouatta seniculus straminea","Host","Host","Host","Host","Host",5,1
"952","Chiropotes satanas chiropotes","Host","Host","Host","Host","Host",5,1
"953","spider-monkey","Common name","Common name",NA,NA,"Common name",3,1
"954","Ateles paniscus paniscus","Host","Host","Host","Host","Host",5,1
"955","squirrel-monkey","Common name","Common name",NA,NA,"Common name",3,1
"956","Saimiri ustus","Host","Host","Host","Host","Host",5,1
"957","black-faced-spider-monkey","Common name","Common name",NA,NA,"Common name",3,1
"958","Ateles paniscus chamek","Host","Host","Host","Host","Host",5,1
"959","32.3%","Infection rate","Prevalence","Proportion of individuals infected","Proportion of individuals infected",NA,4,3
"960","50%","Infection rate",NA,NA,NA,"Proportion of harbor seals with positive cultures",2,2
"961","28.6%","Infection rate","Prevalence","Proportion of individuals infected","Proportion of individuals infected",NA,4,3
"962","zoonosis","Event","Disease",NA,"Disease","Disease",4,2
"963","Hepatozoon americanum","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"964","hepatozoonosis","Disease",NA,"Disease","Disease",NA,3,1
"965","Gulf Coast ticks","Common name","Host","Common name","Common name","Common name",5,2
"966","Amblyomma maculatum","Pathogen","Host","Pathogen","Pathogen","Pathogen",5,2
"967","9","Number of infected individuals",NA,"Number of individuals examined",NA,NA,2,2
"968","skeletal muscle","Tissue","Tissue",NA,"Tissue","Tissue",4,1
"969","cardiac muscle","Tissue","Tissue",NA,"Tissue","Tissue",4,1
"970","epizootiology","Concept",NA,NA,"Field of study","Concept",3,2
"971","sp. n.","Species designation",NA,NA,NA,NA,1,1
"972","monkeys","Host","Host","Common name","Host",NA,4,2
"973","sloths","Host","Host","Common name","Host","Host",5,2
"974","procyonids","Host","Host","Common name","Host","Host",5,2
"975","Amazonian Brazil","Location",NA,"Location","Location",NA,3,1
"976","Leishmania (Viannia) shawi sp. n.","Pathogen","Pathogen",NA,"Pathogen","Pathogen",4,1
"977","biological","Characteristic","Characteristic",NA,NA,"Characteristic",3,1
"978","morphology","Study method","Characteristic","Field of study","Measurement","Characteristic",5,4
"979","isoenzymes","Study method",NA,NA,NA,NA,1,1
"980","kDNA buoyant densities","Study method","Characteristic","Measurement","Measurement","Characteristic",5,3
"981","Hepatozoonosis","Disease","Disease","Disease",NA,NA,3,1
"982","nodular lesions","Pathological feature",NA,NA,"Lesion",NA,2,2
"983","merozoite-gametocytes","Parasite stage","Pathogen stage",NA,"Life stage","Pathogen stage",4,3
"984","tissues","Tissue","Tissue","Tissue","Tissue","Tissue",5,1
"985","Japan","Location","Location","Location","Location","Location",5,1
"986","1991","Year",NA,"Year","Year","Year",4,1
"987","1992","Year","Year","Year","Year","Year",5,1
"988","parasitized organ","Organ",NA,NA,NA,NA,1,1
"989","perirenal adipose tissue","Tissue","Tissue","Organ","Tissue",NA,4,2
"990","diaphragm","Organ","Tissue","Organ","Tissue",NA,4,2
"991","mesentery","Organ","Tissue","Organ","Tissue",NA,4,2
"992","tongue","Organ","Tissue","Organ","Tissue",NA,4,2
"993","omentum","Organ","Tissue","Organ","Tissue",NA,4,2
"994","perisplenic adipose tissue","Tissue","Tissue","Organ","Tissue",NA,4,2
"995","mature schizonts","Parasite stage",NA,NA,NA,NA,1,1
"996","merozoites","Parasite stage","Pathogen stage","Developmental stage","Life stage","Pathogen stage",5,4
"997","gamonts","Parasite stage","Pathogen stage","Developmental stage","Life stage","Pathogen stage",5,4
"998","phagosome-like vacuole","Cellular structure","Cellular structure","Cell structure","Cell structure","Cellular structure",5,2
"999","examined in","timeframe",NA,NA,NA,NA,1,1
"1000","51","Number of individuals",NA,"Number of individuals examined",NA,"Number of individuals examined",3,2
"1001","1967 to 1995","Time period",NA,NA,"Time period","Time period",3,1
"1002","n = 33","Measurement",NA,NA,NA,NA,1,1
"1003","n = 5","Measurement",NA,NA,NA,NA,1,1
"1004","n = 2","Measurement",NA,NA,NA,NA,1,1
"1005","n = 1","Measurement",NA,NA,NA,NA,1,1
"1006","three of the foxes","Number of individuals",NA,NA,NA,NA,1,1
"1007","three others","Number of individuals",NA,NA,NA,NA,1,1
"1008","four of the eight southeastern states","Location",NA,NA,NA,"Number of states",2,2
"1009","19 of 29 yr","Time period",NA,NA,NA,"Number of years",2,2
"1010","bear","Common name","Common name","Common name","Common name",NA,4,1
"1011","villar protrusions","Structure",NA,NA,"Pathogen structure","Tissue",3,3
"1012","bradyzoites","Life stage","Structure","Stage of development","Pathogen structure","Pathogen",5,5
"1013","45 x 37.5 microm","Measurement","Measurement","Measurement","Measurement","Measurement",5,1
"1014","67.5 x 50 microm","Measurement","Measurement","Measurement","Measurement","Measurement",5,1
"1015","<2 microm","Measurement","Measurement",NA,"Measurement","Measurement",4,1
"1016","2 microm","Measurement","Measurement","Measurement","Measurement","Measurement",5,1
"1017","0.7 microm","Measurement","Measurement","Measurement","Measurement","Measurement",5,1
"1018","6 x 2.5 microm","Measurement",NA,NA,NA,NA,1,1
"1019","5 counties","Geographical area",NA,NA,NA,NA,1,1
"1020","heart tissue","Tissue","Tissue","Tissue","Tissue","Tissue",5,1
"1021","serum","Biological sample",NA,NA,"Bodily fluid",NA,2,2
"1022","direct agglutination test","Diagnostic method",NA,"Diagnostic test","Diagnostic test","Diagnostic test",4,2
"1023","histological examination","Diagnostic method",NA,NA,NA,NA,1,1
"1024","tissue cysts","Pathological feature","Pathogen structure","Structure","Pathological finding","Pathological feature",5,4
"1025","4 of 19 (21%)","Prevalence",NA,NA,NA,NA,1,1
"1026","7 of 16 (44%)","Prevalence",NA,NA,NA,NA,1,1
"1027","1:50","Serological test threshold","Antibody titer","Threshold","Threshold value","Antibody titer",5,4
"1028","Muscular sarcocystosis","Disease","Disease","Disease","Disease","Disease",5,1
"1029","Nyctereutes procyonoides viverrinus","Scientific name","Host","Host","Host","Host",5,2
"1030","Vulpes vulpes japonica","Scientific name","Host","Host","Host","Host",5,2
"1031","Meles meles anakuma","Scientific name","Host","Host","Host","Host",5,2
"1032","Honshu","Location","Location","Location","Location","Location",5,1
"1033","65","Number of animals examined","Number of individuals examined",NA,"Number of individuals examined","Number of individuals examined",4,2
"1034","3","Number of Japanese martens with sarcocysts",NA,"Number of individuals examined",NA,NA,2,2
"1035","muscles","Tissue","Tissue",NA,"Tissue",NA,3,1
"1036","inflammatory reactions","Symptom",NA,NA,"Symptom",NA,2,1
"1037","thin sarcocyst wall","Pathogen structure",NA,NA,NA,NA,1,1
"1038","minute undulations","Pathogen structure",NA,NA,NA,NA,1,1
"1039","thick cyst wall","Pathogen structure",NA,NA,NA,NA,1,1
"1040","finger-like protrusions","Pathogen structure","Anatomical structure",NA,"Anatomical structure",NA,3,2
"1041","microtubules","Pathogen structure","Cellular component",NA,"Anatomical structure","Cellular structure",4,4
"1042","first published report","Event",NA,NA,NA,"Event",2,1
"1043","acute disseminated toxoplasmosis","Disease",NA,NA,NA,"Disease",2,1
"1044","Fairmount Park","Location","Location","Location","Location","Location",5,1
"1045","Philadelphia","Location","Location","Location","Location","Location",5,1
"1046","Pennsylvania","Location","Location","Location","Location","Location",5,1
"1047","neurological disease","Symptom","Disease",NA,"Symptom","Disease",4,2
"1048","pale foci","Pathological feature",NA,NA,"Lesion",NA,2,2
"1049","liver","Organ","Tissue","Tissue","Tissue","Organ",5,2
"1050","4 mm","Measurement",NA,NA,"Measurement","Measurement",3,1
"1051","tachyzoites","Pathogen stage","Pathogen stage",NA,NA,"Pathogen",3,2
"1052","adrenal glands","Organ","Tissue","Tissue","Tissue","Organ",5,2
"1053","rabies antigen","Pathogen antigen",NA,NA,NA,"Biological material",2,2
"1054","distemper virus inclusions","Pathogen inclusion",NA,NA,NA,NA,1,1
"1055","immunohistochemical staining","Diagnostic method","Diagnostic method",NA,"Diagnostic test","Diagnostic method",4,2
"1056","Toxoplasmic encephalitis","Disease","Disease","Disease","Disease","Disease",5,1
"1057","Rocky Mountain bighorn sheep","Common name","Common name",NA,"Common name","Common name",4,1
"1058","Ovis canadensis canadensis","Host","Host","Host","Host","Host",5,1
"1059","Hells Canyon","Location",NA,"Location",NA,"Location",3,1
"1060","Washington, USA","Location",NA,NA,NA,NA,1,1
"1061","encephalitis","Disease",NA,NA,"Symptom",NA,2,2
"1062","pneumonic pasteurellosis","Disease","Disease",NA,"Disease",NA,3,1
"1063","Pasteurella","Pathogen","Pathogen","Pathogen","Pathogen",NA,4,1
"1064","multifocal necrotizing and nonsuppurative encephalitis","Symptom","Symptom",NA,"Symptom",NA,3,1
"1065","first report","Event",NA,"Event",NA,"Event",3,1
"1066","potentially pathogenic protozoa","Pathogen",NA,NA,NA,"Pathogen",2,1
"1067","Cryptosporidium","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"1068","Giardia","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"1069","Pan troglodytes troglodytes","Host","Host","Host","Host","Host",5,1
"1070","Republic of Congo","Location","Location",NA,"Location","Location",4,1
"1071","Goualougo Triangle","Location","Location","Location","Location","Location",5,1
"1072","Nouabalé-Ndoki National Park","Location","Location","Location","Location","Location",5,1
"1073","Kabo Concession","Location","Location","Location","Location","Location",5,1
"1074","prevalence of infection","Measurement",NA,NA,"Measurement","Measurement",3,1
"1075","3.73%","Measurement","Prevalence",NA,"Proportion of individuals infected",NA,3,3
"1076","low-intensity logging","Event","Practice",NA,NA,"Process",3,3
"1077","elevated prevalence","Measurement",NA,NA,NA,NA,1,1
"1078","Megatrypanum trypanosomes","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"1079","Cervidae","Taxonomic group",NA,NA,NA,NA,1,1
"1080","Cervus dama","Host","Host","Host","Host","Host",5,1
"1081","roe deer","Common name","Host",NA,NA,"Host",3,2
"1082","Capreolus capreolus","Host","Host","Host","Host","Host",5,1
"1083","Europe","Geographic location","Location",NA,NA,"Location",3,2
"1084","trypanosomiasis","Disease",NA,NA,NA,NA,1,1
"1085","biphasic medium","Method","Environment",NA,NA,"Material",3,3
"1086","NNN agar slopes","Method","Environment","Environment","Medium","Material",5,4
"1087","Schneider's Drosophila medium","Method","Environment","Environment","Medium","Material",5,4
"1088","isoenzyme analysis","Method","Procedure",NA,NA,"Process",3,3
"1089","molecular karyotyping","Method","Procedure",NA,NA,"Process",3,3
"1090","starch gel electrophoresis","Method","Procedure",NA,NA,"Process",3,3
"1091","isocitrate dehydrogenase","Enzyme","Protein",NA,NA,"Enzyme",3,2
"1092","phosphoglucomutase","Enzyme","Protein",NA,NA,"Enzyme",3,2
"1093","chromosomes","Biological structure","Organelle",NA,NA,"Biological component",3,3
"1094","kb","Unit of measurement","Unit","Unit",NA,"Unit",4,2
"1095","FY gene","Gene",NA,NA,"Gene",NA,2,1
"1096","chemokine receptor","Protein","Protein",NA,"Protein",NA,3,1
"1097","erythrocyte","Cell type",NA,NA,NA,"Cell type",2,1
"1098","Hepatocystis","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"1099","yellow baboon","Common name",NA,NA,NA,NA,1,1
"1100","Amboseli National Park","Location","Location","Location","Location","Location",5,1
"1101","malaria","Disease",NA,NA,"Disease","Disease",3,1
"1102","carnivore","Host",NA,NA,"Host category",NA,2,2
"1103","1018","Measurement",NA,NA,"Number of samples","Number of individuals",3,3
"1104","widespread pathogen exposure","Observation",NA,NA,NA,NA,1,1
"1105","remote protected areas","Geographic location",NA,NA,NA,NA,1,1
"1106","Lycaon pictus","Host","Host","Host","Host","Host",5,1
"1107","Botswana","Geographic location","Location","Location","Location","Location",5,2
"1108","pup survivorship","Observation",NA,"Symptom","Measurement","Symptom",4,3
"1109","disease-related mortality","Observation",NA,NA,NA,NA,1,1
"1110","unknown aetiology","Observation",NA,NA,NA,NA,1,1
"1111","4 weeks","Duration",NA,NA,"Duration","Duration",3,1
"1112","ecotones","Geographic feature","Environment","Location","Environment","Environment",5,3
"1113","spatial distribution of contiguous packs","Geographic feature",NA,NA,NA,NA,1,1
"1114","domestic animal reservoirs","Host","Host","Location","Animal source",NA,4,3
"1115","pathogen maintenance","Process",NA,"Process",NA,"Process",3,1
"1116","transmission","Process","Process","Process",NA,"Event",4,2
"1117","large metapopulations","Population","Host","Host",NA,NA,3,2
"1118","wildlife conflict","Environmental factor","Environmental factor","Cause","Environmental factor","Event",5,3
"1119","hantavirus pulmonary syndrome","Disease","Disease","Disease","Disease","Disease",5,1
"1120","hantavirus","Pathogen",NA,"Pathogen","Pathogen",NA,3,1
"1121","white-footed mouse","Common name","Common name","Common name","Common name","Common name",5,1
"1122","Peromyscus leucopus","Host","Host","Host","Host","Host",5,1
"1123","M genome","Genetic material","Pathogen part","Genome","Genetic material",NA,4,3
"1124","New York","Location","Location","Location","Location","Location",5,1
"1125","Four Corners virus","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"1126","G1 glycoprotein","Protein","Pathogen part","Protein","Protein","Protein",5,2
"1127","Hippoglossus hippoglossus","Host",NA,NA,"Host",NA,2,1
"1128","viral encephalopathy and retinopathy (VER)","Disease",NA,NA,NA,NA,1,1
"1129","1349 nucleotide fragment","Measurement",NA,NA,NA,NA,1,1
"1130","AJ245641","Nucleotide sequence","Accession number",NA,"Accession number","Accession number",4,2
"1131","striped jack nervous necrosis virus (SJNNV)","Pathogen",NA,"Pathogen",NA,NA,2,1
"1132","barfin flounder nervous necrosis virus (BFNNV)","Pathogen",NA,"Pathogen",NA,NA,2,1
"1133","Pacific cod","Host","Host","Host","Host","Common name",5,2
"1134","Gadus macrocephalus","Host","Host","Host","Host","Latin name",5,2
"1135","barfin founder","Host","Host","Host",NA,NA,3,1
"1136","Verasper moseri","Host","Host","Host","Host","Latin name",5,2
"1137","ORF","Genomic region","Viral component","Gene region","Genetic material",NA,4,4
"1138","3'-non-encoding region","Genomic region","Viral component",NA,NA,NA,2,2
"1139","10 to 100 copies","Detection limit",NA,NA,NA,"Measurement",2,2
"1140","100 to 1000 copies","Detection limit",NA,NA,NA,"Measurement",2,2
"1141","Borna disease virus","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"1142","Macaca fuscata","Host","Host","Host","Host","Host",5,1
"1143","Borna disease","Disease",NA,NA,NA,NA,1,1
"1144","seroprevalence","Seroprevalence",NA,"Measurement",NA,"Measurement",3,2
"1145","Chiba prefecture","Location","Location","Location","Location","Location",5,1
"1146","Western blot","Detection method","Assay","Diagnostic test","Detection method","Test",5,4
"1147","immunofluorescence assays","Detection method","Assay",NA,NA,"Test",3,3
"1148","49","Number of individuals tested","Number of individuals investigated","Number of individuals","Number of individuals investigated","Number of individuals investigated",5,3
"1149","6","Number of individuals positive","Number of seropositive individuals","Number of individuals with positive reaction","Number of individuals with positive reaction","Number of individuals positive",5,3
"1150","12.2%","Proportion positive","Proportion of seropositive individuals","Proportion of individuals with positive reaction","Proportion of individuals with positive reaction","Proportion of individuals positive",5,4
"1151","brain tissue","Tissue","Tissue",NA,NA,"Tissue",3,1
"1152","genetic conservation","Genetic characteristic",NA,NA,NA,"Property",2,2
"1153","phylogenetic analysis","Analysis type",NA,NA,NA,"Process",2,2
"1154","Mamastrovirus","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"1155","cheetah","Common name",NA,NA,NA,NA,1,1
"1156","Acinonyx jubatus","Host","Host","Host","Host","Host",5,1
"1157","astroviral diarrhea","Disease","Disease",NA,NA,NA,2,1
"1158","lethargy","Symptom","Symptom",NA,NA,"Symptom",3,1
"1159","anorexia","Symptom","Symptom",NA,"Symptom","Symptom",4,1
"1160","watery diarrhea","Symptom","Symptom",NA,NA,NA,2,1
"1161","regurgitation","Symptom","Symptom",NA,NA,"Symptom",3,1
"1162","11-day period","Duration",NA,"Duration","Duration","Duration",4,1
"1163","bismuth subsalicylate tablets","Treatment","Treatment",NA,NA,"Treatment",3,1
"1164","524mg","Dosage","Dosage","Dosage","Dosage",NA,4,1
"1165","PO BID","Administration route",NA,NA,"Administration route",NA,2,1
"1166","5 days","Treatment duration","Duration of treatment","Duration","Duration","Duration",5,3
"1167","Bayesian analysis","Diagnostic method",NA,"Method",NA,NA,2,2
"1168","maximum likelihood analysis","Diagnostic method",NA,NA,NA,NA,1,1
"1169","367 base pair partial RNA-dependent-RNA polymerase (RdRp) product","Genetic material",NA,NA,NA,"Measurement",2,2
"1170","628 base pair partial capsid product","Genetic material",NA,NA,NA,"Measurement",2,2
"1171","recovered","Outcome",NA,NA,NA,NA,1,1
"1172","influenza A virus","Pathogen","Pathogen",NA,NA,NA,2,1
"1173","Kuril harbor seal","Common name","Common name","Common name","Common name","Common name",5,1
"1174","Phoca vitulina stejnegeri","Host","Host","Host","Host","Host",5,1
"1175","Hokkaido, Japan","Location",NA,NA,NA,NA,1,1
"1176","Nosappu","Location","Location","Location","Location","Location",5,1
"1177","Akkeshi","Location","Location","Location","Location","Location",5,1
"1178","Erimo","Location","Location","Location","Location","Location",5,1
"1179","hemagglutination inhibition (HI) tests","Diagnostic method",NA,NA,NA,"Method",2,2
"1180","H3","Pathogen subtype","Subtype","Viral subtype","Subtype","Subtype",5,3
"1181","H6","Pathogen subtype","Subtype","Viral subtype","Subtype","Subtype",5,3
"1182","central Wisconsin","Location","Location","Location","Location","Location",5,1
"1183","1979-1980","Time period","Time period","Time period","Time period","Time period",5,1
"1184","Jamestown Canyon virus","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"1185","Bunyamwera group virus","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"1186","La Crosse virus","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"1187","antibody","Biological marker",NA,"Property","Measurement","Biological substance",4,4
"1188","56%","Percentage","Proportion of individuals infected with Jamestown Canyon virus",NA,"Proportion of individuals infected with Jamestown Canyon virus","Proportion of individuals infected",4,3
"1189","Yellow Fever","Disease",NA,NA,NA,NA,1,1
"1190","black-and-gold howler monkey","Common name","Common name",NA,NA,NA,2,1
"1191","Rio Grande do Sul State","Location",NA,"Location","Location","Location",4,1
"1192","southern Brazil","Location","Location",NA,NA,NA,2,1
"1193","tree hole breeding mosquitoes","Vector",NA,NA,NA,"Common name",2,2
"1194","nonhuman primates","Host","Host","Host","Host","Common name",5,2
"1195","apes","Host","Host",NA,NA,"Common name",3,2
"1196","2,013","Number of monkey deaths","Number of individuals","Number of individuals that died","Number of individuals that died","Number of individuals that died",5,3
"1197","830","Number of A. caraya deaths","Number of individuals","Number of individuals that died","Number of individuals that died","Number of individuals that died",5,3
"1198","1,183","Number of A. guariba clamitans deaths","Number of individuals","Number of individuals that died","Number of individuals that died","Number of individuals that died",5,3
"1199","204","Number of YFV detections","Number of individuals","Number of individuals that died","Number of individuals that died",NA,4,3
"1200","297","Number of monkeys tested","Number of individuals","Number of individuals that died","Number of individuals tested","Number of individuals tested",5,4
"1201","69%","Proportion of YFV detections",NA,"Proportion of individuals that died","Proportion of individuals that died","Proportion of individuals that died",4,2
"1202","21","Number of confirmed human cases",NA,NA,"Number of human cases","Number of individuals that died",3,3
"1203","YF outbreak","Event",NA,NA,NA,"Event",2,1
"1204","monkey captures","Surveillance activity",NA,NA,NA,"Process",2,2
"1205","monkey casualties","Surveillance activity",NA,NA,NA,NA,1,1
"1206","samples collection","Surveillance activity",NA,NA,NA,NA,1,1
"1207","YFV circulation","Pathogen activity",NA,NA,NA,"Event",2,2
"1208","YF-related death","Disease outcome",NA,NA,NA,NA,1,1
"1209","YFV isolation","Pathogen detection",NA,NA,NA,NA,1,1
"1210","YFV detection","Pathogen detection",NA,NA,NA,NA,1,1
"1211","YF surveillance system","Surveillance system",NA,NA,NA,NA,1,1
"1212","bat-eared fox","Common name",NA,"Common name",NA,"Common name",3,1
"1213","Otocyon megalotis","Host","Host","Host","Host","Host",5,1
"1214","124","Number of samples","Number of viruses",NA,"Number of samples",NA,3,2
"1215","1980","Date",NA,NA,"Year","Year",3,2
"1216","2005","Date",NA,NA,NA,"Year",2,2
"1217","PCR amplicons","Technique","Laboratory technique","Measurement","Measurement tool","Measurement",5,4
"1218","nucleotide sequence analyses","Technique",NA,NA,NA,NA,1,1
"1219","G-L intergenic region","Genetic region","Genetic region","Region","Gene region","Genetic region",5,3
"1220","rabies viruses","Pathogen",NA,"Pathogen","Pathogen",NA,3,1
"1221","wildlife host species","Host category","Host category","Host","Host category","Host",5,2
"1222","domestic carnivore species","Host category","Host category","Host","Host category","Host",5,2
"1223","antigenic data","Data type","Type of data","Data","Data type","Measurement",5,4
"1224","surveillance data","Data type","Type of data","Data","Data type",NA,4,3
"1225","rabies transmission dynamics","Process",NA,NA,NA,"Disease process",2,2
"1226","phylogenetic groups","Genetic classification","Genetic grouping","Group","Classification","Genetic classification",5,4
"1227","hepatitis B virus","Pathogen","Pathogen",NA,"Pathogen","Common name",4,2
"1228","HBV","Pathogen","Pathogen","Pathogen","Disease","Pathogen",5,2
"1229","gibbon","Host","Host","Host","Common name","Common name",5,2
"1230","Hylobates lar","Host","Host","Scientific name","Host","Host",5,2
"1231","monoclonal anti-preS2 antibody","Antibody",NA,"Antibody","Diagnostic tool","Antibody",4,2
"1232","preS2 mAb 116-34","Antibody","Antibody","Antibody","Diagnostic tool","Antibody",5,2
"1233","anti-preS1 mAb","Antibody",NA,NA,"Diagnostic tool",NA,2,2
"1234","preS gene","Gene","Gene","Gene",NA,NA,3,1
"1235","A for C","Nucleotide substitution",NA,NA,NA,NA,1,1
"1236","glutamine to lysine","Amino acid substitution",NA,NA,NA,NA,1,1
"1237","valine for threonine","Amino acid substitution",NA,NA,NA,NA,1,1
"1238","alanine","Amino acid","Amino acid","Amino acid","Amino acid","Amino acid",5,1
"1239","glutamic acid instead of aspartic acid","Amino acid substitution",NA,NA,NA,NA,1,1
"1240","leucine for alanine","Amino acid substitution",NA,NA,NA,NA,1,1
"1241","unique preS mAb reactivity","Property",NA,NA,NA,NA,1,1
"1242","EBLV-1a","Pathogen","Pathogen","Pathogen",NA,"Pathogen",4,1
"1243","insectivorous bat","Host",NA,"Host","Host",NA,3,1
"1244","serotine bat","Host","Host","Host","Host",NA,4,1
"1245","fluorescent antibody test","Diagnostic method","Diagnostic method",NA,"Diagnostic test","Diagnostic test",4,2
"1246","mouse inoculation test","Diagnostic method","Diagnostic method","Diagnostic test","Diagnostic test","Diagnostic test",5,2
"1247","rabies tissue culture inoculation test","Diagnostic method","Diagnostic method","Diagnostic test","Diagnostic test","Diagnostic test",5,2
"1248","rabies viral RNA","Biological molecule","Pathogen","Viral component",NA,"Pathogen",4,3
"1249","Germany","Location","Location","Location","Location","Location",5,1
"1250","Burg","Location","Location","Location","Location","Location",5,1
"1251","Saxony-Anhalt","Location","Location","Location","Location","Location",5,1
"1252","Denmark","Location",NA,"Location","Location","Location",4,1
"1253","August 2001","Date","Date",NA,"Date",NA,3,1
"1254","genotype 5","Genetic type","Pathogen",NA,"Pathogen subtype","Genotype",4,4
"1255","nested RT-PCR","Diagnostic method","Diagnostic method","Diagnostic test","Diagnostic test","Diagnostic test",5,2
"1256","heminested RT-PCR","Diagnostic method","Diagnostic method","Diagnostic test","Diagnostic test","Diagnostic test",5,2
"1257","nucleoprotein phosphoprotein junction","Gene","Gene","Gene","Gene","Gene",5,1
"1258","Thailand","Location","Location","Location","Location","Location",5,1
"1259","8 provinces in Thailand","Location",NA,NA,NA,NA,1,1
"1260","932 bats","Sample",NA,NA,NA,NA,1,1
"1261","11 species","Species count",NA,NA,NA,"Number of species",2,2
"1262","virus neutralization assays","Method","Method","Test",NA,"Process",4,3
"1263","538","Sample count",NA,NA,"Number of insufficient samples","Number of samples",3,3
"1264","394","Sample count",NA,NA,"Number of suitable samples","Number of samples",3,3
"1265","Pteropus lylei","Host","Host","Host","Host","Host",5,1
"1266","335","Sample count",NA,NA,NA,NA,1,1
"1267","Eonycteris spelaea","Host","Host","Host","Host","Host",5,1
"1268","Hipposideros armiger","Host","Host","Host","Host","Host",5,1
"1269","Rousettus leschennaulti","Host","Host","Host","Host","Host",5,1
"1270","16 samples","Sample",NA,NA,NA,NA,1,1
"1271","Aravan virus","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"1272","Khujand virus","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"1273","Irkut virus","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"1274","Australian bat lyssavirus","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"1275","lyssavirus infection","Disease",NA,NA,NA,NA,1,1
"1276","lyssavirus","infects",NA,NA,NA,NA,1,1
"1277","bats","hosts",NA,NA,NA,"Common name",2,2
"1278","pseudorabies virus","Pathogen","Pathogen","Pathogen","Pathogen","Pathogen",5,1
"1279","PRV","Pathogen","Pathogen","Pathogen",NA,"Pathogen",4,1
"1280","feral swine","Common name","Host","Common name","Common name","Common name",5,2
"1281","Sus scrofa","Host","Host","Host","Host",NA,4,1
"1282","serum neutralization test","Test","Test","Test","Detection method","Test",5,2
"1283","latex agglutination test","Test","Test","Test","Detection method","Test",5,2
"1284","1980 to 1989","Time period",NA,NA,NA,NA,1,1
"1285","1,662","Number of samples","Number of individuals","Number of individuals",NA,"Number of individuals tested",4,3
"1286","34.8%","Seroprevalence","Proportion","Proportion",NA,"Proportion of individuals infected",4,3
"1287","579","Number of seropositive samples","Number of individuals","Number of individuals",NA,"Number of individuals infected",4,3
"1288","adult","Age group",NA,NA,NA,"Age group",2,1
"1289","juvenile","Age group","Age","Age group",NA,"Age group",4,2
"1290","high prevalence","Prevalence",NA,NA,NA,"Measurement",2,2
