"","entity","deepseek","gemma2","llama","llama70b","mistral","models_present","n_entity_types"
"895","Isospora felis","Protozoan parasite","Parasite","Coccidian parasite","Coccidian species","Coccidian",5,5
"896","flotation technique","Method","Diagnostic technique",NA,"Laboratory technique","Diagnostic procedure",4,4
"897","McMaster method","Method","Parasite quantification method","Laboratory technique","Laboratory technique","Technique",5,4
"898","winter 2003","Time Period","Time Period",NA,NA,NA,2,1
"899","summer 2004","time period",NA,NA,NA,NA,1,1
"900","lion scats","Sample",NA,NA,NA,NA,1,1
"901","14866 oocysts per gram of faeces","Oocyst count",NA,NA,"MeasurementValue","Measurement",3,3
"902","opportunistic collection","Method",NA,NA,NA,NA,1,1
"903","endoparasite survey","biological survey",NA,NA,NA,"Scientific Study",2,2
"904","infection rates","parasite infection rate",NA,NA,NA,NA,1,1
"905","habitat","biological habitat","Zoological enclosure","Environmental Setting","Environmental Habitat",NA,4,4
"906","semi-captive conditions","environmental condition","Animal Housing","Animal husbandry conditions","Environmental Factor","Environmental Condition",5,5
"907","deworming","diagnostic procedure",NA,"Therapeutic treatment",NA,"MedicalProcedure",3,3
"908","Bai Hokou","Geographical location","Geographic Location","Location","Location","Location",5,3
"909","Central African Republic","Country","Geopolitical Entity","Country","Country","Geopolitical Entity",5,2
"910","Dzangha-Ndoki National Park","National Park","Protected Area","Protected Area","Protected Area","Protected Area",5,2
"911","2 degrees 51'34''N, 16 degrees 28'03''E","LLM_Default_Classification",NA,NA,NA,NA,1,1
"912","October 1999 to November 2000","Time Period",NA,NA,NA,NA,1,1
"913","75 fecal samples","Fecal sample",NA,NA,NA,NA,1,1
"914","endoparasites","endoparasite",NA,NA,"Parasitic Organism","Parasitic organism",3,3
"915","amoebae","Endoparasite",NA,"Protozoa","Protozoa","Biological genus",4,3
"916","entodiniomorph ciliates","protozoa",NA,"Eukaryotic microorganism","Ciliate","Taxonomic group",4,4
"917","Prototapirella gorillae","Protozoa","Entodiniomorph ciliate","Species of Entodiniomorph Ciliate","Species of entodiniomorph ciliate","Species",5,5
"918","Troglodytella spp.","Biological_Entity","Endoparasite","Nematode parasite","Nematode","Parasitic organism",5,5
"919","Gorillophilus thoracatus","Biological_Entity","Parasite","Nematode","Species of parasitic nematode","Parasitic organism",5,5
"920","Balantidium-like organism","Protozoan","Protozoan","Ciliate","Parasitic protozoan","Parasite",5,4
"921","strongyle/trichostrongyle eggs","Trichostrongylidae","Parasite eggs",NA,"Parasitic nematode egg","Parasitic Egg",4,4
"922","Mammomonogamus sp.","Nematode parasite","Nematode","Nematode parasite","Nematode species","Parasitic Nematode",5,4
"923","Probstmayria sp.","helminth","Parasite","Nematode species","Nematode","Parasitic organism",5,5
"924","spirurid","family","Nematode","Nematode","Nematode","Nematode",5,2
"925","trichuroid","helminth","Nematode","Nematode","Nematode","Nematode",5,2
"926","trematodes","Endoparasite","parasitic flatworms",NA,"Phylum","Parasitic flatworms",4,4
"927","flagellates","parasites",NA,NA,NA,"Protozoa",2,2
"928","cestodes","Parasites","parasitic worm","Helminth","Parasitic flatworm","Parasitic flatworms",5,5
"929","health-monitoring program","coprologic study",NA,NA,"Surveillance Program","Medical Program",3,3
"930","ecotourism","Tourism Type","Tourism Activity",NA,"Economic Activity","affects",4,4
"931","Colobus vellerosus","hosts","Animal Species","hosts","hosts","hosts",5,2
"932","ursine colobus monkeys","Colobus vellerosus","Animal Species",NA,NA,"Animal species",3,3
"933","Boabeng-Fiema Monkey Sanctuary (BFMS)","Sanctuary","Wildlife Sanctuary",NA,NA,NA,2,2
"934","Ghana","Geographical Region","Country","Country","Country","Country",5,2
"935","Isospora sp.","Protozoa","Parasite","Species of protozoan parasite","Protozoa","Parasite",5,3
"936","G. duodenalis Assemblage B","Protozoan parasite assemblage","Parasite","Species of Giardia","Giardia assemblage","Parasite",5,4
"937","Blastocystis sp.","protozoan parasite","Parasite","Species of Blastocystis","Parasitic protist","Parasite",5,4
"938","Blastocystis sp., subtype 2","Protozoa",NA,NA,NA,NA,1,1
"939","Ascaris sp.","Parasite","Nematode","Nematode species","Nematode","Parasite",5,3
"940","Enterobius sp.","Parasite.Helminth","Parasite","Nematode species",NA,"Parasite",4,3
"941","Trichuris sp.","Helminth","Nematode",NA,"Nematode species","Parasite",4,4
"942","strongyle sp.","gastrointestinal parasite",NA,NA,NA,"Parasitic Nematode",2,2
"943","digenean trematode","digenean trematode",NA,NA,NA,"Parasitic flatworm",2,2
"944","fecal floatation","parasitological technique","Diagnostic procedure",NA,NA,"Diagnostic procedure",3,2
"945","fluorescein labeled antibodies","Biological Entity","Technique",NA,NA,NA,2,2
"946","PCR techniques","Parasite Detection Method","Laboratory technique",NA,NA,NA,2,2
"947","July 2004 to August 2005","Time period",NA,NA,NA,NA,1,1
"948","long wet season","Environmental Factor","Environmental Factor",NA,NA,"Climate Phenomenon",3,2
"949","long dry season","Environmental Factor",NA,NA,NA,"Environmental Phenomenon",2,2
"950","human settlements","Population Center",NA,"urban areas",NA,"Geographical location",3,3
"951","I. belli","Protozoan parasite","Parasite","Fungal species","Species of Ichthyophonus","Parasite",5,4
"952","anthropozoonotic transmission","Zoonotic Transmission","Disease Transmission Mechanism",NA,NA,"Biological Process",3,3
"953","zoonotic transmission","zoonotic transmission","Disease transmission",NA,NA,"Biological Process",3,3
"954","Papio spp.","Genus","Host","Primate species",NA,NA,3,3
"955","intestinal parasites","parasite",NA,NA,"Helminth","Parasitic organism",3,3
"956","Gombe","National Park","Geographic Location","National Park","Location/Mountain","Location",5,4
"957","Mt. Assirik","Mountain","Mountain","Mountain","Mountain","Geographical Location",5,2
"958","Senegal","Country","Geopolitical Entity","Country","Country","Country",5,2
"959","intestinal parasite loads","Measurement",NA,NA,NA,NA,1,1
"960","fecal specimens","fecal specimen","Biological Sample",NA,"BiologicalSample",NA,3,3
"961","prevalence of infection","Measurement",NA,NA,NA,NA,1,1
"962","presence or absence of parasites","Measurement",NA,NA,NA,NA,1,1
"963","Experimental and clinical parasitology","Field of study",NA,NA,NA,"Field of study",2,1
"964","wet season","Environmental Factor",NA,"Meteorological phenomenon","ClimateSeason","Environmental Condition",4,4
"965","dry season","Environmental Factor",NA,"Environmental phenomenon","ClimateSeason","Environmental Condition",4,4
"966","crested mangabey","Host","Primate",NA,"Species","Animal",4,4
"967","Cercocebus galeritus","Host","Host","Species of primate","Species","Host",5,3
"968","fecal egg counts","Measurement","Diagnostic test result",NA,"Laboratory_test","Parasitological Test",4,4
"969","prevalence of gastrointestinal parasites","Measurement",NA,NA,NA,NA,1,1
"970","behavioral ecology","Characteristic","Property",NA,"Property","Property",4,2
"971","terrestrial omnivores","Characteristic","Animal",NA,"Property","Property",4,3
"972","social group size","Characteristic",NA,NA,NA,NA,1,1
"973","home range","Characteristic",NA,NA,"Habitat",NA,2,2
"974","protozoans","Parasite","Parasite",NA,"Eukaryotic microorganism","Parasite",4,2
"975","intermediate hosts","Biological Organism","Host",NA,"Host",NA,3,2
"976","parasite species","Measurement",NA,NA,NA,"Biological Taxon",2,2
"977","males","Demographic",NA,NA,NA,NA,1,1
"978","lactating females","Demographic","Sex",NA,NA,"Host",3,3
"979","nonlactating females","Demographic","Sex",NA,"Host","Host",4,3
"980","Phagicola angrense","causes","Parasite","Species of Digenea (fluke)","Species","Parasitic Worm",5,5
"981","Digenea: Heterophyidae","Family","Family of parasitic flatworms",NA,NA,NA,2,2
"982","raccoon","Procyon lotor","animal","Mammal","Organism, Species","animal",5,4
"983","enteritis","Disease","Infectious disease","Gastrointestinal disease","Disease","Disease",5,3
"984","Parramore Island, Virginia (USA)","GeographicalRegion",NA,NA,NA,NA,1,1
"985","weak","HealthStatus","Clinical finding","Clinical sign or symptom","Sign or Symptom","Medical Sign or Symptom",5,5
"986","ataxic","Undefined/Unknown","Neurological symptom","Clinical sign or symptom","Symptom","Medical Sign or Symptom",5,5
"987","melanic soft feces","sign or symptom",NA,NA,NA,NA,1,1
"988","emaciated","Not present in context","Body Condition","Body Condition","Pathological State","Medical Condition",5,4
"989","pale","Adjective","Skin color","Skin color","Skin_Discoloration","Medical Sign",5,4
"990","ascites","Pathological Condition","abnormal fluid accumulation in the peritoneal cavity","Medical Condition","Disease","Medical Condition",5,4
"991","prominent mesenteric vessels","mesenteric blood vessels",NA,NA,NA,NA,1,1
"992","fetid bloody material","diarrhea","Feces","Hemorrhagic Intestinal Content",NA,"Pathological substance",4,4
"993","small intestinal mucosa","Tissue","Body Part","Tissue","Tissue","Organ",5,3
"994","acute hemorrhage","Symptom","Pathological process","Hemorrhagic event","Disease or Syndrome",NA,4,4
"995","plasma cells","plasma cell","immune cells","Cell type","immune cell","Cell Type",5,5
"996","eosinophils","Cell","White blood cell","Cell type","cell","Cell Type",5,5
"997","lamina propria","Tissue","Body Part","Tissue","Tissue","Organ",5,3
"998","crypts","Tissue","intestinal crypts",NA,NA,"Organ",3,3
"999","epithelium","Tissue","intestinal epithelium",NA,NA,"tissue",3,3
"1000","male","sex","Sex",NA,"Sex","Gender",4,3
"1001","Trypanosomes","Protozoan",NA,NA,"Parasitic protozoa",NA,2,2
"1002","T. brucei s.l.","parasite","Parasite","Trypanosome species","Species complex","Trypanosoma brucei sensu lato",5,5
"1003","T. congolense forest type","subspecies","Parasite subspecies","Biological Taxon","Parasite subtype","Trypanosoma species",5,5
"1004","T. congolense savannah type","Trypanosoma congolense subspecies","Trypanosoma congolense subspecies","Trypanosoma species subtype","Trypanosome subspecies","Trypanosoma congolense subspecies",5,3
"1005","T. vivax","Trypanosoma vivax","Parasite","Plasmodium species","Parasitic species","Parasite",5,4
"1006","T. simiae","Trypanosoma species","Parasite","Species of Plasmodium","Trypanosoma species","Trypanosoma species",5,3
"1007","T. b. gambiense group 1","Parasite strain","Parasite subspecies","Trypanosoma subspecies","Trypanosoma brucei gambiense subspecies","Trypanosoma brucei gambiense subtype",5,5
"1008","Wild animals","Host",NA,NA,"Host",NA,2,1
"1009","Ungulates","Host",NA,NA,"Host",NA,2,1
"1010","Rodents","Host",NA,"Host",NA,NA,2,1
"1011","Pangolins","Host",NA,NA,"Host",NA,2,1
"1012","Carnivores","Host",NA,NA,"Host",NA,2,1
"1013","Reptiles","Host",NA,"Host","Host",NA,3,1
"1014","Primates","Host",NA,"Mammal",NA,NA,2,2
"1015","Monkeys","Host",NA,"Nonhuman Primates",NA,NA,2,2
"1016","Cercocebus torquatus","Host","Host","Host","Host","Host",5,1
"1017","Simian malaria","Disease","Disease","Disease","Disease","Disease",5,1
"1018","Plasmodium brasilianum","Plasmodium species","Parasite","Species of protozoan parasite","Species of Parasite","Parasite",5,4
"1019","non-human primates","Host","Host",NA,"Host",NA,3,1
"1020","Brazilian Amazon","Geographical region","Geographical Location","Geographic Region","Geographic Region","Geographical Location",5,3
"1021","Balbina","Location","Hydroelectric plant","Hydroelectric Plant","Hydroelectric Plant","Hydroelectric Plant",5,3
"1022","Samuel","Person","Hydroelectric Plant","Hydroelectric Plant","Hydroelectric Plant","Hydroelectric Plant",5,2
"1023","Alouatta seniculus straminea","Host","Host","Host","Host","Host",5,1
"1024","red-howler monkey","Host","Animal",NA,"Species","Animal species",4,4
"1025","Chiropotes satanas chiropotes","Host","Host","Host","Host","Host",5,1
"1026","bearded-saki","Host","Primate",NA,"Primate species","Animal species",4,4
"1027","Ateles paniscus paniscus","Host","Host","Host","Host","Host",5,1
"1028","spider-monkey","Host","Ateles paniscus paniscus",NA,"Species","Animal",4,4
"1029","Saimiri ustus","Host","Host","Host","Host","Host",5,1
"1030","squirrel-monkey","Host","Saimiri ustus",NA,"Species","Animal species",4,4
"1031","Ateles paniscus chamek","Host","Host","Host","Host","Host",5,1
"1032","black-faced-spider-monkey","Host","subspecies",NA,"Species","Animal",4,4
"1033","15.8%","Percentage","Prevalence","Percentage","Infection rate","Percentage",5,3
"1034","9.9%","Percentage","Prevalence","Percentage","Infection rate","Percentage",5,3
"1035","126","Figure","Number of primates","Number","Quantity","Number",5,4
"1036","252","Figure","Number of primates","Number: Integer","Quantity","Number",5,5
"1037","32.3%","Percentage","Prevalence","Percentage","Infection rate","Percentage",5,3
"1038","50%","Percentage","Prevalence","Percentage","Percentage","Percentage",5,2
"1039","28.6%","Percentage","Prevalence","Percentage","Infection rate","Percentage",5,3
"1040","zoonosis","Infectious Disease","Disease",NA,"Disease","Disease",4,2
"1041","zoonotic potential","Characteristic",NA,NA,NA,"Biological property",2,2
"1042","Hepatozoonosis","Disease",NA,"Disease","Disease","Disease",4,1
"1043","tissue stages","parasitic life cycle stage","Parasite life cycle stages",NA,NA,"Tissue",3,3
"1044","skeletal muscle","tissue","Anatomical Structure",NA,"Tissue","Tissue",4,3
"1045","cardiac muscle","cardiac muscle tissue","Tissue",NA,"Tissue","Tissue",4,2
"1046","North America","Continent","Geographic Region","Continent","Continent","Geographical Region",5,3
"1047","epizootiology","field of study",NA,NA,"Field of Study","Field of study",3,3
"1048","canine hepatozoonosis","parasitic disease","Disease",NA,"Disease","Disease",4,2
"1049","Leishmania (Viannia) shawi sp. n.","Species","Parasite species",NA,"Species","Parasite",4,3
"1050","monkey","Host",NA,"Host","Alouatta caraya",NA,3,2
"1051","Cebus apella","Host","Host","Host","Host","Host",5,1
"1052","Chiropotes satanus","Host","Host","Host","Host","Host",5,1
"1053","sloth","Host",NA,NA,NA,NA,1,1
"1054","Choloepus didactylus","Host","Host","Host","Host","Host",5,1
"1055","Bradypus tridactylus","Host","Host","Host","Host","Host",5,1
"1056","procyonid","Host",NA,NA,NA,NA,1,1
"1057","Nasua nasua","Host","Host","Host","Host","Host",5,1
"1058","sandfly","Host",NA,NA,NA,NA,1,1
"1059","Lutzomyia whitmani","Host","Host","Phlebotomine sandfly","Insect","Host",5,3
"1060","primary forest","habitat","Habitat","Terrestrial Ecosystem","Habitat","ecological habitat",5,4
"1061","Pará","Geographical Region",NA,NA,NA,NA,1,1
"1062","north Brazil","Geographical Region","Geographic Location","Geographic Region","GeographicRegion","Geographical Region",5,4
"1063","morphology","Study characteristic","Characteristic","Biological characteristic","Characteristics","Characteristic",5,4
"1064","isoenzyme profiles","Study characteristic","Characteristic","Measurement","Characteristics","Characteristic",5,4
"1065","kDNA buoyant densities","Study characteristic","Characteristic","Measurement","Characteristics","Characteristic",5,4
"1066","monoclonal antibodies","Study characteristic",NA,NA,NA,NA,1,1
"1067","Leishmaniasis","Disease",NA,NA,NA,NA,1,1
"1068","wild marten","animal",NA,NA,NA,NA,1,1
"1069","Martes melampus","species","Animal Species","Species","Species","Animal species",5,4
"1070","hepatozoonosis","Protozoan Infection","Disease",NA,"Disease",NA,3,2
"1071","Gifu","GeographicalRegion",NA,"Prefecture","AdministrativeRegion","Location",4,4
"1072","perirenal adipose tissue","Tissue","Tissue","Organ","Tissue","Organ",5,2
"1073","diaphragm","Tissue","Tissue","Organ","Tissue","Organ",5,2
"1074","mesentery","Tissue","Tissue","Organ","Tissue","Organ",5,2
"1075","tongue","Tissue","Tissue","Organ","Tissue","Organ",5,2
"1076","omentum","Tissue","Tissue","Organ","Tissue","Organ",5,2
"1077","perisplenic adipose tissue","Tissue","Tissue","Organ","Tissue","Organ",5,2
"1078","1991","Year",NA,"Year","Year","Year",4,1
"1079","1992","Year","Year","Year","Year","Year",5,1
"1080","70","Reference","Number of martens",NA,"Count","Number",4,4
"1081","67","Figure",NA,"Number of municipalities",NA,NA,2,2
"1082","96%","Percentage","Percentage",NA,"Percentage","Percentage",4,1
"1083","10 to 15%","Percentage","Percentage",NA,"Percentage","Percentage",4,1
"1084","red foxes","Species","Animal",NA,"Organism","Animal Species",4,4
"1085","sarcoptic mange","Disease","Disease","Disease","Disease","Disease",5,1
"1086","traumatic injury","Disease","Disease",NA,"Disease","Disease",4,1
"1087","canine distemper","Disease","Disease","Disease","Disease","Disease",5,1
"1088","capture myopathy","Disease","Disease","Disease","Disease","Disease",5,1
"1089","congenital absence of guard hairs","Disease","Disease","Disease","Disease","Disease",5,1
"1090","intradermal tick infestation","Disease","Disease","Disease","Disease","Disease",5,1
"1091","otodectic mange","Disease","Disease","Disease","Disease","Disease",5,1
"1092","toxicosis","Disease","Disease","Disease","Disease","Disease",5,1
"1093","51","Number",NA,"Number of individuals","Quantity",NA,3,3
"1094","1967 to 1995","Time Period",NA,NA,"Time Period","Time Period",3,1
"1095","33","SampleSize","Sarcoptic mange cases","Number of cases","Amino acid position",NA,4,4
"1096","5","Number",NA,NA,"Quantity","Number",3,2
"1097","65%","Percentage","Percentage","Proportion","Percentage","Percentage",5,2
"1098","Muscular Sarcocystis infection","Parasitic infection",NA,"Sarcocystosis",NA,NA,2,2
"1099","bear","Ursus americanus","animal","Ursus americanus","Ursus americanus","Ursus americanus",5,2
"1100","Sarcocystis","Genus","Parasite",NA,NA,"Parasite",3,2
"1101","Sarcocystis species","Sarcocystis species",NA,NA,NA,"Parasite",2,2
"1102","skeletal muscles","muscle tissue","Anatomical Structure","Muscle tissue","Anatomical Structure","Anatomical Structure",5,3
"1103","45 x 37.5 microm","Measurement","Measurement","Measurement","Measurement","Measurement",5,1
"1104","67.5 x 50 microm","Measurement","Measurement","Measurement","Measurement","Measurement",5,1
"1105","thin (<2 microm) sarcocyst wall","Measurement",NA,NA,NA,NA,1,1
"1106","up to 2 microm long","Measurement",NA,NA,NA,NA,1,1
"1107","up to 0.7 microm wide","Measurement",NA,NA,NA,NA,1,1
"1108","approximately 6 X 2.5 microm","Measurement",NA,NA,NA,NA,1,1
"1109","villar protrusions","anatomical structure",NA,NA,"Anatomical Structure",NA,2,2
"1110","bradyzoites","protozoan","Parasite stage","Toxoplasma parasite stage","Toxoplasma gondii life stage",NA,4,4
"1111","19","Count",NA,NA,"Count",NA,2,1
"1112","heart tissue","heart tissue","Anatomical Tissue","Cardiac tissue","Cardiac tissue","biological sample",5,4
"1113","20-gram","mass unit",NA,NA,"Unit of mass",NA,2,2
"1114","direct agglutination test","diagnostic test","Diagnostic test","Diagnostic test","Laboratory Test","DiagnosticTest",5,4
"1115","1:50","Ratio","Antibody titer","Serological dilution ratio","Dilution ratio","Dilution ratio",5,4
"1116","7","Reference",NA,"Number of individuals","Number",NA,3,3
"1117","Muscular sarcocystosis","Disease","Disease","Disease","Disease","Disease",5,1
"1118","Honshu, Japan","island",NA,NA,NA,NA,1,1
"1119","Wild carnivores","Host",NA,"Host",NA,NA,2,1
"1120","Japanese raccoon dogs","Host","Host","Mammal","Species","Animal species",5,4
"1121","Nyctereutes procyonoides viverrinus","Host","Host","Host","Host","Host",5,1
"1122","Japanese red fox","Host","Host","Vulpes vulpes japonica","Vulpes vulpes japonica","Animal",5,3
"1123","Vulpes vulpes japonica","Host","Host","Host","Host","Host",5,1
"1124","Japanese martens","Host",NA,NA,"Species","Animal species",3,3
"1125","Japanese badgers","Host","Host","Meles meles anakuma","Species","Animal species",5,4
"1126","Meles meles anakuma","Host","Host","Host","Host","Host",5,1
"1127","red fox","animal species","Animal","Mammal","Species","animal species",5,4
"1128","Fairmount Park","park","Park","Park","Park","Location",5,3
"1129","Philadelphia","City","City","City","City","City",5,1
"1130","Pennsylvania","Geographical Region","GPE (Geopolitical Entity)","US State","AdministrativeRegion","State",5,5
"1131","rabies antigen","viral antigen",NA,NA,NA,"Biological molecule",2,2
"1132","distemper virus","virus","Virus",NA,"Virus","virus",4,2
"1133","immunohistochemical staining","Medical Procedure","Diagnostic test",NA,"Laboratory technique","Diagnostic procedure",4,4
"1134","pale foci","pathological lesion",NA,NA,"Lesion","Pathological lesion",3,3
"1135","4 mm","Lesion measurement",NA,NA,"Measurement","Measurement",3,2
"1136","Toxoplasmic encephalitis","Disease","Disease","Toxoplasmosis-related disease","Disease","Disease",5,2
"1137","Rocky Mountain bighorn sheep","Rocky Mountain bighorn sheep",NA,"Mammal","Organism - Mammal - Bovidae - Ovis canadensis","Animal",4,4
"1138","Ovis canadensis canadensis","Rocky Mountain bighorn sheep","Subspecies","Host","Subspecies","Animal",5,4
"1139","Hells Canyon area","Geographic Region","Geographic Location",NA,NA,NA,2,2
"1140","Washington, USA","State",NA,NA,NA,NA,1,1
"1141","encephalitis","Disease",NA,NA,"Disease","Disease",3,1
"1142","pneumonic pasteurellosis","Disease","Bacterial disease",NA,"Disease","Disease",4,2
"1143","Pasteurella-associated pneumonia","Disease",NA,NA,NA,NA,1,1
"1144","4-mo-old","Age","Age","Age","Age","Age",5,1
"1145","protozoa","Protozoan parasite",NA,"Parasitic protozoa","Eukaryote",NA,3,3
"1146","legacy of low-impact logging","Environmental Factor",NA,NA,NA,NA,1,1
"1147","potentially pathogenic protozoa","protozoan parasite",NA,NA,"Organism","Parasite",3,3
"1148","free-ranging gorillas and chimpanzees","Host",NA,NA,NA,NA,1,1
"1149","Pan troglodytes troglodytes","Host","Chimpanzee subspecies","Chimpanzee subspecies","Host","Host",5,2
"1150","Republic of Congo","Country","Geopolitical Entity",NA,"Country","Geopolitical Entity",4,2
"1151","Goualougo Triangle","Geographical Region","Geographic Location","Geographic Region","Geographic Region","Geographical Location",5,4
"1152","Nouabalé-Ndoki National Park","National Park","Protected Area","Protected Area","Protected Area","Geographical Location",5,3
"1153","Kabo Concession","Concession","Logging concession","Protected area/Conservation concession","Concession area","Geographical Location",5,5
"1154","infections","Protozoal Infection",NA,NA,"Disease_Infection",NA,2,2
"1155","logging","activity",NA,"Selective logging","Event","Process",4,4
"1156","undisturbed forest","natural environment",NA,NA,NA,NA,1,1
"1157","previously logged concession","location",NA,NA,NA,NA,1,1
"1158","Cryptosporidium","Zoonotic Protozoa","Protozoan parasite","Protozoan parasite","Protozoan parasite species","Genus",5,4
"1159","Giardia","Protozoan parasite","Protozoan parasite","Protozoan parasite","Protozoan species","Genus",5,3
"1160","3.73%","prevalence","Percentage",NA,"Percentage","Percentage",4,2
"1161","study","research study",NA,"biological research study","ResearchStudy",NA,3,3
"1162","infects","action",NA,NA,NA,NA,1,1
"1163","isolated from","Source",NA,NA,NA,NA,1,1
"1164","Megatrypanum trypanosomes","Species","Parasite","Trypanosome species","Parasitic protozoa","Parasitic organism",5,5
"1165","Trypanosoma (Megatrypanum) theileri","Trypanosoma species","Parasite","Species of Trypanosome","Species of protozoan parasite","Parasitic protozoan",5,5
"1166","European Cervidae","Host","Host","Host","Host","Host",5,1
"1167","Cervus dama","Host","Host","Host","Host","hosts",5,2
"1168","roe deer","Host","Host",NA,NA,"Animal",3,2
"1169","Capreolus capreolus","Host","Host","Host","Host","hosts",5,2
"1170","blood culture","Process","Procedure",NA,NA,"Process",3,2
"1171","NNN agar slopes","Culture medium","Culture medium","Biological medium","Culture medium","Laboratory material",5,3
"1172","Schneider's Drosophila medium","culture medium","Cell culture medium","Biological medium","Cell culture medium","Cell culture medium",5,3
"1173","isoenzyme analysis","Process",NA,NA,NA,"Process",2,1
"1174","molecular karyotyping","Process",NA,NA,NA,"Process",2,1
"1175","starch gel electrophoresis","Process","Procedure",NA,NA,"Process",3,2
"1176","isocitrate dehydrogenase","enzyme","Enzyme",NA,NA,"Enzyme",3,2
"1177","phosphoglucomutase","Enzyme","Enzyme",NA,NA,"Enzyme",3,1
"1178","cluster analysis","Process","Procedure",NA,NA,"Process",3,2
"1179","pulsed-field gradient gel electrophoresis (PFGE)","Process","Procedure",NA,NA,NA,2,2
"1180","chromosomes","Biological Entity","Genetic material",NA,NA,"Biological Structure",3,3
"1181","9","Reference number",NA,"Percentage",NA,NA,2,2
"1182","300 kb","DNA fragment",NA,NA,NA,NA,1,1
"1183","2200 kb","Genome size",NA,NA,NA,NA,1,1
"1184","nonhuman primates","Host","Host","Host",NA,"Animal",4,2
"1185","genetics","scientific discipline",NA,"Biological Science Discipline",NA,NA,2,2
"1186","FY (DARC) gene","gene",NA,"Gene",NA,NA,2,2
"1187","yellow baboons","Host","Host","Primate species","Species",NA,4,3
"1188","Papio cynocephalus","Host","Host",NA,"Species","Species",4,2
"1189","Amboseli National Park","National Park","Geographic Location","Protected Area","Protected Area",NA,4,3
"1190","chemokine receptor","Duffy antigen receptor","Duffy antigen receptor for chemokines (DARC)","Plasmodium vivax receptor","Duffy antigen/chemokine receptor",NA,4,4
"1191","erythrocyte","erythrocyte",NA,NA,"Red Blood Cell",NA,2,2
"1192","Plasmodium vivax","Parasite","Malarial parasite","Malaria parasite","Protozoan parasite species",NA,4,4
"1193","genetic variation","gene variant","Single nucleotide polymorphism (SNP)",NA,"Single Nucleotide Polymorphism",NA,3,3
"1194","Hepatocystis","Apicomplexa","Parasite","Malaria-like pathogen","Protozoan",NA,4,4
"1195","in vitro reporter gene assays","gene expression assay","Laboratory technique","Biological Assay","Laboratory Technique",NA,4,4
"1196","non-neutral evolution","non-neutral evolution","Evolutionary process","Evolutionary Process","Biological Process",NA,4,4
"1197","multi-host pathogens","multi-host pathogen",NA,NA,NA,NA,1,1
"1198","carnivore management","animal management",NA,"Wildlife Conservation Practice",NA,NA,2,2
"1199","southern Africa","Geographic Region","Geographical Region","Geographic Region","Region",NA,4,3
"1200","retrospective serosurvey","retrospective serosurvey",NA,NA,NA,NA,1,1
"1201","1018","Sample Size",NA,NA,NA,NA,1,1
"1202","feline","Host",NA,NA,"Organism Species",NA,2,2
"1203","canine","Host",NA,NA,"Organism Species",NA,2,2
"1204","African wild dogs","Carnivora","Host","Host","Species",NA,4,3
"1205","Lycaon pictus","Host","Host","Host","Species",NA,4,2
"1206","Botswana","Geographical Region","Geographical Location","Country","Location_Country",NA,4,4
"1207","disease-related mortality","Disease-related mortality",NA,NA,NA,NA,1,1
"1208","pup survivorship","ecological","Biological Process","Biological Phenomenon","Biological Process",NA,4,3
"1209","disease outbreak","disease outbreak",NA,NA,"Event",NA,2,2
"1210","1996","Year",NA,NA,NA,NA,1,1
"1211","4 weeks","Time Period",NA,NA,NA,NA,1,1
"1212","ecotones","ecological transition zone","Ecological Feature","Biological boundary","GeographicFeature",NA,4,4
"1213","landscape heterogeneities","ecological feature",NA,"Environmental feature","Environmental Feature",NA,3,3
"1214","domestic animal reservoirs","Animal Reservoir","Host","Animal population","Animal Reservoir",NA,4,3
"1215","pathogen maintenance","Process",NA,"Biological Process","Biological Process",NA,3,2
"1216","large systems","Study Design","Animal populations",NA,"Ecosystem",NA,3,3
"1217","conservation efforts","wildlife management","Wildlife Conservation Program",NA,"Event","Conservation Program",4,4
"1218","metapopulations","Biological population","Host",NA,NA,NA,2,2
"1219","generalist pathogen invasion","Process",NA,NA,"Biological Process",NA,2,2
"1220","wildlife conflict","Disease management","Environmental Issue","Human-Wildlife Conflict","Cause",NA,4,4
"1221","population depression","Population decline",NA,"Mental health disorder in a population","Ecological phenomenon",NA,3,3
"1222","outbreak boundaries","Geographical Area",NA,NA,NA,NA,1,1
"1223","hantavirus pulmonary syndrome","Disease","Disease","Disease","Disease",NA,4,1
"1224","white-footed mouse","mouse species","Animal","Rodent species","Species",NA,4,4
"1225","Peromyscus leucopus","Reservoir","Rodent","Species","Rodent species",NA,4,4
"1226","M genome","Viral genome segment","Hantavirus genome segment","Hantavirus genome","Viral genome",NA,4,4
"1227","New York virus","Hantavirus strain","Hantavirus","Hantavirus",NA,NA,3,2
"1228","patient","None","human","human patient","Human",NA,4,4
"1229","northeastern United States","Geographical region",NA,"Geographic Region","GeographicRegion","Geopolitical Region",4,4
"1230","tissues","Biological tissue",NA,NA,NA,"Biological tissues",2,2
"1231","Four Corners virus","Hantavirus strain","Hantavirus","Hantavirus","Hantavirus",NA,4,2
"1232","G1 glycoprotein","Viral glycoprotein","Viral glycoprotein","Viral glycoprotein","Viral envelope glycoprotein",NA,4,2
"1233","epitope","Viral epitope","Viral protein epitope","Property","B cell epitope",NA,4,4
"1234","nodavirus","Genus","Virus",NA,"Virus",NA,3,2
"1235","Atlantic halibut nodavirus","Nodavirus","Virus",NA,NA,NA,2,2
