source_text,target_text,relation_type,doc_id
Taenia parva,Cyclophyllidea,is a,60214
Taenia parva,Taeniidae,is a,60214
mature spermatozoon,spermatozoon,is,60214
Taenia parva,axoneme,has,60214
Taenia parva,cytoplasmic extension,has,60214
Taenia parva,flagellum,has,60214
Taenia parva,centrioles,has,60214
Taenia parva,intercentriolar body,has,60214
Taenia parva,crest-like body,has,60214
Taenia parva,periaxonemal sheath,has,60214
Taenia parva,transverse intracytoplasmic walls,has,60214
Taenia parva,mitochondria,has,60214
Taenia parva,spermiogenesis,has,60214
Taenia parva,type III spermiogenesis,has,60214
Taenia parva,zone of differentiation,has,60214
Taenia parva,striated roots,has,60214
Taenia parva,data,has,60214
chimpanzee,tapeworm,hosts,60302
Pan troglodytes,tapeworm,hosts,60302
tapeworm,chimpanzee,infects,60302
tapeworm,Pan troglodytes,infects,60302
Bertiella studeri,tapeworm,is a,60302
Kibale National Park,Uganda,is located in,60302
leaf-swallowing,tapeworm infestation,associated with,60302
tapeworm fragments,dungs,found in,60302
whole leaves,dungs,found in,60302
bighorn sheep,lungworm,hosts,60295
lungworm,bighorn sheep,infects,60295
lungworm,Vallonia,infects,60295
Vallonia,lungworm,hosts,60295
desert shrub,bighorn sheep,habitat type,60295
grass,bighorn sheep,habitat type,60295
rock,bighorn sheep,habitat type,60295
Antelope Island,bighorn sheep,location of,60295
Newfoundland Mountains,bighorn sheep,location of,60295
Longistrongylus curvispiculum,Hippotragus niger,infects,60119
Longistrongylus curvispiculum,Addax nasomaculatus,infects,60119
Longistrongylus curvispiculum,Oryx beisa,infects,60119
Hippotragus niger,Longistrongylus curvispiculum,hosts,60119
Addax nasomaculatus,Longistrongylus curvispiculum,hosts,60119
Oryx beisa,Longistrongylus curvispiculum,hosts,60119
Mesocestoides,deer mice,infects,60157
Mesocestoides,coyotes,infects,60157
Mesocestoides,island fox,infects,60157
deer mice,Mesocestoides,hosts,60157
coyotes,Mesocestoides,hosts,60157
island fox,Mesocestoides,hosts,60157
proglottids,rodents,does not infect,60157
proglottids,reptiles,does not infect,60157
proglottids,dogs,does not infect,60157
tetrathyridia,mice,infects,60157
tetrathyridia,lizards,infects,60157
tetrathyridia,hamsters,infects,60157
tetrathyridia,dogs,infects,60157
acephalic metacestodes,western fence lizards,does not infect,60157
Schistosomiasis mansoni,tourists,infects,60195
Schistosomiasis mansoni,Park residents,infects,60195
Schistosomiasis mansoni,Suri people,infects,60195
Papio anubis,Schistosomiasis mansoni,hosts,60195
Cercopithecus aethiops,Schistosomiasis mansoni,hosts,60195
Biomphalaria pfeifferi,Schistosomiasis mansoni,hosts,60195
Mui River,Biomphalaria pfeifferi,found in,60195
Omo National Park,tourists,found in,60195
Omo National Park,Park residents,found in,60195
Omo Valley,Schistosomiasis mansoni,implications of spread,60195
Alouatta palliata,forest fragment,lives in,60135
A. pigra,forest fragment,lives in,60135
forest fragment,Macuspana,located in,60135
Macuspana,Mexico,located in,60135
group size,range area size,positively correlated with,60135
group size,intensity of home range use,negatively correlated with,60135
Elaeophora schneideri,Ovis canadensis,infects,60291
Ovis canadensis,Elaeophora schneideri,hosts,60291
Ovis canadensis,Odocoileus hemionus hemionus,coexists with,60291
Elaeophora schneideri,adult ram,infects,60291
adult ram,Elaeophora schneideri,hosts,60291
Elaeophora schneideri,yearling ewe,infects,60291
yearling ewe,Elaeophora schneideri,hosts,60291
Odocoileus hemionus hemionus,bighorn sheep,coexists with,60291
bighorn sheep,tabanid vectors,coexists with,60291
"Setaria thwaitei Mönnig, 1933",sable antelope,described from,60229
"Setaria thwaitei Mönnig, 1933",roan antelope,described from,60229
"Setaria thwaitei Mönnig, 1933",waterbuck,described from,60229
"Setaria thwaitei Mönnig, 1933",roan antelope,collected from,60229
"Setaria thwaitei Mönnig, 1933",sable antelope,collected from,60229
"Setaria thwaitei Mönnig, 1933",gemsbuck,collected from,60229
Andean hog-nosed skunk,Spirometra erinacei,is a definitive host for,60201
Spirometra erinacei,small intestine,infects,60201
Andean hog-nosed skunk,Spirometra erinacei,hosts,60201
Spirometra erinacei,Cestoda,is a,60201
Spirometra erinacei,Diphyllobothridae,is a,60201
Conepatus chinga,Andean hog-nosed skunk,is a,60201
"Molina, 1782",Conepatus chinga,is a,60201
"Faust, Campbell & Kellog, 1929",Spirometra erinacei,is a,60201
Abra La Raya,Cusco,is a locality in,60201
Cusco,Peru,is in,60201
Eimeria species,serows,infects,60431
serows,Eimeria species,hosts,60431
Japanese serows,Capricornis crispus,is a,60431
Formosan serows,Capricornis swinhoei,is a,60431
Eimeriid coccidians,Japanese serows,found in,60431
Eimeriid coccidians,Formosan serows,found in,60431
Eimeria kamoshika,Eimeria species,is,60431
Eimeria species,Eimeriid coccidians,is,60431
Hepatozoon species,Japanese Martens,infects,60486
Hepatozoon species,Martes melampus melampus,infects,60486
Japanese Martens,Hepatozoon species,hosts,60486
Martes melampus melampus,Hepatozoon species,hosts,60486
Hepatozoon sp.,myocardium,found in,60486
pine marten,Hepatozoon sp.,hosts,60486
Hepatozoon sp.,Martes martes,found in,60486
Hepatozoon sp.,18S rRNA gene sequence,detected by,60486
Parasitic diseases,animals,threatens,60177
Tana River red colobus,Procolobus rufomitratus,is,60177
Tana River red colobus,colobus,is,60177
Mangabey,Cercocebus galeritus galeritus,is,60177
Mangabey,mangabeys,is,60177
Monkey density,forest area,is associated with,60177
Monkey density,disturbance in forests,is associated with,60177
Colobus,arboreal folivores,is,60177
Mangabey,terrestrial habitat generalists,is,60177
Entopolypoides macaci,African baboon,occurs in,60522
Entopolypoides macaci,Papio cynocephalus,occurs in,60522
Entopolypoides macaci,Hepatocystis kochi,does not occur in,60522
Entopolypoides macaci,primates,transferability to,60522
Hepatocystis kochi,Entopolypoides macaci,does not occur in,60522
African lions,Panthera leo,common name of,60306
Panthera leo,African lions,latin name of,60306
Ancylostoma braziliense,African lions,recorded in,60306
Gnathostoma spinigerum,African lions,recorded in,60306
Uncinaria stenocephala,African lions,recorded in,60306
Toxoplasma gondii,African lions,recorded in,60306
Isospora felis,African lions,recorded in,60306
Intu Afrika Kalahari Game Reserve,African lions,location of,60306
southwestern Kalahari,African lions,location of,60306
Namibia,African lions,location of,60306
winter,2003,season of,60306
summer,2004,season of,60306
2003,winter,year of,60306
2004,summer,year of,60306
endoparasite taxa,levels of association,related to,60306
levels of association,endoparasite taxa,related to,60306
western lowland gorillas,Prototapirella gorillae,hosts,60223
western lowland gorillas,Troglodytella spp.,hosts,60223
western lowland gorillas,Gorillophilus thoracatus,hosts,60223
western lowland gorillas,Balantidium-like organism,hosts,60223
western lowland gorillas,strongyle/trichostrongyle eggs,hosts,60223
western lowland gorillas,Mammomonogamus sp.,hosts,60223
western lowland gorillas,Strongyloides sp.,hosts,60223
western lowland gorillas,Probstmayria sp.,hosts,60223
western lowland gorillas,spirurid,hosts,60223
western lowland gorillas,trichuroid,hosts,60223
western lowland gorillas,trematodes,hosts,60223
Bai Hokou study area,ecotourism,affected by,60223
Colobus vellerosus,Isospora sp.,hosts,60200
Colobus vellerosus,Ascaris sp.,hosts,60200
Colobus vellerosus,Enterobius sp.,hosts,60200
Colobus vellerosus,Trichuris sp.,hosts,60200
Colobus vellerosus,Giardia sp.,hosts,60200
Colobus vellerosus,Blastocystis sp.,hosts,60200
Isospora sp.,I. belli,morphologically resembles,60200
G. duodenalis Assemblage B,PCR techniques,detected by,60200
Blastocystis sp.,subtype 2,subtype of,60200
G. duodenalis Assemblage B,fluorescein labeled antibodies,detected by,60200
Giardia sp.,fluorescein labeled antibodies,detected by,60200
fecal samples,Colobus vellerosus,collected from,60200
fecal floatation,three protozoans,used to detect,60200
fecal floatation,five nematodes,used to detect,60200
PCR techniques,G. duodenalis Assemblage B,used to characterize,60200
PCR techniques,Blastocystis sp.,used to identify,60200
Colobus vellerosus,Boabeng-Fiema,lives in,60200
Colobus vellerosus,Boabeng-Fiema Monkey Sanctuary (BFMS),lives in,60200
monkeys,Boabeng-Fiema Monkey Sanctuary (BFMS),live in,60200
humans,Boabeng-Fiema Monkey Sanctuary (BFMS),live in,60200
Boabeng-Fiema Monkey Sanctuary (BFMS),Ghana,located in,60200
Boabeng-Fiema Monkey Sanctuary (BFMS),Boabeng-Fiema,located in,60200
Boabeng-Fiema,Ghana,located in,60200
G. duodenalis Assemblage B,anthropozoonotic transmission,indicates possible,60200
G. duodenalis Assemblage B,zoonotic transmission,indicates possible,60200
Isospora sp.,anthropozoonotic transmission,indicates possible,60200
Isospora sp.,zoonotic transmission,indicates possible,60200
Colobus vellerosus,G. duodenalis Assemblage B,may transmit,60200
Colobus vellerosus,Isospora sp.,may transmit,60200
Intestinal parasites,Pan troglodytes,infects,60303
Intestinal parasites,Papio spp.,infects,60303
Pan troglodytes,Intestinal parasites,hosts,60303
Papio spp.,Intestinal parasites,hosts,60303
nematodes,Intestinal parasites,type of,60303
fecal specimens,Intestinal parasites,source of,60303
Pan troglodytes,chimpanzees,common name of,60303
Papio spp.,baboons,common name of,60303
P. anubis,Pan troglodytes,scientific name of,60303
P. papio,Papio spp.,scientific name of,60303
Gombe,Pan troglodytes,location of,60303
Gombe,Papio spp.,location of,60303
Tanzania,Gombe,country of,60303
Mt. Assirik,Pan troglodytes,location of,60303
Mt. Assirik,Papio spp.,location of,60303
Senegal,Mt. Assirik,country of,60303
Gombe,Mt. Assirik,does not infect,60303
Mt. Assirik,Gombe,does not infect,60303
chimpanzees,baboons,more often infected than,60303
Tana River red colobus,Procolobus rufomitratus,is,60178
crested mangabey,Cercocebus galeritus,is,60178
Tana River,forest,is location of,60178
Kenya,Tana River,is location of,60178
nematodes,Gastrointestinal parasites,is a type of,60178
protozoans,Gastrointestinal parasites,is a type of,60178
males,Tana River red colobus,are,60178
lactating females,Tana River red colobus,are,60178
nonlactating females,Tana River red colobus,are,60178
forest,Tana River red colobus,is location of,60178
forest,crested mangabey,is location of,60178
fecal egg counts,prevalence,are used to quantify,60178
Tana River red colobus,nematodes,has,60178
Tana River red colobus,protozoans,has,60178
crested mangabey,nematodes,has,60178
crested mangabey,protozoans,has,60178
crested mangabey,terrestrial omnivores,is,60178
crested mangabey,Gastrointestinal parasites,has a higher prevalence of,60178
Tana River red colobus,Gastrointestinal parasites,has a lower prevalence of,60178
Tana River red colobus,males,has a trend of having a higher number of different parasite species in,60178
Tana River red colobus,lactating females,has a trend of having a higher number of different parasite species in,60178
Tana River red colobus,Gastrointestinal parasites,does not have a difference in prevalence of,60178
Tana River red colobus,Gastrointestinal parasites,does not have a difference in prevalence of,60178
5 nematodes,intermediate hosts,require,60178
Tana River red colobus,males,has a trend of having a higher number of different parasite species in,60178
Tana River red colobus,lactating females,has a trend of having a higher number of different parasite species in,60178
Phagicola angrense,Procyon lotor,infects,60350
Procyon lotor,Phagicola angrense,hosts,60350
Phagicola angrense,enteritis,causes,60350
Phagicola angrense,Digenea: Heterophyidae,is a,60350
Procyon lotor,raccoon,is a,60350
male juvenile,Procyon lotor,is a,60350
Parramore Island,Virginia,is in,60350
Virginia,USA,is in,60350
stomach,carcass,is in,60350
intestines,carcass,is in,60350
small intestinal mucosa,intestines,is in,60350
mesenteric vessels,carcass,is in,60350
lamina propria,small intestinal mucosa,is in,60350
crypts,small intestinal mucosa,is in,60350
epithelium,small intestinal mucosa,is in,60350
plasma cells,lamina propria,is in,60350
eosinophils,lamina propria,is in,60350
southern Cameroon,Central Africa,is located in,60415
Plasmodium brasilianum,man,infects,60412
Plasmodium brasilianum,zoonosis,causes,60412
red-howler monkey,Plasmodium brasilianum,hosts,60412
bearded-saki,Plasmodium brasilianum,hosts,60412
spider-monkey,Plasmodium brasilianum,hosts,60412
squirrel-monkey,Plasmodium brasilianum,hosts,60412
black-faced-spider-monkey,Plasmodium brasilianum,hosts,60412
Hepatozoon americanum,Canis latrans,infects,60423
Canis latrans,Hepatozoon americanum,hosts,60423
Canis latrans,Amblyomma maculatum,hosts,60423
Amblyomma maculatum,Canis latrans,infests,60423
central Oklahoma,Canis latrans,location of,60423
Oklahoma,central Oklahoma,location of,60423
USA,Oklahoma,location of,60423
North America,canine hepatozoonosis,location of,60423
Leishmania (Viannia) shawi sp. n.,monkeys,infects,60444
Leishmania (Viannia) shawi sp. n.,sloths,infects,60444
Leishmania (Viannia) shawi sp. n.,procyonids,infects,60444
Leishmania (Viannia) shawi sp. n.,Lutzomyia whitmani,infects,60444
Cebus apella,Leishmania (Viannia) shawi sp. n.,hosts,60444
Chiropotes satanus,Leishmania (Viannia) shawi sp. n.,hosts,60444
Choloepus didactylus,Leishmania (Viannia) shawi sp. n.,hosts,60444
Bradypus tridactylus,Leishmania (Viannia) shawi sp. n.,hosts,60444
Nasua nasua,Leishmania (Viannia) shawi sp. n.,hosts,60444
Lutzomyia whitmani,Leishmania (Viannia) shawi sp. n.,hosts,60444
Hepatozoon sp.,Martes melampus,infects,60487
Martes melampus,Hepatozoon sp.,hosts,60487
wild martens,Martes melampus,common name of,60487
Martes melampus,wild martens,latin name of,60487
heart,Hepatozoon sp.,most commonly parasitized organ of,60487
perirenal adipose tissue,Hepatozoon sp.,second most commonly parasitized organ of,60487
diaphragm,Hepatozoon sp.,generally parasitized by,60487
mesentery,Hepatozoon sp.,generally parasitized by,60487
tongue,Hepatozoon sp.,generally parasitized by,60487
omentum,Hepatozoon sp.,generally parasitized by,60487
perisplenic adipose tissue,Hepatozoon sp.,generally parasitized by,60487
schizonts,schizont nodules,found in,60487
merozoites,merozoite-gamont nodule,found in,60487
gamonts,merozoite-gamont nodule,found in,60487
phagocytes,merozoites,contain,60487
phagocytes,gamonts,contain,60487
nucleus,phagocytes,compressed,60487
electron-dense cytoplasmic granules,schizonts,found in,60487
merozoites,phagosome-like vacuole,engulfed in,60487
gamonts,phagosome-like vacuole,engulfed in,60487
"Gifu, Japan",wild martens,location of,60487
red foxes,sarcoptic mange,hosts,60566
red foxes,traumatic injury,hosts,60566
red foxes,canine distemper,hosts,60566
red foxes,capture myopathy,hosts,60566
red foxes,congenital absence of guard hairs,hosts,60566
red foxes,intradermal tick infestation,hosts,60566
red foxes,otodectic mange,hosts,60566
red foxes,toxicosis,hosts,60566
sarcoptic mange,red foxes,diagnosed in,60566
traumatic injury,red foxes,diagnosed in,60566
canine distemper,red foxes,diagnosed in,60566
capture myopathy,red foxes,diagnosed in,60566
congenital absence of guard hairs,red foxes,diagnosed in,60566
intradermal tick infestation,red foxes,diagnosed in,60566
otodectic mange,red foxes,diagnosed in,60566
toxicosis,red foxes,diagnosed in,60566
Muscular Sarcocystis,Ursus americanus,infects,60553
Sarcocystis,Ursus americanus,hosts,60553
black bear,Ursus americanus,common name of,60553
Ursus americanus,black bear,latin name of,60553
skeletal muscles,Sarcocystis,hosts,60553
North Carolina,Ursus americanus,location of,60553
Toxoplasma gondii,white-tailed deer,infects,60511
white-tailed deer,Toxoplasma gondii,hosts,60511
Toxoplasma gondii,heart tissue,isolated from,60511
white-tailed deer,serum,serum,60511
Toxoplasma gondii,direct agglutination test,detected by,60511
Toxoplasma gondii,heart tissue,not found in,60511
white-tailed deer,Toxoplasma gondii,examined for,60511
wild carnivores,Honshu,found in,60488
wild carnivores,Japan,found in,60488
Japanese raccoon dogs,Nyctereutes procyonoides viverrinus,are,60488
Japanese red fox,Vulpes vulpes japonica,is,60488
Japanese martens,Martes melampus melampus,is,60488
Japanese badgers,Meles meles anakuma,is,60488
Japanese raccoon dogs,sarcocysts,hosts,60488
Japanese red fox,sarcocysts,hosts,60488
Japanese martens,sarcocysts,hosts,60488
Japanese badgers,sarcocysts,hosts,60488
sarcocysts,muscles,found in,60488
sarcocysts,ultrastructurally,detected by,60488
sarcocysts,Japanese raccoon dogs,detected in,60488
sarcocysts,Japanese red fox,detected in,60488
sarcocysts,Japanese martens,detected in,60488
sarcocysts,Japanese badgers,detected in,60488
sarcocysts,finger-like protrusions,has,60488
finger-like protrusions,microtubules,contain,60488
red fox,Vulpes vulpes,common name of,60565
Toxoplasma gondii,red fox,infects,60565
red fox,Toxoplasma gondii,hosts,60565
liver,Toxoplasma gondii,affected by,60565
lungs,Toxoplasma gondii,affected by,60565
adrenal glands,Toxoplasma gondii,affected by,60565
Toxoplasma gondii,acute disseminated toxoplasmosis,causes,60565
red fox,Fairmount Park,lives in,60565
Fairmount Park,Philadelphia,located in,60565
Philadelphia,Pennsylvania,located in,60565
Pennsylvania,USA,located in,60565
Toxoplasma gondii,Ovis canadensis canadensis,infects,60516
Ovis canadensis canadensis,Toxoplasma gondii,hosts,60516
Toxoplasma gondii,Toxoplasmic encephalitis,causes,60516
Ovis canadensis canadensis,Hells Canyon area,resides in,60516
Hells Canyon area,Washington,found in,60516
Washington,USA,located in,60516
Ovis canadensis canadensis,pneumonic pasteurellosis,has,60516
Pasteurella,pneumonic pasteurellosis,causes,60516
protozoa,brain,found in,60516
T. gondii,protozoa,is,60516
T. gondii,immunohistochemistry,detected by,60516
selective logging,hunting,associated with,60460
human fecal material,environmental pollution,causes,60460
Cryptosporidium,zoonotic protozoa,is a,60460
Giardia,zoonotic protozoa,is a,60460
western lowland gorillas,Gorilla gorilla gorilla,is,60460
chimpanzees,Pan troglodytes troglodytes,is,60460
Goualougo Triangle,Nouabalé-Ndoki National Park,is in,60460
Kabo Concession,Goualougo Triangle,is adjacent to,60460
Kabo Concession,Republic of Congo,is in,60460
Goualougo Triangle,Republic of Congo,is in,60460
Republic of Congo,Goualougo Triangle,is the location of,60460
Republic of Congo,Kabo Concession,is the location of,60460
Megatrypanum trypanosomes,cattle,infects,60430
Trypanosoma (Megatrypanum) theileri,cattle,infects,60430
Megatrypanum trypanosomes,fallow deer,infects,60430
Megatrypanum trypanosomes,red deer,infects,60430
Megatrypanum trypanosomes,roe deer,infects,60430
fallow deer,Megatrypanum trypanosomes,hosts,60430
red deer,Megatrypanum trypanosomes,hosts,60430
roe deer,Megatrypanum trypanosomes,hosts,60430
cattle,Trypanosoma (Megatrypanum) theileri,hosts,60430
malaria-related FY (DARC) gene,chemokine receptor,codes for,60523
chemokine receptor,erythrocyte surface,expressed on,60523
erythrocyte surface,malarial parasite,entry point for,60523
malarial parasite,Plasmodium vivax,is,60523
Plasmodium vivax,Papio cynocephalus,infects,60523
Papio cynocephalus,Plasmodium vivax,hosts,60523
baboon FY gene,cis-regulatory region,has cis-regulatory region,60523
cis-regulatory region,phenotypic variation,associated with,60523
phenotypic variation,susceptibility to Hepatocystis,in,60523
Hepatocystis,malaria-like pathogen,is,60523
Hepatocystis,Papio cynocephalus,infects,60523
Papio cynocephalus,Hepatocystis,hosts,60523
genetic variation,gene expression,influences,60523
gene expression,in vivo,in,60523
in vivo,in vitro reporter gene assays,confirmed by,60523
genetic variation,non-neutral evolution,suggestive of,60523
homologous region,humans,in,60523
genetic variation,complex trait,linking,60523
complex trait,natural population,in,60523
natural population,nonhuman primates,of,60523
Multi-host pathogens,carnivore species,infects,59954
feline viruses,carnivore species,infects,59954
canine viruses,carnivore species,infects,59954
carnivore species,feline viruses,hosts,59954
carnivore species,canine viruses,hosts,59954
canine distemper virus,African wild dogs,infects,59954
African wild dogs,canine distemper virus,hosts,59954
southern Africa,carnivore species,location of,59954
Botswana,African wild dogs,location of,59954
East African predators,disease related mortality,location of,59954
African wild dogs,pup survivorship,location of,59954
ecotones,outbreak,location of,59954
contiguous packs,outbreak,location of,59954
hantavirus pulmonary syndrome,patient,causes,59037
white-footed mouse,Peromyscus leucopus,common name of,59037
Peromyscus leucopus,white-footed mouse,latin name of,59037
New York virus,hantavirus pulmonary syndrome,m genome of,59037
tissues,New York virus,source of,59037
serum,epitope,source of,59037
Four Corners virus,epitope,g1 glycoprotein of,59037
Peromyscus leucopus,New York virus,hosts,59037
New York virus,Four Corners virus,does not infect,59037
Four Corners virus,New York virus,does not infect,59037
Atlantic halibut,Atlantic halibut nodavirus,hosts,57824
Atlantic halibut nodavirus,viral encephalopathy and retinopathy,causes,57824
Atlantic halibut nodavirus,striped jack nervous necrosis virus,similar to,57824
Atlantic halibut nodavirus,striped jack nervous necrosis virus,different from,57824
Atlantic halibut nodavirus,RT-PCR,used to design,57824
striped jack nervous necrosis virus,Atlantic halibut nodavirus,rna2,57824
barfin flounder nervous necrosis virus,Atlantic halibut nodavirus,rna2,57824
Pacific cod,nodavirus,hosts,57824
barfin founder,nodavirus,hosts,57824
serum,ELISA,examined by,59194
serum,Western blot,examined by,59194
serum,immunofluorescence assays,examined by,59194
serum antibodies,BDV antigens,react to,59194
BDV sequences,brain tissue,detected in,59194
BDV sequences,Japanese macaques,derived from,59194
Mamastrovirus,cheetahs,infects,58337
Mamastrovirus,Acinonyx jubatus,infects,58337
cheetahs,Mamastrovirus,hosts,58337
Acinonyx jubatus,Mamastrovirus,hosts,58337
astrovirus,electron microscopy,detected by,58337
astrovirus,culture,detected by,58337
astrovirus,astroviral diarrhea,causes,58337
astrovirus,lethargy,causes,58337
astrovirus,anorexia,causes,58337
astrovirus,watery diarrhea,causes,58337
astrovirus,regurgitation,causes,58337
bismuth subsalicylate tablets,cheetahs,treated,58337
bismuth subsalicylate tablets,Acinonyx jubatus,treated,58337
influenza A virus,Kuril harbor seal,infects,60063
Kuril harbor seal,influenza A virus,hosts,60063
Kuril harbor seal,H3,hosts,60063
Kuril harbor seal,H6,hosts,60063
H3,influenza A virus,subtype of,60063
H6,influenza A virus,subtype of,60063
ELISA,antibodies,detected,60063
hemagglutination inhibition (HI),antibodies,detected,60063
tissue,virus,source of,60063
mucus,virus,source of,60063
juvenile seals,Kuril harbor seal,subset of,60063
avians,H6,source of,60063
mammalian,H6,potential host of,60063
H6,mammalian,potential pathogen of,60063
white-tailed deer,Jamestown Canyon virus,hosts,60043
white-tailed deer,Bunyamwera group virus,hosts,60043
white-tailed deer,La Crosse virus,hosts,60043
sera,Serologic evidence,detected by,60043
Jamestown Canyon virus,white-tailed deer,infects,60043
Bunyamwera group virus,white-tailed deer,infects,60043
La Crosse virus,white-tailed deer,infects,60043
central Wisconsin,white-tailed deer,location of,60043
Odocoileus virginianus,white-tailed deer,scientific name of,60043
Yellow fever,Alouatta,affects,58382
Yellow Fever (YF),tree hole breeding mosquitoes,involves,58382
Yellow Fever (YF),nonhuman primates,involves,58382
Yellow Fever (YF),monkeys,involves,58382
Yellow Fever (YF),apes,involves,58382
howler monkeys,nonhuman primates,are,58382
genus Alouatta,black-and-gold howler monkey,includes,58382
black-and-gold howler monkey,Alouatta caraya,is,58382
Alouatta caraya,YFV,hosts,58382
forest-dwelling mosquito,Haemagogus leucocelaenus,is,58382
Haemagogus leucocelaenus,YFV,hosts,58382
YFV,blood,detected in,58382
YFV,viscera,detected in,58382
immunohistochemistry,YFV,used to detect,58382
bat-eared foxes,wildlife host species,is a,59406
Otocyon megalotis,wildlife host species,is a,59406
bat-eared foxes,wildlife carnivore host species,is a,59406
Otocyon megalotis,wildlife carnivore host species,is a,59406
rabies,bat-eared foxes,transmission dynamics described in,59406
rabies,wildlife carnivore host species,transmission dynamics described in,59406
rabies,South Africa,transmission dynamics described in,59406
preS2 region,amino acids 27-35,contains,60004
second codon,preS2 region,is in,60004
seventh amino acid position,preS2 region,is in,60004
24th amino acid position,preS2 region,is in,60004
unique nucleotide substitution,A for C,causes,60004
glutamine,lysine,is replaced by,60004
valine,threonine,is replaced by,60004
alanine,leucine,is replaced by,60004
aspartic acid,glutamic acid,is replaced by,60004
leucine,alanine,is replaced by,60004
European bat lyssavirus type 1,stone marten,infects,59229
stone marten,European bat lyssavirus type 1,hosts,59229
European bat lyssavirus type 1,EBLV-1a,is a,59229
European bat lyssavirus type 1,insectivorous bat,is found in,59229
European bat lyssavirus type 1,Germany,is found in,59229
stone marten,Germany,is found in,59229
stone marten,Burg,is found in,59229
stone marten,Saxony-Anhalt,is found in,59229
classical rabies virus,stone marten,does not infect,59229
European bat lyssavirus type 1,serotine bat,is closely related to,59229
European bat lyssavirus type 1,Europe,is found in,59229
EBLV-1,European bat lyssavirus type 1,is a,59229
EBLV-1a,European bat lyssavirus type 1,is a,59229
genotype 1,classical rabies virus,is a,59229
nucleoprotein gene,rabies virus,is a,59229
nucleoprotein phosphoprotein junction,rabies virus,is a,59229
rabies virus,genotype 1,is a,59229
rabies virus,classical rabies virus,is a,59229
bat lyssaviruses,Thailand,surveyed in,58774
bat lyssaviruses,8 provinces,surveyed in,58774
Pteropus lylei,Australian bat lyssavirus,hosts,58774
Eonycteris spelaea,Australian bat lyssavirus,hosts,58774
Eonycteris spelaea,Aravan virus,hosts,58774
Pteropus lylei,Aravan virus,hosts,58774
Pteropus lylei,Khujand virus,hosts,58774
Eonycteris spelaea,Khujand virus,hosts,58774
Pteropus lylei,Irkut virus,hosts,58774
Eonycteris spelaea,Irkut virus,hosts,58774
fruit bats,Aravan virus,hosts,58774
fruit bats,Khujand virus,hosts,58774
fruit bats,Irkut virus,hosts,58774
fruit bats,Australian bat lyssavirus,hosts,58774
pseudorabies (Aujeszky's disease) virus,PRV,is,60098
pseudorabies virus,PRV,is,60098
feral swine,Sus scrofa,is,60098
Pseudorabies virus,European wild boar,infects,60097
Pseudorabies virus,domestic animal populations,infects,60097
European wild boar,Pseudorabies virus,hosts,60097
domestic animal populations,Pseudorabies virus,does not host,60097
Pseudorabies,European wild boar,found in,60097
Pseudorabies,domestic animal populations,found in,60097
European wild boar,Eastern Germany,found in,60097
domestic pig population,Eastern Germany,found in,60097
Pseudorabies virus,enzyme-linked immunosorbent assay,detected by,60097
Pseudorabies virus,immunoblotting,detected by,60097
Pseudorabies virus,Pseudorabies,causes,60097
January 1991,December 1994,between,60097
Pseudorabies virus,domestic animal populations,eradication,60097
infectious pancreatic necrosis virus,Chelon labrosus,infects,57815
viral hemorrhagic septicemia virus,Chelon labrosus,does not infect,57815
viral nervous necrosis virus,Chelon labrosus,infects,57815
infectious pancreatic necrosis virus,barracuda,infects,57815
infectious pancreatic necrosis virus,axillary seabream,infects,57815
infectious pancreatic necrosis virus,common two-banded seabream,infects,57815
infectious pancreatic necrosis virus,common pandora,infects,57815
infectious pancreatic necrosis virus,Senegal seabream,infects,57815
infectious pancreatic necrosis virus,surmullet,infects,57815
viral nervous necrosis virus,axillary seabream,infects,57815
viral nervous necrosis virus,common pandora,infects,57815
viral nervous necrosis virus,black seabream,infects,57815
viral nervous necrosis virus,red mullet,infects,57815
viral nervous necrosis virus,Lusitanian toadfish,infects,57815
viral nervous necrosis virus,tub gurnard,infects,57815
viral hemorrhagic septicemia virus,barracuda,does not infect,57815
viral hemorrhagic septicemia virus,axillary seabream,does not infect,57815
viral hemorrhagic septicemia virus,common two-banded seabream,does not infect,57815
viral hemorrhagic septicemia virus,common pandora,does not infect,57815
viral hemorrhagic septicemia virus,Senegal seabream,does not infect,57815
viral hemorrhagic septicemia virus,surmullet,does not infect,57815
viral hemorrhagic septicemia virus,black seabream,does not infect,57815
viral hemorrhagic septicemia virus,red mullet,does not infect,57815
viral hemorrhagic septicemia virus,Lusitanian toadfish,does not infect,57815
viral hemorrhagic septicemia virus,tub gurnard,does not infect,57815
Gulf of Cadiz,Chelon labrosus,hosts,57815
Gulf of Cadiz,barracuda,hosts,57815
Gulf of Cadiz,axillary seabream,hosts,57815
Gulf of Cadiz,common two-banded seabream,hosts,57815
Gulf of Cadiz,common pandora,hosts,57815
Gulf of Cadiz,Senegal seabream,hosts,57815
Gulf of Cadiz,surmullet,hosts,57815
Gulf of Cadiz,black seabream,hosts,57815
Gulf of Cadiz,red mullet,hosts,57815
Gulf of Cadiz,Lusitanian toadfish,hosts,57815
Gulf of Cadiz,tub gurnard,hosts,57815
San Pedro River,Chelon labrosus,hosts,57815
Bay of Cadiz,barracuda,hosts,57815
Bay of Cadiz,axillary seabream,hosts,57815
Bay of Cadiz,common two-banded seabream,hosts,57815
