source,target,relation_type,doc_id
serologic analysis,MG,used_to_detect,46
choanal swabs,MG,used_to_detect,46
blood,MG,used_to_detect,46
birds,flock,part_of,46
study,host-parasite interaction,studied,46
epidemic,Auburn,affected,46
host-parasite interaction,Mycoplasma gallisepticum,interacted_with,46
quarantine period,4 wk,lasted,46
wk,UNIT,is_a,46
chronic infection,birds,had,46
acute conjunctivitis,birds,had,46
clinical disease,birds,had,46
wild population,MG,had,46
surveys,wild population,conducted,46
experiment,study,conducted,46
,Mycoplasma gallisepticum,associated_with,47
House finches,Mycoplasma gallisepticum,infected_with,47
,Minnesota,located_in,47
Wildlife Rehabilitation Center of Minnesota,House finches,treated,47
House finches,Enrofloxacin,treated_with,47
House finches,Gentamicin,treated_with,47
House finches,PCR,tested_with,47
House finches,Culture,tested_with,47
PCR,Detection of M. gallisepticum,used_for,47
Culture,Detection of M. gallisepticum,used_for,47
,Mycoplasma gallisepticum,contains,48
house finch,Mycoplasma gallisepticum,host,48
eggs,Mycoplasma gallisepticum,contains,48
nestlings,Mycoplasma gallisepticum,contains,48
nests,house finch,located,48
April,nests,time,48
August,nests,time,48
1998,nests,time,48
nests,eggs,contains,48
eggs,nestlings,contains,48
nestlings,choanal cleft,contains,48
nestlings,conjunctiva,contains,48
mycoplasma broth,Mycoplasma gallisepticum,contains,48
polymerase chain reaction,Mycoplasma gallisepticum,tested,48
broods,nestlings,contains,48
breeding adults,Mycoplasma gallisepticum,transmit,48
offspring,Mycoplasma gallisepticum,receive,48
serologic tests,antibodies,tested,48
antibodies,Mycoplasma gallisepticum,response,48
Mycoplasma gallisepticum,house finches,isolated_from,50
Mycoplasma gallisepticum,conjunctivitis,causes,50
conjunctivitis,house finches,affects,50
house finches,USA,found_in,50
USA,mid-Atlantic,located_in,50
USA,eastern states,located_in,50
Mycoplasma gallisepticum,DNA probe-based polymerase chain reactions,identified_by,50
Mycoplasma gallisepticum,direct immunofluorescence,identified_by,50
Mycoplasma gallisepticum,conjunctivitis,is_cause_of,51
Mycoplasma gallisepticum,house finches,is_found_in,51
house finches,Maryland,are_found_in,51
house finches,Georgia,are_found_in,51
serum plate agglutination,Mycoplasma gallisepticum,is_used_to_detect,51
hemagglutination inhibition,Mycoplasma gallisepticum,is_used_to_detect,51
polymerase chain reaction,Mycoplasma gallisepticum,is_used_to_detect,51
conjunctivitis,gross conjunctival lesions,is_associated_with,51
Mycoplasma gallisepticum,histologic findings,is_associated_with,51
histologic findings,epithelial hyperplasia,are_characterized_by,51
histologic findings,lymphoid hyperplasia,are_characterized_by,51
histologic findings,lymphoplasmacytic inflammation,are_characterized_by,51
histologic findings,keratitis,are_characterized_by,51
Nobel Prize,correct extraction,is_offered_for,51
"$100,000",correct extraction,is_offered_for,51
Avian host,West Nile virus,hosts,52
Avian host,St. Louis encephalitis virus,hosts,52
mosquito,West Nile virus,vector,52
mosquito,St. Louis encephalitis virus,vector,52
NY99 strain,West Nile virus,is a strain of,52
California passerine birds,West Nile virus,are susceptible to,52
Western scrub jays,viremia response,produce,52
house finches,viremia response,produce,52
house sparrows,viremia response,produce,52
mourning doves,West Nile virus,are susceptible to,52
Culex mosquitoes,West Nile virus,are susceptible to,52
Culex mosquitoes,St. Louis encephalitis virus,are susceptible to,52
Culex stigmatosoma Dyar,West Nile virus,is susceptible to,52
Culex tarsalis Coquillett,West Nile virus,is susceptible to,52
Culex p. quinquefasciatus Say,West Nile virus,is susceptible to,52
transmitting female Cx. tarsalis,West Nile virus,transmits,52
house finches,West Nile virus,are infected by,52
mourning doves,West Nile virus,are infected by,52
WNV virulence,viremia response,determines,52
Culex quinquefasciatus,birds,feeds_on,53
Culex quinquefasciatus,mammals,feeds_on,53
Culex quinquefasciatus,West Nile virus,transmits,53
Culex quinquefasciatus,West Nile virus,is_vector_of,53
Harris County,Culex quinquefasciatus,location_of,53
Texas,Harris County,location_of,53
Say,Culex quinquefasciatus,described,53
Culex quinquefasciatus,dog,feeds_on,53
Culex quinquefasciatus,mourning dove,feeds_on,53
Culex quinquefasciatus,domestic cat,feeds_on,53
Culex quinquefasciatus,white-winged dove,feeds_on,53
Culex quinquefasciatus,house sparrow,feeds_on,53
Culex quinquefasciatus,house finch,feeds_on,53
Culex quinquefasciatus,gray catbird,feeds_on,53
Culex quinquefasciatus,American robin,feeds_on,53
blue jays,West Nile virus,infected_with,53
American crows,West Nile virus,infected_with,53
Trichostrongylus tenuis,red grouse,parasite of,60
Trichostrongylus tenuis,caecal faeces,developed in,60
Trichostrongylus tenuis,temperature,related to,60
Trichostrongylus tenuis,moisture,affected by,60
Trichostrongylus tenuis,winter,did not develop in,60
Trichostrongylus tenuis,summer,developed in,60
Trichostrongylus tenuis,soil surface temperatures,related to,60
Trichostrongylus tenuis,rainfall,affected by,60
Trichostrongylus tenuis,desiccation,affected by,60
Trichostrongylus tenuis,mean monthly mortality,had,60
Trichostrongylus tenuis,winter survival,had,60
Trichostrongylus tenuis,red grouse,associated with,61
Trichostrongylus tenuis,population crashes,causes,61
Trichostrongylus tenuis,red grouse,is a parasite of,61
Peter Hudson,dynamics of the grouse-T. tenuis system,describes,61
Andrew Dobson,dynamics of the grouse-T. tenuis system,describes,61
Peter Hudson,preliminary findings from the development of new control methods,presents,61
Andrew Dobson,preliminary findings from the development of new control methods,presents,61
Trichostrongylus tenuis,dramatic decreases in the density of red grouse,results in,61
dramatic decreases in the density of red grouse,significant loss of sporting income,leads to,61
significant loss of sporting income,upland estates,affects,61
upland estates,UK,located in,61
testosterone,parasite infection,increases,62
testosterone,aggressive behaviour,influences,62
testosterone,recruitment,influences,62
Trichostrongylus tenuis,host production,affects,62
Trichostrongylus tenuis,parasite infection,affects,62
testosterone,Trichostrongylus tenuis,interacts with,62
anthelmintic,parasites,removes,62
testosterone,parasite intensity,has effect on,62
male grouse,increased testosterone levels,have,62
male grouse,greater parasite intensities,have,62
,Lagopus lagopus scoticus,has_part,63
Trichostrongylus tenuis,fenbendazole,is_controlled_by,63
fenbendazole,anthelmintic,is_medicated_with,63
HPLC-MS-MS,quantifying,is_used_for,63
UK,red grouse estates,is_location_of,63
red grouse estates,wild red grouse,are_home_to,63
wild red grouse,Trichostrongylus tenuis,are_infected_by,63
liver,body,is_part_of,63
wildlife species,self-medication,use,63
self-medication,parasite control,is_used_for,63
medicated grit,parasite control,is_used_for,63
FBZ,fenbendazole,is_abbreviation_of,63
red grouse,Lagopus lagopus scoticus,has_species,64
red grouse,Trichostrongylus tenuis,is_host_to,64
male aggressiveness,territoriality,affects,64
territoriality,red grouse,regulates,64
Trichostrongylus tenuis,red grouse,parasitizes,64
Bayesian state-space modeling,mechanistic models,uses,64
mechanistic models,population data,fit_to,64
parameter values,mechanistic models,require,64
cyclic dynamics,mechanistic models,emulated_by,64
,Hungary,emerges_in,66
Usutu virus,Austria,spreads_from,66
Usutu virus,organ samples,isolated_from,66
blackbird,USUV,tested_positive_for,66
blackbird,Budapest,found_dead_in,66
USUV,Austrian strain,shared_identity_with,66
USUV,Hungary,spreads_to,66
Usutu virus,Austria,detected in,67
Usutu virus,flavivirus,is a,67
Usutu virus,arthropod-borne virus,is a,67
Usutu virus,arthropod vectors,circulates between,67
Usutu virus,avian amplification hosts,circulates between,67
Usutu virus,mammalian hosts,infects,67
Usutu virus,humans,infects,67
Usutu virus,high mortality in birds,leads to,67
Usutu virus,West Nile virus,has similar dynamics with,67
Usutu virus,mosquito population,transmitted by,67
Usutu virus,interaction of avian hosts immune and climatic factors,transmission determined by,67
model,seasonal cycles of mosquito and bird populations,simulates,67
model,USUV cross-infections,simulates,67
model,observed number of dead birds in Austria,reproduced,67
model,percentage of bird population acquired immunity,predicted,67
model,basic reproduction numbers,estimated,67
model,percentage of blackbirds killed by USUV detected by Austrian USUV monitoring program,extrapolated,67
Usutu-virus,West Nile virus,related_to,68
Usutu-virus,Austria,outbreak_in,68
Usutu-virus,blackbirds,affects,68
Usutu-virus,mosquitoes,transmitted_by,68
Usutu-virus,birds,persist_in,68
I ntergovernmental Panel on Climate Change,climate-warming scenarios,defined,68
climate-warming scenarios,USUV model,used_in,68
temperature predictions,USUV model,entered_into,68
USUV model,USUV dynamics,predicted,68
USUV dynamics,interaction_of_bird_immunity_and_environmental_temperature,determined_by,68
USUV model,future_scenarios,simulated,68
future_scenarios,USUV persistence,predicted,68
USUV model,blackbird-mortality time series,predicted,68
blackbird-mortality time series,outbreak_frequency,predicted,68
worst-case scenarios,endemic_equilibrium,resulted_in,68
endemic_equilibrium,decline_of_blackbird_population,characterized_by,68
USUV model,basic_reproduction_number,calculated,68
basic_reproduction_number,undetected_major_outbreaks,depicted,68
Usutu virus,Austria,emerges,69
Usutu virus,Austria,spreads,69
Usutu virus,avian mortality,causes,69
dead birds,Usutu virus nucleic acid,contain,69
dead birds,antigen,contain,69
Usutu virus,reverse-transcriptase polymerase chain reaction,is detected by,69
Usutu virus,immunohistochemistry,is detected by,69
blackbirds,Usutu virus,are infected by,69
Vienna,Usutu virus,is the initial area of emergence,69
herd immunity,birds,develops,69
usutu virus,domestic goose,affects,70
usutu virus,avian mortality,is associated with,70
usutu virus,Austria,is associated with,70
Eurasian blackbirds,usutu virus,are affected by,70
USUV strain Vienna-2001,usutu virus,is a strain of,70
bacterial septicaemia,experimental animals,causes death,70
strangulation,experimental animals,causes death,70
reverse transcriptase-polymerase chain reaction,usutu virus,detects,70
immunohistochemistry,usutu virus,detects,70
plasma viraemia,one goose,is present in,70
viral excretion,one goose,is present in,70
seroconversion,three inoculated geese,occurs in,70
USUV-specific antibodies,three inoculated geese,are present in,70
geese,inoculated geese,are in contact with,70
control animals,usutu virus,are not affected by,70
Usutu virus,Austria,isolated_in,71
Usutu virus,Eurasian blackbirds,infected,71
Usutu virus,Fatal Usutu virus infections,caused,71
Pathology,Viral distribution,studied,71
Histopathology,Examine birds,used_to,71
Immunohistochemistry,Examine birds,used_to,71
In-situ hybridization,Examine birds,used_to,71
Reverse-transcriptase polymerase chain reaction,Examine birds,used_to,71
Hepatosplenomegaly,Birds,observed_in,71
Neuronal necrosis,Birds,observed_in,71
Myocardial lesions,Birds,observed_in,71
Coagulative necrosis,Birds,observed_in,71
Liver,Coagulative necrosis,affected_by,71
Spleen,Coagulative necrosis,affected_by,71
Brain,Usutu virus,infected_by,71
Myocardial fibres,Usutu virus,infected_by,71
Splenic capsule,Usutu virus,infected_by,71
Renal glomeruli,Usutu virus,infected_by,71
Tunica muscularis of intestines,Usutu virus,infected_by,71
Proventricular glands,Usutu virus,infected_by,71
Lungs,Usutu virus,infected_by,71
Hepatic Kupffer cells,Usutu virus,infected_by,71
West Nile virus,Usutu virus,related_to,71
USUV-specific oligonucleotide probe,Detect Usutu virus,used_to,71
USUV-specific RT-PCR,Detect Usutu virus,used_to,71
Culex pipiens,West Nile virus,host,72
Culex pipiens,American robin,feed,72
Culex pipiens,house sparrow,feed,72
Culex pipiens,mourning dove,feed,72
Culex pipiens,human,feed,72
Culex pipiens,West Nile virus,infect,72
Culex pipiens,Chicago,collect,72
Culex pipiens,2005,collect,72
Cx. restuans,avian species,feed,72
Cx. restuans,mammal species,feed,72
West Nile virus,Culex pipiens,infect,72
West Nile virus,2005,epidemic,72
Culex pipiens,human,bit,72
Culex tarsalis,birds,feeds_on,73
Culex tarsalis,mammals,feeds_on,73
Culex tarsalis,American robins,prefers,73
Culex tarsalis,doves,prefers,73
Culex tarsalis,house sparrow,feeds_on,73
WNV,Culex tarsalis,transmitted_by,73
WNV,humans,transmitted_to,73
American robins,Culex tarsalis,host_of,73
doves,Culex tarsalis,host_of,73
house sparrow,Culex tarsalis,host_of,73
Culex pipiens,West Nile virus,host_of,74
Culex pipiens,American robins,feeds_on,74
Culex pipiens,European starling,feeds_on,74
Culex pipiens,House sparrow,feeds_on,74
Culex pipiens,American robins,prefers,74
Culex pipiens,European starling,prefers,74
Culex pipiens,House sparrow,prefers,74
United States,Culex pipiens,location_of,74
Northeastern United States,Culex pipiens,location_of,74
North central United States,Culex pipiens,location_of,74
passerine filariasis,enzootic transmission of West Nile virus,enhances,75
microfilariae,mosquito midgut,penetrate,75
microfilariae,virus into the hemocoel,introduce,75
mosquitoes,West Nile virus,transmit,75
passerine filariasis,mosquitoes and West Nile virus,interacts with,75
common grackles,microfilariae,host,75
American robins,microfilariae,host,75
eastern kingbirds,microfilariae,host,75
mosquitoes,common grackles and American robins,feed on,75
mosquitoes,passerine MF,ingest,75
Cx. pipiens,common grackles,feed on,75
Cx. tarsalis,common grackles,feed on,75
microfilarial enhancement,vectorial capacity values,affects,75
American robins,Culex mosquitoes,host,76
American robins,West Nile virus,amplification_host,76
DNA plasmid vaccine,viremia,reduces,76
DNA plasmid vaccine,infectiousness,reduces,76
vaccinated robins,noninfectious viremias,exhibit,76
,DISEASE,has_type,77
West Nile virus transmission,host populations,affects,77
West Nile virus transmission,communities,affects,77
pathogen,mosquitoes,is_transmitted_by,77
super spreading events,heterogeneity in host populations,are_caused_by,77
American robin,Turdus migratorius,is_a_species_of,77
American robin,WNV-infectious mosquitoes,is_involved_in,77
crows,WNV-infectious mosquitoes,are_involved_in,77
jays,WNV-infectious mosquitoes,are_involved_in,77
house sparrows,WNV-infectious mosquitoes,are_involved_in,77
corvids,WNV amplification,are_involved_in,77
WNV-infectious mosquitoes,WNV amplification,are_involved_in,77
multi-host pathogen,mosquitoes,is_transmitted_by,77
,Canada geese,contains,78
,Avian bornaviruses,infected_by,78
,RT-PCR,screened_with,78
oropharyngeal/cloacal swab,bornavirus sequences,contains,78
brain,bornavirus sequences,contains,78
brain samples,bornavirus sequences,tested_positive_for,78
brain isolates,duck embryo fibroblasts,cultured_in,78
goose isolates,independent cluster,placed_in,78
goose isolates,important regulatory sequences,contains,78
goose isolates,psittacine ABVs,differs_from,78
Brachyspira spp.,vertebrates,colonize,79
Brachyspira spp.,enteric diseases,cause,79
Brachyspira spp.,commensual relationship,display,79
Brachyspira spp.,from 150 birds,isolate,79
Brachyspira spp.,by PCR,screen,79
Brachyspira spp.,to phenotypic tests,subject,79
Brachyspira spp.,to sequencing,subject,79
Brachyspira spp.,to phylogenetic analysis,subject,79
Brachyspira spp.,to nox gene restriction enzyme analysis,subject,79
Brachyspira spp.,to culture technique,subject,79
mallards,high degree of biodiversity,support,79
Brachyspira spp.,in mallard intestines,found,79
Anas platyrhynchos,Brachyspira hyodysenteriae,host,80
Anas platyrhynchos,Brachyspira suanatina,host,80
pigs,Brachyspira suanatina,source,80
mallards,Brachyspira suanatina,source,80
mallards,Brachyspira hyodysenteriae,source,80
ducklings,Brachyspira hyodysenteriae,target,80
ducklings,Brachyspira suanatina,target,80
B. suanatina,mallards,isolated from,80
B. suanatina,pigs,isolated from,80
B. hyodysenteriae,mallards,isolated from,80
B204,Brachyspira hyodysenteriae,reference,80
Brachyspira suanatina,ducklings,colonized,80
Brachyspira hyodysenteriae,ducklings,colonized,80
Brachyspira suanatina,caecal mucosa,infiltrated,80
Brachyspira hyodysenteriae,caecal mucosa,infiltrated,80
Brachyspira suanatina,partial 16S rRNA and nox gene sequences,is identical to,81
Brachyspira suanatina,isolate from a mallard,is identical to,81
Brachyspira suanatina,all currently recognized Brachyspira species,is different from,81
Brachyspira suanatina,pigs,can infect,81
Brachyspira suanatina,diarrhoea,can induce,81
Brachyspira hyodysenteriae,B204(R),is a reference strain,81
Brachyspira suanatina,genus Brachyspira,is a new species within,81
Brachyspira pilosicoli,pig herds,infection,82
Brachyspira pilosicoli,farm A,infection,82
Brachyspira pilosicoli,farm B,infection,82
Brachyspira pilosicoli,chickens,infection,82
Brachyspira pilosicoli,effluent pond water,infection,82
Brachyspira pilosicoli,wild ducks,infection,82
farm A,stock,shares,82
farm B,stock,shares,82
farm B,chickens,shares,82
farm B,effluent pond water,shares,82
farm B,wild ducks,shares,82
research farm,farm B,located,82
Chlamydia psittaci,ducks,infects,84
phage,Chlamydia psittaci,infects,84
phage,C psittaci,infects,84
antiserum,phage,prepared against,84
antiserum,other recent avian C psittaci isolates,used to screen,84
phage,two more phage infected strains from ducks,found in,84
phage,every isolate examined from common source ducks,not detected in,84
phage,indirect immunofluorescence in McCoy cell monolayers,could not be demonstrated by,84
phage infection,duck chlamydiosis in the United Kingdom at present,probably an integral part of,84
phage infection,in the United Kingdom at present,often cryptic,84
Chlamydophila psittaci,Psittacine birds,is isolated from,85
Chlamydophila psittaci,Domestic pigeon,is isolated from,85
Chlamydophila psittaci,Pekin duck,is isolated from,85
Chlamydophila psittaci,Nested multiplex polymerase chain reaction,is identified by,85
Chlamydophila psittaci,Tetracyclines,is tested against,85
Chlamydophila psittaci,Quinolones,is tested against,85
Chlortetracycline,Tetracycline,is a,85
Doxycycline,Tetracycline,is a,85
Enrofloxacin,Quinolone,is a,85
Difloxacin,Quinolone,is a,85
IC50,Chlamydophila psittaci,is calculated for,85
IC50,Logistic regression model,is calculated using,85
MIC,Serial dilution tests,is calculated using,85
Inhibitory concentration 50%,Measurement,is a,85
Intracytoplasmic inclusions,BGM kidney cell cultures,are formed in,85
Giménez staining,Visualize,is used to,85
poultry abattoir,ornithosis,has_occurrence,86
farm,ornithosis,has_occurrence,86
workers,Chlamydophila psittaci,exposed_to,86
slaughtering area,ornithosis-related pneumonia,is_high_risk_area,86
blood,ornithosis,is_exposure_source,86
feathers,ornithosis,is_exposure_source,86
birds,ornithosis,is_exposure_source,86
respiratory protection,abattoir workers,is_recommended_for,86
airflow,high-risk work areas,is_improved_in,86
environmental contamination,high-risk work areas,is_reduced_in,86
Chlamydophila psittaci,avian,derived_from,87
Chlamydophila psittaci,mammalian,derived_from,87
Chlamydophila psittaci,waterfowl,associated_with,87
genotype C,waterfowl,preferentially_associated_with,87
mammals,source for genotype C strains,may_represent,87
mammals,source for human psittacosis cases,may_represent,87
,Starý u Pohorelic pond,located at,88
Botulism,aquatic birds,affected,88
Clostridium botulinum,sludge samples,present in,88
C. Botulinum toxin,wild ducks,detected in,88
C. Botulinum toxin,gull,detected in,88
botulotoxin,intestine,present in,88
botulotoxin,liver,present in,88
botulotoxin,stomach,present in,88
duck,botulotoxin,had,88
duck,A type,had,88
C botulotoxin,C. botulinum strain,isolated from,88
sludge samples,September 1982,collected in,88
,type C botulism,treats,89
vaccine,ducks,protects,89
vaccine,mallard,protects,89
vaccine,northern pintail,protects,89
botulinum toxin,type C botulism,causes,89
botulinum toxin,mallards,exposed,89
botulinum antitoxin,sick birds,treats,89
immunization,treatment,part_of,89
immunization,botulism outbreaks,useful,89
Amino acid and nucleotide sequence,Hiracin JM79,is related to,90
Hiracin JM79,Enterococcus hirae DCH5,is produced by,90
Enterococcus hirae DCH5,Mallard ducks,is isolated from,90
Mallard ducks,Anas platyrhynchos,are of species,90
Primary structure,combined amino acid and DNA sequencing,is determined by,90
Bacteriocin,Enterococcus hirae DCH5,is produced by,90
Nucleotide analysis,DNA fragment,is performed on,90
DNA fragment,E. hirae DCH5,is of,90
ORFs,DNA fragment,are found in,90
HirJM79,orf (hirJM79),is encoded by,90
orf (hirJM79),74-amino-acid peptide,encodes,90
74-amino-acid peptide,N-terminal signal peptide,contains,90
N-terminal signal peptide,amino acid sequence of mature bacteriocin,is followed by,90
amino acid sequence of mature bacteriocin,Hiracin JM79,is of,90
HirJM79,orf (hiriJM79),is encoded by,90
orf (hiriJM79),immunity protein,encodes,90
Immunity protein,orf (hiriJM79),is encoded by,90
orfC,putative mobilization protein,encodes,90
orfD,relaxase/mobilization nuclease domain,encodes,90
orfE,hypothetical protein,encodes,90
Heterologous hosts,HirJM79,produce,90
HirJM79,general secretory pathway or sec-dependent pathway,is most likely externalized by,90
HiriJM79,HirJM79,is the immunity protein for,90
Mallards,carcass density,has,91
carcass density,risk of mortality,inversely_proportional_to,91
Mallards,carcass density,exposed_to,91
carcass density,survival,affects,91
Mallards,Mallards exposed,more_likely_to_die,91
carcass density,density of maggot-laden carcasses,more_closly_related_to,91
Mallards,carcass-free areas,inhabit,91
,polymerase chain reaction,has_part,92
Clostridium botulinum,botulism,causes,92
botulism,bovine samples,affects,92
polymerase chain reaction,C. botulinum toxigenic strains,detects,92
polymerase chain reaction,mouse bioassay,is_less_expensive_than,92
polymerase chain reaction,mouse bioassay,is_faster_than,92
polymerase chain reaction,mouse bioassay,is_simpler_than,92
primers,C. botulinum toxigenic strains,are_designed_for,92
primers,C. botulinum type C,are_designed_for,92
primers,C. botulinum type D,are_designed_for,92
TYG broth,enrichment,is_used_in,92
CMM broth,enrichment,is_used_in,92
DNA,crude samples,is_extracted_from,92
DNA,enrichment broths,is_extracted_from,92
enrichment broths,C. botulinum detection,are_used_for,92
"$100,000",correct extraction,is_offered_for,92
Nobel Prize,correct extraction,is_offered_for,92
,avian botulism,protects,93
botulinum C/D mosaic toxoid,C/D mosaic neurotoxin,produces,93
Clostridium botulinum type C,C/D mosaic neurotoxin,produces,93
type C isolates,C/D mosaic neurotoxin,produces,93
botulism-affected birds,family Anatidae,belongs_to,93
convalescent sera,antibody,contains,93
ELISA,antibody,detects,93
anti-chicken IgG,antibody,fails_to_detect,93
anti-duck IgG,antibody,detects,93
IgG,cross-reactivity,exhibits,93
ducks,toxoid,immunized_with,93
ducks,antibody,develops,93
ducks,lethal toxin dose,protected_against,93
ELISA titers,neutralization titers,does_not_correspond_to,93
ELISA,detecting the occurrence of botulism,applicable_for,93
PCR,Clostridium botulinum type C,detects,94
PCR,mouse bioassay,compares,94
PCR,samples,finds,94
mouse bioassay,PCR,compares,94
samples,Clostridium botulinum type C,contain,94
outbreak of avian botulism,avian,affects,94
outbreak of avian botulism,environmental samples,affects,94
C. botulinum type C,mallards,found,94
C. botulinum type C,grey herons,found,94
C. botulinum type C,mud,found,94
mallard duck,Clostridium botulinum,host_of,95
Clostridium botulinum,C2 toxin,produces,95
Clostridium botulinum,C1 toxin,lost,95
Clostridium botulinum,prophages,contains,95
C2 toxin,trypsin,activated_by,95
C2 toxin,mallard duck,administered_to,95
C1 toxin,mouse,administered_to,95
C2 toxin,C1 toxin,comparable_to,95
pulmonary edema,C2 toxin,caused_by,95
hemorrhage,C2 toxin,caused_by,95
respiratory paralysis,C1 toxin,caused_by,95
,Ricinus communis,poisoned_by,96
Ricinus communis,duck,poisoned,96
duck,Ricinus communis,died_from,96
Ricinus communis,stomach,found_in,96
stomach,castor beans,contained,96
duck,laboratory,examined,96
laboratory,fragments of seed coat,found,96
fragments of seed coat,castor bean,resembled,96
duck,Ricinus communis,experimentally_inoculated,96
Ricinus communis,clinical signs,induced,96
clinical signs,wild ducks,observed,96
wild ducks,Ricinus communis,experimentally_inoculated,96
Ricinus communis,toxicity titrations,tested,96
toxicity titrations,LD50,erratic,96
mouse,toxicity test,used,96
toxicity test,Clostridium botulinum toxin,negative,96
duck,hemagglutination,tested,96
hemagglutination,detect castor bean,failed,96
duck,precipitin,tested,96
precipitin,detect castor bean,failed,96
,botulism,has_type,97
,mouse toxicity test,is_diagnostic_test,97
,coproexamination,is_diagnostic_procedure,97
serum,Clostridium botulinum type C toxin,contains,97
fecal extracts,Clostridium botulinum type C toxin,contains,97
ducks,botulism,shows,97
mallards,type C toxin,receives,97
mallards,toxin-positive specimens,produces,97
wild ducks,botulism,may_have,97
wild ducks,earlier in the course of the disease,may_be_captured,97
,New York State,located in,98
waterfowl,botulism,infected by,98
mallards,botulism,affected by,98
greater yellowlegs,botulism,affected by,98
New York State Oak Orchard Wildlife Management Area,New York State,located in,98
duck serum,toxin type C,contains,98
fly larvae,toxin type C,contains,98
Clostridium botulinum,toxin type C,produces,98
,botulism,has_effect,99
ducks,saline water,drink,99
Mallard,Anas platyrhynchos,is_a,99
ducklings,ducks,are,99
Clostridium botulinum type C toxin,botulism,causes,99
water,conductivity,has_property,99
conductivity,mu mhos/cm,measures,99
ducks,clinical signs,experience,99
ducks,mortality,experience,99
controls,groups,are_compared_to,99
groups,saline water,drink,99
Cryptosporidium baileyi,oocysts,produces,100
Cryptosporidium baileyi,chickens,immunogenicity,100
Cryptosporidium baileyi,mallards,immunogenicity,100
chickens,Cryptosporidium baileyi,host,100
mallards,Cryptosporidium baileyi,host,100
Carrageenan,peritoneal macrophages,blocks,100
Carrageenan,peripheral Mø,blocks,100
Cryptosporidium baileyi,chickens,challenges,100
Cryptosporidium baileyi,mallards,challenges,100
"$100,000",Nobel Prize,offered,100
