source,target,relation_type,doc_id
Theoretical model,Mycoplasma gallisepticum,models,41
Mycoplasma gallicepticum,Male house finches,infects,42
Mycoplasma gallicepticum,Upper respiratory and ocular tissue,targets,42
Mycoplasma gallicepticum,Plumage coloration,affects,42
Mycoplasma gallicepticum,Carotenoid utilization,affects,42
Male house finches,Mycoplasma gallicepticum,hosts,42
Alabama,Male house finches,found in,42
Carpodacus mexicanus,Species,is a,42
Myoplasmosis,Male house finches,affects,42
Beta-cryptoxanthin,Property,is a,42
Red carotenoid pigment,Property,is a,42
Mycoplasma gallisepticum,House finch,infects,43
House finch,Mycoplasma gallisepticum,hosts,43
Mycoplasma gallisepticum,Cayuga Basin,found in,43
House finch,Cayuga Basin,lives in,43
House finch,Cayuga Basin,captured in,43
Mycoplasma gallisepticum,Rapid plate agglutination assay,detected by,43
Mycoplasma gallisepticum,Polymerase chain reaction (PCR) assay,detected by,43
Mycoplasma gallisepticum,House finch,inoculated into,43
House finch,Mycoplasma gallisepticum,developed signs of disease,43
Mycoplasma gallisepticum,Conjunctivitis,caused,43
House finch,Mycoplasma gallisepticum,recovered from,43
House finch,Mycoplasma gallisepticum,developed chronic infection,43
House finch,Mycoplasma gallisepticum,died from,43
Mycoplasma gallisepticum,High survival rate,associated with,43
Mycoplasma gallisepticum,Recovery,associated with,43
Mycoplasma gallisepticum,Low stocking density,associated with,43
House Finch,Mycoplasma gallisepticum,hosts,44
House Finch,Wisconsin,lives in,44
House Finch,Physiologic parameters,has,44
House Finch,Weights,has,44
House Finch,Fat scores,has,44
House Finch,Packed cell volume,has,44
House Finch,Total plasma protein,has,44
House Finch,Avian pox,is infected by,44
House Finch,Proctophyllodes spp.,is infected by,44
House Finch,Feather mite,is infected by,44
House Finch,Blood and gastrointestinal parasite infections,is infected by,44
Logistic regression analysis,data,analyzes,44
Risk factors,Mite infestation,are associated with,44
house finch,Mycoplasma gallisepticum,hosts,45
Carpodacus mexicanus,Mycoplasma gallisepticum,hosts,45
house finch,USA,lives in,45
house finch,Montana,lives in,45
house finch,Missoula,lives in,45
house finch,Auburn,lives in,45
house finch,Alabama,lives in,45
Mycoplasma gallisepticum,house finch,infects,45
Mycoplasma gallisepticum,Carpodacus mexicanus,infects,45
house finch,Mycoplasma gallisepticum,exposed to,45
house finch,conjunctivitis,develops,45
house finch,mycoplasmal conjunctivitis,develops,45
house finch,Mycoplasma gallisepticum,seroconverts,45
Mycoplasma gallisepticum,serum plate agglutination assay,detected by,45
Mycoplasma gallisepticum,polymerase chain reaction,detected by,45
Mycoplasma gallisepticum,House finches,infects,46
House finches,Mycoplasma gallisepticum,hosts,46
Mycoplasma gallisepticum,Auburn,found in,46
Auburn,AL,located in,46
1995,Epidemic,occurred in,46
1996,Epidemic,occurred in,46
1998,Study,occurred in,46
Quarantine,Birds,applied to,46
Polymerase chain reaction,Mycoplasma gallisepticum,detected,46
Serologic analysis,Mycoplasma gallisepticum,detected,46
Conjunctivitis,House finches,affected,46
Epidemic,Auburn,affected,46
Host-parasite interaction,Mycoplasma gallisepticum,involved,46
Flock,Birds,contained,46
Birds,Blood,sampled,46
Birds,Choanal swabs,sampled,46
House Finch,Mycoplasma gallisepticum,hosts,47
Mycoplasma gallisepticum,House Finch,infects,47
House Finch,Minnesota,lives in,47
House Finch,Wildlife Rehabilitation Center of Minnesota,found in,47
Enrofloxacin,Mycoplasma gallisepticum-associated conjunctivitis,treats,47
Gentamicin,Mycoplasma gallisepticum-associated conjunctivitis,treats,47
PCR,Mycoplasma gallisepticum,detects,47
Mycoplasma gallisepticum,Conjunctivitis,causes,47
House Finch,Mycoplasma gallisepticum-associated conjunctivitis,affected by,47
Mycoplasma gallisepticum,House finch,infects,48
House finch,Mycoplasma gallisepticum,hosts,48
Mycoplasma gallisepticum,Nests,found in,48
Nests,Location,located in,48
Eggs,Mycoplasma broth,inoculated with,48
Nestlings,Mycoplasma broth,inoculated with,48
Mycoplasma broth,MG isolation,used for,48
Mycoplasma broth,PCR testing,used for,48
PCR testing,Mycoplasma gallisepticum,detected,48
Pooled choanal and conjunctival swab samples,Mycoplasma gallisepticum,tested positive for,48
Nestlings,Conjunctivitis,examined for,48
Nestlings,Nestling mortality,examined for,48
Serologic tests,Antibodies,tested for,48
Antibodies,Mycoplasma gallisepticum,produced in response to,48
Transmission,Breeding adults and their dependent offspring,occurs between,48
Transmission,Pseudovertical transmission,occurs through,48
Transmission,Transovarian transmission,does not occur through,48
Mycoplasma gallisepticum,house finches,infects,49
house finches,Mycoplasma gallisepticum,hosts,49
chickens,Mycoplasma gallisepticum,hosts,49
Mycoplasma gallisepticum,chickens,transmitted,49
chickens,Mycoplasma gallisepticum,transmitted,49
house finches,Mycoplasma gallisepticum,transmitted,49
Mycoplasma gallisepticum,chickens,detected,49
chickens,Mycoplasma gallisepticum,detected,49
house finches,Mycoplasma gallisepticum,detected,49
direct contact,transmission,required,49
extended period,transmission,required,49
infected finches,chickens,exposed,49
chickens,infected finches,exposed,49
infected chickens,house finches,exposed,49
house finches,infected chickens,exposed,49
biosecurity measures,potential for transmission,reduced,49
Mycoplasma gallisepticum,House finches,infects,50
Mycoplasma gallisepticum,House finches,isolated from,50
House finches,Mycoplasma gallisepticum,hosts,50
Mycoplasma gallisepticum,USA,found in,50
Mycoplasma gallisepticum,Direct immunofluorescence,detected by,50
Mycoplasma gallisepticum,DNA probe-based polymerase chain reactions,detected by,50
House finches,Conjunctivitis,affected by,50
House finches,Rhinitis,affected by,50
House finches,Sinusitis,affected by,50
Mycoplasma gallisepticum,Conjunctivitis,causes,50
Mycoplasma gallisepticum,Rhinitis,causes,50
Mycoplasma gallisepticum,Sinusitis,causes,50
USA,Epornitic,location of,50
1994,Epornitic,year of,50
Mycoplasma gallisepticum,House finches,infects,51
Mycoplasma gallisepticum,House finches,found in,51
House finches,Mycoplasma gallisepticum,hosts,51
Mycoplasma gallisepticum,Serum plate agglutination,detected by,51
Mycoplasma gallisepticum,Hemagglutination inhibition,detected by,51
Mycoplasma gallisepticum,Polymerase chain reaction,detected by,51
Mycoplasma gallisepticum,Conjunctivitis,causes,51
Mycoplasma gallisepticum,Keratitis,causes,51
House finches,Grossly,examined,51
House finches,Microscopically,examined,51
House finches,Serum plate agglutination,tested,51
House finches,Hemagglutination inhibition,tested,51
House finches,Polymerase chain reaction,tested,51
Maryland,Field study,location of,51
Georgia,Field study,location of,51
Avian host,West Nile virus,hosts,52
Avian host,St. Louis encephalitis virus,hosts,52
Mosquito,West Nile virus,vector,52
Mosquito,St. Louis encephalitis virus,vector,52
California passerine birds,NY99 strain of West Nile virus,infected by,52
Western scrub jays,elevated viremia response,produces,52
House finches,elevated viremia response,produces,52
House sparrows,lower viremia response,produces,52
Mourning doves,lower viremia response,produces,52
California quail,Culex mosquitoes,does not infect,52
Chickens,Culex mosquitoes,does not infect,52
Culex stigmatosoma,West Nile virus,is susceptible to,52
Culex tarsalis,West Nile virus,is susceptible to,52
Culex p. quinquefasciatus,West Nile virus,is susceptible to,52
Culex mosquitoes,West Nile virus,transmits,52
Culex mosquitoes,St. Louis encephalitis virus,transmits,52
WNV,Avian host,infects,52
St. Louis encephalitis virus,Avian host,infects,52
Culex quinquefasciatus,Birds,hosts,53
Culex quinquefasciatus,Mammals,hosts,53
Culex quinquefasciatus,Dog,feeds on,53
Culex quinquefasciatus,Mourning dove,feeds on,53
Culex quinquefasciatus,Domestic cat,feeds on,53
Culex quinquefasciatus,White-winged dove,feeds on,53
Culex quinquefasciatus,House sparrow,feeds on,53
Culex quinquefasciatus,House finch,feeds on,53
Culex quinquefasciatus,Gray catbird,feeds on,53
Culex quinquefasciatus,American robin,feeds on,53
West Nile virus,Culex quinquefasciatus,infects,53
Culex quinquefasciatus,West Nile virus,transmits,53
West Nile virus,Blue jays,infects,53
West Nile virus,American crows,infects,53
Trichostrongylus tenuis,Lagopus lagopus scoticus,infects,60
Trichostrongylus tenuis,caecal faeces,develops in,60
Trichostrongylus tenuis,moor,found in,60
Trichostrongylus tenuis,laboratory,found in,60
eggs,infective 3rd-stage larvae,develop into,60
infective 3rd-stage larvae,summer,survive in,60
infective 3rd-stage larvae,winter,die in,60
temperature,development of Trichostrongylus tenuis,affects,60
rainfall,development of Trichostrongylus tenuis,does not affect,60
desiccation,development of Trichostrongylus tenuis,does not affect,60
Trichostrongylus tenuis,Lagopus lagopus scoticus,infects,61
Trichostrongylus tenuis,dramatic decreases in the density of Lagopus lagopus scoticus,associated with,61
Trichostrongylus tenuis,population crashes,causes,61
Peter Hudson,dynamics of the Lagopus lagopus scoticus-Trichostrongylus tenuis system,describe,61
Andrew Dobson,preliminary findings from the development of new control methods,present,61
Trichostrongylus tenuis,UK,found in,61
Lagopus lagopus scoticus,UK,lives in,61
Upland estates,UK,located in,61
red grouse,Trichostrongylus tenuis,hosts,62
testosterone,parasite infection,increases,62
Trichostrongylus tenuis,red grouse,infects,62
autumn,red grouse,occurs in,62
anthelmintic,parasites,removes,62
testosterone,aggressive behaviour,influences,62
testosterone,recruitment,influences,62
one month,treatment with anthelmintic,after,62
one year,re-infection with parasites,after,62
male grouse,increased testosterone levels,has,62
male grouse,greater parasite intensities,has,62
testosterone,increased parasite intensity,links to,62
Trichostrongylus tenuis,red grouse population,affects,62
population regulation,intrinsic and extrinsic mechanisms,involves,62
Lagopus lagopus scoticus,Trichostrongylus tenuis,hosts,63
Trichostrongylus tenuis,Lagopus lagopus scoticus,infects,63
Fenbendazole,Trichostrongylus tenuis,used to control,63
Fenbendazole,Grit,applied to,63
Grit,Fenbendazole,medicated with,63
Lagopus lagopus scoticus,Grit,ingests,63
Liver,Fenbendazole and its metabolites,contains,63
HPLC-MS-MS,Fenbendazole and its metabolites,detects and quantifies,63
UK,Red grouse estates,location of,63
Red grouse estates,Lagopus lagopus scoticus,location of,63
red grouse,Trichostrongylus tenuis,hosts,64
Trichostrongylus tenuis,red grouse,infects,64
male aggressiveness,territoriality,affects,64
territoriality,red grouse,regulates,64
Trichostrongylus tenuis,red grouse,interacts with,64
red grouse,environment,lives in,64
population data,mechanistic models,detected by,64
field data,mechanistic models,detected by,64
mechanistic models,Bayesian state-space modeling,use,64
statistical inference,mechanistic models,performed on,64
parameter values,mechanistic models,required by,64
cyclic dynamics,mechanistic models,emulated by,64
Usutu virus,Gallus domesticus,infects,65
Usutu virus,Turdus merula,infects,65
Usutu virus,Mosquito,lives in,65
Usutu virus,Flavivirus,is a type of,65
Usutu virus,Arbovirus,is a type of,65
Gallus domesticus,Usutu virus,hosts,65
Turdus merula,Usutu virus,hosts,65
Austria,Europe,is located in,65
Usutu virus,Austria,was isolated in,65
Chickens,Sentinel animals,are used as,65
Pathogen-free chickens,Sentinel animals,are used as,65
Usutu virus,Clinical signs,causes,65
Usutu virus,Viraemia,causes,65
Usutu virus,Gross lesions,causes,65
Usutu virus,Microscopic lesions,causes,65
Usutu virus,Contact transmission,transmits through,65
Usutu virus,Immunological response,elicits,65
Usutu virus,Splenomegaly,causes,65
Usutu virus,Follicular infiltrates,causes,65
Usutu virus,Encephalitis,causes,65
Usutu virus,Reverse-transcriptase polymerase chain reaction,is detected by,65
Usutu virus,Immunohistochemistry,is detected by,65
Usutu virus,Viral RNA,is present in,65
Usutu virus,Cloacal swabs,is present in,65
Usutu virus,Pharyngeal swabs,is present in,65
Usutu virus,Peripheral blood mononuclear cells,is present in,65
Usutu virus,Antibody response,elicits,65
Usutu virus,USUV-specific antibodies,elicits,65
Usutu virus,Culex pipiens complex,infects,67
Usutu virus,Turdus merula,infects,67
Usutu virus,American robins,infects,67
Culex pipiens complex,Usutu virus,hosts,67
Turdus merula,Usutu virus,hosts,67
American robins,Usutu virus,hosts,67
Usutu virus,Culex pipiens complex,circulates between,67
Usutu virus,Turdus merula,circulates between,67
Usutu virus,American robins,circulates between,67
Usutu virus,West Nile virus,has similar dynamics with,67
West Nile virus,American robins,infects,67
Usutu virus,Austrian USUV monitoring program,is detected by,67
Austrian USUV monitoring program,Usutu virus,detects,67
Weissenböck et al.,Usutu virus,detects,67
Chvala et al.,Usutu virus,monitors,67
Bakonyi et al.,Usutu virus,monitors,67
Bukovsky et al.,Usutu virus,monitors,67
Meister et al.,Usutu virus,monitors,67
Brugger et al.,Usutu virus,monitors,67
Rubel et al.,Usutu virus,monitors,67
Nowotny et al.,Usutu virus,monitors,67
Usutu virus,Blackbirds,infects,68
Usutu virus,natural transmission cycle,persists in,68
Usutu virus,Mosquitoes,transmitted by,68
Usutu virus,Birds,hosts,68
West Nile virus,Usutu virus,related to,68
Climate change,Usutu virus dynamics,affects,68
Temperature,Usutu virus dynamics,influences,68
Immunity,Usutu virus dynamics,influences,68
Reproduction number,Usutu virus,measured for,68
IPCC,climate-warming scenarios,defined,68
Simulations,Usutu virus persistence,predict,68
Simulations,outbreak frequency increase,predict,68
Simulations,endemic equilibrium,predict,68
Simulations,blackbird population decline,predict,68
Year 2100,century,end of,68
1901-2100,Reproduction number calculation,time period,68
2001-2005,Usutu virus dynamics simulation,time period,68
2003,epidemic peak,year,68
2040,endemic after,year,68
Usutu virus,Dead birds,infects,69
Dead birds,Usutu virus,hosts,69
Usutu virus,Austria,found in,69
Usutu virus,2001,emerges in,69
Reverse-transcriptase polymerase chain reaction,Usutu virus nucleic acid,detects,69
Immunohistochemistry,Usutu virus antigen,detects,69
Dead birds,Usutu virus nucleic acid,have,69
Dead birds,Usutu virus antigen,have,69
Herd immunity,Dead birds,develops in,69
Usutu virus,Domestic geese,infects,70
Usutu virus,Domestic geese,replicates in,70
Usutu virus,Reverse transcriptase-polymerase chain reaction,detected by,70
Usutu virus,Immunohistochemistry,detected by,70
Usutu virus,Organs of inoculated geese,found in,70
Bacterial septicaemia,Experimental animals,causes death,70
Strangulation,Experimental animals,causes death,70
Usutu virus,Mortality,unlikely to induce,70
Usutu virus,Viraemia or virus shedding,only infrequently leads to,70
Inoculated geese,USUV-specific antibodies,exhibit,70
Control animals,USUV-specific antibodies,do not exhibit,70
Usutu virus,Eurasian blackbirds,infects,71
Usutu virus,Austria,found in,71
Usutu virus,Eurasian blackbirds,isolated from,71
Eurasian blackbirds,Usutu virus,hosts,71
Histopathology,birds,used to examine,71
Immunohistochemistry,birds,used to examine,71
In-situ hybridization,birds,used to examine,71
Reverse-transcriptase polymerase chain reaction,birds,used to examine,71
Brain neurons,Usutu virus,infected by,71
Myocardial fibres,Usutu virus,infected by,71
Splenic capsule,Usutu virus,infected by,71
Renal glomeruli,Usutu virus,infected by,71
Tunica muscularis of intestines,Usutu virus,infected by,71
Proventricular glands,Usutu virus,infected by,71
Lungs,Usutu virus,infected by,71
Hepatic Kupffer cells,Usutu virus,infected by,71
Neuronal necrosis,Usutu virus,caused by,71
Myocardial lesions,Usutu virus,caused by,71
Coagulative necrosis of the liver and spleen,Usutu virus,caused by,71
Hepatosplenomegaly,Usutu virus,caused by,71
Culex pipiens,West Nile virus,hosts,72
Culex pipiens,American robin,feeds on,72
Culex pipiens,House sparrow,feeds on,72
Culex pipiens,Mourning dove,feeds on,72
Culex pipiens,Humans,feeds on,72
Culex pipiens,Raccoons,feeds on,72
Culex pipiens,West Nile virus,infected with,72
West Nile virus,Heads and thoraces,detected in,72
Culex pipiens,Chicago,found in,72
Culex pipiens,Southwest suburban,found in,72
Culex pipiens,2005,collected in,72
Cx. pipiens,Culex pipiens,identified as,72
Cx. restuans,Culex restuans,identified as,72
Turdus migratorius,American robin,identified as,72
Passer domesticus,House sparrow,identified as,72
Zenaida macroura,Mourning dove,identified as,72
Procyon lotor,Raccoons,identified as,72
West Nile virus RNA,Quantitative PCR,detected by,72
Culex pipiens,Epidemic,part of,72
Culex pipiens,Bridge vector,incriminated as,72
Culex tarsalis,Birds,hosts,73
Culex tarsalis,Mammals,hosts,73
Culex tarsalis,American robins,preys on,73
Culex tarsalis,Doves,preys on,73
Culex tarsalis,House sparrows,preys on,73
West Nile virus,Culex tarsalis,infects,73
Culex tarsalis,West Nile virus,transmits,73
American robins,Culex tarsalis,hosts,73
Doves,Culex tarsalis,hosts,73
House sparrows,Culex tarsalis,hosts,73
Weld County,Colorado,located in,73
Eastern Colorado,Colorado,located in,73
June,peak WNV transmission season,time period,73
July,peak WNV transmission season,time period,73
August,peak WNV transmission season,time period,73
Culex pipiens,American robin,hosts,74
Culex pipiens,West Nile virus,vector,74
Culex pipiens,American robin,feeds on,74
Culex pipiens,European starling,feeds on,74
Culex pipiens,House sparrow,feeds on,74
Culex pipiens,American robin,preferentially feeds on,74
Culex pipiens,European starling,preferentially feeds on,74
Culex pipiens,House sparrow,preferentially feeds on,74
West Nile virus,Culex pipiens,transmitted by,74
American robin,West Nile virus,infected with,74
European starling,West Nile virus,infected with,74
House sparrow,West Nile virus,infected with,74
United States,Culex pipiens,found in,74
Northeastern United States,Culex pipiens,found in,74
North central United States,Culex pipiens,found in,74
Outdoor cages,Host preference trials,used for,74
Experimental trials,Host preference trials,used for,74
Field studies,Host preference trials,used for,74
Logistic regression analysis,Determining the contribution of innate preferences,used for,74
Enzootic WNV transmission,preferential feeding by C. pipiens mosquitoes,affected by,74
passerine,filariasis,hosts,75
filariasis,vertebrates,infects,75
arboviruses,vertebrates,infects,75
microfilariae,mosquitoes,infects,75
mosquitoes,microfilariae,ingests,75
mosquitoes,vertebrate blood,ingests,75
vertebrate blood,West Nile virus,contains,75
microfilariae,mosquito midgut,penetrates,75
West Nile virus,mosquitoes,transforms,75
mosquitoes,West Nile virus,transmits,75
passerine,North America,lives in,75
passerine,mid-western United States,lives in,75
Quiscalus quiscula,North America,found in,75
Turdus migratorius,North America,found in,75
Tyrannus tyrannus,North America,found in,75
Chandlerella quiscali,passerine,found in,75
Eufilaria,passerine,found in,75
Culex pipiens,mid-western United States,found in,75
Culex tarsalis,mid-western United States,found in,75
mosquitoes,passerine,feed on,75
mosquitoes,Quiscalus quiscula,feed on,75
mosquitoes,Turdus migratorius,feed on,75
mosquitoes,Chandlerella quiscali,ingest,75
mosquitoes,Eufilaria,ingest,75
West Nile virus,passerine,detected in,75
West Nile virus,Quiscalus quiscula,detected in,75
West Nile virus,Turdus migratorius,detected in,75
vectorial capacity values,Culex pipiens,calculated for,75
vectorial capacity values,Culex tarsalis,calculated for,75
American robin,West Nile virus,hosts,76
Culex mosquitoes,American robin,feeds on,76
American robin,West Nile virus,competent host for,76
American robin,West Nile virus,amplification host for,76
DNA plasmid vaccine,viremia,reduces,76
DNA plasmid vaccine,infectiousness,reduces,76
Vaccinated robins,noninfectious viremia,exhibit,76
Wildlife vaccination,new control strategy,may be,76
West Nile virus,American robin,infects,77
American robin,West Nile virus,hosts,77
Mosquitoes,Communities,lives in,77
Crows,West Nile virus,hosts,77
Jays,West Nile virus,hosts,77
House sparrows,West Nile virus,hosts,77
Corvids,West Nile virus,hosts,77
Avian species,West Nile virus,hosts,77
West Nile virus,Mosquitoes,transmitted by,77
West Nile virus,American robin,amplified by,77
Pathogen transmission dynamics,Host heterogeneity,affected by,77
Canada geese,Avian bornaviruses,hosts,78
Avian bornaviruses,Parrots,infects,78
Avian bornaviruses,Macaws,infects,78
Canada geese,Urban flocks,lives in,78
Bornavirus,Canada geese,found in,78
Bornavirus,Reverse transcription-PCR (RT-PCR),detected by,78
Bornavirus,Duck embryo fibroblasts,isolated in,78
Goose isolates,Regulatory sequences,have,78
Goose isolates,Regulatory sequences (in Psittacine ABVs),lack,78
Phylogenetic analyses,Goose isolates,placed,78
Brachyspira spp.,Anas platyrhynchos,infects,79
Brachyspira spp.,vertebrates,colonizes,79
Brachyspira spp.,enteric diseases,causes,79
Brachyspira spp.,commensual relationship,displays,79
Brachyspira spp.,mallards,lives in,79
Brachyspira spp.,pigs,lives in,79
Brachyspira spp.,chickens,lives in,79
Brachyspira spp.,humans,lives in,79
Brachyspira spp.,southern Sweden,found in,79
Brachyspira spp.,PCR,detected by,79
Brachyspira spp.,phenotypic tests,detected by,79
Brachyspira spp.,sequencing,detected by,79
Brachyspira spp.,phylogenetic analysis,detected by,79
Brachyspira spp.,nox gene restriction enzyme analysis,detected by,79
Brachyspira spp.,biodiversity,affected by,79
Brachyspira spp.,enteropathogenic,affected by,79
Brachyspira spp.,commensual,affected by,79
Brachyspira spp.,anaerobic,affected by,79
Brachyspira spp.,intestinal,affected by,79
Brachyspira spp.,spirochaetes,affected by,79
Brachyspira spp.,vertebrates,affected by,79
Brachyspira pilosicoli,Anas platyrhynchos,infects,79
Brachyspira intermedia,Anas platyrhynchos,infects,79
Brachyspira hyodysenteriae,Anas platyrhynchos,infects,79
Brachyspira alvinipulli,Anas platyrhynchos,infects,79
Brachyspira pulli,Anas platyrhynchos,infects,79
Brachyspira suanatina,Pig,hosts,81
Brachyspira suanatina,Pig,infects,81
Brachyspira suanatina,Mallard,infects,81
Brachyspira hyodysenteriae,Pig,infects,81
Brachyspira suanatina,Pig,lives in,81
Brachyspira suanatina,Mallard,lives in,81
Brachyspira suanatina,Polymerase chain reaction,detected by,81
Brachyspira suanatina,Antimicrobial susceptibility testing,detected by,81
Brachyspira suanatina,Molecular analyses,detected by,81
Brachyspira suanatina,Culture and biochemical tests,detected by,81
Brachyspira suanatina,Swine dysentery,causes,81
Brachyspira suanatina,Diarrhoea,causes,81
Brachyspira suanatina,Colonization,induces,81
Mallard,Brachyspira suanatina,hosts,81
Pig,Brachyspira hyodysenteriae,hosts,81
Brachyspira pilosicoli,Pig,infects,82
Brachyspira pilosicoli,Faeces,found in,82
Brachyspira pilosicoli,Polymerase chain reaction (PCR),detected by,82
Brachyspira pilosicoli,Multilocus enzyme electrophoresis (MLEE),detected by,82
Brachyspira pilosicoli,Pulsed field gel electrophoresis (PFGE),detected by,82
Farm A,Brachyspira pilosicoli,hosts,82
Farm B,Brachyspira pilosicoli,hosts,82
Grower/finisher pigs,Brachyspira pilosicoli,hosts,82
Weaners,Brachyspira pilosicoli,hosts,82
Chickens,Brachyspira pilosicoli,hosts,82
Effluent pond water,Brachyspira pilosicoli,found in,82
Wild ducks,Brachyspira pilosicoli,hosts,82
Pond,Brachyspira pilosicoli,found in,82
Stock,Brachyspira pilosicoli,transfers,82
Infection,Pig,occurs in,82
Prevalence,Farm A,measured in,82
Prevalence,Farm B,measured in,82
Confidence interval (CI),Prevalence,applied to,82
Epidemiology,Brachyspira pilosicoli,studies,82
Phage,Chlamydia psittaci,infects,84
Chlamydia psittaci,Ducks,lives in,84
Antiserum,Phage,detects,84
Phage,Chlamydia psittaci isolate,infects,84
Chlamydia psittaci isolate,Ducks,is recovered from,84
Phage,Indirect immunofluorescence,is demonstrated by,84
Phage-containing strain,McCoy cell monolayers,is grown in,84
Chlamydiosis,Ducks,affects,84
Chlamydia psittaci,United Kingdom,is found in,84
Phage,every isolate examined,is not detected in,84
Chlamydophila psittaci,Psittacine birds,infects,85
Chlamydophila psittaci,Domestic pigeon,infects,85
Chlamydophila psittaci,Pekin duck,infects,85
Chlortetracycline,Chlamydophila psittaci,reduces multiplication of,85
Doxycycline,Chlamydophila psittaci,reduces multiplication of,85
Enrofloxacin,Chlamydophila psittaci,reduces multiplication of,85
Difloxacin,Chlamydophila psittaci,reduces multiplication of,85
Chlamydophila psittaci,nested multiplex polymerase chain reaction,is identified by,85
Chlamydophila psittaci,Buffalo Green Monkey (BGM) kidney cell cultures,is multiplied in,85
Chlamydophila psittaci,Chlortetracycline,is tested for sensitivity against,85
Chlamydophila psittaci,Doxycycline,is tested for sensitivity against,85
Chlamydophila psittaci,Enrofloxacin,is tested for sensitivity against,85
Chlamydophila psittaci,Difloxacin,is tested for sensitivity against,85
Giménez staining,Intracytoplasmic inclusions,detects,85
Logistic regression model,IC50,calculates,85
Chlamydophila psittaci,workers,infects,86
ornithosis,workers,affects,86
poultry abattoir,Chlamydophila psittaci,hosts,86
farm,Chlamydophila psittaci,hosts,86
workers,Chlamydophila psittaci,exposed to,86
slaughtering area,poultry abattoir,found in,86
blood,birds,found in,86
feathers,birds,found in,86
birds,poultry abattoir,lives in,86
respiratory protection,workers,used by,86
airflow,environmental contamination,affected by,86
environmental contamination,poultry abattoir,affected by,86
Chlamydophila psittaci,Avian species,infects,87
Chlamydophila psittaci,Mammalian species,infects,87
Chlamydophila psittaci,Dairy cows,found in,87
Chlamydophila psittaci,Duck,found in,87
Chlamydophila psittaci,Sheep,found in,87
Chlamydophila psittaci,Wild birds,found in,87
Chlamydophila psittaci,Pigs,found in,87
Chlamydophila psittaci,Human,infects,87
Chlamydophila psittaci,Psittacosis,associated with,87
Clostridium botulinum,C. botulinum toxin,produces,88
C. botulinum toxin,Anas platyrhynchos,infects,88
C. botulinum toxin,Larus ridibundus,infects,88
Anas platyrhynchos,Clostridium botulinum,hosts,88
Larus ridibundus,Clostridium botulinum,hosts,88
Starý u Pohorelic pond,Breclav District,found in,88
Sludge samples,Starý u Pohorelic pond,collected from,88
C. botulinum toxin,Sludge samples,detected in,88
C. botulinum toxin,Intestinal contents,detected in,88
C. botulinum toxin,Liver tissue,detected in,88
C. botulinum toxin,Stomach contents,detected in,88
Botulism,aquatic birds,affects,88
duck,botulinum toxin,hosts,89
mallard,botulinum toxin,hosts,89
northern pintail,botulinum toxin,hosts,89
ranch mink,botulinum toxin,hosts,89
duck,vaccine,immunized by,89
mallard,vaccine,immunized by,89
northern pintail,vaccine,immunized by,89
duck,botulinum antitoxin,treated with,89
mallard,botulinum antitoxin,treated with,89
northern pintail,botulinum antitoxin,treated with,89
botulinum toxin,duck,infects,89
botulinum toxin,mallard,infects,89
botulinum toxin,northern pintail,infects,89
vaccine,botulinum toxin,protects against,89
botulinum antitoxin,botulinum toxin,treats,89
Enterococcus hirae DCH5,hiracin JM79,produces,90
Enterococcus hirae DCH5,Mallard ducks,hosts,90
Enterococcus hirae DCH5,Mallard ducks,isolated from,90
HirJM79,orf,encoded by,90
HiriJM79,immunity protein,encodes,90
orfC,mobilization protein,encodes,90
orfD,relaxase/mobilization nuclease domain,encodes,90
orfE,hypothetical protein,encodes,90
HirJM79,sec-dependent pathway,produced by,90
HirJM79,general secretory pathway,produced by,90
HiriJM79,HirJM79,provides immunity to,90
Mallards,Clostridium botulinum,hosts,91
Mallards,Lakes,inhabits,91
Mallards,Carcass density,exposed to,91
Carcass density,Risk of mortality,affects,91
Carcass density,Survival rates,affects,91
Maggots,Carcass density,lives in,91
Toxin,Clostridium botulinum,produced by,91
Botulism,Clostridium botulinum,caused by,91
Radio-marked Mallards,Researchers,monitored by,91
Researchers,Carcass density,detected,91
Researchers,Risk of mortality,detected,91
Researchers,Survival rates,detected,91
Clostridium botulinum,Nerve toxin,produces,92
Clostridium botulinum,Bovine,infects,92
Botulism,Clostridium botulinum,caused by,92
Polymerase chain reaction,Clostridium botulinum,detects,92
Mouse bioassay,Clostridium botulinum,detects,92
Primer pair Y,Clostridium botulinum,detects,92
Primer pair VC,Clostridium botulinum,detects,92
Primer pair VD,Clostridium botulinum,detects,92
TYG broth,Clostridium botulinum,contains,92
CMM broth,Clostridium botulinum,contains,92
DNA,Bovine,extracted from,92
Enrichment,Detection of Clostridium botulinum,enhances,92
Epizooty,Bovine,affects,92
Polymerase chain reaction,Mouse bioassay,is less expensive than,92
Polymerase chain reaction,Mouse bioassay,is faster than,92
Polymerase chain reaction,Mouse bioassay,is simpler to use than,92
Clostridium botulinum,type C,produces,93
Clostridium botulinum,type D,produces,93
type C,avian botulism,causes,93
type D,avian botulism,causes,93
botulism-affected birds,Clostridium botulinum,hosts,93
botulism-affected birds,antibody,produces,93
antibody,ELISA,detected by,93
IgG,chicken,produced by,93
IgG,duck,produced by,93
botulinum C/D mosaic toxoid,duck,used to immunize,93
duck,botulinum C/D mosaic toxoid,immunized with,93
duck,antibody,develops,93
antibody,toxin,neutralizes,93
ELISA,antibody,detects,93
