entity_id,entity,doc_id,label
915,HPLC-MS-MS,63,Method
916,Liver,63,Organ
917,Wildlife species,63,Category
918,Parasite control,63,Process
919,Self-medication,63,Process
920,red grouse,64,species
921,Lagopus lagopus scoticus,64,scientific name
922,Trichostrongylus tenuis,64,species
923,parasitic nematode,64,pathogen
924,male aggressiveness,64,property
925,territoriality,64,property
926,Bayesian state-space modeling,64,method
927,population data,64,measurement
928,field data,64,measurement
929,mechanistic models,64,process
930,statistical inference,64,process
931,parameter values,64,property
932,cyclic dynamics,64,phenomenon
933,Usutu virus,65,Pathogen
934,Gallus domesticus,65,Host
935,Turdus merula,65,Host
936,Austria,65,Location
937,Europe,65,Location
938,Mosquito,65,Vector
939,Flavivirus,65,Type
940,Arbovirus,65,Type
941,Sentinel animals,65,Concept
942,Pathogen-free chickens,65,Concept
943,Clinical signs,65,Property
944,Viraemia,65,Property
945,Gross lesions,65,Property
946,Microscopic lesions,65,Property
947,Contact transmission,65,Process
948,Immunological response,65,Property
949,Splenomegaly,65,Property
950,Follicular infiltrates,65,Property
951,Encephalitis,65,Property
952,Reverse-transcriptase polymerase chain reaction,65,Detection method
953,Immunohistochemistry,65,Detection method
954,Viral RNA,65,Property
955,Cloacal swabs,65,Sample
956,Pharyngeal swabs,65,Sample
957,Peripheral blood mononuclear cells,65,Sample
958,Antibody response,65,Property
959,USUV-specific antibodies,65,Property
960,Usutu virus,67,Pathogen
961,Japanese encephalitis virus complex,67,Group
962,Vienna,67,Location
963,Austria,67,Location
964,Weissenböck et al.,67,Author
965,Culex pipiens complex,67,Mosquito species
966,Turdus merula,67,Bird species
967,West Nile virus,67,Pathogen
968,American robins,67,Bird species
969,North America,67,Location
970,Mosquito,67,Arthropod
971,Bird,67,Host
972,Human,67,Host
973,Arbovirus,67,Virus type
974,Flavivirus,67,Virus type
975,Emerg. Infect. Dis.,67,Journal
976,Vet. Microbiol.,67,Journal
977,Chvala et al.,67,Author
978,Bakonyi et al.,67,Author
979,Bukovsky et al.,67,Author
980,Meister et al.,67,Author
981,Brugger et al.,67,Author
982,Rubel et al.,67,Author
983,Nowotny et al.,67,Author
984,Weissenböck et al.,67,Author
985,Usutu virus,68,Pathogen
986,West Nile virus,68,Pathogen
987,Blackbirds,68,Host
988,Turdus merula,68,Species
989,Mosquitoes,68,Vector
990,Birds,68,Host
991,Austria,68,Location
992,Vienna,68,Location
993,IPCC,68,Organization
994,Climate change,68,Event
995,Epidemic,68,Event
996,Outbreak,68,Event
997,Temperature,68,Property
998,Immunity,68,Property
999,Reproduction number,68,Measurement
1000,Year 2100,68,Time
1001,Century,68,Time
1002,1901-2100,68,Time
1003,2001-2005,68,Time
1004,2003,68,Time
1005,2040,68,Time
1006,Usutu virus,69,Pathogen
1007,Austria,69,Location
1008,2001,69,Year
1009,2003,69,Year
1010,2004,69,Year
1011,2005,69,Year
1012,Dead birds,69,Host
1013,Reverse-transcriptase polymerase chain reaction,69,Detection method
1014,Immunohistochemistry,69,Detection method
1015,Nucleic acid,69,Property
1016,Antigen,69,Property
1017,Blackbirds,69,Host
1018,Turdus merula,69,Scientific name
1019,Lower Austria,69,Location
1020,Burgenland,69,Location
1021,Styria,69,Location
1022,Vienna,69,Location
1023,Herd immunity,69,Epidemiological concept
1024,Usutu virus,70,Pathogen
1025,Japanese encephalitis virus group,70,Group
1026,Austria,70,Location
1027,Eurasian blackbirds,70,Host
1028,Turdus merula,70,Species
1029,Domestic geese,70,Host
1030,Anser anser f. domestica,70,Species
1031,USUV strain Vienna-2001 blackbird,70,Strain
1032,Bacterial septicaemia,70,Disease
1033,Strangulation,70,Event
1034,Reverse transcriptase-polymerase chain reaction,70,Process
1035,Immunohistochemistry,70,Process
1036,Plasma viraemia,70,Measurement
1037,Viral excretion,70,Measurement
1038,Seroconversion,70,Measurement
1039,USUV antigen,70,Property
1040,Viral lesions,70,Property
1041,Usutu virus,71,Pathogen
1042,Usutu virus,71,Disease
1043,Eurasian blackbirds,71,Host
1044,Turdus merula,71,Species
1045,Austria,71,Location
1046,2001,71,Year
1047,2002,71,Year
1048,Histopathology,71,Method
1049,Immunohistochemistry,71,Method
1050,In-situ hybridization,71,Method
1051,Reverse-transcriptase polymerase chain reaction,71,Method
1052,Brain neurons,71,Cell type
1053,Myocardial fibres,71,Cell type
1054,Splenic capsule,71,Cell type
1055,Renal glomeruli,71,Cell type
1056,Tunica muscularis of intestines,71,Cell type
1057,Proventricular glands,71,Cell type
1058,Lungs,71,Cell type
1059,Hepatic Kupffer cells,71,Cell type
1060,Neuronal necrosis,71,Pathological finding
1061,Myocardial lesions,71,Pathological finding
1062,Coagulative necrosis of the liver and spleen,71,Pathological finding
1063,Hepatosplenomegaly,71,Pathological finding
1064,Culex pipiens,72,Species
1065,West Nile virus,72,Disease
1066,Humans,72,Host
1067,American robin,72,Species
1068,House sparrow,72,Species
1069,Mourning dove,72,Species
1070,Raccoons,72,Host
1071,Procyon lotor,72,Species
1072,Polymerase chain reaction,72,Technique
1073,DNA sequencing,72,Technique
1074,PCR,72,Technique
1075,Chicago,72,Location
1076,Southwest suburban,72,Location
1077,2005,72,Year
1078,Cx. pipiens,72,Species
1079,Cx. restuans,72,Species
1080,Turdus migratorius,72,Species
1081,Passer domesticus,72,Species
1082,Zenaida macroura,72,Species
1083,Procyon lotor,72,Species
1084,West Nile virus RNA,72,Pathogen
1085,Heads and thoraces,72,Location
1086,Quantitative PCR,72,Technique
1087,Epidemic,72,Event
1088,Bridge vector,72,Concept
1089,Culex tarsalis,73,Species
1090,Weld County,73,Location
1091,Colorado,73,Location
1092,West Nile virus,73,Disease
1093,WNV,73,Disease
1094,Birds,73,Host
1095,Mammals,73,Host
1096,American robins,73,Host
1097,Doves,73,Host
1098,House sparrows,73,Host
1099,Mosquitoes,73,Vector
1100,Precipitin test,73,Method
1101,Antibodies,73,Method
1102,Culex pipiens,74,organism
1103,West Nile virus,74,disease
1104,American robin,74,organism
1105,Turdus migratorius,74,scientific name
1106,European starling,74,organism
1107,Sternus vulgaris,74,scientific name
1108,House sparrow,74,organism
1109,Passer domesticus,74,scientific name
1110,United States,74,location
1111,Northeastern United States,74,location
1112,North central United States,74,location
1113,Outdoor cages,74,location
1114,Experimental trials,74,event
1115,Field studies,74,event
1116,Host preference trials,74,event
1117,Logistic regression analysis,74,process
1118,Enzootic WNV transmission,74,process
1119,passerine,75,species
1120,filariasis,75,disease
1121,West Nile virus,75,pathogen
1122,arboviruses,75,pathogen
1123,microfilariae,75,pathogen
1124,mosquitoes,75,organism
1125,vertebrates,75,organism
1126,Quiscalus quiscula,75,species
1127,Turdus migratorius,75,species
1128,Tyrannus tyrannus,75,species
1129,Chandlerella quiscali,75,species
1130,Eufilaria,75,species
1131,Culex pipiens,75,species
1132,Culex tarsalis,75,species
1133,North America,75,location
1134,mid-western United States,75,location
1135,midgut,75,anatomy
1136,hemocoel,75,anatomy
1137,vectorial capacity,75,measurement
1138,vectorial capacity values,75,measurement
1139,American robin,76,Species
1140,Turdus migratorius,76,Species
1141,West Nile virus,76,Pathogen
1142,WNV,76,Pathogen
1143,Culex mosquitoes,76,Species
1144,DNA plasmid vaccine,76,Vaccine
1145,Hatch-year American robins,76,Host
1146,Encephalitis,76,Disease
1147,Mosquitoes,76,Organism
1148,Viremia,76,Measurement
1149,Infectiousness,76,Property
1150,Intramuscularly,76,Process
1151,Biting,76,Process
1152,Culex mosquitoes,76,Vector
1153,Wildlife,76,Environment
1154,Control strategies,76,Process
1155,West Nile virus,77,Disease
1156,West Nile virus,77,Pathogen
1157,American robin,77,Host
1158,Turdus migratorius,77,Scientific Latin binomial name
1159,Mosquitoes,77,Vector
1160,Crows,77,Host
1161,Jays,77,Host
1162,House sparrows,77,Host
1163,Corvids,77,Host group
1164,Avian species,77,Host group
1165,Communities,77,Location
1166,Populations,77,Location
1167,Pathogen transmission dynamics,77,Epidemiological concept
1168,Canada geese,78,Species
1169,Branta canadensis,78,Species
1170,Avian bornaviruses,78,Pathogen
1171,Borna disease virus,78,Pathogen
1172,Psittacine ABVs,78,Pathogen
1173,Duck embryo fibroblasts,78,Host
1174,Bornavirus,78,Pathogen
1175,Reverse transcription-PCR (RT-PCR),78,Process
1176,Oropharyngeal/cloacal swab,78,Measurement
1177,Brain samples,78,Measurement
1178,Urban flocks,78,Location
1179,Goose isolates,78,Entity
1180,Phylogenetic analyses,78,Process
1181,Regulatory sequences,78,Property
1182,Brachyspira,79,Pathogen
1183,Brachyspira spp.,79,Pathogen
1184,Anas platyrhynchos,79,Host
1185,mallards,79,Host
1186,pigs,79,Host
1187,chickens,79,Host
1188,humans,79,Host
1189,southern Sweden,79,Location
1190,16S rRNA,79,Gene
1191,NADH oxidase (nox),79,Gene
1192,PCR,79,Process
1193,phenotypic tests,79,Process
1194,sequencing,79,Process
1195,phylogenetic analysis,79,Process
1196,nox gene restriction enzyme analysis,79,Process
1197,culture technique,79,Process
1198,amplicons,79,Measurement
1199,genotypes,79,Measurement
1200,biodiversity,79,Property
1201,enteropathogenic,79,Property
1202,commensual,79,Property
1203,anaerobic,79,Property
1204,intestinal,79,Property
1205,spirochaetes,79,Property
1206,vertebrates,79,Property
1207,enteric diseases,79,Disease
1208,Brachyspira pilosicoli,79,Pathogen
1209,Brachyspira intermedia,79,Pathogen
1210,Brachyspira hyodysenteriae,79,Pathogen
1211,Brachyspira alvinipulli,79,Pathogen
1212,Brachyspira pulli,79,Pathogen
1213,Brachyspira suanatina,81,Species
1214,Brachyspira hyodysenteriae,81,Species
1215,Pig,81,Host
1216,Mallard,81,Host
1217,Anas platyrhynchos,81,Species
1218,Swine dysentery,81,Disease
1219,16S rRNA,81,Gene
1220,nox gene,81,Gene
1221,Polymerase chain reaction,81,Process
1222,Antimicrobial susceptibility testing,81,Process
1223,Molecular analyses,81,Process
1224,Culture and biochemical tests,81,Process
1225,Challenge study,81,Event
1226,Pigs,81,Host
1227,B204(R),81,Strain
1228,Diarrhoea,81,Symptom
1229,Colonization,81,Process
1230,Brachyspira pilosicoli,82,Pathogen
1231,Pig,82,Host
1232,Australian piggeries,82,Location
1233,Faeces,82,Sample
1234,DNA,82,Sample
1235,Polymerase chain reaction (PCR),82,Technique
1236,Multilocus enzyme electrophoresis (MLEE),82,Technique
1237,Pulsed field gel electrophoresis (PFGE),82,Technique
1238,Farm A,82,Location
1239,Farm B,82,Location
1240,Grower/finisher pigs,82,Host
1241,Weaners,82,Host
1242,Chickens,82,Host
1243,Effluent pond water,82,Sample
1244,Wild ducks,82,Host
1245,Pond,82,Location
1246,Stock,82,Material
1247,Infection,82,Process
1248,Prevalence,82,Measurement
1249,Confidence interval (CI),82,Measurement
1250,Epidemiology,82,Concept
1251,Chlamydia psittaci,84,Species
1252,Ducks,84,Host
1253,Phage,84,Pathogen
1254,Antiserum,84,Antibody
1255,Indirect immunofluorescence,84,Detection method
1256,McCoy cell monolayers,84,Cell culture
1257,United Kingdom,84,Location
1258,Chlamydiosis,84,Disease
1259,Isolate,84,Sample
1260,Strain,84,Genetic variation
1261,Chlamydophila psittaci,85,Pathogen
1262,Chlortetracycline,85,Drug
1263,Doxycycline,85,Drug
1264,Enrofloxacin,85,Drug
1265,Difloxacin,85,Drug
1266,Pekin duck,85,Host
1267,Domestic pigeon,85,Host
1268,Psittacine birds,85,Host
1269,Buffalo Green Monkey (BGM) kidney cell cultures,85,Environment
1270,Intracytoplasmic inclusions,85,Property
1271,Giménez staining,85,Process
1272,Logistic regression model,85,Process
1273,IC50,85,Measurement
1274,MIC,85,Measurement
1275,Chlamydophila psittaci,86,Pathogen
1276,ornithosis,86,Disease
1277,poultry abattoir,86,Location
1278,farm,86,Location
1279,workers,86,Host
1280,Victoria,86,Location
1281,Australia,86,Location
1282,slaughtering area,86,Location
1283,blood,86,Property
1284,feathers,86,Property
1285,birds,86,Organism
1286,respiratory protection,86,Process
1287,airflow,86,Property
1288,Chlamydophila psittaci,87,Pathogen
1289,Avian species,87,Host
1290,Mammalian species,87,Host
1291,Dairy cows,87,Host
1292,Duck,87,Host
1293,Sheep,87,Host
1294,Wild birds,87,Host
1295,Pigs,87,Host
1296,Human,87,Host
1297,Psittacosis,87,Disease
1298,Botulism,88,Disease
1299,aquatic birds,88,Host
1300,Starý u Pohorelic pond,88,Location
1301,Breclav District,88,Location
1302,Clostridium botulinum,88,Pathogen
1303,C. botulinum toxin,88,Toxin
1304,C type,88,Toxin type
1305,Anas platyrhynchos,88,Host
1306,Larus ridibundus,88,Host
1307,Mice,88,Host
1308,Intestinal contents,88,Location
1309,Liver tissue,88,Location
1310,Stomach contents,88,Location
1311,Sludge samples,88,Sample
1312,September 1981,88,Time
1313,July 1982,88,Time
1314,Neutralization test,88,Test
1315,Botulotoxin,88,Toxin
1316,duck,89,species
1317,mallard,89,species
1318,northern pintail,89,species
1319,ranch mink,89,species
1320,botulinum toxin,89,pathogen
1321,botulinum antitoxin,89,antidote
1322,type C botulism,89,disease
1323,mouse lethal doses,89,measurement
1324,Mustela vison,89,species
1325,Anas platyrhynchos,89,species
1326,Anas acuta,89,species
1327,Enterococcus hirae DCH5,90,organism
1328,Mallard ducks,90,organism
1329,Anas platyrhynchos,90,species
1330,hiracin JM79,90,pathogen
1331,HirJM79,90,protein
1332,HiriJM79,90,protein
1333,orfC,90,protein
1334,orfD,90,protein
1335,orfE,90,protein
1336,sec-dependent pathway,90,process
1337,general secretory pathway,90,process
1338,Mallards,91,Species
1339,Anas platyrhynchos,91,Species
1340,Clostridium botulinum,91,Pathogen
1341,North America,91,Location
1342,Western Canada,91,Location
1343,Lakes,91,Location
1344,Maggots,91,Organism
1345,Toxin,91,Property
1346,Botulism,91,Disease
1347,Radio-marked Mallards,91,Host
1348,July-August 1999-2000,91,Time
1349,30 days,91,Time
1350,Carcass density,91,Measurement
1351,Carcass-free areas,91,Location
1352,Maggot-laden carcasses,91,Location
1353,Maggot-free carcass densities,91,Measurement
1354,Survival rates,91,Measurement
1355,Risk of mortality,91,Measurement
1356,Clostridium botulinum,92,Pathogen
1357,Botulism,92,Disease
1358,Bovine,92,Host
1359,Polymerase chain reaction,92,Process
1360,Mouse bioassay,92,Process
1361,Primer pair Y,92,Entity
1362,Primer pair VC,92,Entity
1363,Primer pair VD,92,Entity
1364,TYG broth,92,Environment
1365,CMM broth,92,Environment
1366,DNA,92,Property
1367,Enrichment,92,Process
1368,Epizooty,92,Event
1369,Nerve toxin,92,Property
1370,Clostridium botulinum,93,organism
1371,type C,93,pathogen
1372,type D,93,pathogen
1373,botulinum C/D mosaic toxoid,93,vaccine
1374,avian botulism,93,disease
1375,Anatidae,93,family
1376,botulism-affected birds,93,host
1377,ELISA,93,technique
1378,antibody,93,antibody
1379,IgG,93,antibody
1380,chicken,93,host
1381,duck,93,host
1382,commercial oil-adjuvanted vaccine,93,vaccine
1383,Clostridium botulinum,94,Pathogen
1384,Clostridium botulinum type C,94,Pathogen
1385,Avian,94,Host
1386,Mallards,94,Host
1387,Grey herons,94,Host
1388,Mud,94,Environment
1389,Anas platyrhynchos,94,Species
1390,Ardea cinerea,94,Species
1391,PCR,94,Detection method
1392,Mouse bioassay,94,Detection method
1393,Botulism,94,Disease
1394,Botulinal neurotoxin,94,Toxin
1395,DNA,94,Molecule
1396,Spores,94,Particle
1397,Samples,94,Sample
1398,Outbreak,94,Event
1399,Investigation,94,Process
1400,mallard duck,95,Species
1401,Anas platyrhynchos,95,Species
1402,Clostridium botulinum,95,Pathogen
1403,Clostridium botulinum C2 toxin,95,Toxin
1404,C1 toxin,95,Toxin
1405,Prophages,95,Entity
1406,Mouse,95,Species
1407,Pulmonary edema,95,Disease
1408,Hemorrhage,95,Disease
1409,Respiratory paralysis,95,Disease
1410,Ricinus communis,96,Species
1411,Ducks,96,Host
1412,Texas panhandle,96,Location
1413,Botulism,96,Disease
1414,Castor bean,96,Pathogen
1415,Liver,96,Organ
1416,Petechial hemorrhages,96,Lesion
1417,Catarrhal enteritis,96,Lesion
1418,Mallards,96,Host
1419,Anas platyrhynchos,96,Species
1420,Clostridium botulinum,96,Pathogen
1421,Mouse,96,Host
1422,Blood serum,96,Measurement
1423,Excreta,96,Measurement
1424,Intestinal contents,96,Measurement
1425,Hemagglutination test,96,Process
1426,Precipitin test,96,Process
1427,Clostridium botulinum,97,pathogen
1428,type C toxin,97,toxin
1429,botulism,97,disease
1430,ducks,97,host
1431,Anas platyrhynchos,97,species
1432,mallards,97,species
1433,mouse,97,organism
1434,antitoxin,97,antibody
1435,serum,97,biological sample
1436,fecal extracts,97,biological sample
1437,mouse toxicity test,97,diagnostic test
1438,peroral dosing,97,process
1439,LD50,97,measurement
1440,hour,97,time unit
1441,h,97,time unit
1442,wild ducks,97,host
1443,course of the disease,97,event
1444,disease,97,disease
1445,mallards,98,species
1446,Anas platyrhynchos,98,scientific name
1447,greater yellowlegs,98,species
1448,Tringa melanoleuca,98,scientific name
1449,New York State,98,location
1450,Oak Orchard Wildlife Management Area,98,location
1451,Clostridium botulinum,98,pathogen
1452,botulism,98,disease
1453,waterfowl,98,host
1454,fly larvae,98,host
1455,Lucilia spp.,98,species
1456,mouse,98,organism
1457,New York State,98,location
1458,Mallard,99,Species
1459,Anas platyrhynchos,99,Species
1460,Clostridium botulinum,99,Pathogen
1461,Clostridium botulinum type C toxin,99,Toxin
1462,Ducks,99,Host
1463,Saline water,99,Environment
1464,Fresh water,99,Environment
1465,Natural saline wetlands,99,Location
1466,Water,99,Environment
1467,Conductivity,99,Property
1468,mu mhos/cm,99,Unit
1469,Clinical signs of botulism,99,Disease
1470,Botulism,99,Disease
1471,Mortality,99,Measurement
1472,Toxin,99,Pathogen
1473,Cryptosporidium baileyi,100,Pathogen
1474,Chickens,100,Host
1475,Mallards,100,Host
1476,Oocysts,100,Organism
1477,Peritoneal macrophages,100,Cell
1478,Peripheral macrophages,100,Cell
1479,Carrageenan,100,Substance
1480,Phagocytic activity,100,Property
1481,Peritoneal cavity,100,Location
1482,Peripheral blood,100,Location
1483,Feces,100,Sample
1484,Days 4-14,100,Time
1485,Days 5-15,100,Time
1486,Challenge infection,100,Event
1487,Immunogenicity,100,Property
1488,Patent periods,100,Property
1489,Prepatent periods,100,Property
1490,Oocysts shedding,100,Property
