source,target,relation_type,doc_id
Culex quinquefasciatus,mammals,feeds_on,53
Culex quinquefasciatus,West Nile virus,transmits,53
Culex quinquefasciatus,Harris County,found_in,53
Culex quinquefasciatus,Texas,found_in,53
Say,Culex quinquefasciatus,described,53
Culex quinquefasciatus,dog,feeds_on,53
Culex quinquefasciatus,mourning dove,feeds_on,53
Culex quinquefasciatus,domestic cat,feeds_on,53
Culex quinquefasciatus,white-winged dove,feeds_on,53
Culex quinquefasciatus,house sparrow,feeds_on,53
Culex quinquefasciatus,house finch,feeds_on,53
Culex quinquefasciatus,gray catbird,feeds_on,53
Culex quinquefasciatus,American robin,feeds_on,53
blue jays,West Nile virus,infected_with,53
American crows,West Nile virus,infected_with,53
mosquito,West Nile virus,transmits,53
Trichostrongylus tenuis,red grouse,parasitizes,60
Trichostrongylus tenuis,caecal faeces,develops_in,60
Trichostrongylus tenuis,moisture,requires,60
Trichostrongylus tenuis,temperature,requires,60
Trichostrongylus tenuis,soil surface,survives_in,60
Trichostrongylus tenuis,winter,survives_in,60
Trichostrongylus tenuis,summer,survives_in,60
Trichostrongylus tenuis,rainfall,is_affected_by,60
Trichostrongylus tenuis,desiccation,is_affected_by,60
infective larvae,44%,mortality,60
Trichostrongylus tenuis,red grouse,associated with,61
Trichostrongylus tenuis,population crashes,causes,61
Peter Hudson and Andrew Dobson,dynamics of the grouse-T. tenuis system,describe,61
Peter Hudson and Andrew Dobson,parasites can cause population crashes,show,61
Peter Hudson and Andrew Dobson,preliminary findings from the development of new control methods,present,61
testosterone,parasite infection,increases,62
testosterone,aggressive behaviour,influences,62
testosterone,recruitment,influences,62
Trichostrongylus tenuis,host production,affects,62
Trichostrongylus tenuis,parasite infection,affects,62
testosterone,Trichostrongylus tenuis,interacts with,62
anthelmintic,parasites,removes,62
testosterone,greater parasite intensities,causes,62
one year,one month,after,62
Trichostrongylus tenuis,red grouse,infected by,63
red grouse,fenbendazole,treated with,63
fenbendazole,parasite control,used for,63
UK,red grouse estates,location of,63
Lagopus lagopus scoticus,HPLC-MS-MS,studied using,63
fenbendazole,metabolites,metabolized into,63
metabolites,HPLC-MS-MS,detected using,63
red grouse,liver,has,63
liver,fenbendazole and metabolites,sampled for,63
wildlife,self-medication,uses,63
parasite,fenbendazole,controlled by,63
Trichostrongylus tenuis,red grouse,affects,64
male aggressiveness,territoriality,effects,64
red grouse,modeled,has dynamics,64
models,data,use,64
Bayesian state-space modeling,models,employs,64
parameter values,from data,are inferred,64
both mechanisms,red grouse cycles,shape,64
Usutu virus,Eurasian blackbirds,is isolated from,65
Usutu virus,domestic chicken,causes viraemia in,65
Usutu virus,mosquito,transmitted through,65
Usutu virus,specific pathogen free chickens,inoculated to,65
Usutu virus,organs,detected in,65
Usutu virus,cloacal swabs,detected in,65
Usutu virus,peripheral blood mononuclear cells,detected in,65
Usutu virus,one inoculated chicken,developed antibody response in,65
Usutu virus,in-contact birds,did not transmit to,65
text,Hungary,located in,66
Usutu virus,Hungary,emerged in,66
Usutu virus,West Nile virus,related to,66
Usutu virus,Japanese encephalitis virus,related to,66
Usutu virus,sub-Saharan Africa,previously restricted to,66
Usutu virus,organ samples,detected in,66
blackbird,USUV,tested positive for,66
blackbird,Budapest,found dead in,66
USUV,organ samples,isolated from,66
USUV,Austria,spread from,66
USUV,Austria to Hungary,most likely spread from,66
Usutu virus,Austria,detected in,67
Usutu virus,flavivirus,is a,67
Usutu virus,Japanese encephalitis virus complex,is part of,67
Usutu virus,arthropod vectors,circulates between,67
Usutu virus,avian amplification hosts,circulates between,67
Usutu virus,mammalian hosts,infects,67
Usutu virus,humans,infects,67
Usutu virus,high mortality in birds,leads to,67
Usutu virus,West Nile virus,has similar dynamics with,67
Usutu virus,mosquito population,transmitted by,67
mosquito population,climatic factors,affected by,67
avian hosts,Usutu virus,immune to,67
model,seasonal cycles of mosquito and bird populations,simulates,67
model,Usutu virus cross-infections,simulates,67
model,observed number of dead birds in Austria,reproduced,67
model,percentage of bird population acquired immunity,predicted,67
model,basic reproduction numbers,estimated,67
model,percentage of blackbirds killed by USUV detected by Austrian USUV monitoring program,extrapolated,67
Usutu-virus,climate change,is_caused_by,68
Usutu-virus,West Nile virus,is_similar_to,68
Usutu-virus,blackbirds,affects,68
Usutu-virus,mosquitoes,is_transmitted_by,68
Usutu-virus,birds,is_hosted_by,68
I ntergovernmental Panel on Climate Change,climate-warming scenarios,defines,68
USUV,Austria,is_studied_in,68
USUV,epidemic model,is_simulated_in,68
USUV,host population,is_predicted_to_persist_in,68
USUV,outbreak frequency,is_expected_to_increase_in,68
USUV,endemic equilibrium,is_expected_to_lead_to,68
USUV,decline of blackbird population,is_expected_to_cause,68
USUV,2040,is_expected_to_be_endemic_after,68
Usutu virus,Austria,emerges,69
Usutu virus,Austria,spreads,69
Usutu virus,avian mortality,causes,69
dead birds,Usutu virus,examined,69
Usutu virus,dead birds,found,69
Usutu virus,blackbirds,found,69
Usutu virus,Lower Austria,spreads,69
Usutu virus,Burgenland,spreads,69
Usutu virus,Styria,spreads,69
usutu virus,avian mortality,is_associated_with,70
usutu virus,mosquito-borne flavivirus,is_a,70
usutu virus,Japanese encephalitis virus group,is_part_of,70
usutu virus,Austria,was_associated_with,70
domestic goose,usutu virus,was_inoculated_with,70
domestic goose,bacterial septicaemia,died_of,70
domestic goose,strangulation,died_of,70
domestic goose,usutu virus,was_infected_with,70
domestic goose,reverse transcriptase-polymerase chain reaction,was_tested_with,70
domestic goose,immunohistochemistry,was_tested_with,70
domestic goose,plasma viraemia,was_found_to_have,70
domestic goose,viral excretion,was_found_to_have,70
domestic goose,seroconversion,was_found_to_have,70
domestic goose,USUV-specific antibodies,was_found_to_have,70
geese,inoculated geese,were_placed_in_contact_with,70
control animals,inoculated geese,were_placed_in_contact_with,70
Usutu virus,Eurasian blackbirds,isolated from,71
Usutu virus,birds,infected,71
Histopathology,birds,used to examine,71
Immunohistochemistry,birds,used to examine,71
In-situ hybridization,birds,used to examine,71
Reverse-transcriptase polymerase chain reaction,birds,used to examine,71
Hepatosplenomegaly,birds,observed in,71
Neuronal necrosis,birds,observed in,71
Myocardial lesions,birds,observed in,71
Coagulative necrosis,birds,observed in,71
West Nile virus,Immunohistochemistry,detected by,71
Brain neurons,Usutu virus,contain,71
Myocardial fibres,Usutu virus,contain,71
Splenic capsule,Usutu virus,contain,71
Renal glomeruli,Usutu virus,contain,71
Tunica muscularis of intestines,Usutu virus,contain,71
Proventricular glands,Usutu virus,contain,71
Lungs,Usutu virus,contain,71
Hepatic Kupffer cells,Usutu virus,contain,71
USUV-specific oligonucleotide probe,Usutu virus,used to detect,71
USUV-specific RT-PCR,Usutu virus,used to detect,71
Culex pipiens,American robin,host,72
Culex pipiens,House sparrow,host,72
Culex pipiens,Mourning dove,host,72
Culex pipiens,Raccoons,host,72
Culex pipiens,Humans,host,72
Culex pipiens,West Nile virus,infected,72
Culex pipiens,Human,bitten,72
Cx. pipiens,Cx. restuans,related,72
Culex tarsalis,Birds,feeds_on,73
Culex tarsalis,Mammals,feeds_on,73
Culex tarsalis,American robins,prefers,73
Culex tarsalis,Doves,prefers,73
Culex tarsalis,West Nile virus,transmits,73
American robins,West Nile virus transmission,contributes_to,73
Doves,West Nile virus transmission,contributes_to,73
House sparrows,West Nile virus transmission,amplifies,73
Culex pipiens,American robins,feeds_on,74
Culex pipiens,European starling,feeds_on,74
Culex pipiens,House sparrow,feeds_on,74
Culex pipiens,American robins,prefers,74
Culex pipiens,European starling,prefers,74
Culex pipiens,House sparrow,prefers,74
Culex pipiens,West Nile virus,is_hosted_by,74
West Nile virus,Culex pipiens,is_transmitted_by,74
Culex pipiens,United States,is_found_in,74
Culex pipiens,Northeastern United States,is_found_in,74
Culex pipiens,North central United States,is_found_in,74
passerine filariasis,West Nile virus,enhances,75
microfilariae,arboviruses,enhances,75
mosquitoes,microfilariae,ingest,75
microfilariae,mosquito midgut,penetrate,75
mosquitoes,common grackles,feed,75
mosquitoes,American robins,feed,75
mosquitoes,Chandlerella quiscali,ingest,75
mosquitoes,Eufilaria spp.,ingest,75
Cx. pipiens,common grackles,feed,75
Cx. tarsalis,common grackles,feed,75
American robins,Culex mosquitoes,host_of,76
American robins,West Nile virus,amplification_host_of,76
DNA plasmid vaccine,viremia,reduces,76
DNA plasmid vaccine,infectiousness,reduces,76
vaccinated robins,noninfectious viremias,exhibit,76
,West Nile virus transmission,dominates,77
host heterogeneity,West Nile virus transmission,has_effect,77
host populations,pathogen,contain,77
communities,pathogen,contain,77
a few individuals,super spreading events,give_rise_to,77
American robin,super spreader,acts_as,77
mosquitoes,crows,prefer,77
mosquitoes,house sparrows,avoid,77
corvids,WNV amplification,are_relatively_unimportant,77
Canada geese,Avian bornaviruses,infected by,78
Avian bornaviruses,parrots and macaws,infect,78
wild Canada geese,bornavirus sequences,screened for,78
swab samples,bornavirus sequences,tested positive for,78
brain samples,bornavirus sequences,tested positive for,78
brain isolates,duck embryo fibroblasts,cultured in,78
goose isolates,independent cluster,placed in,78
goose isolates,important regulatory sequences,contain,78
Brachyspira spp.,vertebrates,colonize,79
Brachyspira spp.,enteric diseases,causes,79
Some species,commensual relationship,display,79
Brachyspira spp.,among colonized free-living wild mallards,prevalent,79
Brachyspira spp.,by PCR,screened,79
isolates,to phenotypic tests,subjected,79
isolates,to diagnostic PCRs,subjected,79
isolates,the 16S rRNA and NADH oxidase (nox) genes,sequenced,79
isolates,by phylogenetic analysis,analyzed,79
isolates,by nox gene restriction enzyme analysis in silico,analyzed,79
isolates,using a culture technique,cultured,79
Brachyspira pilosicoli,particularly high biodiversity,display,79
isolates,to be phylogenetically related to isolates from livestock,found,79
nox gene restriction enzyme analysis in silico,2 of 34 characterized isolates,correctly identified,79
Anas platyrhynchos,Brachyspira hyodysenteriae,host,80
Anas platyrhynchos,Brachyspira suanatina,host,80
Pigs,Brachyspira suanatina,source,80
Mallards,Brachyspira suanatina,source,80
Mallards,Brachyspira hyodysenteriae,source,80
Ducklings,Brachyspira hyodysenteriae,target,80
Ducklings,Brachyspira suanatina,target,80
B204,Brachyspira hyodysenteriae,reference,80
Brachyspira suanatina,Pigs,isolated from,80
Brachyspira suanatina,Mallards,isolated from,80
Brachyspira hyodysenteriae,Swine dysentery,aetiological agent,80
Brachyspira suanatina,Brachyspira hyodysenteriae,related to,80
Unchallenged contact birds,Brachyspira suanatina,exposed to,80
Challenge groups,Proportion of colonized birds,compared,80
Brachyspira suanatina,pig,is isolated from,81
Brachyspira suanatina,mallard,is isolated from,81
Brachyspira suanatina,Brachyspira hyodysenteriae,is genetically different from,81
Brachyspira suanatina,mallard isolate,has identical partial 16s rrna and nox gene sequences with,81
Brachyspira suanatina,all currently recognized Brachyspira species,is distinctly different from,81
Brachyspira suanatina,pigs,can infect,81
Brachyspira suanatina,diarrhoea,can induce,81
Brachyspira suanatina,genus Brachyspira,is a new species within,81
Brachyspira hyodysenteriae,B204(R),is a reference strain,81
mallard isolate,Brachyspira suanatina,has identical partial 16s rrna and nox gene sequences with,81
pigs given atypical porcine isolate,mallard isolate,become colonized and diarrhoea is observed,81
Brachyspira pilosicoli,pig herds,infection,82
Brachyspira pilosicoli,grower/finisher pigs,infection,82
Brachyspira pilosicoli,weaners,infection,82
Brachyspira pilosicoli,chickens,infection,82
Brachyspira pilosicoli,wild ducks,infection,82
Brachyspira pilosicoli,effluent pond water,infection,82
Brachyspira pilosicoli,pond,infection,82
farm A,piggery A,location,82
farm B,piggery B,location,82
piggery A,piggery B,shares stock,82
Brachyspira pilosicoli,farm A,found in,82
Brachyspira pilosicoli,farm B,found in,82
Brachyspira pilosicoli,research farm,found in,82
phage,Chlamydia psittaci,infects,84
antiserum,phage,prepared against,84
antiserum,other recent avian C psittaci isolates,used to screen,84
phage,two more phage infected strains from ducks,infects,84
phage,every isolate examined from common source ducks,not detected in,84
phage,indirect immunofluorescence in McCoy cell monolayers,not always demonstrated by,84
phage infection,duck chlamydiosis in the United Kingdom,part of,84
infection,in duck chlamydiosis in the United Kingdom,often cryptic,84
Chlamydophila psittaci,Psittacine birds,is isolated from,85
Chlamydophila psittaci,Pekin duck,is isolated from,85
Chlamydophila psittaci,Domestic pigeon,is isolated from,85
Chlamydophila psittaci,Nested multiplex polymerase chain reaction,is identified by,85
Chlamydophila psittaci,Chlamydophila psittaci,is identified as,85
Chlortetracycline,Chlamydophila psittaci,is tested against,85
Doxycycline,Chlamydophila psittaci,is tested against,85
Enrofloxacin,Chlamydophila psittaci,is tested against,85
Difloxacin,Chlamydophila psittaci,is tested against,85
Quinolones,Chlamydophila psittaci,are tested against,85
Intracytoplasmic inclusions,Giménez staining,are visualized by,85
Chlortetracycline,Chlamydophila psittaci,is sensitive to,85
Doxycycline,Chlamydophila psittaci,is sensitive to,85
Enrofloxacin,Chlamydophila psittaci,is sensitive to,85
Difloxacin,Chlamydophila psittaci,is sensitive to,85
IC50,Logistic regression model,is calculated using,85
IC50,Tetracyclines,is calculated for,85
IC50,Quinolones,is calculated for,85
poultry abattoir,farm,located_in,86
workers,Chlamydophila psittaci,exposed_to,86
workers,poultry abattoir,worked_in,86
workers,farm,worked_in,86
slaughtering area,abattoir,located_in,86
blood,birds,found_in,86
feathers,birds,found_in,86
workers,blood,exposed_to,86
workers,feathers,exposed_to,86
pneumonia,ornithosis,related_to,86
respiratory protection,workers,recommended_for,86
airflow,high-risk work areas,improved_in,86
environmental contamination,high-risk work areas,reduced_in,86
Chlamydophila psittaci,avian and mammalian species,derived from,87
Chlamydophila psittaci,dairy cows,derived from,87
Chlamydophila psittaci,duck,derived from,87
Chlamydophila psittaci,sheep,derived from,87
Chlamydophila psittaci,wild birds,derived from,87
Chlamydophila psittaci,pigs,derived from,87
Genotype C,waterfowl,associated with,87
mammals,source for genotype C strains,may represent,87
mammals,source for human psittacosis cases,may represent,87
Document,Botulism,about,88
Botulism,aquatic birds,affected,88
Botulism,Starý u Pohorelic pond,affected,88
Botulism,Breclav District,affected,88
C. Botulinum,Botulism,caused,88
C type,C. Botulinum,characteristic,88
Anas platyrhynchos,Botulism,infected with,88
Larus ridibundus,Botulism,infected with,88
mice,Botulotoxin,tested for,88
September 1981,July 1982,and,88
September 1982,Sludge samples,sample collected,88
Sludge samples,Starý u Pohorelic pond,sampled,88
Clostridium botulinum,Sludge samples,is present,88
Botulotoxin,Clostridium botulinum,synthesized by,88
,botulism,treats,89
vaccine,ducks,protects,89
immunization,morbidity and mortality,reduces,89
immunization,mallard and northern pintail ducks,protects,89
botulinum toxin,botulism,causes,89
immunization,recovery from intoxication,has no effect on,89
immunization,clinical signs and mortality,reduces,89
immunization,as part of the treatment regimen in botulism outbreaks,might be useful,89
Amino acid,Hiracin JM79,produced_by,90
Hiracin JM79,Enterococcus hirae DCH5,produced_by,90
Enterococcus hirae DCH5,Mallard ducks,isolated_from,90
Mallard ducks,Anas platyrhynchos,classified_as,90
Hiracin JM79,Bacteriocin,has_primary_structure,90
Bacteriocin,DNA sequencing,determined_by,90
Hiracin JM79,Nucleotide sequence,has_nucleotide_sequence,90
Nucleotide sequence,Nucleotide analysis,analyzed_by,90
Nucleotide analysis,ORFs,revealed,90
orf (hirJM79),HirJM79,encodes,90
orf (hiriJM79),HiriJM79,encodes,90
orfC,Mobilization protein,encodes,90
orfD,Relaxase/mobilization nuclease domain,encodes,90
orfE,Hypothetical protein,encodes,90
HirJM79,Heterologous hosts,produced_by,90
HirJM79,HirJM79,requires,90
HirJM79,General secretory pathway,most_likely_externalized_by,90
HirJM79,HiriJM79,immunity_provided_by,90
Mallards,Clostridium botulinum,has,91
Mallards,botulism,is affected by,91
Mallards,North America,is found in,91
Mallards,Canada,is found in,91
Mallards,July-August,is studied in,91
Mallards,1999-2000,is studied in,91
Mallards,Anas platyrhynchos,is compared to,91
carcasses,Clostridium botulinum,is affected by,91
carcasses,maggots,is affected by,91
lakes,carcasses,has,91
OSHA,HSAKOI,is related to,91
OSHA,JDHSL,is related to,91
Clostridium botulinum,Botulism,causes,92
Botulism,Economic consequences,has_economic_impact,92
Botulism,Medical consequences,has_medical_impact,92
Botulism,Alimentary consequences,has_alimentary_impact,92
Clostridium botulinum,Nerve toxin,produces,92
Polymerase chain reaction,C. botulinum toxigenic strains,detects,92
Primer pair Y,C. botulinum types C and D,detects,92
Primer pair VC,C. botulinum type C,detects,92
Primer pair VD,C. botulinum type D,detects,92
PCR amplification conditions,13 bovine and 2 duck samples,evaluated_on,92
PCR amplification conditions,Samples enriched in CMM and TYG broth,evaluated_on,92
C. botulinum,Crude samples,screened_for,92
C. botulinum,Enriched samples,screened_for,92
PCR,Detection of C. botulinum toxigenic strains,is_reliable_method,92
,avian botulism,protects,93
botulinum C/D mosaic toxoid,C/D mosaic neurotoxin,produces,93
Clostridium botulinum type C,C/D mosaic neurotoxin,produces,93
botulism-affected birds,antibody,has,93
convalescent sera,antibody,contains,93
ELISA,antibody,detects,93
IgG,cross-reactivity,exhibits,93
different species of IgG,cross-reactivity,exhibits,93
ducks,toxoid,immunized,93
ducks,antibody,develops,93
ducks,against a challenge,protected,93
ELISA titers,neutralization titers,does not correspond,93
ELISA,detecting the occurrence of botulism,applicable,93
PCR,Clostridium botulinum,detected_in,94
mouse bioassay,Clostridium botulinum,detected_in,94
PCR,avian and environmental samples,applied_to,94
PCR,mouse bioassay,compared_to,94
samples,Clostridium botulinum,contain,94
samples,type C botulinal neurotoxin,contain,94
C. botulinum,mallards,found_in,94
C. botulinum,grey herons,found_in,94
C. botulinum,mud,found_in,94
Clostridium botulinum,mallard duck,pathogenicity,95
Clostridium botulinum type C,C2 toxin,produces,95
C1 toxin,Clostridium botulinum type C,lost,95
C2 toxin,Clostridium botulinum type C,produced,95
C2 toxin,trypsin,activated,95
C2 toxin,adult mallard duck,administered,95
C2 toxin,massive pulmonary edema and hemorrhage,causes,95
C2 toxin,respiratory paralysis,diferent,95
,Ricinus communis,poisoned_by,96
Ricinus communis,ducks,poisoned,96
ducks,Ricinus communis,died_from,96
Ricinus communis,stomach,found_in,96
Ricinus communis,laboratory,found_in,96
mallards,Ricinus communis,experimentally_poisoned,96
Ricinus communis,mallards,toxic_to,96
Ricinus communis,mouse,toxic_to,96
mouse,Ricinus communis,used_in_test,96
Ricinus communis,hemagglutination,tested_with,96
Ricinus communis,precipitin,tested_with,96
Abstract,Evaluation of coproexamination as a diagnostic test for avian botulism,describes,97
Evaluation of coproexamination as a diagnostic test for avian botulism,coproexamination,evaluates,97
Evaluation of coproexamination as a diagnostic test for avian botulism,diagnostic procedure,evaluates,97
Evaluation of coproexamination as a diagnostic test for avian botulism,toxin in serum,evaluates,97
Evaluation of coproexamination as a diagnostic test for avian botulism,mouse toxicity test,compares,97
Evaluation of coproexamination as a diagnostic test for avian botulism,demonstration of toxin in serum,compares,97
Evaluation of coproexamination as a diagnostic test for avian botulism,78.8% of the sera and 5.3% of the fecal extracts were positive,finds,97
Evaluation of coproexamination as a diagnostic test for avian botulism,"86.7 and 6.2, respectively",finds,97
Evaluation of coproexamination as a diagnostic test for avian botulism,Fecal specimens were collected hourly for the first 6 h after peroral dosing of eight mallards,observes,97
Evaluation of coproexamination as a diagnostic test for avian botulism,From 2 to 4 toxin-positive specimens were passed by all eight ducks during the first 6 h,observes,97
Evaluation of coproexamination as a diagnostic test for avian botulism,"five specimens were positive at 24 h, and three were positive at 48 h",observes,97
Evaluation of coproexamination as a diagnostic test for avian botulism,"Only three specimens were collected at 72 h, all of which were negative",observes,97
Evaluation of coproexamination as a diagnostic test for avian botulism,attempts to detect toxin in the feces of wild ducks might have been more successful had the birds been captured earlier in the course of the disease,suggests,97
ducks,botulism,affected_by,99
ducks,saline water,drink,99
ducks,Clostridium botulinum type C toxin,exposed_to,99
saline water,conductivity,has_property,99
saline water,"3,460 to 6,690 mu mhos/cm",has_value,99
saline water,"7,130 mu mhos/cm",has_value,99
saline water,"13,500 mu mhos/cm",has_value,99
ducks,controls,compare_to,99
ducks,Clostridium botulinum type C toxin,respond_to,99
,Oocyst production,contains,100
,Cryptosporidium baileyi,investigated,100
,chickens and mallards,structures,100
,Cryptosporidium baileyi,hosts,100
,mallards and chickens,exposed,100
,oocysts,treated,100
,Cryptosporidium baileyi,inholes,100
,oocysts,shelled,100
,oocysts,shedded,100
,oocysts,detected,100
,oocysts,recognized,100
,peritoneal macrophages,activated,100
,Mø,blocked,100
,carrageenan,administered,100
,Cryptosporidium baileyi,immunogenic,100
,immunogenicity,denotes,100
,control groups,compared,100
