source,target,relation_type,doc_id
M. gallisepticum,culture,detected by,47
nested PCR,culture,more sensitive than,47
enrofloxacin and gentamicin,M. gallisepticum,treated,47
12 birds,enrofloxacin and gentamicin,treated with,47
all treated birds,clinical signs,showed resolution of,47
finches,after treatment,held and tested,47
M. gallisepticum,enrofloxacin and gentamicin,not eradicated by,47
Mycoplasma gallisepticum,House finch,infects,48
House finch,Eggs,laid,48
Eggs,Nestlings,hatched,48
Nestlings,Nests,developed,48
Nests,Location,located,48
Location,April,was,48
Location,August,was,48
Location,1998,was,48
Eggs,Vitelline membrane,sampled,48
Nestlings,Choanal cleft,sampled,48
Nestlings,Conjunctiva,sampled,48
Vitelline membrane,Mycoplasma broth,inoculated,48
Mycoplasma broth,PCR,tested,48
Nestlings,Serologic tests,tested,48
Broods,Choanal and conjunctival swab samples,sampled,48
Choanal and conjunctival swab samples,PCR,tested,48
Nestlings,Conjunctivitis,showed,48
Nestlings,Nestling mortality,experienced,48
Mycoplasma gallisepticum,House finches,is established in,49
House finches,Chickens,can transmit,49
Chickens,Mycoplasma gallisepticum,can be infected by,49
Chickens,Direct contact with infected house finches,can be infected through,49
House finches,Direct contact with experimentally infected chickens,can be infected through,49
Chickens,Mycoplasma gallisepticum,were infected with,49
Mycoplasma gallisepticum,Arbitrary primed PCR,was identified by,49
Chickens,did not show evidence of infection,exposed to infected finches,49
House finches,showed limited evidence of infection,exposed to infected chickens,49
Biosecurity measures,Potential for MG transmission,can reduce,49
Mycoplasma gallisepticum,house finches,isolated from,50
Mycoplasma gallisepticum,conjunctivitis,causes,50
Mycoplasma gallisepticum,conjunctival and/or infraorbital sinus swabs,isolated from,50
Mycoplasma gallisepticum,direct immunofluorescence,identified by,50
Mycoplasma gallisepticum,DNA probe-based polymerase chain reactions,identified by,50
house finches,conjunctivitis,had,50
house finches,USA,lived in,50
house finches,mid-Atlantic,lived in,50
house finches,eastern,lived in,50
1994,USA,occurred in,50
Abstract,['Mycoplasma gallisepticum infections in house finches'],about,51
Mycoplasma gallisepticum,house finches,infect,51
house finches,Maryland,from,51
house finches,Georgia,from,51
Mycoplasma gallisepticum,conjunctiva,isolate from,51
Mycoplasma gallisepticum,sinus,isolate from,51
Mycoplasma gallisepticum,choanal cleft,isolate from,51
Mycoplasma gallisepticum,serum plate agglutination,test for,51
Mycoplasma gallisepticum,hemagglutination inhibition,test for,51
conjunctiva,infection,affected by,51
sinus,infection,affected by,51
choanal cleft,infection,affected by,51
polymerase chain reaction,testing,used for,51
mycoplasma broth media,culture,used for,51
disease,prevalence,have,51
disease,impact,have,51
Avian host,Mosquito,hosts,52
Mosquito,West Nile virus,vector,52
Mosquito,St. Louis encephalitis virus,vector,52
NY99 strain,West Nile virus,is a strain of,52
California passerine birds,West Nile virus,are infected by,52
Western scrub jays,viremia response,produce,52
House finches,viremia response,produce,52
House sparrows,viremia response,produce,52
Mourning doves,West Nile virus,are infected by,52
Common ground doves,West Nile virus,are infected by,52
California quail,West Nile virus,are not infected by,52
Chickens,West Nile virus,are not infected by,52
Culex mosquitoes,West Nile virus,are infected by,52
Culex stigmatosoma,West Nile virus,is susceptible to,52
Culex tarsalis,West Nile virus,is susceptible to,52
Culex p. quinquefasciatus,West Nile virus,is susceptible to,52
Culex mosquitoes,West Nile virus,transmit,52
Culex tarsalis,West Nile virus,transmit,52
WNV,Culex mosquitoes,is transmitted by,52
Culex quinquefasciatus,vertebrate hosts,feeds on,53
Culex quinquefasciatus,West Nile virus,transmits,53
Culex quinquefasciatus,mosquito vector,is a,53
vertebrate hosts,Culex quinquefasciatus,are fed on by,53
West Nile virus,Culex quinquefasciatus,is transmitted by,53
Harris County,Texas,is located in,53
Say,Culex quinquefasciatus,described,53
blue jays,West Nile virus,are infected with,53
American crows,West Nile virus,are infected with,53
Trichostrongylus tenuis,red grouse,parasite of,60
Trichostrongylus tenuis,caecal faeces,found in,60
Laboratory,Trichostrongylus tenuis,studied,60
Moor,Trichostrongylus tenuis,located,60
Winter,development of Trichostrongylus tenuis,had effect on,60
Summer,development of Trichostrongylus tenuis,had effect on,60
Temperature,development of infective larvae,affected,60
Rainfall,development of Trichostrongylus tenuis,was unimportant to,60
Desiccation,development of Trichostrongylus tenuis,was unimportant to,60
Moisture,development of Trichostrongylus tenuis,was important to,60
Eggs,Trichostrongylus tenuis,developed from,60
Infective larvae,Eggs,developed from,60
Caecal faeces,Eggs,contained,60
Soil surface,Infective larvae,located,60
Degrees Celsius,Temperature,measured,60
Monthly mortality,Infective larvae,affected,60
Summer,Monthly mortality,had effect on,60
Winter,Survival of Trichostrongylus tenuis,had effect on,60
Trichostrongylus tenuis,Lagopus lagopus scoticus,parasite of,61
Trichostrongylus tenuis,dramatic decreases,associated with,61
Trichostrongylus tenuis,significant loss,associated with,61
Trichostrongylus tenuis,population crashes,can cause,61
Trichostrongylus tenuis,Peter Hudson,described by,61
Trichostrongylus tenuis,Andrew Dobson,described by,61
Trichostrongylus tenuis,grouse-T. tenuis system,part of,61
Peter Hudson,this article,author of,61
Andrew Dobson,this article,author of,61
new control methods,Peter Hudson and Andrew Dobson,developed by,61
sporting income,dramatic decreases,lost due to,61
testosterone,parasite infection,increases,62
testosterone,aggressive behaviour,influences,62
testosterone,recruitment,influences,62
Trichostrongylus tenuis,host production,affects,62
Trichostrongylus tenuis,parasite infection,affects,62
testosterone,Trichostrongylus tenuis,interacts with,62
anthelmintic,parasites,removes,62
grouse,Trichostrongylus tenuis,are infected with,62
grouse,anthelmintic,are treated with,62
grouse,testosterone implants,are given,62
grouse,parasites,are re-infected with,62
testosterone,parasite intensity,has effect on,62
Lagopus lagopus scoticus,Trichostrongylus tenuis,infected by,63
Trichostrongylus tenuis,fenbendazole,controlled by,63
fenbendazole,medicated grit,used in,63
medicated grit,red grouse estates,applied to,63
red grouse estates,UK,located in,63
HPLC-MS-MS,detecting and quantifying,used for,63
fenbendazole,HPLC-MS-MS,detected and quantified by,63
liver,red grouse,sampled from,63
wildlife species,parasite control,self-medicate with,63
red grouse,Lagopus lagopus scoticus,has,64
Trichostrongylus tenuis,red grouse,affects,64
male aggressiveness,territoriality,influences,64
parasitic nematode,red grouse,interacts with,64
red grouse,Bayesian state-space modeling,is studied using,64
mechanistic models,fit population data,are used to,64
parameter values,mechanistic models,are required for,64
cyclic dynamics,models,is emulated by,64
models,goodness of fit,are compared based on,64
models,biological plausibility,are evaluated based on,64
Usutu virus,Eurasian blackbirds,is isolated from,65
Usutu virus,Mosquito-borne flavivirus,is a,65
Usutu virus,Mosquito,is transmitted by,65
Gallus domesticus,Domestic chicken,is a,65
Turdus merula,Eurasian blackbirds,is a,65
Austria,Europe,is located in,65
USUV,Virus,is a,65
Vienna 2001-blackbird,Virus strain,is a,65
939/01,Virus strain,is a,65
Median tissue culture infectious dose,Measurement,is a,65
Reverse-transcriptase polymerase chain reaction,Usutu virus,is used to detect,65
Immunohistochemistry,Usutu virus,is used to detect,65
Peripheral blood mononuclear cells,Usutu virus,are infected with,65
Antibody response,Biological response,is a,65
USUV-specific antibodies,Usutu virus,are produced in response to,65
Sentinel animals,Arbovirus surveillance systems,are used for,65
Arbovirus surveillance systems,Usutu virus,monitor for,65
Domestic chicken,Usutu virus infection,is not at risk of developing clinical disease following,65
Chickens,Sentinel purposes in USUV surveillance programmes,are unlikely to be useful for,65
Usutu virus,Austria,detected in,67
Weissenböck et al.,Emergence of Usutu virus,published,67
Japanese encephalitis virus,Flavivirus,complex of,67
Culex pipiens,Usutu virus,vector of,67
Avian hosts,Usutu virus,amplification of,67
Mammalian hosts,Usutu virus,hosted by,67
West Nile virus,Usutu virus,similar to,67
North America,West Nile virus,location of,67
American robins,West Nile virus,victimized by,67
Chvala et al.,Monitoring of Usutu virus activity,conducted,67
2003-2005,Monitoring of Usutu virus activity,date of,67
2004,Basic reproduction number,year of,67
2005,Basic reproduction number,year of,67
Austrian USUV monitoring program,Usutu virus detection,program for,67
Nowotny,estimated basic reproduction number,person who,67
Rebel-Bauder,detected Usutu virus,person who,67
Lussy,detected Usutu virus,person who,67
Url,detected Usutu virus,person who,67
Kolodziejek,detected Usutu virus,person who,67
H,detected Usutu virus,person who,67
Usutu-virus,Blackbird mortalities,causes,68
Climate change,Usutu-virus dynamics,influences,68
West Nile virus,Usutu-virus,related to,68
Usutu-virus,Mosquitoes,transmits,68
Usutu-virus,Birds,transmits,68
Bird immunity,Usutu-virus dynamics,influences,68
Environmental temperature,Usutu-virus dynamics,influences,68
I ntergovernmental Panel on Climate Change,Climate-warming scenarios,defines,68
USUV model,Temperature predictions,uses,68
Temperature predictions,USUV model,input to,68
USUV model,Usutu-virus dynamics,predicts,68
Simulations,Outbreak frequency,predict,68
Worst-case scenarios,Endemic equilibrium,result in,68
Simulations,Basic reproduction number,calculate,68
Austria,Usutu virus,hasnth,69
Usutu virus,Avian mortality,causes,69
Usutu virus,Dead birds,possessed by,69
Dead birds,Usutu virus nucleic acid,contain,69
Dead birds,Usutu virus antigen,contain,69
Usutu virus,Vienna,spread from,69
Usutu virus,Lower Austria,spread to,69
Usutu virus,Burgenland,spread to,69
Usutu virus,Styria,spread to,69
Usutu virus,2001,emerged in,69
Usutu virus,Dead bird surveillance,monitored by,69
Usutu virus,Flavivirus,is a,70
Usutu virus,Avian mortality,is associated with,70
Usutu virus,Avian mortality in Austria,has been associated with,70
Usutu virus,Virus,is a mosquito-borne,70
Usutu virus,Geese,replicates in,70
Geese,Usutu virus,were inoculated with,70
Geese,Bacterial septicaemia,died without preceding clinical signs,70
Geese,Strangulation,died without preceding clinical signs,70
Geese,Reverse transcriptase-polymerase chain reaction,had usuv detected in their tissues,70
Geese,Immunohistochemistry,had usuv antigen detected in their tissues,70
Geese,Plasma viraemia,had evidence of plasma viraemia,70
Geese,Viral excretion,had evidence of viral excretion,70
Geese,Seroconversion,had seroconversion,70
Geese,USUV,did not exhibit usuv in their internal organs,70
Geese,USUV-specific antibodies,did not exhibit usuv-specific antibodies,70
Usutu virus,Eurasian blackbirds,isolated from,71
Usutu virus,Birds,infects,71
Histopathology,Birds,used to examine,71
Immunohistochemistry,Birds,used to examine,71
In-situ hybridization,Birds,used to examine,71
Reverse-transcriptase polymerase chain reaction,Birds,used to examine,71
Hepatosplenomegaly,Birds,observed in,71
Neuronal necrosis,Birds,observed in,71
Myocardial lesions,Birds,observed in,71
Coagulative necrosis,Birds,observed in,71
Brain neurons,Usutu virus,infected with,71
Myocardial fibres,Usutu virus,infected with,71
Splenic capsule,Usutu virus,infected with,71
Renal glomeruli,Usutu virus,infected with,71
Tunica muscularis of intestines,Usutu virus,infected with,71
Proventricular glands,Usutu virus,infected with,71
Lungs,Usutu virus,infected with,71
Hepatic Kupffer cells,Usutu virus,infected with,71
West Nile virus,Polyclonal antibodies,detected by,71
Oligonucleotide probe,Usutu virus,used to detect,71
USUV-specific RT-PCR,Usutu virus,used to detect,71
Birds,USUV-specific RT-PCR,tested by,71
Summer,2001,occurred during,71
2001,Summer,occurred during,71
2002,Summer,occurred during,71
Culex pipiens,18 avian species,host,72
Culex pipiens,American robin,fed on,72
Culex pipiens,house sparrow,fed on,72
Culex pipiens,mourning dove,fed on,72
Culex pipiens,raccoons,fed on,72
Culex pipiens,humans,fed on,72
Culex pipiens,West Nile virus,infected with,72
West Nile virus,heads and thoraces of Culex pipiens,detected in,72
Culex pipiens,human,bit,72
Cx. pipiens,bridge vector,classified as,72
Culex tarsalis,Birds,feed_on,73
Culex tarsalis,Mammals,feed_on,73
Culex tarsalis,American robin,feed_on,73
Culex tarsalis,Doves,feed_on,73
Culex tarsalis,House sparrow,feed_on,73
Culex tarsalis,Proportion_of_blood_meals,seasonal_variation,73
Antibodies,Precipitin test,use_in,73
Vertebrate host,Authors,lack_of_availability_data,73
Culex tarsalis,Birds,preferred_host,73
American robin,Culex tarsalis,preferred_host,73
Doves,Culex tarsalis,preferred_host,73
House sparrow,Culex tarsalis,preferred_host,73
Culex tarsalis,West Nile virus,transmit_disease,73
American robin,WNV transmission,contribute_to,73
Doves,WNV transmission,contribute_to,73
House sparrow,WNV transmission,contribute_to,73
Culex tarsalis,Active WNV transmission,observed_in_association_with,73
Large house sparrow communal roost,Active WNV transmission,linked_to,73
Culex pipiens,American robins,feeds on,74
Culex pipiens,European starling,feeds on,74
Culex pipiens,House sparrow,feeds on,74
Culex pipiens,American robins,preference,74
Culex pipiens,European starling,preference,74
Culex pipiens,House sparrow,preference,74
Culex pipiens,West Nile virus,vector,74
Field studies,Culex pipiens feeds preferentially on American robins,suggest,74
Logistic regression analysis,no effect on probability of choosing a robin over an alternate bird,determine,74
Findings,preferential feeding by C. pipiens mosquitoes on certain avian hosts is likely to be inherent,indicate,74
Passerine filariasis,Enzootic transmission,enhance,75
Microfilariae,Mosquito midgut,penetrate,75
Mosquitoes,Blood,ingest,75
Blood,West Nile virus,contain,75
Microfilariae,Hemocoel,introduce,75
Mosquitoes,West Nile virus,transmit,75
Passerine populations,Microfilariae,have,75
Quiscalus quiscula L.,Microfilariae,have,75
Turdus migratorius L.,Microfilariae,have,75
Tyrannus tyrannus L.,Microfilariae,have,75
Chandlerella quiscali,Type of microfilariae,be,75
Eufilaria spp.,Type of microfilariae,be,75
Culex pipiens,Common grackles,feed,75
Culex pipiens,American robins,feed,75
Culex tarsalis,Common grackles,feed,75
Culex tarsalis,American robins,feed,75
Mosquitoes,Taxonomically distant species of passerine MF,ingest,75
Mosquito midguts,Taxonomically distant species of passerine MF,penetrate,75
Turdus migratorius,Culex mosquitoes,hosts,76
Turdus migratorius,West Nile virus,amplifies,76
West Nile virus,Encephalitis,causes,76
West Nile virus,Illness,causes,76
DNA plasmid vaccine,Viremia,reduces,76
DNA plasmid vaccine,Infectiousness,reduces,76
American robins,DNA plasmid vaccine,are vaccinated with,76
Culex mosquitoes,American robins,feed on,76
Host heterogeneity,West Nile virus transmission,dominates,77
Heterogeneity in host populations and communities,West Nile virus transmission,has effect,77
West Nile virus transmission,extreme heterogeneity in the host community,is dominated by,77
American robin,WNV-infectious mosquitoes,is responsible for,77
American robin,super spreader for West Nile virus,acts as,77
Crows,mosquitoes,are highly preferred by,77
House sparrows,mosquitoes,are significantly avoided by,77
Corvids,WNV amplification,are relatively unimportant in,77
Determining contact rates,understanding pathogen transmission dynamics,is important for,77
Canada geese,Avian bornaviruses,host,78
Avian bornaviruses,parrots,infect,78
Avian bornaviruses,macaws,infect,78
Canada geese,bornavirus sequences,carry,78
Brain samples,bornavirus sequences,test positive for,78
Brain isolates,duck embryo fibroblasts,cultured in,78
Goose isolates,independent cluster,cluster with,78
Brachyspira spp.,Vertebrates,colonize,79
Brachyspira spp.,Enteric diseases,cause,79
Brachyspira spp.,Commensual relationship,display,79
Brachyspira spp.,Free-living wild mallards,colonize,79
Brachyspira spp.,pigs,colonize,79
Brachyspira spp.,chickens,colonize,79
Brachyspira spp.,humans,colonize,79
Brachyspira pilosicoli,Species,is,79
Brachyspira intermedia,Species,is,79
Brachyspira hyodysenteriae,Species,is,79
Brachyspira alvinipulli,Species,is,79
Brachyspira pulli,Species,is,79
150 birds,Southern Sweden,sampled,79
35 isolates,150 birds,obtained,79
9 diagnostic PCRs,35 isolates,performed,79
sequencing of the 16S rRNA and NADH oxidase (nox) genes,35 isolates,performed,79
Phylogenetic analysis,35 isolates,performed,79
nox gene restriction enzyme analysis in silico,35 isolates,performed,79
Filtration,Culture technique,used,79
PCR,35 isolates,used,79
Phenotypic tests,35 isolates,performed,79
47% of 150 birds,Brachyspira pilosicoli,positive,79
33% of 150 birds,Brachyspira intermedia,positive,79
11% of 150 birds,Brachyspira hyodysenteriae,positive,79
Anas platyrhynchos,Brachyspira hyodysenteriae,infected by,80
Anas platyrhynchos,Brachyspira suanatina,infected by,80
Mallards,Brachyspira hyodysenteriae,host of,80
Mallards,Brachyspira suanatina,host of,80
Pigs,Brachyspira hyodysenteriae,host of,80
Pigs,Brachyspira suanatina,host of,80
Brachyspira hyodysenteriae,Swine dysentery,causes,80
Brachyspira suanatina,Enteropathogenic spirochae,causes,80
Experimental challenge,Mallards,performed on,80
Brachyspira hyodysenteriae,Pigs,isolated from,80
Brachyspira suanatina,Mallards,isolated from,80
Brachyspira suanatina,Pigs,isolated from,80
Week-old mallard ducklings,Brachyspira hyodysenteriae,infected with,80
Week-old mallard ducklings,Brachyspira suanatina,infected with,80
B204,Brachyspira hyodysenteriae,reference strain of,80
One of the challenge groups,Strains,in contact with,80
Strains,Week-old mallard ducklings,colored,80
The proportion,Challenge groups,different between,80
Inoculum,Strains,contained,80
Randomly selected subset,Biochemical profile,tested,80
Inoculum and Randomly selected subset,Banding pattern,matched by,80
Birds,Clinical signs of gastrointestinal disease,not developed,80
Faecal dry weight contents,Measurement,measured,80
Body weights,Measurement,measured,80
Total leucocyte and Heterophil counts,Measurement,measured,80
Microscopical and electron microscopical,Caecal mucosa,examined,80
Causal damage,Spriocheatal infiltration,coincided with,80
Crypts,Crypt necks,compared to,80
Crypts,Crypt necks,compared to,80
Brachyspira,Mallards,suitable for use in,80
Experimental challenge model,Previous findings,consistent with,80
Strongly haemolytic Brachyspira spp.,Mallards,found in,80
Pigs and birds,Species barrier,related by,80
Brachyspira suanatina,partially sequenced isolate from a mallard,genetically identical,81
Brachyspira suanatina,another partially sequenced isolate from a mallard,genetically slightly different,81
Brachyspira suanatina,all currently recognized Brachyspira species,distinctly different,81
Brachyspira suanatina,pigs,infects,81
Brachyspira suanatina,diarrhoea in pigs,induces,81
Brachyspira suanatina,a new species within the genus Brachyspira,is,81
Brachyspira hyodysenteriae,species-specific polymerase chain reaction systems targeting genes of B. hyodysenteriae,positive reaction,81
Atypical porcine isolates,Brachyspira hyodysenteriae,genetically different,81
Atypical porcine isolates,in their partial 16S rRNA and nox gene sequences with a previously described isolate from a mallard,identical,81
Pigs,Brachyspira suanatina,infected,81
Pigs,Brachyspira suanatina,colonized,81
Pigs,Brachyspira hyodysenteriae (B204(R)),given,81
Pigs,atypical porcine isolate,given,81
Mallard,isolates of Brachyspira suanatina,originated from,81
Brachyspira pilosicoli,Species,is a,82
Australia,Country,is a,82
Piggeries,Australia,are located in,82
Faeces,Piggeries,are a sample of,82
DNA,Faeces,is extracted from,82
Polymerase chain reaction (PCR),DNA,is used to amplify,82
Multilocus enzyme electrophoresis (MLEE),Brachyspira pilosicoli,is used to type,82
Pulsed field gel electrophoresis (PFGE),Brachyspira pilosicoli,is used to type,82
Farm A,Brachyspira pilosicoli,has,82
Farm A,Sows,has,82
Farm A,Grower/finisher pigs,has,82
Farm A,Weaners,has,82
Farm B,Brachyspira pilosicoli,has,82
Farm B,Sows,has,82
Farm B,Grower/finisher pigs,has,82
Farm B,Weaners,has,82
Farm B,Chickens,has,82
Farm B,Wild ducks,has,82
Farm B,Effluent pond water,has,82
Farm B,Pond,is located on,82
Stock,Farm B,is introduced to,82
Pigs,Brachyspira pilosicoli,are infected with,82
Pilosophy,Brachyspira pilosicoli,is not related to,82
phage infection,Chlamydia psittaci,infects,84
Antiserum,phage infection,against,84
Antiserum,phage infection,used_to_directly_detect,84
Antiserum,Chlamydia psittaci,tested_against,84
Chlamydia psittaci,ducks,recovered_from,84
phage infection,chlamydiosis,appears_to_be_an_integral_part_of,84
phage infection,,often_cryptic,84
phage infection,United Kingdom,occurs_in,84
Chlamydophila psittaci,Psittacine birds,is isolated from,85
Chlamydophila psittaci,Domestic pigeon,is isolated from,85
Chlamydophila psittaci,Pekin duck,is isolated from,85
Chlamydophila psittaci,Nested multiplex polymerase chain reaction,is identified by,85
Chlamydophila psittaci,Chlortetracycline,is tested against,85
Chlamydophila psittaci,Doxycycline,is tested against,85
Chlamydophila psittaci,Enrofloxacin,is tested against,85
Chlamydophila psittaci,Difloxacin,is tested against,85
Chlortetracycline,Tetracycline,is a type of,85
Doxycycline,Tetracycline,is a type of,85
Enrofloxacin,Quinolone,is a type of,85
Difloxacin,Quinolone,is a type of,85
IC50,Logistic regression model,is calculated using,85
MIC,Serial dilution tests,is calculated using,85
Chlamydophila psittaci,Chlortetracycline,is sensitive to,85
Chlamydophila psittaci,Doxycycline,is sensitive to,85
Chlamydophila psittaci,Enrofloxacin,is sensitive to,85
Chlamydophila psittaci,Difloxacin,is sensitive to,85
Workers,Poultry abattoir and farm,work_at,86
Workers,Rural duck abattoir and farm,work_at,86
Workers,Chlamydophila psittaci,exposed_to,86
Workers,Serological survey,participated_in,86
Workers,Case control study,participated_in,86
Poultry abattoir and farm,Workers,has,86
Rural duck abattoir and farm,Workers,has,86
Chlamydophila psittaci,Pneumonia,causes,86
Pneumonia,Workers,affects,86
Slaughtering area,Abattoir,is_located_in,86
Abattoir,Respiratory protection,uses,86
High-risk work areas,Airflow and reduction of environmental contamination,requires,86
Abattoir workers,Respiratory protection,need,86
Chlamydophila psittaci,Avian,derived from,87
Chlamydophila psittaci,Mammalian,derived from,87
Chlamydophila psittaci,Genotype C,identified as,87
Genotype C,Waterfowl,preferentially associated with,87
Mammals,source for Genotype C strains,may represent,87
Mammals,source for human Psittacosis cases,may represent,87
none,Wild and domestic water birds,observed,88
Starý pond,Breclav District,located,88
wild ducks,C. botulinum,infected,88
gull,C. botulinum,infected,88
duck,A type and C type,found to have,88
sludge samples,Starý pond,collected,88
C botulotoxin,sludge samples,found in,88
C. botulinum strain,sludge samples,isolated from,88
ducks,botulism,infected by,89
ducks,vaccine,immunized with,89
mallard,botulinum toxin,challenged with,89
northern pintail,botulinum toxin,challenged with,89
ducks,type C botulinum antitoxin,treated with,89
ducks,vaccine,immunized with,89
immunized birds,non-immunized birds,compared to,89
immunized birds,botulinum toxin,exposed to,89
non-immunized birds,botulinum toxin,exposed to,89
Enterococcus hirae DCH5,Hiracin JM79,produces,90
Enterococcus hirae DCH5,Mallard ducks,isolated from,90
Enterococcus hirae DCH5,N-terminal signal peptide,contains,90
HirJM79,orf (hirJM79),encoded by,90
HiriJM79,orf (hiriJM79),encoded by,90
orfC,putative mobilization protein,encodes,90
orfD,relaxase/mobilization nuclease domain,encodes,90
orfE,hypothetical protein,encodes,90
HirJM79,heterologous hosts,produced by,90
HirJM79,HirJM79,requires,90
HirJM79,HiriJM79,immunity provided by,90
HirJM79,General secretory pathway,secreted by,90
HirJM79,sec-dependent pathway,secreted by,90
Mallards,Lakes,habitat,91
Mallards,Carcass density,exposed to,91
Carcass density,Mortality risk,related to,91
Mortality risk,Carcass density,increased with,91
Mallards,Carcass-free areas,inhabited,91
Mallards,Maggot-laden carcasses,exposed to,91
Maggot-laden carcasses,Mortality risk,related to,91
Maggot-free carcass densities,Mortality risk,related to,91
Reducing carcass density,Survival,could enhance,91
Incomplete carcass removal,Areas with high carcass densities,may persist,91
Clostridium botulinum,Botulism,causes,92
Polymerase chain reaction,Detection of C. botulinum toxigenic strains,is method for,92
PCR-based assay,Detection of C. botulinum toxigenic strains,is developed for,92
PCR-based assay,Mouse bioassay,is less expensive,92
PCR-based assay,Mouse bioassay,is faster,92
PCR-based assay,Mouse bioassay,is simpler to use,92
Three pairs of primers,C. botulinum,are designed for,92
Primer pair Y,C. botulinum type C and D,detects,92
Primer pair VC,C. botulinum type C,detects,92
Primer pair VD,C. botulinum type D,detects,92
DNA extracted from crude samples,PCR-based assay,is tested with,92
DNA extracted from enrichment broths,PCR-based assay,is tested with,92
CMM broth,C. botulinum,is used for enrichment,92
TYG broth,C. botulinum,is used for enrichment,92
CMM broth followed by TYG broth,C. botulinum,is optimal enrichment method,92
botulinum C/D mosaic toxoid,avian botulism,protector of,93
Clostridium botulinum type C,neurotoxin,producer of,93
neurotoxin,avian botulism,cause of,93
sera of botulism-affected birds,antibody,producer of,93
ELISA,antibody,detects,93
anti-chicken IgG,antibody,failed to detect,93
IgG,cross-reactivity,exhibited,93
ducks,botulinum C/D mosaic toxoid,immunized with,93
toxoid,commercial oil-adjuvanted vaccine,used with,93
ducks,antibody to protect against toxin,developed,93
ELISA titers,neutralization titers,did not correspond to,93
neutralization titers,protection against toxin,more useful for evaluating,93
Clostridium botulinum type C,PCR,is detected by,94
Avian and environmental samples,PCR,are tested using,94
PCR results,mouse bioassay results,are compared with,94
Samples,Clostridium botulinum type C,contain,94
Samples,before testing,are enriched,94
PCR,Clostridium botulinum type C,detects,94
Mouse bioassay,Clostridium botulinum type C,detects,94
C. botulinum type C,mallards,is recovered from,94
C. botulinum type C,grey herons,is recovered from,94
C. botulinum type C,mud,is recovered from,94
Clostridium botulinum type C,C1,losses,95
Clostrium botulinum C2 toxin,Clostridium botulinum type C,produced_by,95
C2 toxin,trypsin,activated_by,95
C2 toxin,adult mallard duck,toxically_effects,95
C2 toxin,C1 toxin,comparable_to,95
C2 toxin,mouse,kills,95
C2 toxin,pulmonary edema,causes,95
C1 toxin,respiratory paralysis,causes,95
Ricinus communis,Ducks,poisoned,96
Ricinus communis,Death of ducks,caused,96
Ducks,Castor beans,consumed,96
Ducks,Intoxication,showed signs of,96
Intoxication,Botulism,resembled,96
Liver,Severe fatty change,had,96
Ducks,Petechial hemorrhages,had,96
Ducks,Catarrhal enteritis,had,96
Ducks,Fragments of seed coat,had,96
Ducks,Intact castor beans,were force-fed,96
Mallards,Experimental intoxication,were used,96
Castor beans,Experimental intoxication,were used,96
Toxicity titrations,LD50,were performed,96
Mouse toxicity test,Detection of Clostridium botulinum toxin,was used,96
Blood serum,For Clostridium botulinum toxin,was tested,96
Excreta,For castor bean,were tested,96
Intestinal contents,For castor bean,were tested,96
botulism,Clostridium botulinum type C toxin,has,97
evaluation,coproexamination,evaluates,97
evaluation,toxin in serum,compares,97
evaluation,toxin in fecal extracts,compares,97
duck,botulism,shows,97
duck,fecal extracts,produces,97
duck,serum,produces,97
mouse toxicity test,Clostridium botulinum type C toxin,detects,97
serum,toxin,contains,97
fecal extracts,toxin,contains,97
course of the disease,wild ducks,affects,97
evaluation,attempts to detect toxin in fecal extracts,suggests,97
waterfowl,botulism,affected by,98
fly larvae,botulism,associated with,98
mallards,botulism,affected by,98
greater yellowlegs,botulism,affected by,98
New York State,Oak Orchard Wildlife Management Area,location of,98
duck serum,toxin type C,contains,98
fly larvae,toxin type C,contains,98
botulism,Clostridium botulinum,caused by,98
ducks,saline water,drink,99
ducks,fresh water,drink,99
ducks,Clostridium botulinum type C toxin,receive,99
ducks,"water with conductivity ranging from 3,460 to 6,690 mu mhos/cm",drink,99
ducks,"water with conductivity of 7,130 mu mhos/cm",drink,99
ducks,"water with conductivity of 13,500 mu mhos/cm",drink,99
ducks,clinical signs of botulism,have,99
ducks,mortality,experience,99
ducks,water from natural saline wetlands,drink,99
ducks,water from fresh water,drink,99
Cryptosporidium baileyi,Oocysts,is inoculated with,100
Chickens,Oocysts,are inoculated with,100
Mallards,Oocysts,are inoculated with,100
Oocysts,Cryptosporidium baileyi,are produced by,100
Cryptosporidium baileyi,Chickens,is studied in,100
Cryptosporidium baileyi,Mallards,is studied in,100
Chickens,Oocysts,shed,100
Mallards,Oocysts,shed,100
Carrageenan,Phagocytic activity,inhibits,100
Carrageenan,Peripheral macrophages,inhibits,100
Challenge infection,Immunogenicity,causes,100
Challenge infection,Patent periods,causes,100
Challenge infection,Prepatent periods,causes,100
Challenge infection,Oocysts shedding,causes,100
Feces,Oocysts,contain,100
Days,ACI,are measured in,100
Control groups,Carrageenan treated groups,are compared to,100
