source,target,relation_type,doc_id
Usutu Virus,Domestic Chicken,infects,65
Usutu Virus,Eurasian Blackbirds,infects,65
Mosquito,Usutu Virus,transmits,65
Usutu Virus,Reverse-Transcriptase Polymerase Chain Reaction,detected by,65
Usutu Virus,Immunohistochemistry,detected by,65
Usutu Virus,Cloacal Swabs,found in,65
Usutu Virus,Pharyngeal Swabs,found in,65
Usutu Virus,Peripheral Blood Mononuclear Cells,found in,65
Usutu Virus,Splenomegaly,causes,65
Usutu Virus,Encephalitis,causes,65
Usutu Virus,Antibody Response,elicits,65
Usutu Virus,Blackbird,infects,66
Usutu Virus,Hungary,found in,66
Usutu Virus,Austria,found in,66
Mosquito,Usutu Virus,transmits,66
Japanese Encephalitis Virus,Usutu Virus,related to,66
West Nile Virus,Usutu Virus,related to,66
Sub-Saharan Africa,Usutu Virus,origin of,66
Budapest,Blackbird,location of,66
Reverse Transcription-PCR,Usutu Virus,detected,66
Immunohistochemistry,Usutu Virus,detected,66
In Situ Hybridization,Usutu Virus,detected,66
Organ Samples,Blackbird,sampled,66
Genomic Sequence,Usutu Virus,measured,66
Usutu Virus,Blackbirds,infects,67
Usutu Virus,American Robins,infects,67
Usutu Virus,Culex Pipiens,transmitted by,67
Usutu Virus,Austria,found in,67
Usutu Virus,Monitoring Program,detected by,67
Japanese Encephalitis Virus,Usutu Virus,related to,67
West Nile Virus,Usutu Virus,related to,67
Culex Pipiens,Usutu Virus,hosts,67
Blackbirds,Usutu Virus,amplification host,67
American Robins,Usutu Virus,amplification host,67
Mammalian Hosts,Usutu Virus,infected by,67
Humans,Usutu Virus,infected by,67
Temperature,Mosquito Population,affects,67
Climate,Mosquito Population,affects,67
Immune Response,Transmission of Usutu Virus,affects,67
Basic Reproduction Number,Model,measured by,67
Reproduction Number,Model,measured by,67
Model,Usutu Virus Dynamics,simulates,67
Simulation,Model,uses,67
Monitoring Program,Usutu Virus,detects,67
Usutu Virus,Blackbirds,infects,68
Usutu Virus,Natural Transmission Cycle,perpetuates,68
Natural Transmission Cycle,Mosquitoes,involves,68
Natural Transmission Cycle,Birds,involves,68
Usutu Virus,Mass Mortalities,causes,68
Usutu Virus,Host Population,persists,68
Climate Change,Temperature,affects,68
Temperature,Usutu Virus Dynamics,influences,68
I ntergovernmental Panel on Climate Change (IPCC),Climate-Warming Scenarios,defines,68
Climate-Warming Scenarios,Future Scenarios,determine,68
Usutu Virus,Dead Birds,infects,69
Usutu Virus,Austria,found in,69
Usutu Virus,Lower Austria,spreads to,69
Usutu Virus,Burgenland,spreads to,69
Usutu Virus,Styria,spreads to,69
Dead Birds,Usutu Virus,host,69
Blackbirds,Usutu Virus,host,69
Turdus Merula,Species,is a,69
Reverse-Transcriptase Polymerase Chain Reaction,Nucleic Acid,detects,69
Immunohistochemistry,Antigen,detects,69
Usutu Virus,Herd Immunity,affected by,69
Usutu Virus,Domestic Goose,infects,70
Usutu Virus,Eurasian Blackbirds,infects,70
Usutu Virus,Mosquito,transmitted by,70
Usutu Virus,Austria,found in,70
Usutu Virus,Domestic Goose,replicates in,70
Usutu Virus,Reverse Transcriptase-Polymerase Chain Reaction,detected by,70
Usutu Virus,Immunohistochemistry,detected by,70
Usutu Virus,Plasma Viraemia,induces,70
Usutu Virus,Virus Shedding,induces,70
Usutu Virus,Seroconversion,induces,70
Bacterial Septicaemia,Domestic Goose,affects,70
Strangulation,Domestic Goose,affects,70
Usutu Virus,Eurasian Blackbirds,infects,71
Usutu Virus,Brain Neurons,found in,71
Usutu Virus,Myocardial Fibres,found in,71
Usutu Virus,Splenic Capsule,found in,71
Usutu Virus,Renal Glomeruli,found in,71
Usutu Virus,Tunica Muscularis,found in,71
Usutu Virus,Proventricular Glands,found in,71
Usutu Virus,Lungs,found in,71
Usutu Virus,Hepatic Kupffer Cells,found in,71
Usutu Virus,Immunohistochemistry,detected by,71
Usutu Virus,In-situ Hybridization,detected by,71
Usutu Virus,Reverse-Transcriptase Polymerase Chain Reaction,detected by,71
Culex pipiens,Avian species,hosts,72
Culex pipiens,Mammal species,hosts,72
Culex pipiens,Avian species,feeds on,72
Culex pipiens,Mammal species,feeds on,72
Culex pipiens,West Nile virus,carries,72
West Nile virus,Culex pipiens,infects,72
Culex pipiens,Humans,bites,72
Culex pipiens,West Nile virus,transmits,72
Polymerase Chain Reaction,West Nile virus,detects,72
DNA sequencing,West Nile virus,detects,72
Quantitative PCR,West Nile virus,detects,72
Heads,West Nile virus,contain,72
Thorax,West Nile virus,contain,72
West Nile virus,Humans,infects,72
West Nile virus,American Robin,infects,72
West Nile virus,House Sparrow,infects,72
West Nile virus,Mourning Dove,infects,72
West Nile virus,Raccoons,infects,72
Culex tarsalis,Birds,feeds on,73
Culex tarsalis,Mammals,feeds on,73
West Nile virus,Culex tarsalis,infects,73
Culex tarsalis,West Nile virus,transmits,73
American robins,Host,serves as,73
Doves,Host,serves as,73
House sparrows,Host,serves as,73
Culex tarsalis,American robins,prefers,73
Culex tarsalis,Doves,prefers,73
West Nile virus,Culex tarsalis,transmits through,73
Weld County,Colorado,located in,73
Culex pipiens,American robins,repels by,74
Culex pipiens,European starling,repels by,74
Culex pipiens,House sparrow,repels by,74
Culex pipiens,West Nile virus,hosts,74
American robins,Enzootic WNV transmission,undergo,74
Enzootic WNV transmission,Culex pipiens,involves,74
Passerine Filariasis,Arboviral Transmission,enhances,75
Microfilariae,Mosquitoes,infects,75
West Nile Virus,Vertebrate Reservoirs,infects,75
Mosquitoes,Common Grackles,feed on,75
Mosquitoes,American Robins,feed on,75
Mosquitoes,Eastern Kingbirds,feed on,75
Microfilariae,Mosquito Midgut,penetrate,75
West Nile Virus,Mosquitoes,transmitted by,75
Culex mosquitoes,Common Grackles,feed on,75
Culex mosquitoes,American Robins,feed on,75
Culex mosquitoes,West Nile Virus,vectorial capacity,75
West Nile Virus,American Robins,infects,76
Culex Mosquitoes,American Robins,feeds on,76
American Robins,West Nile Virus,hosts,76
DNA Plasmid Vaccine,West Nile Virus,protects against,76
DNA Plasmid Vaccine,Viremia,reduces,76
West Nile Virus,Mosquitoes,infects,77
American Robin,West Nile Virus,hosts,77
Crows,West Nile Virus,hosts,77
House Sparrows,West Nile Virus,hosts,77
Corvids,West Nile Virus,hosts,77
Mosquitoes,West Nile Virus,transmit,77
American Robin,Super Spreader,acts as,77
Turdus Migratorius,Species,is a,77
Bornavirus,Canada Geese,infects,78
Bornavirus,Parrots,infects,78
Bornavirus,Macaws,infects,78
Canada Geese,Bornavirus,have,78
Parrots,Bornavirus,have,78
Macaws,Bornavirus,have,78
Bornavirus,Oropharyngeal/Cloacal Swab,found in,78
Bornavirus,Brain,found in,78
Bornavirus,Reverse Transcription-PCR,detected by,78
Bornavirus,Duck Embryo Fibroblasts,cultured in,78
Bornavirus,Regulatory Sequences,has,78
Borna Disease Virus,Regulatory Sequences,has,78
Psittacine Avian Bornaviruses,Regulatory Sequences,lacks,78
Brachyspira spp.,Mallards,colonize,79
Brachyspira spp.,Pigs,infect,79
Brachyspira spp.,Chickens,infect,79
Brachyspira spp.,Humans,infect,79
Brachyspira spp.,Commensual Relationship,display,79
Brachyspira spp.,Enteric Diseases,cause,79
Brachyspira spp.,Intestinal Spirochaetes,found in,79
Brachyspira spp.,Mallards,isolated from,79
Brachyspira spp.,Pigs,isolated from,79
Brachyspira spp.,Chickens,isolated from,79
Brachyspira spp.,Humans,isolated from,79
Brachyspira spp.,PCR,screened by,79
Brachyspira spp.,Phylogenetic Analysis,subjected to,79
Brachyspira spp.,Restriction Enzyme Analysis,subjected to,79
Brachyspira spp.,Culture Technique,subjected to,79
Brachyspira spp.,Biodiversity,displayed,79
Brachyspira spp.,Phenotypic Diversity,displayed,79
Brachyspira spp.,Genetic Diversity,displayed,79
Brachyspira hyodysenteriae,Mallards,infects,80
Brachyspira suanatina,Mallards,infects,80
Brachyspira hyodysenteriae,Pigs,infects,80
Brachyspira suanatina,Pigs,infects,80
Brachyspira hyodysenteriae,Pigs,found in,80
Brachyspira suanatina,Mallards,found in,80
Brachyspira hyodysenteriae,Necropsy Examination,detected by,80
Brachyspira suanatina,Necropsy Examination,detected by,80
Mallards,Brachyspira hyodysenteriae,host,80
Mallards,Brachyspira suanatina,host,80
Pigs,Brachyspira hyodysenteriae,host,80
Pigs,Brachyspira suanatina,host,80
Brachyspira hyodysenteriae,Swine Dysentery,causes,80
Brachyspira suanatina,Enteropathogenic Spirochaete,causes,80
Brachyspira hyodysenteriae,Species Barrier,crosses,80
Brachyspira suanatina,Species Barrier,crosses,80
Brachyspira suanatina,Pig,infects,81
Brachyspira suanatina,Mallard,infects,81
Brachyspira suanatina,Intestine,lives in,81
Brachyspira hyodysenteriae,Intestine,lives in,81
Brachyspira suanatina,Brachyspira hyodysenteriae,is similar to,81
Brachyspira suanatina,Brachyspira hyodysenteriae,is different from,81
Brachyspira suanatina,Polymerase Chain Reaction,is detected by,81
Brachyspira suanatina,Antimicrobial Susceptibility Testing,is detected by,81
Brachyspira suanatina,Biochemical Tests,is detected by,81
Brachyspira suanatina,Swine Dysentery,causes,81
Brachyspira suanatina,Diarrhoea,induces,81
Brachyspira suanatina,Haemolytic property,has,81
Brachyspira pilosicoli,Pig,infects,82
Brachyspira pilosicoli,Faeces,found in,82
Brachyspira pilosicoli,Polymerase Chain Reaction,detected by,82
Brachyspira pilosicoli,Multilocus Enzyme Electrophoresis,detected by,82
Brachyspira pilosicoli,Pulsed Field Gel Electrophoresis,detected by,82
Pig,Brachyspira pilosicoli,hosts,82
Pig Herd,Brachyspira pilosicoli,has,82
Farm A,Brachyspira pilosicoli,has,82
Farm B,Brachyspira pilosicoli,has,82
Chickens,Brachyspira pilosicoli,found to be infected with,82
Effluent Pond Water,Brachyspira pilosicoli,found to be contaminated with,82
Wild Ducks,Brachyspira pilosicoli,found to be infected with,82
Pond,Brachyspira pilosicoli,found to be contaminated with,82
Airborne Bacteria,Duck Houses,found in,83
Employees,Bioaerosols,exposed to,83
Airborne Bacteria,Employees,infects,83
Colony Forming Units,Bioaerosols,measured in,83
Tryptone Soy Agar,Cultivation,used for,83
Actinomycetes Isolation Agar,Cultivation,used for,83
Middlebrook Agar,Cultivation,used for,83
MacConkey Agar,Cultivation,used for,83
Glycerol-Arginine Agar,Cultivation,used for,83
Oatmeal Agar,Cultivation,used for,83
16S rRNA Gene,Identification,used for,83
Actinobacteria,Cellulosimicrobium funkei,includes,83
Firmicutes,Corynebacterium falsenii,includes,83
Bacteroidetes,Corynebacterium xerosis,includes,83
Proteobacteria,Mycobacterium arupense,includes,83
Staphylococcus epidermidis,Risk Group 2,classified as,83
Phage,Chlamydia psittaci,infects,84
Antiserum,Phage,is prepared against,84
Phage,Chlamydia psittaci isolate,infected,84
Chlamydia psittaci recoverd,Ducks,from,84
Antiserum,Indirect Immunofluorescence,uses,84
Phage,in McCoy cell monolayer,demonstrated,84
Chlamydophila psittaci,Pekin Duck,infects,85
Chlamydophila psittaci,Domestic Pigeon,infects,85
Chlamydophila psittaci,Buffalo Green Monkey,infects,85
Chlortetracycline,Chlamydophila psittaci,inhibits,85
Doxycycline,Chlamydophila psittaci,inhibits,85
Enrofloxacin,Chlamydophila psittaci,inhibits,85
Difloxacin,Chlamydophila psittaci,inhibits,85
BGM Kidney Cell Cultures,Chlamydophila psittaci,hosts,85
Giménez Staining,Intracytoplasmic Inclusions,detects,85
IC50,Inhibitory Concentration,measures,85
MIC,Minimal Inhibitory Concentration,measures,85
Logistic Regression Model,IC50,calculates,85
Chlamydophila psittaci,Workers,infects,86
Chlamydophila psittaci,Ornithosis,causes,86
Poultry Abattoir,Victoria,found in,86
Farm,Victoria,found in,86
Workers,Chlamydophila psittaci,exposed to,86
Workers,Blood,exposed to,86
Workers,Feathers,exposed to,86
Birds,Farm,lives in,86
Birds,Poultry Abattoir,lives in,86
Workers,Respiratory Protection,use,86
Poultry Abattoir,Airflow,has,86
Poultry Abattoir,Environmental Contamination,has,86
Environmental Contamination,Workers,affects,86
Chlamydophila psittaci,Avian Species,infects,87
Chlamydophila psittaci,Mammalian Species,infects,87
Chlamydophila psittaci,Dairy Cows,found in,87
Chlamydophila psittaci,Duck,found in,87
Chlamydophila psittaci,Sheep,found in,87
Chlamydophila psittaci,Wild Birds,found in,87
Chlamydophila psittaci,Pigs,found in,87
Chlamydophila psittaci,Waterfowl,found in,87
Chlamydophila psittaci,Outer Membrane Protein A,detected by,87
Chlamydophila psittaci,Psittacosis,associated with,87
Mammals,Source,may represent,87
Human,Psittacosis,may be affected by,87
Botulism of aquatic birds,Wild ducks,affects,88
Botulism of aquatic birds,Gull,affects,88
Clostridium botulinum,Botulotoxin,produces,88
Clostridium botulinum,Sludge samples,found in,88
Botulotoxin,Neutralization test,detected by,88
Botulotoxin,C type,has type,88
Botulotoxin,Intestinal contents,present in,88
Botulotoxin,Liver tissue,present in,88
Botulotoxin,Stomach contents,present in,88
Anas platyrhynchos,Clostridium botulinum,hosts,88
Larus ridibundus,Clostridium botulinum,hosts,88
Wild ducks,Clostridium botulinum,hosts,88
Gull,Clostridium botulinum,hosts,88
Duck,Type C Botulism,hosts,89
Botulinum Toxin,Duck,infects,89
Ranch Mink,Type C Botulism,hosts,89
Mallard,Type C Botulism,hosts,89
Northern Pintail,Type C Botulism,hosts,89
Botulinum Toxin,Mouse Lethal Dose,detected by,89
Vaccine,Type C Botulism,protects against,89
Botulinum Antitoxin,Type C Botulism,treats,89
Duck,Type C Botulism,recovered from,89
Enterococcus hirae DCH5,Hiracin JM79,produces,90
Enterococcus hirae DCH5,Mallard ducks,hosts,90
Hiracin JM79,Enterococcus hirae DCH5,is produced by,90
Hiracin JM79,Heterologous hosts,is expressed in,90
Hiracin JM79,General secretory pathway,is externalized by,90
Hiracin JM79,Sec-dependent pathway,is externalized by,90
Hiracin JM79,Immunity protein,is neutralized by,90
Hiracin JM79,Mobilization protein,is processed by,90
Hiracin JM79,Relaxase/mobilization nuclease domain,is processed by,90
Clostridium botulinum,Molting Mallards,infects,91
Maggots,Bird Carcasses,live in,91
Molting Mallards,Clostridium botulinum,infects,91
Radio-marked Mallards,Lakes,found in,91
Radio-marked Mallards,Bird Carcasses,exposed to,91
Caracasses,Carcass searches,detected by,91
Mortality risk,Carcass density,affected by,91
Risk of mortality,Maggot-laden carcass densities,affected by,91
Risk of mortality,Carcass density,related to,91
Carcass density,Lakes,found in,91
Maggot-laden carcass densities,Lakes,found in,91
Clostridium botulinum,Botulism,produces,92
Clostridium botulinum,Bovine samples,infects,92
Clostridium botulinum,Duck samples,infects,92
Polymerase Chain Reaction,Clostridium botulinum,detects,92
PCR-based assay,Primer pair Y,uses,92
PCR-based assay,Primer pair VC,uses,92
PCR-based assay,Primer pair VD,uses,92
Mouse bioassay,Clostridium botulinum,detects,92
TYG broth,Clostridium botulinum,contains,92
CMM broth,Clostridium botulinum,contains,92
Bovine samples,Clostridium botulinum,have,92
Duck samples,Clostridium botulinum,have,92
Clostridium Botulinum Type C,Botulinum Toxin,produces,93
Botulinum Toxin,Avian Botulism,causes,93
Botulinum C/D Mosaic Toxoid,Antibody,produces,93
Birds,Clostridium Botulinum Type C,hosts,93
Birds,Avian Botulism,affected by,93
Ducks,Botulinum C/D Mosaic Toxoid,immunized with,93
Ducks,Antibody,developed,93
Antibody,Botulinum Toxin,neutralizes,93
ELISA,Antibody,detects,93
ELISA Titer,Protection,indicates,93
Neutralization Titer,Protection,indicates,93
Clostridium botulinum type C,Mallards,infects,94
Clostridium botulinum type C,Grey herons,infects,94
Clostridium botulinum type C,Mud,found in,94
Clostridium botulinum type C,PCR,detected by,94
Clostridium botulinum type C,Mouse bioassay,detected by,94
PCR,Detection of Clostridium botulinum type C,used for,94
Mouse bioassay,Detection of Clostridium botulinum type C,used for,94
Botulism,Clostridium botulinum type C,affected by,94
Botulinal neurotoxin,Clostridium botulinum type C,produced by,94
Spores,Clostridium botulinum type C,measured in,94
DNA,Clostridium botulinum type C,measured in,94
Template,PCR,used in,94
Clostridium botulinum type C,Clostridium botulinum C2 toxin,produces,95
Clostridium botulinum type C,Prophages,has,95
Clostridium botulinum C2 toxin,Mallard Duck,is toxic to,95
Clostridium botulinum C2 toxin,Clostridium botulinum type C toxin,is more toxic than,95
Clostridium botulinum C2 toxin,Pulmonary Edema,causes,95
Clostridium botulinum C2 toxin,Hemorrhage,causes,95
Clostridium botulinum type C toxin,Respiratory Paralysis,causes,95
Ducks,Castor Bean,affected by,96
Castor Bean,Ducks,toxic to,96
Ducks,Texas Panhandle,found in,96
Castor Bean,Poisoning,induces,96
Mallards,Experimental Host,used as,96
Castor Bean,Induce Poisoning in Mallards,used to,96
Clostridium botulinum type C,Ducks,infects,97
Clostridium botulinum type C,Toxin,produces,97
Toxin,Fecal Extracts,found in,97
Toxin,Blood Sera,found in,97
Ducks,Avian Botulism,have,97
Mallards,Avian Botulism,have,97
Fecal Extracts,Ducks,collected from,97
Blood Sera,Ducks,collected from,97
Mouse,Mouse Toxicity Test,used in,97
Type Specific Antitoxin,Mouse Toxicity Test,used in,97
Toxin,Mouse Toxicity Test,detected by,97
Ducks,Clostridium botulinum type C,infected by,97
Mallards,Clostridium botulinum type C,infected by,97
Peroral Dosing,Mallards,administered to,97
Fecal Extracts,Ducks,passed by,97
Wild Ducks,Clostridium botulinum type C,infected by,97
Clostridium botulinum,Botulinum Toxin,produces,98
Botulinum Toxin,Waterfowl,toxifies,98
Fly Larvae,Clostridium botulinum,hosts,98
New York State Oak Orchard Wildlife Management Area,Botulinum Toxin,finds,98
Waterfowl,Botulism,is affected by,98
Mallards,Botulism,is affected by,98
Greater Yellowlegs,Botulism,is affected by,98
Clostridium botulinum type C,Mallard Ducklings,infects,99
Saline Water,Natural Saline Wetlands,found in,99
Mallard Ducklings,Water,drinks,99
Clostridium botulinum type C,Botulism,produces,99
Botulism,Mallard Ducklings,affects,99
Water Conductivity,Saline Water,measured in,99
Botulism,Clinical Signs,causes,99
Botulism,Mortality,causes,99
Cryptosporidium baileyi,Chickens,infects,100
Cryptosporidium baileyi,Mallards,infects,100
Cryptosporidium baileyi,Oocysts,produces,100
Chickens,Cryptosporidium baileyi Infection,have,100
Mallards,Cryptosporidium baileyi Infection,have,100
Cryptosporidium baileyi,Carrageenan,is affected by,100
Peritoneal Macrophages,Phagocytic Activity,have,100
Peripheral Macrophages,Phagocytic Activity,have,100
Cryptosporidium baileyi,Immunogenicity,elicits,100
