source,target,relation_type,doc_id
Mycoplasma gallisepticum,Conjunctivitis,causes,51
Mycoplasma gallisepticum,Keratitis,causes,51
Mycoplasma gallisepticum,House Finches,is isolated from,51
Mycoplasma gallisepticum,Polymerase Chain Reaction,is detected by,51
Mycoplasma gallisepticum,Serum Plate Agglutination,is detected by,51
Mycoplasma gallisepticum,Hemagglutination Inhibition,is detected by,51
Maryland,Mycoplasma gallisepticum infection,is a location of,51
Georgia,Mycoplasma gallisepticum infection,is a location of,51
West Nile Virus,Mosquito,transmits via,52
St. Louis Encephalitis Virus,Mosquito,transmits via,52
Avian Host,West Nile Virus,hosts,52
Avian Host,St. Louis Encephalitis Virus,hosts,52
Mosquito,West Nile Virus,transmits,52
Mosquito,St. Louis Encephalitis Virus,transmits,52
California Passerine Birds,West Nile Virus,hosts,52
Western Scrub Jays,West Nile Virus,hosts,52
House Finches,West Nile Virus,hosts,52
House Sparrows,West Nile Virus,hosts,52
Mourning Doves,West Nile Virus,hosts,52
Common Ground Doves,West Nile Virus,hosts,52
California Quail,West Nile Virus,hosts,52
Chickens,West Nile Virus,hosts,52
Culex Mosquitoes,West Nile Virus,transmits,52
Culex Mosquitoes,St. Louis Encephalitis Virus,transmits,52
Culex Stigmatosoma,West Nile Virus,hosts,52
Culex Tarsalis,West Nile Virus,hosts,52
Culex P. Quinquefasciatus,West Nile Virus,hosts,52
Culex quinquefasciatus,Birds,feeds on,53
Culex quinquefasciatus,Mammals,feeds on,53
Culex quinquefasciatus,West Nile virus,transmits,53
Culex quinquefasciatus,West Nile virus,is a vector of,53
West Nile virus,Blue jays,infects,53
West Nile virus,American crows,infects,53
Trichostrongylus tenuis,Red Grouse,parasitizes,60
Trichostrongylus tenuis,Caeal Faeces,develops on,60
Temperature,Development of Trichostrongylus tenuis,affects,60
Moisture,Development of Trichostrongylus tenuis,influences,60
Trichostrongylus tenuis,Infective Larvae,transmits via,60
Eggs,Infective Larvae,develop into,60
Temperature,Yields of Infective Larvae,impacts,60
Rainfall,Development of Trichostrongylus tenuis,unimportant for,60
Desiccation,Development of Trichostrongylus tenuis,unimportant for,60
Summer,Development of Infective Larvae,hosts,60
Winter,Mortality of Infective Larvae,hosted,60
Trichostrongylus tenuis,Dramatic Decreases in Red Grouse Density,is associated with,61
Trichostrongylus tenuis,Population Crashes,causes,61
Trichostrongylus tenuis,Red Grouse,is parasite of,61
Trichostrongylus tenuis,Sporting Income,affects,61
Peter Hudson and Andrew Dobson,Grouse-T. tenuis system,describe the dynamics of,61
Peter Hudson and Andrew Dobson,Development of new control methods,present findings from,61
Testosterone,Parasite Infection,increases,62
Testosterone,Aggressive Behaviour,influences,62
Testosterone,Recruitment,influences,62
Parasitic Nematode,Red Grouse,infects,62
Parasitic Nematode,Host Production,affects,62
Testosterone,Trichostrongylus tenuis,interacts with,62
Trichostrongylus tenuis,Red Grouse,infects,62
Fenbendazole,Grit,is medicated with,63
Fenbendazole,Nematode Parasite Trichostrongylus Tenuis,is used to control,63
Fenbendazole,Wild Red Grouse,is taken up by,63
HPLC-MS-MS Method,Fenbendazole and its Metabolites,detects and quantifies,63
HPLC-MS-MS Method,Efficacy of medicated grit treatment,is used to improve,63
Method,Apply to other wildlife species,is modifiable to,63
Red Grouse,Trichostrongylus tenuis,hosts,64
Red Grouse,Male Aggressiveness,exhibits,64
Male Aggressiveness,Territoriality,affects,64
Trichostrongylus tenuis,Cycles in Red Grouse,causes,64
Male Aggressiveness,Cycles in Red Grouse,causes,64
Bayesian State-Space Modeling,Models,used to fit,64
Models,Goodness of Fit,examined for,64
Models,Biological Plausibility,examined for,64
Models,Observed Cyclic Dynamics,emulate,64
Model including both aggression and parasites,Idea that both mechanisms shape red grouse cycles,provides theoretical support,64
Usutu virus,Domestic chicken,infects,65
Mosquito,Usutu virus,transmits,65
Usutu virus,Austria,is isolated from,65
Usutu virus,Flavivirus,is a,65
Usutu virus,Mortality incident,causes,65
Usutu virus,Splenomegaly,causes,65
Usutu virus,Follicular infiltrates in the liver,causes,65
Usutu virus,Mild non-suppurative encephalitis,causes,65
Usutu virus,Reverse-transcriptase polymerase chain reaction,is detected by,65
Usutu virus,Immunohistochemistry,is detected by,65
Usutu virus,Domestic chicken,is shed by,65
Domestic chicken,Viraemia,develops,65
Domestic chicken,Antibody response,develops,65
Domestic chicken,Clinical disease,does not develop,65
USUV,For sentinel purposes in USUV surveillance programmes,is used,65
Domestic chicken,Useful for sentinel purposes in USUV surveillance programmes,is not,65
Usutu Virus,Hungary,emerges in,66
Usutu Virus,Mosquito,is transmitted via,66
Usutu Virus,Japanese Encephalitis Virus,is related to,66
Usutu Virus,West Nile Virus,is related to,66
Usutu Virus,Sub-Saharan Africa,previously exists in,66
Usutu Virus,Austria,spreads to,66
Usutu Virus,Hungary,spreads to,66
Usutu Virus,Wild Birds, infects,66
Usutu Virus,Zoo Birds, infects,66
Usutu Virus,Blackbird, infects,66
Usutu Virus,Budapest,is detected in,66
Austrian Strain,Austria,circulates in,66
African Strain,Sub-Saharan Africa,originates from,66
Austrian Strain,Hungary,may spread to,66
African Strain,Hungary,may be independently introduced to,66
Austrian Strain,Hungarian USUV Strain,has 99.9% identity with,66
Usutu virus,Austria,detected in,67
Usutu virus,Japanese encephalitis virus complex,belong,67
Usutu virus,mosquitoes,is transmitted by,67
Usutu virus,arbovirus,circulates,67
Usutu virus,arthropod vectors,infects,67
Usutu virus,avian amplification hosts,infects,67
Usutu virus,mammalian hosts,infects,67
Usutu virus,West Nile virus,has similar dynamics with,67
Usutu virus,birds,causes mortality in,67
Usutu virus,interaction of proportion of avian hosts immune and climatic factors affecting mosquito population,is determined by,67
Usutu Virus,West Nile Virus,is related to,68
Usutu Virus,Mass Mortalities,causes,68
Usutu Virus,Mosquitoes,transmits via,68
Usutu Virus,Natural Transmission Cycle,persists in,68
Usutu Virus,Periodic Outbreaks,leads to,68
Usutu Virus,Interaction of Bird Immunity and Environmental Temperature,is determined by,68
Usutu Virus,Host Population,will persist in,68
Usutu Virus,Successively,outbreak frequency increases,68
Usutu Virus,After 2040,becomes endemic,68
Climate Change,Infectious Diseases,increases,68
IPCC,Climate-Warming Scenarios,defines,68
Global Climate Models,Temperature,predict,68
Epidemic Model,USUV Dynamics,explains,68
USUV Model,USUV Persistence,predicts,68
Blackbird-Mortality Time Series,Outbreak Frequency,predicts,68
Basic Reproduction Number,Undetected Major Outbreaks,depicts,68
1901-2100,Time Period,covers,68
2001-2005,Time Period,covers,68
2003,Epidemic Peak,is the year of,68
2040,Likely Endemic,is the year of,68
2100,End of Century,is the year of,68
Usutu Virus,Avian Mortality,causes,69
Usutu Virus,Host,transmits,69
Usutu Virus,Location,emerges,69
Usutu Virus,Location,spreads,69
Dead Birds,Usutu Virus,are examined,69
Usutu Virus,Avian Mortality,is associated with,70
Usutu Virus,Mosquito,is transmitted by,70
Usutu Virus,Domestic Goose,replicates in,70
Usutu Virus,Clinical Disease,does not induce,70
Usutu Virus,Mortality,does not induce,70
Usutu Virus,Viraemia,infrequently leads to,70
Usutu Virus,Virus Shedding,infrequently leads to,70
Usutu Virus,Tissues of Domestic Goose,is detected in,70
Usutu Virus,Plasma of Domestic Goose,is detected in,70
Bacterial Septicaemia,Death,causes,70
Strangulation,Death,causes,70
Usutu Virus,Europe,isolated in,71
Usutu Virus,Eurasian Blackbirds,infects,71
Usutu Virus,Turdus Merula,infects,71
Usutu Virus,Fatal Usutu Virus Infections,diseases,71
Usutu Virus,Birds,distributed in,71
Usutu Virus,Brain Neurons,detected in,71
Usutu Virus,Myocardial Fibres,detected in,71
Usutu Virus,Spleen,detected in,71
Usutu Virus,Liver,detected in,71
Usutu Virus,Renal Glomeruli,detected in,71
Usutu Virus,Tunica Muscularis of Intestines,detected in,71
Usutu Virus,Proventricular Glands,detected in,71
Usutu Virus,Lungs,detected in,71
Usutu Virus,Hepatic Kupffer Cells,detected in,71
Usutu Virus,RT-PCR,detected by,71
West Nile Virus,Cross-reactive Polyclonal Antibodies,detected by,71
Usutu Virus,West Nile Virus,comparable to,71
Culex pipiens,West Nile virus,is vector for,72
West Nile virus,Cx. pipiens,infects,72
Cx. pipiens,Humans,feeds on,72
Cx. pipiens,Raccoons,feeds on,72
Cx. pipiens,Birds,feeds on,72
Cx. pipiens,West Nile virus,hosts,72
Cx. pipiens,Humans,bites,72
Cx. pipiens,Diptera: Culicidae,is part of,72
Cx. pipiens,Epidemic,was collected during,72
Cx. pipiens,West Nile virus,was found infected with,72
Culex tarsalis,Blood,feeds on,73
Culex tarsalis,Birds,preference for,73
Culex tarsalis,Mammals,preference for,73
Culex tarsalis,West Nile virus,transmits,73
American robins,Culex tarsalis,host for,73
Doves,Culex tarsalis,host for,73
House sparrows,Culex tarsalis,host for,73
West Nile virus,Culex tarsalis,transmitted by,73
Culex pipiens,American robins,feeds preferentially on,74
Culex pipiens,West Nile virus,transmits,74
Culex pipiens,American robins,is attracted to,74
Culex pipiens,European starling,compared to,74
Culex pipiens,House sparrow,compared to,74
Passerine Filariasis,Enzootic Transmission of West Nile Virus,enhances,75
Passerine Filariasis,Vertebrate Reservoirs,infects,75
Microfilariae,Mosquito Midgut,penetrate,75
Microfilariae,Virus into Hemocoel,introduce,75
Microfilariae,Mosquitoes into Virus-Competent Species,transform,75
Microfilariae,Viral Development,accelerate,75
Microfilariae,Transmission of West Nile Virus,facilitate,75
Mosquitoes,On Passerine Birds,feed,75
Mosquitoes,Microfilariae,ingest,75
Mosquitoes,West Nile Virus,transmit,75
West Nile Virus,Vertebrate Reservoirs,infects,75
Culex pipiens,On Common Grackles,feed,75
Culex tarsalis,On American Robins,feed,75
West Nile Virus,Encephalitis,causes,76
West Nile Virus,Culex Mosquitoes,transmits via,76
American Robins,West Nile Virus,hold,76
DNA Plasmid Vaccine,Viremia,reduces,76
DNA Plasmid Vaccine,Infectiousness,reduces,76
Culex Mosquitoes,American Robins,bite,76
West Nile Virus,"Estimated 30,000-80,000 illnesses",has,76
West Nile Virus,Mosquitoes,transmitted by,77
West Nile Virus,Host Populations,transmitted through,77
American Robin,West Nile Virus,hosts,77
Crows,West Nile Virus,hosts,77
Jays,West Nile Virus,hosts,77
Mosquitoes,West Nile Virus,infect,77
Bornavirus,Parrots,infects,78
Bornavirus,Macaws,infects,78
Bornavirus,Canada Geese,infects,78
Bornavirus,Oropharyngeal/Cloacal Swab,transmitted by,78
Bornavirus,Brain Samples,transmitted by,78
Bornavirus,Duck Embryo Fibroblasts,cultured in,78
Bornavirus,Borna Disease Virus,has regulatory sequences,78
Bornavirus,Psittacine ABVs,lacks regulatory sequences,78
Brachyspira,Vertebrates,colonize,79
Brachyspira spp.,Enteric Diseases,cause,79
Brachyspira spp.,Commensual Relationship,display,79
Brachyspira spp.,Free-living Wild Mallards,colonize,79
Brachyspira spp.,Anaerobic Intestinal Spirochaetes,are,79
Brachyspira pilosicoli,Pathogenic,is,79
Brachyspira intermedia,Pathogenic,is,79
Brachyspira hyodysenteriae,Pathogenic,is,79
Brachyspira alvinipulli,Pathogenic,is,79
Brachyspira pulli,Pathogenic,is,79
Brachyspira pilosicoli,High Biodiversity,display,79
Isolates,Phylogenetically Related,are,79
Isolates,Identified by PCR,are,79
Isolates,Characterized,are,79
PCR,Non-specific,is,79
Nox gene restriction enzyme analysis,Isolates,correctly identifies,79
Culture technique,Uncontaminated Spirochaete Isolates,produces,79
Mallard intestines,High Degree of Biodiversity,support,79
Brachyspira hyodysenteriae,Swine Dysentery,causes,80
Brachyspira hyodysenteriae,Pigs,isolated from,80
Brachyspira suanatina,Mallards,isolated from,80
Brachyspira hyodysenteriae,Ducklings,colonizes,80
Brachyspira suanatina,Ducklings,colonizes,80
Brachyspira suanatina,Mallards,transfers,80
Brachyspira hyodysenteriae,Mallards,transfers,80
Brachyspira suanatina,Mallards,infects,80
Brachyspira hyodysenteriae,Mallards,infects,80
Ducklings,Brachyspira hyodysenteriae,are infected by,80
Ducklings,Brachyspira suanatina,are infected by,80
Brachyspira suanatina,Pig,is isolated from,81
Brachyspira suanatina,Mallard,is isolated from,81
Brachyspira suanatina,Mallard,is genetically similar to,81
Brachyspira suanatina,Swine Dysentery,causes,81
Brachyspira suanatina,Pig,infects,81
Brachyspira suanatina,Diarrhoea,induces,81
Brachyspira suanatina,Atypical Haemolytic Properties,is characterized by,81
Brachyspira suanatina,Species,is provisionally designated as,81
Brachyspira hyodysenteriae,Species,is a reference strain,81
Brachyspira suanatina,Brachyspira hyodysenteriae,is different from,81
Brachyspira suanatina,Anas platyrhynchos,is different from,81
Brachyspira suanatina,Partial 16S rRNA and nox Gene Sequences,is characterized by,81
Brachyspira suanatina,Antimicrobial Susceptibility Testing,is characterized by,81
Brachyspira suanatina,Biochemical Tests,is characterized by,81
Brachyspira suanatina,Culture,is characterized by,81
Brachyspira pilosicoli,Pigs,infects,82
Brachyspira pilosicoli,Chickens,infects,82
Brachyspira pilosicoli,Wild ducks,infects,82
Brachyspira pilosicoli,Faeces,transmitted through,82
Brachyspira pilosicoli,Effluent pond water,transmitted through,82
Brachyspira pilosicoli,Stock,transmitted through,82
Farm A,Brachyspira pilosicoli,has,82
Farm B,Brachyspira pilosicoli,has,82
Piggeries,Australia,are located in,82
Airborne Bacteria,Duck Houses,found in,83
Employees,Bioaerosols,exposed to,83
Airborne Bacteria,Tryptone Soy Agar,quantified on,83
Airborne Bacteria,Actinomycetes Isolation Agar,quantified on,83
Airborne Bacteria,Middlebrook Agar,quantified on,83
Airborne Bacteria,MacConkey Agar,quantified on,83
Airborne Bacteria,Glycerol-Arginine Agar,quantified on,83
Airborne Bacteria,Oatmeal Agar,quantified on,83
Bioaerosols,Fluorescence Microscope,investigated using,83
Airborne Bacteria,16S rRNA Gene Sequence Analyses,identified using,83
Actinobacteria,Taxonomic Classification,grouped into,83
Firmicutes,Taxonomic Classification,grouped into,83
Bacteroidetes,Taxonomic Classification,grouped into,83
Proteobacteria,Taxonomic Classification,grouped into,83
Cellulosimicrobium Funkei,Risk Group 2,most closely related to,83
Corynebacterium Falsenii,Risk Group 2,grouped into,83
Corynebacterium Xerosis,Risk Group 2,grouped into,83
Mycobacterium Arupense,Risk Group 2,grouped into,83
Staphylococcus Epidermidis,Risk Group 2,grouped into,83
Risk Group 2,Negative Pulmonary Health Effects,may cause,83
Phage,Chlamydia psittaci,infects,84
Phage,Ducks,infects,84
Antiserum,Phage infection,detects,84
Antiserum,Chlamydia psittaci,detects,84
Chlamydia psittaci isolate,Phage-containing strain,concordant,84
McCoy cell monolayers,Phage-containing strain,infected,84
Phage,Indirect immunofluorescence,demonstrated,84
Chlamydiosis,United Kingdom,prevalent,84
Chlamydiosis,Ducks,cryptic,84
Chlamydophila psittaci,Chlortetracycline,is reduced by,85
Chlamydophila psittaci,Doxycycline,is reduced by,85
Chlamydophila psittaci,Enrofloxacin,is reduced by,85
Chlamydophila psittaci,Difloxacin,is reduced by,85
Chlamydophila psittaci,Psittacine birds,is isolated from,85
Chlamydophila psittaci,Domestic pigeon,is isolated from,85
Chlamydophila psittaci,Pekin duck,is isolated from,85
Chlamydophila psittaci,Chlortetracycline,is tested against,85
Chlamydophila psittaci,Doxycycline,is tested against,85
Chlamydophila psittaci,Enrofloxacin,is tested against,85
Chlamydophila psittaci,Difloxacin,is tested against,85
Chlortetracycline,Chlamydophila psittaci,is tested against,85
Doxycycline,Chlamydophila psittaci,is tested against,85
Enrofloxacin,Chlamydophila psittaci,is tested against,85
Difloxacin,Chlamydophila psittaci,is tested against,85
Outbreak,Poultry Abattoir,occurs at,86
Workers,Ornithosis,are affected by,86
Outbreak,Cases of Ornithosis,includes,86
Rural Duck Abattoir and Farm,Outbreak,are parts of,86
Chlamydophila psittaci,Ornithosis,causes,86
Serological Survey,Exposure to Chlamydophila psittaci,identifies,86
Case Control Study,High-Risk Work Areas,identifies,86
Workers,Serological Evidence of Exposure,show,86
Workers,Pneumonia,have,86
Slaughtering Area,High-Risk Work Area,is a,86
Blood and Feathers,Potential Occupational Hazards,are,86
Respiratory Protection,Ornithosis,prevents,86
Airflow Improvements,Environmental Contamination,reduces,86
Environmental Contamination,Ornithosis,leads to,86
Chlamydophila psittaci,Avian,derived from,87
Chlamydophila psittaci,Mammalian,derived from,87
Chlamydophila psittaci,Genotype C,has genotype,87
Genotype C,Waterfowl,associated with,87
Mammals,source for genotype C strains,may represent,87
Mammals,source for human psittacosis cases,may represent,87
Botulism,Aquatic Birds,was observed in,88
Botulism,Wild Duck,was detected in,88
Botulism,Gull,was detected in,88
Clostridium botulinum,Botulotoxin,produces,88
Botulotoxin,Type C,of,88
Botulotoxin,Intestinal Contents,was detected in,88
Botulotoxin,Liver Tissue,was detected in,88
Botulotoxin,Stomach Contents,was detected in,88
Botulotoxin,Sludge Samples,was demonstrated after propagation,88
C. botulinum,Sludge Samples,was isolated from,88
Ducks,Type C Botulism,are immunized against,89
Vaccine,Type C Botulism,protects against,89
Ranch Mink,Type C Botulism,are protected against,89
Botulinum Toxin,Clinical Signs,causes,89
Botulinum Toxin,Mortality,causes,89
Vaccine,Morbidity,reduces,89
Vaccine,Mortality,reduces,89
Botulinum Antitoxin,Botulism,treats,89
Immunization,Recovery from Intoxication,has no significant effect on,89
Immunization,Clinical Signs,reduces,89
Immunization,Mortality,reduces,89
Immunization,Treatment Regimen,might be useful as part of,89
Botulism Outbreaks,Immunization,may be treated with,89
Hiracin JM79,Enterococcus hirae DCH5,produced by,90
Hiracin JM79,orf,encoded by,90
orf,HirJM79,encodes,90
orf,HiriJM79,encodes,90
orfC,Mobilization protein,encodes,90
orfD,Relaxase/mobilization nuclease domain,encodes,90
orfE,Hypothetical protein,encodes,90
Hiracin JM79,Mallard ducks,produced in,90
Hiracin JM79,Heterologous hosts,expressed in,90
HirJM79,HiriJM79,immunity protein for,90
Molting Mallards,Avian Botulism,are affected by,91
Clostridium botulinum,Toxin-laden Maggots,produces,91
Carcasses,Molting Mallards,are produced by,91
Maggots,Carcasses,are produced by,91
Toxin-laden Maggots,Clostridium botulinum,are produced by,91
Healthy Birds,Risk of Mortality,are affected by,91
Risk of Mortality,Carcass Density,increases with,91
Carcass Density,Mortality Risk,is related to,91
Molting Mallards,Carcass Density,are exposed to,91
Mortality Risk,Carcass Density,is predicted by,91
Carcass Removal,Survival,may affect,91
Survival,Carcass Density,may be affected by,91
Clostridium botulinum,Nerve Toxin,produces,92
Clostridium botulinum,Botulism,causes,92
Clostridium botulinum,Polymerase Chain Reaction,detected by,92
Polymerase Chain Reaction,Detection of C. botulinum toxigenic strains,used for,92
Polymerase Chain Reaction,Mouse Bioassay,compared to,92
DNA,Crude Samples,extracted from,92
DNA,Polymerase Chain Reaction,amplified by,92
Enrichment Broths,Enrichment of C. botulinum,used for,92
TYG,Enrichment of C. botulinum,used for,92
CMM,Enrichment of C. botulinum,used for,92
Botulinum C/D Mosaic Toxoid,Avian Botulism,protects against,93
Clostridium Botulinum Type C,Neurotoxin,produces,93
Neurotoxin,Avian Botulism,causes,93
Antibody,Neurotoxin,detects,93
IgG,Antibody,produces,93
Ducks,Antibody,develops,93
Botulinum C/D Mosaic Toxoid,Commercial Oil-Adjuvanted Vaccine,used with,93
Botulinum C/D Mosaic Toxoid,Ducks,used to immunize,93
Antibody,Neurotoxin,neutralizes,93
Clostridium botulinum type C,PCR,detected by,94
Clostridium botulinum type C,Avian samples,present in,94
Clostridium botulinum type C,Environmental samples,present in,94
Clostridium botulinum type C,Avian botulism,causes,94
PCR,Mouse bioassay,compared with,94
PCR,Clostridium botulinum type C,sensitive to,94
PCR,Clostridium botulinum type C,specific to,94
PCR,Methodology,rapid,94
Mallards,Clostridium botulinum type C,infected with,94
Grey herons,Clostridium botulinum type C,infected with,94
Mud,Clostridium botulinum type C,infected with,94
Clostridium botulinum type C,Clostridium botulinum C2 toxin,produces,95
Clostridium botulinum type C,Capacity to produce C1 toxin,loses,95
Clostridium botulinum C2 toxin,Trypsin,is activated by,95
Clostridium botulinum C2 toxin,Mallard Duck,is toxic to,95
Clostridium botulinum C2 toxin,C1 toxin,is more toxic than,95
Clostridium botulinum C2 toxin,Pulmonary Edema and Hemorrhage,causes,95
Clostridium botulinum C2 toxin,Respiratory Paralysis,causes,95
Castor Bean,Ducks,poisons,96
Ducks,Castor Bean poisoning,contract,96
Castor Bean poisoning,Death,causes,96
Castor Bean,Seed,is composed of,96
Seed,Seed Coat,has,96
Castor Bean,Ricinus communis,is derived from,96
Ducks,Castor Bean,ingest,96
Castor Bean,Intoxication,induces,96
Intoxication,Signs,manifests as,96
Signs,Botulism,resemble,96
Castor Bean,Mallards,is toxic to,96
Mallards,Castor Bean poisoning,develop,96
Toxin,Blood Serum,is absent from,96
Hemagglutination test,Castor Bean,fails to detect,96
Precipitin test,Castor Bean,fails to detect,96
Castor Bean,Stomach,is present in,96
Castor Bean,Intestinal Contents,is present in,96
Liver,Fatty Change,exhibits,96
Botulism,Clinical signs,causes,97
Botulism,Ducks,affects,97
Clostridium botulinum type C,Toxin,produces,97
Clostridium botulinum type C toxin,Mouse toxicity test,can be detected by,97
Botulism,Coproexamination,can be diagnosed through,97
Botulism,Demonstration of toxin in serum,can be diagnosed through,97
Ducks,Toxin-positive specimens,can pass,97
Fecal extracts,Toxin,can be used to detect,97
Sera,Toxin,can be used to detect,97
Antitoxin,Toxin,can provide protection against,97
Mallards,Toxin shedding,can be used to study,97
Clostridium botulinum toxin type C,Duck serum,was demonstrated in,98
Clostridium botulinum toxin type C,Fly larvae (Lucilia spp.),was demonstrated in,98
Botulism,Wild ducks,affected,98
Botulism,Shore birds,affected,98
Botulism,Waterfowl,affected,98
Botulinal intoxication,Possible cause of death,indicated,98
Clostridium botulinum type C toxin,Botulism,causes,99
Saline water,Occurrence of Botulism,affects,99
Saline water,Severity of Botulism,affects,99
Saline water,Mortality,affects,99
Ducks,Water,drink,99
Ducks,Clostridium botulinum type C toxin,receive,99
Cryptosporidium baileyi,Oocysts,produces,100
Cryptosporidium baileyi,Chickens,infects,100
Cryptosporidium baileyi,Mallards,infects,100
Cryptosporidium baileyi,Chickens,has immunogenicity,100
Cryptosporidium baileyi,Mallards,has immunogenicity,100
Cryptosporidium baileyi,Chickens,is shed by,100
Cryptosporidium baileyi,Mallards,is shed by,100
Carrageenan,Phagocytic activity of Peritoneal Macrophages,blocks,100
Carrageenan,Number of Peripheral Macrophages,reduces,100
