entity_id,entity,type,doc_id
822,prepatent period,Parasite Life Cycle Stage,60342
823,70-107 days,Prepatent period,60342
824,lymphatics,Tissue,60342
825,subcutaneous tissues,Tissue,60342
826,heart,Tissue,60342
827,lungs,Tissue,60342
828,testes,Tissue,60342
829,peripheral blood,Tissue,60342
830,small diameter,Biological attribute,60342
831,body wall,body wall of parasitic nematode,60342
832,cuticle,anatomical structure,60342
833,lateral fields,Biological_Entity,60342
834,lateral internal cuticular ridge,Biological_Entity,60342
835,hypodermis,tissue,60342
836,lateral chords,Anatomical structure,60342
837,dorsal chords,Anatomical structure,60342
838,ventral chords,anatomical structure,60342
839,muscle cells,cell type,60342
840,coelomyarian,anatomical structure,60342
841,Taenia parva,species,60214
842,Genetta genetta,Host Organism,60214
843,spermiogenesis,biological process,60214
844,spermatozoa,spermatozoa,60214
845,axoneme,Structure,60214
846,cytoplasmic extension,Structure,60214
847,free flagellum,Structure,60214
848,centrioles,Structure,60214
849,intercentriolar body,Structure,60214
850,mitochondria,Structure,60214
851,crest-like body,Structure,60214
852,periaxonemal sheath,Structure,60214
853,transverse intracytoplasmic walls,Structure,60214
854,Bâ and Marchand,Researchers,60214
855,Cyclophyllidea,Order,60214
856,Taeniidae,Family,60214
857,Cestoda,class,60214
858,chimpanzee,organism,60302
859,Pan troglodytes,species,60302
860,tapeworm,parasite,60302
861,Bertiella studeri,species,60302
862,leaf-swallowing,disease-related behavior,60302
863,Kibale National Park,Geographic Region,60302
864,Uganda,Country,60302
865,6.5 years,Duration,60302
866,seven-month period,time period,60302
867,dung,Substance,60302
868,tapeworm fragments,Substance,60302
869,whole leaves,Substance,60302
870,behavior rate,Behavior Measure,60302
871,presence of tapeworms,Disease,60302
872,presence of whole leaves,Biological Condition,60302
873,gastropod,Host,60295
874,bighorn sheep,species,60295
875,Ovis canadensis,species,60295
876,lungworm,parasite,60295
877,Protostrongylus spp.,lungworm,60295
878,Utah,state,60295
879,USA,country,60295
880,Antelope Island,Island,60295
881,Newfoundland Mountains,Mountain range,60295
882,May-August 2001-02,Time period,60295
883,weekly,Temporal Descriptor,60295
884,"1,595 gastropods",Biological Host Organism,60295
885,five genera,taxonomic rank,60295
886,Vallonia,Genus,60295
887,85%,Prevalence,60295
888,10 of 980=1%,Measurement,60295
889,97%,Prevalence,60295
890,90%,Prevalence,60295
891,riparian,habitat type,60295
892,rock,bighorn sheep,60295
893,desert shrub,plant,60295
894,grass,Food Source,60295
895,transmission,Disease Transmission,60295
896,occurrence,Biological Occurrence,60295
897,fecal pellet groups,biological sample,60295
898,lungworm levels,Measurement,60295
899,lambs,Host,60295
900,nursery groups,bighorn sheep nursery groups,60295
901,ram groups,ram,60295
902,fecal larvae counts,Measurement,60295
903,water sources,habitat component,60295
904,perennial water sources,Geographical Feature,60295
905,dry years,time period,60295
906,Longistrongylus curvispiculum,species,60119
907,Nematoda,Phylum,60119
908,Trichostrongyloidea,superfamily,60119
909,free-ranging exotic antelope,Host,60119
910,Texas,U.S. state,60119
911,sable,Host,60119
912,Hippotragus niger,Host,60119
913,addax,Host,60119
914,Addax nasomaculatus,Host,60119
915,biesa oryx,Host,60119
916,Oryx beisa,Host,60119
917,ranches,location,60119
918,central Texas,region,60119
919,USA,Country,60119
920,Haemonchus contortus,species,60119
921,abomasal worm burden,parasite burden,60119
922,abomasum,Anatomical structure,60119
923,Ostertaginae,subfamily,60119
924,Mesocestoides,Genus,60157
925,tapeworm,Cestoda,60157
926,Cestoda: Mesocestoididae,Family,60157
927,sylvatic hosts,Host,60157
928,wild carnivores,Host,60157
929,reptiles,Host,60157
930,rodents,Host,60157
931,San Miguel Island (SMI),Island,60157
932,Hopland Research and Extension Center (HREC),Research Institution,60157
933,deer mice,Host,60157
934,Peromyscus maniculatus,Host,60157
935,coyotes,Host,60157
936,Canis latrans,Host,60157
937,island fox,Host,60157
938,Urocyon littoralis,Host,60157
939,clade A,Molecular clade,60157
940,clade B,molecular clade,60157
941,proglottids,Cestode proglottid,60157
942,tetrathyridia,larval stage,60157
943,mice,Host,60157
944,lizards,Host,60157
945,hamsters,Host,60157
946,Schistosomiasis,Parasitic Disease,60195
947,Schistosoma mansoni,Parasite,60195
948,Tourists,Host,60195
949,Omo National Park,Protected Area,60195
950,Mui River,River,60195
951,Ethiopia,Country,60195
952,Park residents,Host,60195
953,Suri people,Host,60195
954,Wild Papio anubis,Host,60195
955,Alouatta palliata,species,60135
956,A. pigra,species,60135
957,Macuspana,location,60135
958,Mexico,Country,60135
959,parasites,Biological Organism,60135
960,DTP,Directly Transmitted Parasite,60135
961,group size,Measurement,60135
962,home range use,Measurement,60135
963,range area size,Measurement,60135
964,intensity of home range use,Measurement,60135
965,DTP prevalence,Measurement,60135
966,DTP load,Measurement,60135
967,fecal samples,Measurement,60135
968,microclimate,climatic,60135
969,contact rate,Physiological parameter,60135
970,immune function,immune system function,60135
971,Elaeophorosis,Disease,60291
972,Elaeophora schneideri,Parasitic nematode,60291
973,Bighorn sheep,species,60291
974,Ovis canadensis,species,60291
975,New Mexico,location,60291
976,"Setaria thwaitei Mönnig, 1933",species,60229
977,Hippotragus niger,Host,60229
978,sable antelope,host,60229
979,Hippotragus equinus,Host,60229
980,roan antelope,antelope,60229
981,Kobus ellipsiprymnus,Host,60229
982,waterbuck,antelope,60229
983,Oryx gazella,Host,60229
984,gemsbuck,antelope,60229
985,Setaria,Genus,60229
986,South Africa,Country,60229
987,"Mönnig, 1933",Species Authority,60229
988,"Yeh, 1959",Publication,60229
989,scanning electron microscopy,scientific technique,60229
990,measurements,Biological Measurements,60229
991,adult worms,parasite,60229
992,anterior regions,anatomical structure,60229
993,posterior regions,anatomical structure,60229
994,Andean hog-nosed skunk,Mammal,60201
995,Conepatus chinga,Andean hog-nosed skunk,60201
996,Spirometra erinacei,tapeworm,60201
997,Cestoda,Class,60201
998,Diphyllobothridae,Family,60201
999,small intestine,Anatomical Structure,60201
1000,Abra La Raya,GeographicalFeature,60201
1001,Cusco,City,60201
1002,Peru,country,60201
1003,four,cardinal number,60201
1004,first report,First Report,60201
1005,Eimeria,Genus,60431
1006,Eimeria kamoshika,protozoan parasite,60431
1007,Capricornis crispus,hosts,60431
1008,Japanese serow,Host,60431
1009,Capricornis swinhoei,hosts,60431
1010,Formosan serow,Host,60431
1011,Eimeriid coccidians,Eimeria species,60431
1012,fecal samples,biological material,60431
1013,October 1998,Sample Collection Date,60431
1014,March 1999,Date,60431
1015,Japan,Geographic Location,60431
1016,oocysts,Protozoa,60431
1017,sporocysts,Biological structure,60431
1018,micrometers,unit of measurement,60431
1019,Stieda body,Biological structure,60431
1020,sporocyst residuum,Biological structure,60431
1021,polar granules,Biological structure,60431
1022,oocyst residuum,Biological structure,60431
1023,micropyle,Biological structure,60431
1024,Hepatozoon species,Parasite,60486
1025,Japanese Martens,Host,60486
1026,Martes melampus melampus,Host,60486
1027,myocardium,tissue,60486
1028,Hepatozoon sp.,Parasite,60486
1029,merozoites,Merozoite,60486
1030,gametocytes,parasite life cycle stage,60486
1031,schizonts,parasite life cycle stage,60486
1032,phagocytes,Immune cell,60486
1033,histological methods,laboratory or experimental techniques,60486
1034,molecular methods,molecular biology techniques,60486
1035,partial 18S rRNA gene sequence,ribosomal RNA gene fragment,60486
1036,pine marten,Host,60486
1037,Martes martes,Host,60486
1038,Scotland,location,60486
1039,36.9 ± 5.7 x 28.9 ± 3.4 μm,Measurement,60486
1040,20-60 nuclei,Number of nuclei,60486
1041,Tana River red colobus,species,60177
1042,Procolobus rufomitratus,Host,60177
1043,mangabey,primate,60177
1044,Cercocebus galeritus galeritus,Host,60177
1045,gastrointestinal parasites,gastrointestinal parasite,60177
1046,Kenya,Location,60177
1047,Tana River,Geographical Region,60177
1048,habitat loss,environmental issue,60177
1049,habitat fragmentation,environmental issue,60177
1050,human activities,Habitat Modification,60177
1051,forest fragmentation,environmental issue,60177
1052,host density,ecological factor,60177
1053,parasite prevalence,Measurement,60177
1054,parasite richness,Measurement,60177
1055,population density,Measurement,60177
1056,arboreal folivores,primates,60177
1057,terrestrial habitat generalists,primate,60177
1058,parasitism,parasitism,60177
1059,human disturbance,Environmental Factor,60177
1060,forest area,Measurement,60177
1061,forest disturbance,Measurement,60177
1062,monkey density,Population density,60177
1063,"Entopolypoides macaci Mayer, 1934",Tapeworm,60522
1064,African baboon,species,60522
1065,Papio cynocephalus L. 1766,species,60522
1066,Kenya,Country,60522
1067,Hepatocystis kochi,Protozoan parasite,60522
1068,Parasitemia,Measurement,60522
1069,Splenectomy,Surgical procedure,60522
1070,Hemoglobin,Measurement,60522
1071,RBC counts,Measurement,60522
1072,Transferability,Biological Concept,60522
1073,Differentiation,Biological Process,60522
1074,African lions,species,60306
1075,Panthera leo,hosts,60306
1076,Intu Afrika Kalahari Game Reserve,Protected area,60306
1077,southwestern Kalahari,geographical region,60306
1078,Namibia,Country,60306
1079,faecal helminth egg,Sample,60306
1080,oocyst,Sample,60306
1081,Ancylostoma braziliense,Helminth,60306
1082,Gnathostoma spinigerum,Helminth,60306
1083,Uncinaria stenocephala,hookworm,60306
1084,Toxoplasma gondii,Protozoan parasite,60306
1085,Isospora felis,Protozoan parasite,60306
1086,flotation technique,Method,60306
1087,McMaster method,Method,60306
1088,winter 2003,Time Period,60306
1089,summer 2004,time period,60306
1090,lion scats,Sample,60306
1091,14866 oocysts per gram of faeces,Oocyst count,60306
1092,opportunistic collection,Method,60306
1093,endoparasite survey,biological survey,60306
1094,infection rates,parasite infection rate,60306
1095,habitat,biological habitat,60306
1096,semi-captive conditions,environmental condition,60306
1097,deworming,diagnostic procedure,60306
1098,western lowland gorillas,host,60223
1099,Gorilla gorilla gorilla,Western lowland gorilla subspecies,60223
1100,Bai Hokou,Geographical location,60223
1101,Central African Republic,Country,60223
1102,Dzangha-Ndoki National Park,National Park,60223
1103,"2 degrees 51'34''N, 16 degrees 28'03''E",LLM_Default_Classification,60223
1104,October 1999 to November 2000,Time Period,60223
1105,75 fecal samples,Fecal sample,60223
1106,endoparasites,endoparasite,60223
1107,amoebae,Endoparasite,60223
1108,entodiniomorph ciliates,protozoa,60223
1109,Prototapirella gorillae,Protozoa,60223
1110,Troglodytella spp.,Biological_Entity,60223
1111,Gorillophilus thoracatus,Biological_Entity,60223
1112,Balantidium-like organism,Protozoan,60223
1113,strongyle/trichostrongyle eggs,Trichostrongylidae,60223
1114,Mammomonogamus sp.,Nematode parasite,60223
1115,Strongyloides sp.,Parasitic nematode,60223
1116,Probstmayria sp.,helminth,60223
1117,spirurid,family,60223
1118,trichuroid,helminth,60223
1119,trematodes,Endoparasite,60223
1120,flagellates,parasites,60223
1121,cestodes,Parasites,60223
1122,health-monitoring program,coprologic study,60223
1123,ecotourism,Tourism Type,60223
1124,Colobus vellerosus,hosts,60200
1125,ursine colobus monkeys,Colobus vellerosus,60200
1126,Boabeng-Fiema Monkey Sanctuary (BFMS),Sanctuary,60200
1127,Ghana,Geographical Region,60200
1128,gastrointestinal parasites,gastrointestinal parasitic organism,60200
1129,Entamoeba sp.,Parasite,60200
1130,Isospora sp.,Protozoa,60200
1131,Giardia sp.,Protozoan parasite,60200
1132,G. duodenalis Assemblage B,Protozoan parasite assemblage,60200
1133,Blastocystis sp.,protozoan parasite,60200
1134,"Blastocystis sp., subtype 2",Protozoa,60200
1135,Ascaris sp.,Parasite,60200
1136,Enterobius sp.,Parasite.Helminth,60200
1137,Trichuris sp.,Helminth,60200
1138,strongyle sp.,gastrointestinal parasite,60200
1139,digenean trematode,digenean trematode,60200
1140,fecal samples,Fecal Sample,60200
1141,fecal floatation,parasitological technique,60200
1142,fluorescein labeled antibodies,Biological Entity,60200
1143,PCR techniques,Parasite Detection Method,60200
1144,July 2004 to August 2005,Time period,60200
1145,long wet season,Environmental Factor,60200
1146,long dry season,Environmental Factor,60200
1147,human settlements,Population Center,60200
1148,I. belli,Protozoan parasite,60200
1149,anthropozoonotic transmission,Zoonotic Transmission,60200
1150,zoonotic transmission,zoonotic transmission,60200
1151,Pan troglodytes,Pan troglodytes,60303
1152,Papio spp.,Genus,60303
1153,intestinal parasites,parasite,60303
1154,nematodes,Parasitic Worm,60303
1155,Gombe,National Park,60303
1156,Tanzania,Country,60303
1157,Mt. Assirik,Mountain,60303
1158,Senegal,Country,60303
1159,infection,Infection,60303
1160,intestinal parasite loads,Measurement,60303
1161,fecal specimens,fecal specimen,60303
1162,prevalence of infection,Measurement,60303
1163,presence or absence of parasites,Measurement,60303
1164,Experimental and clinical parasitology,Field of study,60303
1165,wet season,Environmental Factor,60303
1166,dry season,Environmental Factor,60303
1167,text,academic text,60178
1168,src,Source,60178
1169,Tana River red colobus,Host,60178
1170,Procolobus rufomitratus,Host,60178
1171,crested mangabey,Host,60178
1172,Cercocebus galeritus,Host,60178
1173,gastrointestinal parasites,BiologicalAgent,60178
1174,Tana River,Geographical Region,60178
1175,Kenya,Country,60178
1176,fecal egg counts,Measurement,60178
1177,prevalence of gastrointestinal parasites,Measurement,60178
1178,behavioral ecology,Characteristic,60178
1179,terrestrial omnivores,Characteristic,60178
1180,social group size,Characteristic,60178
1181,home range,Characteristic,60178
1182,nematodes,parasite,60178
1183,protozoans,Parasite,60178
1184,intermediate hosts,Biological Organism,60178
1185,parasite species,Measurement,60178
1186,males,Demographic,60178
1187,lactating females,Demographic,60178
1188,nonlactating females,Demographic,60178
1189,Phagicola angrense,causes,60350
1190,Digenea: Heterophyidae,Family,60350
1191,raccoon,Procyon lotor,60350
1192,Procyon lotor,species,60350
1193,enteritis,Disease,60350
1194,"Parramore Island, Virginia (USA)",GeographicalRegion,60350
1195,weak,HealthStatus,60350
1196,ataxic,Undefined/Unknown,60350
1197,melanic soft feces,sign or symptom,60350
1198,emaciated,Not present in context,60350
1199,pale,Adjective,60350
1200,ascites,Pathological Condition,60350
1201,prominent mesenteric vessels,mesenteric blood vessels,60350
1202,fetid bloody material,diarrhea,60350
1203,small intestinal mucosa,Tissue,60350
1204,necrosis,Cell injury,60350
1205,acute hemorrhage,Symptom,60350
1206,plasma cells,plasma cell,60350
1207,eosinophils,Cell,60350
1208,lamina propria,Tissue,60350
1209,crypts,Tissue,60350
1210,epithelium,Tissue,60350
1211,juvenile,juvenile animal,60350
1212,male,sex,60350
1213,Trypanosomes,Protozoan,60415
1214,T. brucei s.l.,parasite,60415
1215,T. congolense forest type,subspecies,60415
1216,T. congolense savannah type,Trypanosoma congolense subspecies,60415
1217,T. vivax,Trypanosoma vivax,60415
1218,T. simiae,Trypanosoma species,60415
1219,T. b. gambiense group 1,Parasite strain,60415
1220,Wild animals,Host,60415
1221,Ungulates,Host,60415
1222,Rodents,Host,60415
1223,Pangolins,Host,60415
1224,Carnivores,Host,60415
1225,Reptiles,Host,60415
1226,Primates,Host,60415
1227,Monkeys,Host,60415
1228,Cercocebus torquatus,Host,60415
1229,Simian malaria,Disease,60412
1230,Plasmodium brasilianum,Plasmodium species,60412
1231,non-human primates,Host,60412
1232,Brazilian Amazon,Geographical region,60412
1233,Balbina,Location,60412
1234,Samuel,Person,60412
1235,Alouatta seniculus straminea,Host,60412
1236,red-howler monkey,Host,60412
1237,Chiropotes satanas chiropotes,Host,60412
1238,bearded-saki,Host,60412
1239,Ateles paniscus paniscus,Host,60412
1240,spider-monkey,Host,60412
1241,Saimiri ustus,Host,60412
1242,squirrel-monkey,Host,60412
1243,Ateles paniscus chamek,Host,60412
1244,black-faced-spider-monkey,Host,60412
1245,15.8%,Percentage,60412
1246,9.9%,Percentage,60412
1247,126,Figure,60412
1248,252,Figure,60412
1249,32.3%,Percentage,60412
1250,50%,Percentage,60412
1251,21%,Percentage,60412
1252,28.6%,Percentage,60412
1253,zoonosis,Infectious Disease,60412
1254,zoonotic potential,Characteristic,60412
1255,Hepatozoonosis,Disease,60423
1256,tissue stages,parasitic life cycle stage,60423
1257,skeletal muscle,tissue,60423
1258,cardiac muscle,cardiac muscle tissue,60423
1259,Oklahoma,state,60423
1260,USA,country,60423
1261,North America,Continent,60423
1262,epizootiology,field of study,60423
1263,canine hepatozoonosis,parasitic disease,60423
1264,Leishmania (Viannia) shawi sp. n.,Species,60444
1265,monkey,Host,60444
1266,Cebus apella,Host,60444
1267,Chiropotes satanus,Host,60444
1268,sloth,Host,60444
1269,Choloepus didactylus,Host,60444
1270,Bradypus tridactylus,Host,60444
1271,procyonid,Host,60444
1272,Nasua nasua,Host,60444
1273,sandfly,Host,60444
1274,Lutzomyia whitmani,Host,60444
1275,primary forest,habitat,60444
1276,Pará,Geographical Region,60444
1277,north Brazil,Geographical Region,60444
1278,morphology,Study characteristic,60444
1279,isoenzyme profiles,Study characteristic,60444
1280,kDNA buoyant densities,Study characteristic,60444
1281,monoclonal antibodies,Study characteristic,60444
1282,Leishmaniasis,Disease,60444
1283,Hepatozoon sp.,protozoan parasite,60487
1284,wild marten,animal,60487
1285,Martes melampus,species,60487
1286,hepatozoonosis,Protozoan Infection,60487
1287,Japan,Geographical Region,60487
1288,Gifu,GeographicalRegion,60487
1289,heart,Tissue,60487
1290,perirenal adipose tissue,Tissue,60487
1291,diaphragm,Tissue,60487
1292,mesentery,Tissue,60487
1293,tongue,Tissue,60487
1294,omentum,Tissue,60487
1295,perisplenic adipose tissue,Tissue,60487
1296,1991,Year,60487
1297,1992,Year,60487
1298,70,Reference,60487
1299,67,Figure,60487
1300,96%,Percentage,60487
1301,36%,Percentage,60487
1302,10 to 15%,Percentage,60487
1303,red foxes,Species,60566
1304,Vulpes vulpes,species,60566
1305,sarcoptic mange,Disease,60566
1306,traumatic injury,Disease,60566
1307,canine distemper,Disease,60566
1308,capture myopathy,Disease,60566
1309,congenital absence of guard hairs,Disease,60566
1310,intradermal tick infestation,Disease,60566
1311,otodectic mange,Disease,60566
1312,toxicosis,Disease,60566
1313,southeastern United States,Region,60566
1314,51,Number,60566
1315,1967 to 1995,Time Period,60566
1316,33,SampleSize,60566
1317,5,Number,60566
1318,2,Count,60566
1319,1,Count,60566
1320,65%,Percentage,60566
1321,Muscular Sarcocystis infection,Parasitic infection,60553
1322,bear,Ursus americanus,60553
1323,Ursus americanus,species,60553
1324,Sarcocystis,Genus,60553
1325,Sarcocystis species,Sarcocystis species,60553
1326,skeletal muscles,muscle tissue,60553
1327,North Carolina,State,60553
1328,45 x 37.5 microm,Measurement,60553
1329,67.5 x 50 microm,Measurement,60553
1330,thin (<2 microm) sarcocyst wall,Measurement,60553
1331,up to 2 microm long,Measurement,60553
1332,up to 0.7 microm wide,Measurement,60553
1333,approximately 6 X 2.5 microm,Measurement,60553
1334,villar protrusions,anatomical structure,60553
1335,bradyzoites,protozoan,60553
1336,first report,noun,60553
1337,text,scientific text,60511
1338,src,Source,60511
1339,Toxoplasma gondii,protozoan parasite,60511
1340,white-tailed deer,species,60511
1341,Odocoileus virginianus,species,60511
1342,Alabama,Geographical Region,60511
1343,19,Count,60511
1344,5,Number,60511
1345,heart tissue,heart tissue,60511
1346,20-gram,mass unit,60511
1347,mice,Not applicable,60511
1348,direct agglutination test,diagnostic test,60511
1349,antibodies,antibody,60511
1350,1:50,Ratio,60511
1351,4,County,60511
1352,21%,Prevalence,60511
1353,7,Reference,60511
1354,16,Number,60511
1355,44%,Prevalence,60511
1356,negative,TestResult.Negative,60511
1357,serum,blood serum,60511
1358,Muscular sarcocystosis,Disease,60488
1359,Sarcocystis,Genus,60488
1360,"Honshu, Japan",island,60488
1361,Wild carnivores,Host,60488
1362,Japanese raccoon dogs,Host,60488
1363,Nyctereutes procyonoides viverrinus,Host,60488
1364,Japanese red fox,Host,60488
1365,Vulpes vulpes japonica,Host,60488
1366,Japanese martens,Host,60488
1367,Martes melampus melampus,Host,60488
1368,Japanese badgers,Host,60488
1369,Meles meles anakuma,Host,60488
1370,red fox,animal species,60565
1371,Vulpes vulpes,Species,60565
1372,Toxoplasma gondii,Parasite,60565
1373,toxoplasmosis,disease,60565
1374,Fairmount Park,park,60565
1375,Philadelphia,City,60565
1376,Pennsylvania,Geographical Region,60565
1377,USA,Country,60565
1378,liver,Tissue,60565
1379,lungs,Tissue,60565
1380,adrenal glands,Tissue,60565
1381,rabies antigen,viral antigen,60565
1382,distemper virus,virus,60565
1383,immunohistochemical staining,Medical Procedure,60565
1384,neurological disease,toxoplasmosis,60565
1385,pale foci,pathological lesion,60565
1386,necrosis,pathological,60565
1387,4 mm,Lesion measurement,60565
1388,Toxoplasmic encephalitis,Disease,60516
1389,Rocky Mountain bighorn sheep,Rocky Mountain bighorn sheep,60516
1390,Ovis canadensis canadensis,Rocky Mountain bighorn sheep,60516
1391,Hells Canyon area,Geographic Region,60516
1392,"Washington, USA",State,60516
1393,Toxoplasma gondii,organism,60516
1394,encephalitis,Disease,60516
1395,brain,organ,60516
1396,pneumonic pasteurellosis,Disease,60516
1397,Pasteurella-associated pneumonia,Disease,60516
1398,mortality,Mortality,60516
1399,4-mo-old,Age,60516
1400,protozoa,Protozoan parasite,60516
1401,immunohistochemistry,histochemical staining,60516
1402,first report,case report,60516
1403,legacy of low-impact logging,Environmental Factor,60460
1404,potentially pathogenic protozoa,protozoan parasite,60460
1405,free-ranging gorillas and chimpanzees,Host,60460
1406,western lowland gorillas,Host,60460
1407,Gorilla gorilla gorilla,Host,60460
1408,chimpanzees,Host,60460
1409,Pan troglodytes troglodytes,Host,60460
1410,Republic of Congo,Country,60460
1411,Goualougo Triangle,Geographical Region,60460
1412,Nouabalé-Ndoki National Park,National Park,60460
1413,Kabo Concession,Concession,60460
1414,parasitism,ecological relationship,60460
1415,infections,Protozoal Infection,60460
1416,logging,activity,60460
1417,undisturbed forest,natural environment,60460
1418,previously logged concession,location,60460
1419,Cryptosporidium,Zoonotic Protozoa,60460
1420,Giardia,Protozoan parasite,60460
1421,3.73%,prevalence,60460
1422,prevalence,Biological Attribute,60460
1423,study,research study,60460
1424,infects,action,60430
1425,isolated from,Source,60430
1426,Megatrypanum trypanosomes,Species,60430
1427,Trypanosoma (Megatrypanum) theileri,Trypanosoma species,60430
1428,European Cervidae,Host,60430
1429,fallow deer,Host,60430
1430,Cervus dama,Host,60430
1431,red deer,Host,60430
1432,Cervus elaphus,Host,60430
1433,roe deer,Host,60430
1434,Capreolus capreolus,Host,60430
1435,cattle,Host,60430
1436,blood culture,Process,60430
1437,NNN agar slopes,Culture medium,60430
1438,Schneider's Drosophila medium,culture medium,60430
1439,isoenzyme analysis,Process,60430
1440,molecular karyotyping,Process,60430
1441,starch gel electrophoresis,Process,60430
1442,isocitrate dehydrogenase,enzyme,60430
1443,phosphoglucomutase,Enzyme,60430
1444,cluster analysis,Process,60430
1445,pulsed-field gradient gel electrophoresis (PFGE),Process,60430
1446,chromosomes,Biological Entity,60430
1447,10,Number,60430
1448,11,Figure,60430
1449,9,Reference number,60430
1450,4,Number,60430
1451,300 kb,DNA fragment,60430
1452,2200 kb,Genome size,60430
1453,nonhuman primates,Host,60523
1454,genetics,scientific discipline,60523
1455,FY (DARC) gene,gene,60523
1456,yellow baboons,Host,60523
1457,Papio cynocephalus,Host,60523
1458,Amboseli National Park,National Park,60523
1459,Kenya,country,60523
1460,chemokine receptor,Duffy antigen receptor,60523
1461,erythrocyte,erythrocyte,60523
1462,Plasmodium vivax,Parasite,60523
1463,genetic variation,gene variant,60523
1464,Hepatocystis,Apicomplexa,60523
1465,in vitro reporter gene assays,gene expression assay,60523
1466,non-neutral evolution,non-neutral evolution,60523
1467,multi-host pathogens,multi-host pathogen,59954
1468,carnivore management,animal management,59954
1469,southern Africa,Geographic Region,59954
1470,retrospective serosurvey,retrospective serosurvey,59954
1471,1018,Sample Size,59954
1472,feline,Host,59954
1473,canine,Host,59954
1474,viruses,multi-host virus,59954
1475,protected areas,wildlife reserve,59954
1476,canine distemper virus (CDV),multi-host virus,59954
1477,African wild dogs,Carnivora,59954
1478,Lycaon pictus,Host,59954
1479,Botswana,Geographical Region,59954
1480,mortality,Disease-related mortality,59954
1481,disease-related mortality,Disease-related mortality,59954
1482,pup survivorship,ecological,59954
1483,disease outbreak,disease outbreak,59954
1484,1996,Year,59954
1485,4 weeks,Time Period,59954
1486,ecotones,ecological transition zone,59954
1487,landscape heterogeneities,ecological feature,59954
1488,domestic animal reservoirs,Animal Reservoir,59954
1489,pathogen maintenance,Process,59954
1490,transmission,Process,59954
1491,large systems,Study Design,59954
1492,conservation efforts,wildlife management,59954
1493,metapopulations,Biological population,59954
1494,generalist pathogen invasion,Process,59954
1495,habitat loss,environmental factor,59954
1496,wildlife conflict,Disease management,59954
1497,population depression,Population decline,59954
1498,outbreak boundaries,Geographical Area,59954
1499,hantavirus pulmonary syndrome,Disease,59037
1500,white-footed mouse,mouse species,59037
1501,Peromyscus leucopus,Reservoir,59037
1502,M genome,Viral genome segment,59037
1503,New York virus,Hantavirus strain,59037
1504,patient,None,59037
1505,northeastern United States,Geographical region,59037
1506,tissues,Biological tissue,59037
1507,serum,Biological Sample,59037
1508,Four Corners virus,Hantavirus strain,59037
1509,G1 glycoprotein,Viral glycoprotein,59037
1510,epitope,Viral epitope,59037
1511,nodavirus,Genus,57824
1512,Atlantic halibut nodavirus,Nodavirus,57824
1513,strain AH95NorA,Nodavirus strain,57824
1514,SJNNV,virus,57824
1515,striped jack nervous necrosis virus,Nodavirus species,57824
1516,BFNNV,Betanodavirus,57824
1517,barfin flounder nervous necrosis virus,Nodavirus species,57824
1518,Atlantic halibut,Host,57824
1519,Hippoglossus hippoglossus,Host,57824
1520,barfin flounder,Host,57824
1521,Verasper moseri,Host,57824
1522,Pacific cod,Host,57824
1523,Gadus macrocephalus,Host,57824
1524,viral encephalopathy and retinopathy,Disease,57824
1525,VER,Gene,57824
1526,RT-PCR,Molecular Biology Technique,57824
1527,capsid protein gene,Viral gene,57824
1528,RNA2,Viral RNA segment,57824
1529,T2 region,Molecular region,57824
1530,T4 region,Genomic region,57824
1531,1349 nucleotide fragment,Measurement,57824
1532,830 nucleotides,Measurement,57824
1533,421 nucleotides,Measurement,57824
1534,80% identity,Measurement,57824
1535,98% identity,Measurement,57824
1536,76% identity,Measurement,57824
1537,84.5% identity,Measurement,57824
1538,10 to 100 copies,Measurement,57824
1539,100 to 1000 copies,Measurement,57824
1540,primer set,Reagent,57824
1541,plasmid,Reagent,57824
1542,viral RNA,Reagent,57824
1543,Borna disease virus,Bornaviridae,59194
1544,Japanese macaques,species,59194
1545,Macaca fuscata,species,59194
1546,Chiba prefecture,prefecture,59194
1547,ELISA,Method,59194
1548,Western blot,Method,59194
1549,immunofluorescence assays,Method,59194
1550,serum antibodies,biological molecule,59194
1551,BDV antigens,Viral antigen,59194
1552,serum samples,Biological Sample,59194
1553,brain tissue,Brain tissue,59194
1554,RT-PCR,Method,59194
1555,BDV sequences,Viral RNA,59194
1556,genetic conservation,concept,59194
1557,unique differences,genetic differences,59194
1558,49,Number,59194
1559,6,Number,59194
1560,12.2%,seroprevalence rate,59194
1561,one case,Number,59194
1562,astroviral diarrhea,disease,58337
1563,Mamastrovirus,Astrovirus,58337
1564,cheetah,species,58337
1565,Acinonyx jubatus,Species,58337
1566,Astrovirus,Astrovirus,58337
1567,lethargy,Symptom,58337
1568,anorexia,symptom,58337
1569,watery diarrhea,Symptom,58337
1570,regurgitation,Gastrointestinal symptom,58337
1571,11-day period,Time Period,58337
1572,electron microscopy,Diagnostic method,58337
1573,culture,Diagnostic method,58337
1574,consensus astroviral PCR,Diagnostic method,58337
1575,particles morphologically consistent with an astrovirus,Mamastrovirus,58337
1576,no other viral pathogens or significant bacterial pathogens,absence of pathogens,58337
1577,Bayesian and maximum likelihood phylogenetic analyses,Diagnostic method,58337
1578,bismuth subsalicylate tablets,medication,58337
1579,524mg PO BID for 5 days,DrugRegimen,58337
1580,recovered without additional intervention,Disease Outcome,58337
